,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Close_MA20,Close_MA50,close_gt_ma50,ma20_rising,close_gt_ma20,Volume_MA50,Volume/MA50,volume_pct,vol_ge_1.85x_ma50,vol_ge_90pct,vol_ge_90pct_last_5days,vol_ge_90pct_last_10days,risk_off_score,risk_off_level
73,2021-04-20,J (Apr 2021),17.7,19.3,17.41,18.96,18.6526,0.9956,90513,0,28759,19.615000000000002,22.167199999999998,False,False,False,97741.9,0.9260409302458823,,False,False,,,0,GREEN
74,2021-04-21,J (Apr 2021),18.9,19.2,18.0,19.05,19.28,0.6274,1337,0,26203,19.4375,22.071199999999997,False,False,False,96352.02,0.013876201038649734,,False,False,,,0,GREEN
75,2021-04-22,K (May 2021),20.2,21.65,19.85,21.05,21.1658,1.1703,142688,129,201584,19.345000000000002,22.018199999999997,False,False,True,97774.2,1.4593624903093045,,False,False,,,1,GREEN
76,2021-04-23,K (May 2021),21.05,21.15,19.9,20.35,20.4318,-0.734,98966,0,192293,19.25,21.9502,False,False,True,97841.92,1.0114887361163805,,False,False,,,1,GREEN
77,2021-04-26,K (May 2021),20.4,20.55,20.1,20.24,20.2051,-0.2267,62805,130,184260,19.1895,21.895,False,False,True,97373.3,0.6449920049952091,,False,False,,,1,GREEN
78,2021-04-27,K (May 2021),20.25,20.45,19.65,19.85,19.7093,-0.4958,78382,320,175943,19.087,21.864,False,False,True,97276.34,0.8057663353699368,,False,False,,,1,GREEN
79,2021-04-28,K (May 2021),19.83,20.0,19.5,19.6,19.6632,-0.0461,71265,210,169114,19.011999999999997,21.824,False,False,True,96477.12,0.7386725474392271,,False,False,,,1,GREEN
80,2021-04-29,K (May 2021),19.65,20.4,19.2,19.68,19.5684,-0.0948,86698,0,162237,18.958499999999997,21.783599999999996,False,False,True,98159.8,0.8832332584214719,,False,False,,,1,GREEN
81,2021-04-30,K (May 2021),19.65,20.7,19.65,20.45,20.438,0.8696,98510,1833,157419,18.985999999999997,21.6756,False,True,True,97994.34,1.005262140650164,,False,False,,,2,YELLOW
82,2021-05-03,K (May 2021),20.45,20.55,19.65,19.75,19.7324,-0.7056,80758,0,143936,19.000999999999998,21.572599999999998,False,True,True,97261.38,0.8303192901437343,,False,False,,,2,YELLOW
83,2021-05-04,K (May 2021),19.75,22.0,19.6,20.8,20.5493,0.8169,139634,324,137021,19.058500000000002,21.476599999999998,False,True,True,97913.16,1.426100434303213,,False,False,,,2,YELLOW
84,2021-05-05,K (May 2021),20.75,20.85,19.5,20.05,19.9784,-0.5709,91013,0,125201,19.1185,21.376600000000003,False,True,True,96777.76,0.940433008575524,,False,False,,,2,YELLOW
85,2021-05-06,K (May 2021),20.1,21.1,19.56,19.8,19.6892,-0.2892,92278,140,118198,19.1885,21.292600000000004,False,True,True,96415.0,0.9570917388373178,,False,False,,,2,YELLOW
86,2021-05-07,K (May 2021),19.8,19.95,18.2,18.4,18.2917,-1.3975,88812,0,114740,19.186,21.0946,False,False,False,94008.68,0.9447212746737855,,False,False,,,0,GREEN
87,2021-05-10,K (May 2021),18.35,19.93,18.0,19.75,19.4819,1.1902,113759,32,95539,19.270999999999997,20.947599999999998,False,True,True,92354.74,1.23176135843163,,False,False,,,2,YELLOW
88,2021-05-11,K (May 2021),19.78,22.1,19.5,21.66,21.2388,1.7569,189216,704,82517,19.464000000000002,20.8898,True,True,True,93873.82,2.0156418477483924,,True,False,,,4,ORANGE
89,2021-05-12,K (May 2021),21.7,27.15,21.2,26.1,25.9725,4.7337,196274,459,72038,19.875,20.9148,True,True,True,95883.4,2.0470070940329608,,True,False,,,4,ORANGE
90,2021-05-13,K (May 2021),26.25,27.03,22.12,22.7,22.6932,-3.2793,135964,0,58534,20.15,20.8418,True,True,True,96001.1,1.4162754385106002,,False,False,,,3,YELLOW
91,2021-05-14,K (May 2021),22.75,22.9,18.89,19.1,19.1312,-3.562,107377,0,46726,20.2495,20.6748,False,True,False,94832.46,1.1322810775972698,,False,False,,,1,GREEN
92,2021-05-17,K (May 2021),19.25,21.35,18.95,19.65,19.9063,0.7751,88206,45,32516,20.3495,20.5658,False,True,False,93740.82,0.9409561384250745,,False,False,,,1,GREEN
93,2021-05-18,K (May 2021),19.7,21.9,18.79,21.76,21.1438,1.2375,79787,0,18216,20.4895,20.491999999999997,True,True,True,93140.0,0.8566351728580631,,False,False,,,3,YELLOW
94,2021-05-19,K (May 2021),21.6,25.35,21.6,24.3,25.21,4.0662,2686,0,17537,20.752000000000002,20.499200000000002,True,True,True,91302.26,0.029418767947255633,,False,False,,,3,YELLOW
95,2021-05-20,M (Jun 2021),23.65,24.0,21.85,22.1,22.1031,-1.283,104176,115,169030,20.804499999999997,20.4722,True,True,True,91301.8,1.1410070776260708,,False,False,,,3,YELLOW
96,2021-05-21,M (Jun 2021),22.2,22.2,21.4,21.85,21.8453,-0.2578,71397,0,162356,20.8795,20.4482,True,True,True,91172.92,0.7830943661780274,,False,False,,,3,YELLOW
97,2021-05-24,M (Jun 2021),22.05,22.25,20.5,20.85,20.7569,-1.0884,65826,0,161035,20.910000000000004,20.4242,True,True,False,90697.28,0.7257770023533231,,False,False,,,2,YELLOW
98,2021-05-25,M (Jun 2021),20.85,21.15,20.5,20.6,20.7012,-0.0557,67262,0,158196,20.947499999999998,20.4292,True,True,False,90400.36,0.7440457095524841,,False,False,,,2,YELLOW
99,2021-05-26,M (Jun 2021),20.65,20.65,19.58,19.65,19.6232,-1.078,73506,3072,149527,20.95,20.423199999999998,False,True,False,90166.4,0.8152260709088974,,False,False,,,1,GREEN
100,2021-05-27,M (Jun 2021),19.6,20.1,18.5,18.63,18.5669,-1.0563,81396,301,144144,20.8975,20.3918,False,False,False,91757.5,0.8870773506252895,,False,False,,,0,GREEN
101,2021-05-28,M (Jun 2021),18.6,19.2,18.45,19.1,19.1343,0.5674,77714,376,136027,20.830000000000002,20.290599999999998,False,False,False,90920.36,0.8547480454322882,,False,False,,,0,GREEN
102,2021-06-01,M (Jun 2021),18.95,19.65,18.45,19.4,19.5551,0.4208,83140,0,128492,20.812500000000004,20.2076,False,False,False,90611.86,0.9175399335142221,,False,False,,,0,GREEN
103,2021-06-02,M (Jun 2021),19.4,19.61,18.65,19.05,18.9248,-0.6303,64289,0,122617,20.725,20.1524,False,False,False,90162.88,0.7130317931281698,,False,False,,,0,GREEN
104,2021-06-03,M (Jun 2021),19.0,20.0,18.92,19.3,19.2865,0.3617,75480,0,112656,20.6875,20.086399999999998,False,False,False,89640.28,0.8420321757138644,,False,False,,,0,GREEN
105,2021-06-04,M (Jun 2021),19.35,19.71,17.95,18.29,18.1246,-1.1619,83236,0,103740,20.612000000000002,19.9942,False,False,False,89387.16,0.9311851948311144,,False,False,,,0,GREEN
106,2021-06-07,M (Jun 2021),18.29,18.55,17.6,17.65,17.6359,-0.4887,53372,0,94995,20.5745,19.9022,False,False,False,87722.68,0.6084173442945428,,False,False,,,0,GREEN
107,2021-06-08,M (Jun 2021),17.75,18.46,17.5,18.0,17.9012,0.2653,64345,0,86810,20.487000000000002,19.8332,False,False,False,86339.92,0.7452520224711814,,False,False,,,0,GREEN
108,2021-06-09,M (Jun 2021),18.0,18.5,17.62,18.33,18.3797,0.4785,63985,0,71742,20.3205,19.7618,False,False,False,85427.92,0.7489940057067994,,False,False,,,0,GREEN
109,2021-06-10,M (Jun 2021),18.35,18.65,16.85,17.03,16.9031,-1.4766,79703,0,63061,19.867,19.6804,False,False,False,85493.86,0.9322657790863578,,False,False,,,0,GREEN
110,2021-06-11,M (Jun 2021),17.03,17.05,16.07,16.58,16.5505,-0.3526,67007,0,54866,19.561,19.597,False,False,False,85043.12,0.7879179409222051,,False,False,,,0,GREEN
111,2021-06-14,M (Jun 2021),16.65,17.08,16.05,16.65,16.4514,-0.0991,65209,0,44068,19.4385,19.532,False,False,False,84635.9,0.7704650154367119,,False,False,,,0,GREEN
112,2021-06-15,M (Jun 2021),16.65,17.43,16.2,17.1,17.1014,0.65,72601,0,29033,19.311,19.485,False,False,False,84789.86,0.856246253974237,,False,False,,,0,GREEN
113,2021-06-16,M (Jun 2021),17.3,17.44,16.9,17.1,16.38,-0.7214,1826,0,27655,19.078,19.434,False,False,False,83354.2,0.021906514608741972,,False,False,,,0,GREEN
114,2021-06-17,N (Jul 2021),19.8,20.55,18.84,19.45,19.5146,-0.1084,92236,0,187437,18.8355,19.445999999999998,True,False,True,83738.38,1.1014781991244635,,False,False,,,2,YELLOW
115,2021-06-18,N (Jul 2021),19.5,21.65,19.25,21.5,21.339,1.8244,159384,0,191416,18.805500000000002,19.508000000000003,True,False,True,85132.14,1.872195389426367,,True,False,,,3,YELLOW
116,2021-06-21,N (Jul 2021),21.45,22.25,19.6,20.2,19.9159,-1.4231,113975,174,171626,18.723,19.543,True,False,True,86102.06,1.3237197809204566,,False,False,,,2,YELLOW
117,2021-06-22,N (Jul 2021),20.1,20.35,18.7,18.75,18.8265,-1.0894,95264,0,165248,18.618000000000002,19.557000000000002,False,False,True,86505.66,1.101245860675475,,False,False,,,1,GREEN
118,2021-06-23,N (Jul 2021),18.8,18.95,18.25,18.3,18.4413,-0.3852,61946,284,163908,18.503,19.566999999999997,False,False,False,86035.54,0.7200047794202257,,False,False,,,0,GREEN
119,2021-06-24,N (Jul 2021),18.37,18.4,17.9,18.1,18.167,-0.2743,55526,0,158014,18.4255,19.571399999999997,False,False,False,85194.96,0.6517521693771556,,False,False,,,0,GREEN
120,2021-06-25,N (Jul 2021),18.15,18.3,17.65,17.7,17.7017,-0.4653,51228,0,153865,18.378999999999998,19.581400000000002,False,False,False,84861.84,0.6036635547850483,,False,False,,,0,GREEN
121,2021-06-28,N (Jul 2021),17.7,18.05,17.5,17.75,17.7213,0.0196,58554,0,151974,18.311500000000002,19.5942,False,False,False,84675.54,0.691510204717915,,False,False,,,0,GREEN
122,2021-06-29,N (Jul 2021),17.75,18.2,17.55,17.97,18.1278,0.4065,54954,0,145227,18.24,19.6006,False,False,False,83909.3,0.6549214449411448,,False,False,,,0,GREEN
123,2021-06-30,N (Jul 2021),18.05,18.41,17.75,17.85,17.9033,-0.2245,69357,0,138679,18.18,19.5784,False,False,False,83486.18,0.8307602527747707,,False,False,,,0,GREEN
124,2021-07-01,N (Jul 2021),17.85,18.0,17.44,17.55,17.4735,-0.4298,59366,0,136480,18.0925,19.5484,False,False,False,84646.76,0.7013381256411941,,False,False,,,0,GREEN
125,2021-07-02,N (Jul 2021),17.55,17.66,16.85,17.5,17.4706,-0.0029,79965,1172,128062,18.053,19.4774,False,False,False,83392.3,0.9589014813118237,,False,False,,,0,GREEN
126,2021-07-06,N (Jul 2021),17.45,18.7,17.19,18.2,17.9987,0.5281,94335,0,127575,18.0805,19.434399999999997,False,True,True,83299.68,1.132477339648844,,False,False,,,2,YELLOW
127,2021-07-07,N (Jul 2021),18.16,18.8,17.7,17.9,18.0485,0.0498,74187,0,109951,18.075499999999998,19.3876,False,False,False,83527.32,0.8881764672923781,,False,False,,,0,GREEN
128,2021-07-08,N (Jul 2021),17.95,20.5,17.9,19.75,19.545,1.4965,156447,0,93692,18.1465,19.3856,True,True,True,85088.62,1.8386360009129306,,False,False,,,3,YELLOW
129,2021-07-09,N (Jul 2021),19.75,20.1,17.7,17.9,17.7962,-1.7488,104248,0,80172,18.19,19.3516,False,True,False,85748.28,1.215744502397016,,False,False,,,1,GREEN
130,2021-07-12,N (Jul 2021),17.85,18.4,17.25,17.25,17.3713,-0.4249,65228,0,73831,18.2235,19.303,False,True,False,85318.88,0.7645201155945788,,False,False,,,1,GREEN
131,2021-07-13,N (Jul 2021),17.3,17.9,16.95,17.8,17.7342,0.3629,76204,0,68529,18.281,19.25,False,True,False,84872.76,0.8978616931981475,,False,False,,,1,GREEN
132,2021-07-14,N (Jul 2021),17.75,18.05,16.91,17.17,17.047,-0.6872,78877,0,64714,18.2845,19.198400000000003,False,True,False,84835.14,0.9297680182999639,,False,False,,,1,GREEN
133,2021-07-15,N (Jul 2021),17.16,18.25,17.15,17.6,17.51,0.463,91530,166,54747,18.3095,19.1344,False,True,False,83873.06,1.0912920072309273,,False,False,,,1,GREEN
134,2021-07-16,N (Jul 2021),17.65,18.76,16.8,18.5,18.6228,1.1128,80811,0,47654,18.262,19.1034,False,False,True,83669.02,0.9658413592032032,,False,False,,,1,GREEN
135,2021-07-19,N (Jul 2021),18.55,24.76,18.35,22.02,22.738,4.1152,141925,70,34977,18.288,19.147800000000004,True,True,True,84661.96,1.676372718042436,,False,False,,,3,YELLOW
136,2021-07-20,N (Jul 2021),21.95,22.85,19.75,19.84,19.9561,-2.7819,79034,8,23615,18.270000000000003,19.176599999999997,True,False,True,84466.4,0.9356856690944566,,False,False,,,2,YELLOW
137,2021-07-21,N (Jul 2021),19.95,20.0,18.5,19.05,18.9,-1.0561,1480,0,20043,18.285,19.1626,False,True,True,82220.82,0.018000306978208196,,False,False,,,2,YELLOW
138,2021-07-22,Q (Aug 2021),20.1,20.85,19.9,20.15,20.5665,0.4583,82003,1033,164178,18.3775,19.1324,True,True,True,80076.56,1.0240574769945163,,False,False,,,3,YELLOW
139,2021-07-23,Q (Aug 2021),20.2,20.5,19.95,20.5,20.3675,-0.199,67116,0,159138,18.4975,19.0204,True,True,True,77493.4,0.8660866602833274,,False,False,,,3,YELLOW
140,2021-07-26,Q (Aug 2021),20.4,21.45,20.0,20.1,20.1497,-0.2178,68002,1564,153021,18.6175,18.968400000000003,True,True,True,76134.16,0.8931864487636035,,False,False,,,3,YELLOW
141,2021-07-27,Q (Aug 2021),20.15,21.9,20.05,21.05,20.7147,0.565,113181,0,145155,18.7825,19.0074,True,True,True,76250.24,1.484336311597183,,False,False,,,3,YELLOW
142,2021-07-28,Q (Aug 2021),21.08,21.25,19.78,20.45,20.1089,-0.6058,87299,200,139060,18.9065,19.023400000000002,True,True,True,76232.1,1.1451737522644658,,False,False,,,3,YELLOW
143,2021-07-29,Q (Aug 2021),20.4,20.7,19.55,20.0,19.7092,-0.3997,61839,1284,136906,19.014,18.988200000000003,True,True,True,75873.14,0.8150315118103719,,False,False,,,3,YELLOW
144,2021-07-30,Q (Aug 2021),20.1,21.12,19.78,20.25,20.274,0.5648,80337,0,132323,19.148999999999997,18.9072,True,True,True,77426.16,1.0375950453955096,,False,False,,,3,YELLOW
145,2021-08-02,Q (Aug 2021),20.45,21.3,19.55,21.05,21.1496,0.8756,84656,0,124828,19.3265,18.8862,True,True,True,77035.76,1.0989182166827458,,False,False,,,3,YELLOW
146,2021-08-03,Q (Aug 2021),21.1,21.45,19.8,20.05,19.8525,-1.2971,92430,164,116995,19.419,18.8502,True,True,True,77456.42,1.1933161899297695,,False,False,,,3,YELLOW
147,2021-08-04,Q (Aug 2021),20.0,20.46,19.6,19.91,19.8494,-0.0031,56908,50,109492,19.5195,18.831400000000002,True,True,True,77278.06,0.736405649934794,,False,False,,,3,YELLOW
148,2021-08-05,Q (Aug 2021),19.9,19.95,19.25,19.31,19.3129,-0.5365,50098,158,102241,19.497500000000002,18.8056,True,False,False,76934.78,0.6511749302461124,,False,False,,,1,GREEN
