signal_date,spx_close_t0,fwd_ret_1,max_dd_1,fwd_ret_5,max_dd_5,fwd_ret_10,max_dd_10,fwd_ret_15,max_dd_15,fwd_ret_20,max_dd_20
2024-07-11,5584.54,0.005517016620885551,0.10564880903349838,-0.007153677832014815,-1.1053730477353474,-0.03318446998320357,-3.466534396745302,-0.02468600815823674,-3.466534396745302,-0.047493616305013364,-8.33157251984944
2024-07-18,5544.59,-0.007140293511332718,-0.8575927165038411,-0.026218349778793337,-2.770989378835953,-0.01765865465255323,-2.770989378835953,-0.04063059667171054,-7.671081180033146,-0.0002470877017055617,-7.671081180033146
2024-07-19,5505.0,0.010792007266121617,0.4366939146230653,-0.008337874659400502,-2.0717529518619493,-0.02878110808356038,-3.687011807447782,-0.029217075386012703,-7.007084468664848,0.008946412352407007,-7.007084468664848
2024-07-24,5427.13,-0.005142681306694263,-0.6666506975141595,0.01753597205152624,-0.6666506975141595,-0.04194297906996891,-5.672795750240001,0.005174005413542737,-5.672795750240001,0.03569474105097914,-5.672795750240001
2024-07-25,5399.22,0.011090490848678192,0.5830471808890847,0.008790158578461327,0.045932560629124985,-0.014800285967232263,-5.185193416826872,0.026670519074977417,-5.185193416826872,0.031749030415504365,-5.185193416826872
2024-08-01,5446.68,-0.018381839946536194,-2.655746252763158,-0.0233848876746936,-6.011368393223027,0.01772455881380952,-6.011368393223027,0.022758818215867338,-6.011368393223027,0.026673129319144895,-6.011368393223027
2024-08-02,5346.56,-0.029968802370122227,-4.25133169739047,-0.00044888676083321144,-4.25133169739047,0.03884553806559721,-4.25133169739047,0.05387576310749331,-4.25133169739047,0.05645499162078038,-4.25133169739047
2024-08-05,5186.33,0.01035414252467537,0.13940493566741985,0.030476271274678002,0.13940493566741985,0.08135232428326011,0.13940493566741985,0.08300860145806377,0.13940493566741985,0.06605827241999651,0.13940493566741985
2024-08-06,5240.03,-0.007734688541859436,-0.8490409406052946,0.037099024242227774,-0.8490409406052946,0.06814655641284495,-0.8490409406052946,0.07361980752018593,-0.8490409406052946,0.05344244212342297,-0.8490409406052946
2024-08-07,5199.5,0.023042600250024137,0.6606404461967585,0.049179728820078816,0.6606404461967585,0.08103663813828255,0.6606404461967585,0.07552264640830852,0.6606404461967585,0.05844985094720645,0.6606404461967585
2024-09-03,5528.93,-0.0016024800458679378,-0.4570504600347691,-0.0060427605341358825,-2.2845288328844915,0.019108579779451018,-2.2845288328844915,0.036896831755873105,-2.2845288328844915,0.032523471991868114,-2.2845288328844915
2024-09-04,5520.07,-0.0030180776693048417,-0.7161141072486332,0.006170211609635379,-2.12769040972306,0.01778781790810635,-2.12769040972306,0.03662815870088609,-2.12769040972306,0.034323840096230684,-2.12769040972306
2024-09-06,5408.42,0.01158009178281283,0.4820261740027476,0.040233561742616164,-0.02699494491922305,0.05438372019924498,-0.02699494491922305,0.0609697471720021,-0.02699494491922305,0.06335491696280982,-0.02699494491922305
2024-09-11,5554.13,0.007495323299958834,-0.33542607032964744,0.011546362796693632,-0.33542607032964744,0.03027116758160142,-0.33542607032964744,0.027980979919447257,-0.33542607032964744,0.04283479140747515,-0.33542607032964744
2024-10-01,5708.75,0.00013838405955768351,-0.6087146923582254,0.007423691701335722,-0.6087146923582254,0.018657324282899124,-0.6087146923582254,0.02495292314429598,-0.6087146923582254,0.021750821107948237,-0.6087146923582254
2024-11-06,5929.04,0.007431219893945906,0.3064577064752383,0.00950238149852245,0.3064577064752383,-0.0020121301256190716,-1.28233238433203,0.01175569738102622,-1.28233238433203,0.024636366089619832,-1.28233238433203
2024-12-19,5867.08,0.010869120584686254,-0.5927991436966873,0.01768511763943903,-0.5927991436966873,0.018458926757433103,-0.6400117264465544,-0.004119596119364299,-1.598239669477819,0.037376343939404366,-1.598239669477819
2024-12-20,5930.85,0.007287319692792726,-0.4768287850814068,-0.004031462606540526,-1.0401544466644874,-0.0036790679244965707,-1.7083554633821607,0.003213704612323509,-2.6562802970906407,0.03167505500897838,-2.6562802970906407
