,Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
532,2023-03-23,J (Apr 2023),23.5,24.65,22.0,23.93,24.2236,0.7236,132921,0,140161
533,2023-03-24,J (Apr 2023),23.85,26.25,23.16,23.35,23.2241,-0.9995,138091,0,130045
534,2023-03-27,J (Apr 2023),23.25,23.9,22.15,22.24,22.2674,-0.9567,82750,0,123540
535,2023-03-28,J (Apr 2023),22.15,22.6,21.6,21.7,21.6995,-0.5679,80142,0,120841
536,2023-03-29,J (Apr 2023),21.7,21.7,20.75,20.89,20.9309,-0.7686,68182,0,121297
537,2023-03-30,J (Apr 2023),20.95,21.7,20.6,20.95,20.8277,-0.1032,75509,0,121031
538,2023-03-31,J (Apr 2023),20.95,21.25,20.4,20.75,20.7642,-0.0635,73451,102,122889
539,2023-04-03,J (Apr 2023),21.1,21.4,20.2,20.31,20.2095,-0.5547,69159,56,119687
540,2023-04-04,J (Apr 2023),20.3,21.3,20.05,20.6,20.5997,0.3902,82921,0,117748
541,2023-04-05,J (Apr 2023),20.6,21.25,20.35,20.54,20.4184,-0.1813,61560,72,110966
542,2023-04-06,J (Apr 2023),20.55,20.87,19.78,20.05,19.9781,-0.4403,62532,0,107431
543,2023-04-10,J (Apr 2023),20.05,20.45,19.7,19.83,19.804,-0.1741,57883,68,96642
544,2023-04-11,J (Apr 2023),19.85,19.95,19.32,19.8,19.7666,-0.0374,56305,0,89483
545,2023-04-12,J (Apr 2023),19.75,20.2,19.05,20.03,19.9518,0.1852,81109,0,76681
546,2023-04-13,J (Apr 2023),20.05,20.12,18.7,18.87,18.7342,-1.2176,75928,0,74067
547,2023-04-14,J (Apr 2023),18.9,19.05,18.16,18.2,18.3523,-0.3819,69638,0,65631
548,2023-04-17,J (Apr 2023),18.15,18.3,17.4,17.5,17.416,-0.9363,65122,0,54447
549,2023-04-18,J (Apr 2023),17.45,17.63,16.88,17.05,17.0513,-0.3647,50327,0,44912
550,2023-04-19,J (Apr 2023),17.15,17.65,16.8,17.35,16.75,-0.3013,1336,0,43591
551,2023-04-20,K (May 2023),19.55,20.0,19.3,19.83,19.8376,0.4369,67324,0,178300
552,2023-04-21,K (May 2023),19.8,20.05,19.35,19.45,19.4083,-0.4293,76857,0,177780
553,2023-04-24,K (May 2023),19.45,19.85,19.25,19.3,19.3262,-0.0821,59274,0,175105
554,2023-04-25,K (May 2023),19.35,21.2,19.28,20.65,21.0194,1.6932,124218,538,163504
555,2023-04-26,K (May 2023),20.6,21.13,19.8,20.3,20.4248,-0.5946,110352,55,157530
556,2023-04-27,K (May 2023),20.35,20.38,19.15,19.3,19.4461,-0.9787,83145,21,155973
557,2023-04-28,K (May 2023),19.35,19.87,18.4,18.45,18.4361,-1.01,88271,600,157686
558,2023-05-01,K (May 2023),18.5,18.65,17.65,18.65,18.1693,-0.2668,89673,0,152672
559,2023-05-02,K (May 2023),18.6,20.8,18.55,19.34,19.3402,1.1709,157592,0,142166
560,2023-05-03,K (May 2023),19.35,20.6,18.78,20.41,19.9541,0.6139,100647,0,136398
561,2023-05-04,K (May 2023),20.65,22.1,19.8,21.2,21.1905,1.2364,161231,60,128905
562,2023-05-05,K (May 2023),21.15,21.15,19.05,19.4,19.2868,-1.9037,96477,25,122559
563,2023-05-08,K (May 2023),19.4,19.46,18.85,19.05,19.0021,-0.2847,61625,0,114879
564,2023-05-09,K (May 2023),19.05,19.7,18.96,19.35,19.4202,0.4181,68780,0,106494
565,2023-05-10,K (May 2023),19.45,19.88,18.3,18.9,18.8504,-0.5698,114165,380,91197
566,2023-05-11,K (May 2023),18.9,19.65,18.47,18.61,18.6032,-0.2472,86183,0,74648
567,2023-05-12,K (May 2023),18.65,19.1,17.85,18.6,18.5431,-0.0601,78146,110,66128
568,2023-05-15,K (May 2023),18.61,18.77,17.55,17.75,17.801,-0.7421,72822,237,55056
569,2023-05-16,K (May 2023),17.73,18.43,17.63,18.2,18.282,0.481,60493,0,41766
570,2023-05-17,K (May 2023),18.15,18.31,17.55,17.6,17.12,-1.162,2112,0,40252
571,2023-05-18,M (Jun 2023),19.9,20.01,19.05,19.15,19.1473,-0.8342,71093,0,210068
572,2023-05-19,M (Jun 2023),19.1,20.1,18.85,19.8,19.6485,0.5012,96138,460,213525
573,2023-05-22,M (Jun 2023),19.9,20.15,19.3,19.65,19.671,0.0225,74383,312,211830
574,2023-05-23,M (Jun 2023),19.7,20.4,19.41,20.1,20.0458,0.3748,81083,0,205969
575,2023-05-24,M (Jun 2023),20.15,21.25,19.95,20.64,20.9965,0.9507,103059,139,196856
576,2023-05-25,M (Jun 2023),20.54,20.95,20.17,20.48,20.4261,-0.5704,74940,0,188019
577,2023-05-26,M (Jun 2023),20.45,20.6,18.95,19.4,19.5822,-0.8439,88680,939,183560
578,2023-05-30,M (Jun 2023),19.25,19.75,18.65,18.94,18.967,-0.6152,91171,600,182815
579,2023-05-31,M (Jun 2023),18.95,19.55,18.68,18.91,18.8651,-0.1019,71599,0,175261
580,2023-06-01,M (Jun 2023),18.9,19.05,17.65,17.69,17.7047,-1.1604,91380,147,173759
581,2023-06-02,M (Jun 2023),17.7,17.76,16.7,17.05,16.9463,-0.7584,104054,0,176062
582,2023-06-05,M (Jun 2023),17.0,17.15,16.48,16.53,16.5014,-0.4449,70299,142,172160
583,2023-06-06,M (Jun 2023),16.55,16.65,15.4,15.45,15.4181,-1.0833,74505,0,170086
584,2023-06-07,M (Jun 2023),15.45,15.85,15.4,15.45,15.4509,0.0328,76620,186,164847
585,2023-06-08,M (Jun 2023),15.5,15.7,14.8,15.03,15.0127,-0.4382,62891,0,163594
586,2023-06-09,M (Jun 2023),15.1,15.52,14.93,15.2,15.2378,0.2251,67056,312,157631
587,2023-06-12,M (Jun 2023),15.25,15.7,15.08,15.5,15.5628,0.325,78315,0,154073
588,2023-06-13,M (Jun 2023),15.45,15.55,15.11,15.27,15.3191,-0.2437,78050,95,143295
589,2023-06-14,M (Jun 2023),15.3,15.4,14.68,14.7,14.778,-0.5411,88980,161,130075
590,2023-06-15,M (Jun 2023),14.7,15.2,14.55,15.05,15.103,0.325,83615,0,109438
591,2023-06-16,M (Jun 2023),15.1,15.21,14.3,14.34,14.3454,-0.7576,86925,0,90572
592,2023-06-20,M (Jun 2023),14.35,14.7,13.95,13.96,14.0254,-0.32,94942,0,65716
593,2023-06-21,M (Jun 2023),14.05,14.05,13.55,13.65,13.44,-0.5854,1686,0,64336
594,2023-06-22,N (Jul 2023),16.2,16.5,15.65,15.79,15.7789,-0.4001,70457,225,207498
595,2023-06-23,N (Jul 2023),15.75,16.4,15.75,16.0,15.9547,0.1758,82203,0,202865
596,2023-06-26,N (Jul 2023),16.0,16.25,15.6,16.01,15.9957,0.041,86144,0,197787
597,2023-06-27,N (Jul 2023),16.03,16.05,15.2,15.6,15.5616,-0.4341,70433,0,192710
598,2023-06-28,N (Jul 2023),15.6,15.7,14.95,15.11,14.9918,-0.5698,72202,720,192219
599,2023-06-29,N (Jul 2023),15.05,15.45,14.9,15.23,15.3281,0.3363,79876,0,186584
600,2023-06-30,N (Jul 2023),15.25,15.3,14.85,15.05,15.011,-0.3171,60661,0,184692
601,2023-07-03,N (Jul 2023),15.05,15.21,14.85,14.94,14.8946,-0.1164,46529,64,178380
602,2023-07-05,N (Jul 2023),14.88,15.35,14.85,15.29,15.2825,0.3879,73477,250,172019
603,2023-07-06,N (Jul 2023),15.26,17.95,15.25,16.25,16.1652,0.8827,191255,1315,149204
604,2023-07-07,N (Jul 2023),16.3,16.7,15.5,15.86,15.8619,-0.3033,116308,0,140333
605,2023-07-10,N (Jul 2023),15.9,16.4,15.6,15.76,15.7747,-0.0872,89790,777,128288
606,2023-07-11,N (Jul 2023),15.77,15.83,15.2,15.45,15.5525,-0.2222,99026,0,114621
607,2023-07-12,N (Jul 2023),15.41,15.7,14.25,14.31,14.2934,-1.2591,114150,294,107742
608,2023-07-13,N (Jul 2023),14.3,14.31,13.9,14.19,14.1923,-0.1011,91446,163,93950
609,2023-07-14,N (Jul 2023),14.19,14.4,13.75,13.77,13.8048,-0.3875,76981,0,80619
610,2023-07-17,N (Jul 2023),13.75,14.0,13.55,13.65,13.699,-0.1058,68206,0,67440
611,2023-07-18,N (Jul 2023),13.65,13.9,13.25,13.25,13.3001,-0.3989,71954,28,52183
612,2023-07-19,N (Jul 2023),13.3,13.3,13.03,13.05,13.02,-0.2801,1212,0,51467
613,2023-07-20,Q (Aug 2023),15.86,16.12,15.6,15.8,15.846,-0.059,82850,0,203008
614,2023-07-21,Q (Aug 2023),15.8,15.85,15.3,15.7,15.611,-0.235,76138,0,196657
615,2023-07-24,Q (Aug 2023),15.7,15.74,15.2,15.4,15.3804,-0.2306,68029,381,196728
616,2023-07-25,Q (Aug 2023),15.4,15.45,15.0,15.25,15.3462,-0.0342,67883,150,192879
617,2023-07-26,Q (Aug 2023),15.28,15.57,14.8,14.91,14.8878,-0.4584,87448,96,190019
618,2023-07-27,Q (Aug 2023),14.9,16.1,14.5,15.61,15.6879,0.8001,140141,110,183797
619,2023-07-28,Q (Aug 2023),15.65,15.75,14.85,15.1,14.9886,-0.6993,94728,0,176455
620,2023-07-31,Q (Aug 2023),15.05,15.2,14.78,14.89,14.8634,-0.1252,69699,623,169039
621,2023-08-01,Q (Aug 2023),14.88,15.45,14.8,15.19,15.0724,0.209,77219,167,164161
622,2023-08-02,Q (Aug 2023),15.5,17.2,15.35,16.84,16.7022,1.6298,184715,360,148624
623,2023-08-03,Q (Aug 2023),16.85,17.75,16.35,16.6,16.7483,0.0461,142012,553,134525
624,2023-08-04,Q (Aug 2023),16.75,17.6,15.65,17.35,17.5076,0.7593,140503,0,128871
625,2023-08-07,Q (Aug 2023),17.35,17.45,16.2,16.2,16.2943,-1.2133,106140,0,118042
626,2023-08-08,Q (Aug 2023),16.25,18.55,16.2,16.53,16.4955,0.2012,174613,216,101339
627,2023-08-09,Q (Aug 2023),16.5,17.2,15.85,16.31,16.3469,-0.1486,141708,0,89470
628,2023-08-10,Q (Aug 2023),16.3,16.95,15.1,16.09,16.0072,-0.3397,185182,184,76033
629,2023-08-11,Q (Aug 2023),16.05,16.68,15.25,15.3,15.3536,-0.6536,108854,451,70704
630,2023-08-14,Q (Aug 2023),15.35,15.9,14.8,14.83,14.8456,-0.508,87186,1616,60667
631,2023-08-15,Q (Aug 2023),14.9,16.55,14.6,16.22,16.1726,1.327,110296,14,33330
632,2023-08-16,Q (Aug 2023),16.25,16.6,15.95,16.6,16.28,0.1074,1678,0,32525
633,2023-08-17,U (Sep 2023),18.0,18.95,17.6,18.9,18.8548,0.843,126664,0,197902
634,2023-08-18,U (Sep 2023),18.85,19.55,18.2,18.5,18.4487,-0.4061,135240,450,189340
635,2023-08-21,U (Sep 2023),18.44,18.55,17.75,18.0,17.8493,-0.5994,85829,2320,184937
636,2023-08-22,U (Sep 2023),17.96,18.26,17.37,17.91,17.901,0.0517,76094,0,178905
637,2023-08-23,U (Sep 2023),17.9,17.92,16.9,16.95,17.2933,-0.6077,73309,0,180681
638,2023-08-24,U (Sep 2023),16.9,18.15,16.8,18.1,18.0102,0.7169,90320,0,176578
639,2023-08-25,U (Sep 2023),18.1,18.3,16.95,17.3,17.1776,-0.8326,103029,180,175084
640,2023-08-28,U (Sep 2023),17.15,17.22,16.4,16.45,16.4326,-0.745,80656,950,175942
641,2023-08-29,U (Sep 2023),16.42,16.6,15.76,15.89,15.9027,-0.5299,91657,389,181322
642,2023-08-30,U (Sep 2023),15.9,16.05,15.25,15.32,15.3029,-0.5998,78615,160,177526
643,2023-08-31,U (Sep 2023),15.28,15.41,14.93,15.0,15.0438,-0.2591,80188,612,177857
644,2023-09-01,U (Sep 2023),15.02,15.05,14.6,14.8,14.7971,-0.2467,73796,205,173594
645,2023-09-05,U (Sep 2023),14.8,15.25,14.6,15.15,14.9927,0.1956,75191,0,168193
646,2023-09-06,U (Sep 2023),15.15,15.8,15.0,15.3,15.3467,0.354,95027,0,161903
647,2023-09-07,U (Sep 2023),15.3,16.21,15.2,15.28,15.3022,-0.0445,89358,0,153613
648,2023-09-08,U (Sep 2023),15.25,15.7,14.65,14.89,14.9405,-0.3617,94162,317,150723
649,2023-09-11,U (Sep 2023),14.85,14.9,14.4,14.62,14.5844,-0.3561,93132,117,142084
650,2023-09-12,U (Sep 2023),14.62,14.85,14.25,14.6,14.6385,0.0541,85738,859,128389
651,2023-09-13,U (Sep 2023),14.6,14.95,13.9,13.95,13.9985,-0.64,101662,189,116005
652,2023-09-14,U (Sep 2023),13.95,13.96,13.3,13.37,13.3689,-0.6296,83007,720,106590
653,2023-09-15,U (Sep 2023),13.35,14.4,13.25,14.15,14.2528,0.8839,93259,24,91451
654,2023-09-18,U (Sep 2023),14.15,14.63,13.85,14.03,14.0971,-0.1557,70305,0,78843
655,2023-09-19,U (Sep 2023),13.99,14.75,13.8,14.1,14.0519,-0.0452,77624,54,59594
656,2023-09-20,U (Sep 2023),14.16,14.25,13.8,13.86,13.96,-0.0919,2293,0,57809
657,2023-09-21,V (Oct 2023),16.25,17.65,16.15,17.65,17.4859,1.3163,165459,0,197291
658,2023-09-22,V (Oct 2023),17.55,17.7,16.8,17.5,17.4916,0.0057,119328,0,185838
659,2023-09-25,V (Oct 2023),17.5,18.21,17.15,17.31,17.4974,0.0058,113373,230,181046
660,2023-09-26,V (Oct 2023),17.3,19.3,17.25,18.98,19.1742,1.6768,152290,0,175451
661,2023-09-27,V (Oct 2023),18.95,19.5,18.2,18.28,18.3022,-0.872,160182,0,161354
662,2023-09-28,V (Oct 2023),18.25,18.55,17.2,17.25,17.3515,-0.9507,141961,455,147790
663,2023-09-29,V (Oct 2023),17.25,17.85,16.5,17.59,17.7712,0.4197,140735,0,147897
664,2023-10-02,V (Oct 2023),17.1,18.3,17.0,17.81,17.8507,0.0795,112370,0,143625
665,2023-10-03,V (Oct 2023),17.85,20.05,17.55,19.7,19.6564,1.8057,160035,575,137978
666,2023-10-04,V (Oct 2023),19.75,20.35,18.4,18.75,18.5177,-1.1387,158232,16,121244
667,2023-10-05,V (Oct 2023),18.75,19.5,18.15,18.4,18.1998,-0.3179,123386,0,113795
668,2023-10-06,V (Oct 2023),18.4,19.6,17.51,17.95,18.0342,-0.1656,151277,565,111895
669,2023-10-09,V (Oct 2023),18.65,19.6,17.6,17.75,17.6467,-0.3875,120001,0,100314
670,2023-10-10,V (Oct 2023),17.7,17.75,16.6,17.15,16.9878,-0.6589,103023,0,91545
671,2023-10-11,V (Oct 2023),17.06,17.75,16.35,16.38,16.5021,-0.4857,112021,42,83570
672,2023-10-12,V (Oct 2023),16.35,17.85,15.8,16.95,16.9479,0.4458,143590,151,71947
673,2023-10-13,V (Oct 2023),16.97,20.2,16.63,19.35,19.2567,2.3088,185655,104,61868
674,2023-10-16,V (Oct 2023),19.15,19.36,17.04,17.3,17.1597,-2.097,116635,0,45883
675,2023-10-17,V (Oct 2023),17.25,18.45,16.8,17.97,17.8484,0.6887,123540,0,32103
676,2023-10-18,V (Oct 2023),18.1,18.5,17.8,18.35,18.37,0.5216,2507,0,31008
677,2023-10-19,X (Nov 2023),19.35,20.82,19.0,20.68,20.5549,0.9582,159949,420,164775
678,2023-10-20,X (Nov 2023),20.65,21.15,20.1,20.99,20.725,0.1701,140524,583,161959
679,2023-10-23,X (Nov 2023),20.75,21.9,19.25,19.8,20.0003,-0.7247,143591,325,158423
680,2023-10-24,X (Nov 2023),19.75,20.05,18.91,19.09,19.0875,-0.9128,106924,460,152304
681,2023-10-25,X (Nov 2023),19.12,20.85,18.9,20.23,20.3008,1.2133,138434,0,151267
682,2023-10-26,X (Nov 2023),20.3,21.17,20.0,20.44,20.5375,0.2367,131342,1475,149992
683,2023-10-27,X (Nov 2023),20.35,21.4,19.79,21.0,21.1865,0.649,127361,0,148463
684,2023-10-30,X (Nov 2023),20.9,21.23,19.45,19.75,19.5901,-1.5964,109010,188,142627
685,2023-10-31,X (Nov 2023),19.7,19.85,18.05,18.35,18.1268,-1.4633,121787,460,134070
686,2023-11-01,X (Nov 2023),18.25,18.4,17.15,17.35,17.3005,-0.8263,128558,797,133555
687,2023-11-02,X (Nov 2023),17.35,17.38,16.55,16.58,16.5565,-0.744,101382,658,132750
688,2023-11-03,X (Nov 2023),16.65,16.8,15.98,16.05,16.1519,-0.4046,89978,305,132026
689,2023-11-06,X (Nov 2023),16.1,16.18,15.59,15.7,15.6461,-0.5058,92192,1221,121101
690,2023-11-07,X (Nov 2023),15.7,15.97,15.4,15.45,15.5014,-0.1447,74193,0,113168
691,2023-11-08,X (Nov 2023),15.5,15.7,15.05,15.25,15.1093,-0.3921,79187,533,104670
692,2023-11-09,X (Nov 2023),15.23,16.06,14.86,15.85,15.8874,0.7781,93777,260,97021
693,2023-11-10,X (Nov 2023),15.84,15.91,14.85,15.24,14.8991,-0.9883,87004,441,89199
694,2023-11-13,X (Nov 2023),15.2,15.4,14.6,14.83,14.8035,-0.0956,69514,25,73339
695,2023-11-14,X (Nov 2023),14.85,15.05,14.05,14.4,14.2701,-0.5334,96523,329,58152
696,2023-11-15,X (Nov 2023),14.19,14.35,14.05,14.21,14.22,-0.0501,1955,0,54591
697,2023-11-16,Z (Dec 2023),15.35,15.5,15.1,15.2,15.1459,-0.2048,86700,356,202078
698,2023-11-17,Z (Dec 2023),15.16,15.25,14.85,14.9,14.9042,-0.2417,65697,169,201903
699,2023-11-20,Z (Dec 2023),14.9,15.0,14.6,14.8,14.776,-0.1282,63410,0,205075
700,2023-11-21,Z (Dec 2023),14.75,14.95,14.4,14.43,14.4523,-0.3237,78044,2041,207364
701,2023-11-22,Z (Dec 2023),14.45,14.75,14.25,14.59,14.5628,0.1105,73996,0,199944
702,2023-11-24,Z (Dec 2023),14.6,14.65,13.8,13.91,13.8496,-0.7132,67304,318,194382
703,2023-11-27,Z (Dec 2023),13.9,14.2,13.85,13.95,13.9533,0.1037,58317,0,191946
704,2023-11-28,Z (Dec 2023),13.9,14.1,13.65,13.85,13.7842,-0.1691,76585,88,190074
705,2023-11-29,Z (Dec 2023),13.85,14.1,13.65,13.97,13.9997,0.2155,79035,0,184953
706,2023-11-30,Z (Dec 2023),14.0,14.15,13.7,13.75,13.7578,-0.2419,73614,281,182983
707,2023-12-01,Z (Dec 2023),13.8,13.85,13.5,13.7,13.6982,-0.0596,68550,705,183584
708,2023-12-04,Z (Dec 2023),13.6,14.3,13.6,13.85,13.8006,0.1024,92813,265,171188
709,2023-12-05,Z (Dec 2023),13.9,14.05,13.65,13.65,13.663,-0.1376,76750,77,163510
710,2023-12-06,Z (Dec 2023),13.65,13.85,13.4,13.8,13.737,0.074,76142,218,157151
711,2023-12-07,Z (Dec 2023),13.8,13.9,13.58,13.78,13.7485,0.0115,61125,0,149948
712,2023-12-08,Z (Dec 2023),13.85,13.87,13.3,13.34,13.3417,-0.4068,84797,0,144725
713,2023-12-11,Z (Dec 2023),13.33,13.35,12.9,12.93,12.9471,-0.3946,76626,0,138766
714,2023-12-12,Z (Dec 2023),12.9,13.0,12.25,12.35,12.4035,-0.5436,86739,0,132730
715,2023-12-13,Z (Dec 2023),12.36,12.55,12.1,12.25,12.1843,-0.2192,97135,118,118470
716,2023-12-14,Z (Dec 2023),12.2,12.65,11.96,12.35,12.3048,0.1205,94756,308,104419
717,2023-12-15,Z (Dec 2023),12.34,12.8,12.2,12.57,12.4649,0.1601,97280,0,87232
718,2023-12-18,Z (Dec 2023),12.55,12.6,12.3,12.46,12.4176,-0.0473,59656,145,74877
719,2023-12-19,Z (Dec 2023),12.5,12.65,12.25,12.53,12.409,-0.0086,69930,0,57726
720,2023-12-20,Z (Dec 2023),12.55,12.6,12.38,12.4,12.31,-0.099,1842,0,55229
721,2023-12-21,F (Jan 2024),15.75,15.95,15.3,15.44,15.4414,-0.3647,120155,0,191887
722,2023-12-22,F (Jan 2024),15.45,15.75,15.0,15.15,15.0372,-0.4042,86839,0,183299
723,2023-12-26,F (Jan 2024),15.05,15.15,14.55,14.55,14.6063,-0.4309,57872,72,176588
724,2023-12-27,F (Jan 2024),14.6,14.65,13.95,13.98,13.9935,-0.6128,78249,112,169980
725,2023-12-28,F (Jan 2024),13.95,14.2,13.9,14.0,13.9837,-0.0098,57915,55,159417
726,2023-12-29,F (Jan 2024),14.0,14.45,13.85,14.08,14.0512,0.0675,76420,154,155569
727,2024-01-02,F (Jan 2024),14.25,14.8,13.9,14.15,14.1016,0.0504,118240,66,147043
728,2024-01-03,F (Jan 2024),14.13,14.95,14.1,14.7,14.6997,0.5981,123511,1036,138810
729,2024-01-04,F (Jan 2024),14.7,14.8,14.35,14.65,14.6618,-0.0379,92315,27,135169
730,2024-01-05,F (Jan 2024),14.65,15.05,13.95,14.25,14.2034,-0.4584,115930,260,127386
731,2024-01-08,F (Jan 2024),14.15,14.5,13.6,13.88,13.7975,-0.4059,100008,632,120090
732,2024-01-09,F (Jan 2024),13.88,14.05,13.35,13.45,13.4039,-0.3936,85129,230,111126
733,2024-01-10,F (Jan 2024),13.45,13.51,13.2,13.2,13.3453,-0.0586,86680,0,100243
734,2024-01-11,F (Jan 2024),13.25,13.75,12.95,13.05,13.0512,-0.2941,122315,745,89191
735,2024-01-12,F (Jan 2024),13.01,13.45,12.95,13.35,13.1811,0.1299,83350,0,71833
736,2024-01-16,F (Jan 2024),13.3,14.35,13.15,13.9,13.9544,0.7733,121279,0,40287
737,2024-01-17,F (Jan 2024),13.85,14.75,13.7,14.6,15.13,1.1756,1865,0,38590
738,2024-01-18,G (Feb 2024),15.45,15.5,14.9,14.98,15.0037,-0.515,94340,0,159629
739,2024-01-19,G (Feb 2024),15.0,15.0,14.48,14.53,14.6052,-0.3985,103981,0,160982
740,2024-01-22,G (Feb 2024),14.5,14.52,14.0,14.08,14.0804,-0.5248,87659,172,158069
741,2024-01-23,G (Feb 2024),14.08,14.08,13.65,13.7,13.7002,-0.3802,81031,0,157976
742,2024-01-24,G (Feb 2024),13.73,14.15,13.49,14.04,14.038,0.3378,81601,0,151034
743,2024-01-25,G (Feb 2024),14.05,14.3,13.9,14.21,14.2261,0.1881,73696,0,146863
744,2024-01-26,G (Feb 2024),14.25,14.45,13.9,14.14,14.1173,-0.1088,72020,0,145298
745,2024-01-29,G (Feb 2024),14.15,14.45,14.09,14.2,14.2508,0.1335,72133,649,144239
746,2024-01-30,G (Feb 2024),14.2,14.3,13.95,14.1,13.9929,-0.2579,68362,460,139677
747,2024-01-31,G (Feb 2024),14.1,15.0,13.84,14.88,14.8735,0.8806,163162,0,128233
748,2024-02-01,G (Feb 2024),14.85,15.01,14.35,14.39,14.6977,-0.1758,107474,0,131029
749,2024-02-02,G (Feb 2024),14.4,14.75,14.24,14.65,14.5473,-0.1504,88061,0,116288
750,2024-02-05,G (Feb 2024),14.65,14.85,13.85,14.05,13.9557,-0.5916,101851,0,108449
751,2024-02-06,G (Feb 2024),13.95,14.05,13.5,13.55,13.5521,-0.4036,82134,0,99413
752,2024-02-07,G (Feb 2024),13.58,13.65,13.25,13.37,13.3847,-0.1674,79608,97,88762
753,2024-02-08,G (Feb 2024),13.4,13.65,13.3,13.31,13.3452,-0.0395,62630,0,74971
754,2024-02-09,G (Feb 2024),13.35,13.4,13.13,13.35,13.3705,0.0253,54219,50,66096
755,2024-02-12,G (Feb 2024),13.4,13.9,13.2,13.8,13.8034,0.4329,68283,62,54340
756,2024-02-13,G (Feb 2024),13.85,17.85,13.61,15.6,15.7525,1.9491,152241,120,32459
757,2024-02-14,G (Feb 2024),15.75,15.75,14.65,14.8,14.32,-1.4325,2358,0,31628
758,2024-02-15,H (Mar 2024),15.05,15.35,14.84,15.03,15.0189,-0.1207,80148,0,173746
759,2024-02-16,H (Mar 2024),15.0,15.25,14.7,15.01,14.9515,-0.0674,99552,0,174117
760,2024-02-20,H (Mar 2024),15.05,15.9,14.9,15.55,15.5273,0.5758,137215,1167,173823
761,2024-02-21,H (Mar 2024),15.55,15.75,15.0,15.03,15.3494,-0.1779,96300,277,172578
762,2024-02-22,H (Mar 2024),15.05,15.1,14.5,14.94,15.0348,-0.3146,103590,0,171048
763,2024-02-23,H (Mar 2024),14.9,15.01,14.4,14.45,14.4301,-0.6047,79515,284,168676
764,2024-02-26,H (Mar 2024),14.5,14.6,14.2,14.31,14.2522,-0.1779,67223,0,170295
765,2024-02-27,H (Mar 2024),14.3,14.35,13.95,14.0,13.9981,-0.2541,56312,0,168644
766,2024-02-28,H (Mar 2024),13.98,14.4,13.97,14.33,14.2232,0.2251,60480,0,161857
767,2024-02-29,H (Mar 2024),14.3,14.45,13.95,14.1,14.0088,-0.2144,71738,409,156841
768,2024-03-01,H (Mar 2024),14.05,14.25,13.75,14.03,14.0481,0.0393,78139,504,155672
769,2024-03-04,H (Mar 2024),14.0,14.15,13.9,14.06,14.0297,-0.0184,58087,170,149080
770,2024-03-05,H (Mar 2024),14.1,15.25,14.0,14.68,14.703,0.6733,145149,0,138072
771,2024-03-06,H (Mar 2024),14.7,14.95,14.25,14.81,14.7897,0.0867,90704,0,136615
772,2024-03-07,H (Mar 2024),14.8,15.1,14.35,14.6,14.6174,-0.1723,72028,0,135395
773,2024-03-08,H (Mar 2024),14.65,15.75,14.2,15.05,15.0773,0.4599,137863,375,122139
774,2024-03-11,H (Mar 2024),15.0,15.65,14.75,14.9,14.8956,-0.1817,122737,0,111393
775,2024-03-12,H (Mar 2024),14.85,15.21,13.9,13.94,13.9606,-0.935,124019,0,102663
776,2024-03-13,H (Mar 2024),13.95,14.05,13.7,13.78,13.7973,-0.1633,73301,40,91505
777,2024-03-14,H (Mar 2024),13.8,15.05,13.58,14.35,14.342,0.5447,124784,282,78186
778,2024-03-15,H (Mar 2024),14.3,15.55,14.15,14.6,14.5984,0.2564,122973,0,58461
779,2024-03-18,H (Mar 2024),14.6,14.65,14.05,14.34,14.3579,-0.2405,72888,0,50322
780,2024-03-19,H (Mar 2024),14.34,14.91,13.8,13.85,13.9448,-0.4131,81465,0,37422
781,2024-03-20,H (Mar 2024),13.9,14.15,13.8,14.05,14.17,0.2252,2777,0,35965
782,2024-03-21,J (Apr 2024),14.5,14.65,14.3,14.46,14.4567,-0.1078,91064,0,176974
783,2024-03-22,J (Apr 2024),14.45,14.65,14.25,14.55,14.4814,0.0247,71037,160,175955
784,2024-03-25,J (Apr 2024),14.5,14.75,14.25,14.4,14.4005,-0.0809,68337,0,174616
785,2024-03-26,J (Apr 2024),14.4,14.4,14.1,14.32,14.3463,-0.0542,62492,0,174395
786,2024-03-27,J (Apr 2024),14.35,14.45,14.04,14.1,14.0661,-0.2802,69914,0,172941
787,2024-03-28,J (Apr 2024),14.05,14.4,14.05,14.4,14.3687,0.3026,77353,181,164365
788,2024-04-01,J (Apr 2024),14.35,14.8,14.15,14.61,14.5022,0.1335,77382,0,155883
789,2024-04-02,J (Apr 2024),14.65,15.65,14.45,14.91,14.9996,0.4974,145629,559,147774
790,2024-04-03,J (Apr 2024),15.0,15.4,14.7,14.91,14.9446,-0.055,108677,0,139186
791,2024-04-04,J (Apr 2024),14.9,16.35,14.45,15.95,15.8308,0.8862,186832,33,130103
792,2024-04-05,J (Apr 2024),15.96,16.35,15.43,16.01,16.0774,0.2466,154104,96,119782
793,2024-04-08,J (Apr 2024),16.0,16.02,15.15,15.3,15.347,-0.7304,129384,0,113407
794,2024-04-09,J (Apr 2024),15.3,16.0,14.95,14.98,15.0753,-0.2717,136261,66,100663
795,2024-04-10,J (Apr 2024),15.0,16.2,14.75,15.46,15.3171,0.2418,167943,0,89245
796,2024-04-11,J (Apr 2024),15.5,16.3,14.95,15.0,15.0239,-0.2932,125897,156,78864
