sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-02-12	NA	NA	74.08	2.0%	1601.0%		1781.0%
crypto	BMNR	2026-02-12	NA	NA	1245.65	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-02-12	NA	NA	5.57	66.0%	78.0%	30.0%	
crypto	DJT	2026-02-12	NA	NA	810.26	-4.0%	184.0%	72.0%	185.0%
									
misc	TEM	2026-02-12	NA	NA	8.23	85.0%	10.0%	-26.0%	5.0%
									
TMT - mag7	AAPL	2026-02-12	25.19	32.99	8.79	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-02-12	16.36	25.18	9.78	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-02-12	23.85	28.55	9.25	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-02-12	14.48	27.71	2.98	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-02-12	16.16	27.67	8.18	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-02-12	139.38	386.81	16.47	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-02-12	39.67	47.72	14.26	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-02-12	22.25	15.03	2.83	20.0%	-68.0%	38.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-02-12	47.07	82.18	5.53	27.0%	60.0%	82.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-02-12	10.23	18.32	2.41	10.0%	18.0%	24.0%	20.0%
									
TMT - cons disc - E-comm	SHOP	2026-02-12	72.17	118.05	12.49	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-02-12	14.75	17.34	3.34	11.0%	-28.0%	-9.0%	0.0%
TMT - cons disc - E-comm	ETSY	2026-02-12	11.85	32.47	1.61	2.0%	25.0%	-6.0%	32.0%
TMT - cons disc - E-comm	SE	2026-02-12	26.85	46.79	2.84	38.0%	118.0%	112.0%	150.0%
TMT - cons disc - E-comm	CPNG	2026-02-12	24.72	81.10	0.93	18.0%	25.0%	29.0%	36.0%
									
TMT - cons disc - entertain	NFLX	2026-02-12	10.90	30.09	7.09	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-02-12	12.12	15.18	1.91	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-02-12	31.66	46.00	4.70	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-02-12	NA	NA	9.08	48.0%	7.0%	15.0%	7.0%
TMT - cons disc - social	RDDT	2026-02-12	48.86	48.75	11.27	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-02-12	33.06	6.45	3.10	17.0%	193.0%	-13512.0%	201.0%
TMT - cons disc - social	SNAP	2026-02-12	NA	NA	1.38	10.0%	166.0%	633.0%	397.0%
TMT - cons disc - social	MTCH	2026-02-12	10.24	12.56	2.03	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-02-12	28.67	39.05	21.47	17.0%	118.0%	76.0%	92.0%
TMT - cons disc - adtech	TTD	2026-02-12	18.29	29.95	4.55	18.0%	41.0%	50.0%	23.0%
TMT - cons disc - adtech	ROKU	2026-02-12	47.94	NA	2.68	14.0%	-879.0%	50.0%	-375.0%
TMT - cons disc - adtech	U	2026-02-12	924.12	NA	4.52	10.0%	-19.0%	-34140.0%	-27.0%
									
TMT - cons disc - edu	DUOL	2026-02-12	32.87	14.20	5.34	41.0%	83.0%	155.0%	1151.0%
TMT - cons disc - edu	COUR	2026-02-12	NA	NA	1.26	10.0%	4.0%	61.0%	24.0%
									
TMT - cons disc - realestate	RKT	2026-02-12	62.60	223.49	9.16	39.0%	-63.0%	N/A	463.0%
TMT - cons disc - realestate	Z	2026-02-12	36.99	482.57	4.06	18.0%	-106.0%		-106.0%
									
TMT - cons disc - misc	IOT	2026-02-12	196.91	NA	10.19	29.0%	-124.0%	-653.0%	-121.0%
									
TMT - cybersecurity	PANW	2026-02-12	54.63	101.70	11.69	16.0%	12.0%	-5.0%	-5.0%
TMT - cybersecurity	CRWD	2026-02-12	51920.35	NA	22.70	22.0%	121.0%	2.0%	102.0%
TMT - cybersecurity	FTNT	2026-02-12	23.49	34.79	9.23	15.0%	5.0%	64.0%	-4.0%
TMT - cybersecurity	ZS	2026-02-12	1566.57	NA	9.60	26.0%	90.0%	-240.0%	-4.0%
TMT - cybersecurity	NET	2026-02-12	698.41	NA	29.88	34.0%	-3.0%	52.0%	-6.0%
TMT - cybersecurity	CYBR	2026-02-12	846.57	NA	15.16	19.0%	-78.0%	-25.0%	-82.0%
TMT - cybersecurity	OKTA	2026-02-12	59.82	78.12	5.31	12.0%	100.0%	683.0%	169.0%
