sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-04-14,NA,NA,99.25,2.0%,1601.0%,-31.0%,1781.0%
crypto,BMNR,2026-04-14,NA,NA,1337.70,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-04-14,NA,NA,9.45,77.0%,1252.0%,655.0%,2912.0%
crypto,DJT,2026-04-14,NA,NA,743.28,1.0%,1508.0%,0.0%,1508.0%
,,,,,,,,,
misc,TEM,2026-04-14,NA,NA,6.93,83.0%,450.0%,-17.0%,316.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-04-14,24.96,32.69,8.71,16.0%,20.0%,18.0%,16.0%
TMT - mag7,MSFT,2026-04-14,15.96,24.56,9.54,17.0%,64.0%,23.0%,60.0%
TMT - mag7,GOOG,2026-04-14,25.64,30.54,9.94,18.0%,21.0%,20.0%,30.0%
TMT - mag7,AMZN,2026-04-14,18.10,34.75,3.73,14.0%,19.0%,23.0%,6.0%
TMT - mag7,META,2026-04-14,16.44,28.15,8.32,24.0%,8.0%,8.0%,9.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-04-14,121.86,339.08,14.44,-3.0%,-57.0%,4.0%,-64.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-04-14,55.77,67.00,20.02,36.0%,74.0%,62.0%,71.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-04-14,22.11,15.40,2.85,20.0%,-68.0%,44.0%,-96.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-04-14,43.02,76.64,5.16,38.0%,26.0%,81.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-04-14,12.29,24.96,2.55,12.0%,-34.0%,16.0%,-47.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-04-14,76.60,125.11,13.22,31.0%,-37.0%,36.0%,-43.0%
TMT - cons disc - E-comm,EBAY,2026-04-14,17.82,23.20,4.04,15.0%,1.0%,12.0%,-22.0%
TMT - cons disc - E-comm,ETSY,2026-04-14,14.72,41.31,1.87,3.0%,-23.0%,-25.0%,-15.0%
TMT - cons disc - E-comm,SE,2026-04-14,19.26,33.24,2.04,38.0%,90.0%,,67.0%
TMT - cons disc - E-comm,CPNG,2026-04-14,35.51,184.52,1.10,11.0%,-92.0%,-52.0%,-117.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-04-14,15.14,42.06,9.91,19.0%,30.0%,22.0%,29.0%
TMT - cons disc - entertain,DIS,2026-04-14,12.10,15.15,1.90,6.0%,1.0%,0.0%,-6.0%
TMT - cons disc - entertain,SPOT,2026-04-14,36.69,52.60,5.38,17.0%,123.0%,56.0%,249.0%
,,,,,,,,,
TMT - cons disc - social,RBLX,2026-04-14,NA,NA,8.43,43.0%,45.0%,53.0%,44.0%
TMT - cons disc - social,RDDT,2026-04-14,59.09,58.04,13.40,70.0%,264.0%,314.0%,254.0%
TMT - cons disc - social,PINS,2026-04-14,28.33,30.61,2.84,14.0%,18.0%,15.0%,-85.0%
TMT - cons disc - social,SNAP,2026-04-14,NA,NA,1.56,10.0%,166.0%,633.0%,397.0%
TMT - cons disc - social,MTCH,2026-04-14,11.08,14.00,2.23,2.0%,29.0%,20.0%,32.0%
,,,,,,,,,
TMT - cons disc - adtech,APP,2026-04-14,33.56,45.97,25.23,21.0%,143.0%,75.0%,84.0%
TMT - cons disc - adtech,TTD,2026-04-14,12.98,23.28,3.46,14.0%,22.0%,32.0%,3.0%
TMT - cons disc - adtech,ROKU,2026-04-14,43.23,186.66,3.34,16.0%,-455.0%,229.0%,-326.0%
TMT - cons disc - adtech,U,2026-04-14,1110.53,NA,5.49,10.0%,-19.0%,-34140.0%,-27.0%
,,,,,,,,,
TMT - cons disc - edu,DUOL,2026-04-14,20.91,10.85,4.14,35.0%,144.0%,170.0%,202.0%
TMT - cons disc - edu,COUR,2026-04-14,NA,NA,1.32,10.0%,4.0%,-15.0%,24.0%
,,,,,,,,,
TMT - cons disc - realestate,RKT,2026-04-14,68.49,NA,6.33,133.0%,-75.0%,N/A,101.0%
TMT - cons disc - realestate,Z,2026-04-14,34.43,454.44,3.81,18.0%,-106.0%,,-106.0%
,,,,,,,,,
TMT - cons disc - misc,IOT,2026-04-14,130.93,NA,9.44,28.0%,-419.0%,196.0%,-297.0%
,,,,,,,,,
TMT - cybersecurity,PANW,2026-04-14,59.26,88.85,13.24,15.0%,69.0%,36.0%,62.0%
TMT - cybersecurity,CRWD,2026-04-14,973.80,NA,20.85,23.0%,-180.0%,-2446.0%,-142.0%
TMT - cybersecurity,FTNT,2026-04-14,24.94,32.33,8.54,15.0%,5.0%,9.0%,-4.0%
TMT - cybersecurity,ZS,2026-04-14,1039.07,NA,6.51,26.0%,29.0%,-10.0%,344.0%
TMT - cybersecurity,NET,2026-04-14,732.46,NA,28.86,34.0%,-3.0%,45.0%,-6.0%
TMT - cybersecurity,OKTA,2026-04-14,37.46,48.59,3.85,12.0%,126.0%,58.0%,174.0%
TMT - cybersecurity,RBRK,2026-04-14,NA,NA,7.34,46.0%,-38.0%,-34.0%,-24.0%
TMT - cybersecurity,CVLT,2026-04-14,34.85,46.27,3.42,19.0%,79.0%,56.0%,61.0%
TMT - cybersecurity,NTNX,2026-04-14,31.87,40.25,3.63,10.0%,50.0%,15.0%,83.0%
,,,,,,,,,
TMT - Data/Infra/Observability,SNOW,2026-04-14,NA,NA,9.89,30.0%,-9.0%,-24.0%,-5.0%
TMT - Data/Infra/Observability,MDB,2026-04-14,NA,NA,7.61,27.0%,367.0%,-172.0%,-2.0%
TMT - Data/Infra/Observability,DDOG,2026-04-14,456.17,371.57,11.33,29.0%,-1.0%,14.0%,2.0%
TMT - Data/Infra/Observability,DT,2026-04-14,31.84,54.54,5.11,18.0%,48.0%,29.0%,-89.0%
,,,,,,,,,
TMT - devops,GTLB,2026-04-14,NA,NA,3.56,23.0%,-134.0%,-98.0%,-124.0%
TMT - devops,FROG,2026-04-14,NA,NA,9.98,25.0%,-27.0%,6.0%,-34.0%
TMT - devops,DBX,2026-04-14,9.36,12.17,2.14,-1.0%,55.0%,58.0%,6.0%
,,,,,,,,,
data center,NOK,2026-04-14,18.83,79.27,2.57,12.0%,-31.0%,-2.0%,-27.0%
,,,,,,,,,
data center - hyper scaler,ORCL,2026-04-14,20.69,29.20,7.30,22.0%,28.0%,37.0%,26.0%
data center - hyper scaler,CRWV,2026-04-14,36.55,NA,12.12,110.0%,1492.0%,53.0%,460.0%
data center - hyper scaler,NBIS,2026-04-14,NA,319.13,76.64,501.0%,72.0%,-53.0%,83.0%
data center - hyper scaler,IREN,2026-04-14,129.31,54.05,32.12,60.0%,-1655.0%,-66.0%,-929.0%
data center - hyper scaler,WULF,2026-04-14,NA,NA,52.00,2.0%,136.0%,198.0%,333.0%
data center - hyper scaler,CIFR,2026-04-14,268.31,NA,33.48,41.0%,-4851.0%,410.0%,-4293.0%
,,,,,,,,,
data center - semi chip,NVDA,2026-04-14,35.35,39.97,22.05,73.0%,100.0%,84.0%,94.0%
data center - semi chip,MU,2026-04-14,13.90,21.71,8.92,196.0%,819.0%,374.0%,771.0%
data center - semi chip,AVGO,2026-04-14,49.81,74.08,26.33,29.0%,49.0%,26.0%,34.0%
data center - semi chip,AMD,2026-04-14,61.08,96.44,12.01,34.0%,133.0%,33.0%,213.0%
,,,,,,,,,
data center - semi equip,ASML,2026-04-14,41.03,54.05,15.75,14.0%,12.0%,12.0%,15.0%
data center - semi equip,LRCX,2026-04-14,46.05,55.78,16.53,22.0%,36.0%,34.0%,34.0%
data center - semi equip,AMAT,2026-04-14,35.31,40.50,11.12,-2.0%,10.0%,-2.0%,71.0%
data center - semi equip,KLAC,2026-04-14,40.49,51.94,18.40,7.0%,37.0%,4.0%,39.0%
,,,,,,,,,
data center - semi equip for test,TER,2026-04-14,69.98,105.24,17.99,44.0%,84.0%,81.0%,76.0%
data center - semi equip for test,COHU,2026-04-14,NA,NA,4.01,30.0%,-29.0%,-65.0%,5.0%
data center - semi equip for test,KLIC,2026-04-14,NA,NA,6.06,20.0%,-76.0%,52.0%,-79.0%
,,,,,,,,,
data center - package,TSM,2026-04-14,22.63,35.66,16.09,25.0%,38.0%,27.0%,41.0%
data center - package,ASX,2026-04-14,17.08,46.43,2.83,14.0%,61.0%,39.0%,63.0%
data center - package,AMKR,2026-04-14,13.43,40.82,2.26,16.0%,34.0%,24.0%,63.0%
,,,,,,,,,
data center - PCB,TTMI,2026-04-14,31.79,71.78,4.31,19.0%,333.0%,36.0%,880.0%
,,,,,,,,,
data center - rack manufacture,CLS,2026-04-14,38.03,54.07,3.60,44.0%,59.0%,24.0%,76.0%
data center - rack manufacture,FLEX,2026-04-14,16.05,35.69,1.09,8.0%,11.0%,-1.0%,-9.0%
,,,,,,,,,
data center - router,ANET,2026-04-14,46.84,56.30,21.63,29.0%,28.0%,30.0%,19.0%
data center - router,MRVL,2026-04-14,45.52,43.39,14.31,22.0%,91.0%,33.0%,98.0%
,,,,,,,,,
data center - optics,CRDO,2026-04-14,80.05,88.14,27.44,201.0%,428.0%,400.0%,435.0%
data center - optics,MTSI,2026-04-14,89.79,123.99,19.38,25.0%,-129.0%,44.0%,-129.0%
data center - optics,SMTC,2026-04-14,49.64,NA,7.89,9.0%,-568.0%,1.0%,-176.0%
data center - optics,LITE,2026-04-14,244.01,261.99,29.06,65.0%,-328.0%,818.0%,-228.0%
data center - optics,COHR,2026-04-14,49.22,310.35,9.34,17.0%,31.0%,21.0%,104.0%
data center - optics,FN,2026-04-14,53.49,65.37,6.27,36.0%,26.0%,52.0%,30.0%
data center - optics,CIEN,2026-04-14,116.46,297.11,12.91,27.0%,852.0%,242.0%,1575.0%
data center - optics,CSCO,2026-04-14,20.71,28.98,5.51,10.0%,26.0%,15.0%,31.0%
data center - optics,ADI,2026-04-14,31.97,63.76,14.49,30.0%,117.0%,44.0%,112.0%
data center - optics,TXN,2026-04-14,25.71,40.21,11.28,10.0%,1.0%,14.0%,-4.0%
data center - optics,APH,2026-04-14,27.23,44.59,7.92,49.0%,81.0%,82.0%,60.0%
data center - optics,TEL,2026-04-14,16.31,34.31,3.86,22.0%,36.0%,34.0%,42.0%
data center - optics,GLW,2026-04-14,41.75,93.40,9.44,20.0%,55.0%,48.0%,74.0%
,,,,,,,,,
data center - NAND/SSD,STX,2026-04-14,42.00,59.89,11.48,22.0%,102.0%,66.0%,76.0%
data center - NAND/SSD,WDC,2026-04-14,37.06,36.70,11.55,-30.0%,165.0%,18.0%,209.0%
data center - NAND/SSD,SNDK,2026-04-14,97.54,NA,15.63,61.0%,442.0%,404.0%,672.0%
,,,,,,,,,
data center - server,DELL,2026-04-14,11.72,21.22,1.05,40.0%,42.0%,35.0%,47.0%
data center - server,SMCI,2026-04-14,15.54,20.24,0.58,123.0%,33.0%,30.0%,25.0%
,,,,,,,,,
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU),MPWR,2026-04-14,84.09,106.92,23.98,21.0%,24.0%,24.0%,-88.0%
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU),VICR,2026-04-14,142.76,72.94,21.14,12.0%,64.0%,51.0%,354.0%
,,,,,,,,,
data center - 服务器电源(PowerShelf/Front-End PSU/415VAC->48VDC架构),AEIS,2026-04-14,53.87,101.04,8.09,18.0%,41.0%,56.0%,7.0%
,,,,,,,,,
data center - 机房配电UPS/PDU(415VAC->415VAC),NVT,2026-04-14,27.76,31.57,5.60,42.0%,58.0%,26.0%,982.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),ETN,2026-04-14,25.81,38.58,5.70,13.0%,11.0%,6.0%,17.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),VRT,2026-04-14,54.65,90.83,11.59,23.0%,130.0%,28.0%,203.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),POWL,2026-04-14,33.91,45.15,7.57,4.0%,19.0%,20.0%,19.0%
,,,,,,,,,
data center - (34.5/13.8/4.16kVAC->415VAC,ETN,2026-04-14,25.81,38.58,5.70,13.0%,11.0%,6.0%,17.0%
data center - (34.5/13.8/4.16kVAC->415VAC,HUBB,2026-04-14,21.48,32.75,4.95,12.0%,15.0%,19.0%,14.0%
,,,,,,,,,
data center - UPS battery,ENS,2026-04-14,13.58,24.70,1.97,1.0%,-16.0%,-7.0%,-21.0%
