sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-02-20	NA	NA	79.33	2.0%	1601.0%		1781.0%
crypto	BMNR	2026-02-20	NA	NA	1273.61	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-02-20	NA	NA	6.18	66.0%	78.0%	30.0%	
crypto	DJT	2026-02-20	NA	NA	761.12	-4.0%	184.0%	72.0%	185.0%
									
misc	TEM	2026-02-20	NA	NA	9.42	85.0%	10.0%	-26.0%	5.0%
									
TMT - mag7	AAPL	2026-02-20	25.48	33.37	8.89	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-02-20	16.16	24.87	9.66	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-02-20	24.40	29.23	9.47	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-02-20	15.29	29.25	3.14	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-02-20	16.29	27.90	8.25	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-02-20	137.76	382.38	16.28	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-02-20	42.54	51.15	15.29	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-02-20	22.75	15.70	2.93	20.0%	-68.0%	44.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-02-20	47.09	83.60	5.63	38.0%	26.0%	81.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-02-20	12.94	22.71	2.54	12.0%	-34.0%	-6.0%	-47.0%
									
TMT - cons disc - E-comm	SHOP	2026-02-20	83.01	135.19	14.29	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-02-20	16.07	20.28	3.57	14.0%	1.0%	11.0%	-22.0%
TMT - cons disc - E-comm	ETSY	2026-02-20	14.25	38.65	1.80	3.0%	-23.0%	-25.0%	-15.0%
TMT - cons disc - E-comm	SE	2026-02-20	28.37	49.12	2.98	38.0%	118.0%	112.0%	150.0%
TMT - cons disc - E-comm	CPNG	2026-02-20	27.12	88.35	1.01	18.0%	25.0%	29.0%	36.0%
									
TMT - cons disc - entertain	NFLX	2026-02-20	11.26	31.10	7.33	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-02-20	12.35	15.54	1.95	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-02-20	35.30	50.77	5.19	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-02-20	NA	NA	8.97	43.0%	45.0%	53.0%	44.0%
TMT - cons disc - social	RDDT	2026-02-20	57.19	56.33	13.00	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-02-20	27.55	28.83	2.77	14.0%	18.0%	15.0%	-85.0%
