sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
TMT - devops	FROG	2026-02-19	NA	NA	11.31	25.0%	-27.0%	6.0%	-34.0%
TMT - devops	DBX	2026-02-19	10.98	14.02	2.45	-1.0%	18.0%	31.0%	16.0%
									
data center	NOK	2026-02-19	13.56	57.93	1.88	12.0%	-31.0%	-2.0%	-27.0%
									
data center - hyper scaler	ORCL	2026-02-19	21.13	29.42	7.37	14.0%	86.0%	25.0%	95.0%
data center - hyper scaler	CRWV	2026-02-19	31.04	NA	11.76	134.0%	-26.0%	84.0%	-72.0%
data center - hyper scaler	NBIS	2026-02-19	NA	NA	50.70	501.0%	72.0%	-53.0%	83.0%
data center - hyper scaler	IREN	2026-02-19	118.92	49.60	29.47	60.0%	-1655.0%	-66.0%	-929.0%
data center - hyper scaler	WULF	2026-02-19	NA	NA	38.65	87.0%	2170.0%	-3378.0%	1876.0%
data center - hyper scaler	CIFR	2026-02-19	163.09	NA	30.24	198.0%	-96.0%	-260.0%	-96.0%
									
data center - semi chip	NVDA	2026-02-19	40.07	46.54	24.40	62.0%	70.0%	65.0%	65.0%
data center - semi chip	MU	2026-02-19	21.01	39.67	11.10	57.0%	182.0%	97.0%	180.0%
data center - semi chip	AVGO	2026-02-19	46.78	70.15	24.79	28.0%	83.0%	30.0%	97.0%
data center - semi chip	AMD	2026-02-19	48.49	76.89	9.57	34.0%	133.0%	33.0%	213.0%
									
data center - semi equip	ASML	2026-02-19	39.67	52.21	15.30	14.0%	12.0%	12.0%	15.0%
data center - semi equip	LRCX	2026-02-19	40.14	48.65	14.42	22.0%	36.0%	34.0%	34.0%
data center - semi equip	AMAT	2026-02-19	32.95	37.86	10.40	-2.0%	10.0%	-2.0%	71.0%
data center - semi equip	KLAC	2026-02-19	33.32	42.70	15.13	7.0%	37.0%	4.0%	39.0%
									
data center - semi equip for test	TER	2026-02-19	60.23	90.74	15.51	44.0%	84.0%	81.0%	76.0%
data center - semi equip for test	COHU	2026-02-19	NA	NA	3.14	30.0%	-29.0%	-65.0%	5.0%
data center - semi equip for test	KLIC	2026-02-19	NA	NA	5.29	20.0%	-76.0%	52.0%	-79.0%
									
data center - package	TSM	2026-02-19	21.39	33.80	15.25	25.0%	38.0%	27.0%	41.0%
data center - package	ASX	2026-02-19	14.95	39.46	2.44	14.0%	63.0%	39.0%	63.0%
data center - package	AMKR	2026-02-19	10.38	32.13	1.78	16.0%	34.0%	24.0%	63.0%
									
data center - PCB	TTMI	2026-02-19	26.56	59.73	3.57	19.0%	333.0%	36.0%	880.0%
									
data center - rack manufacture	CLS	2026-02-19	26.95	40.58	2.70	44.0%	59.0%	53.0%	76.0%
data center - rack manufacture	FLEX	2026-02-19	13.29	29.15	0.89	8.0%	11.0%	-1.0%	-9.0%
									
data center - router	ANET	2026-02-19	41.15	49.84	19.15	29.0%	28.0%	30.0%	19.0%
data center - router	MRVL	2026-02-19	28.51	27.88	8.65	37.0%	-395.0%	-22877.0%	-381.0%
									
data center - optics	CRDO	2026-02-19	101.30	114.05	29.65	272.0%	-2230.0%	-2601.0%	-2058.0%
data center - optics	MTSI	2026-02-19	82.51	114.04	17.83	25.0%	-129.0%	44.0%	-129.0%
data center - optics	SMTC	2026-02-19	47.47	279.29	7.66	13.0%	-225.0%	45.0%	-62.0%
data center - optics	LITE	2026-02-19	183.17	194.36	21.56	65.0%	-328.0%	818.0%	-228.0%
data center - optics	COHR	2026-02-19	37.11	230.09	6.92	17.0%	31.0%	21.0%	104.0%
data center - optics	FN	2026-02-19	39.78	49.27	4.73	36.0%	26.0%	52.0%	30.0%
data center - optics	CIEN	2026-02-19	100.55	374.86	9.44	26.0%	-96.0%	35.0%	-56.0%
data center - optics	CSCO	2026-02-19	19.79	27.63	5.25	10.0%	26.0%	15.0%	31.0%
data center - optics	ADI	2026-02-19	31.66	63.08	14.35	30.0%	117.0%	44.0%	112.0%
data center - optics	TXN	2026-02-19	25.53	40.04	11.19	10.0%	1.0%	14.0%	-4.0%
data center - optics	APH	2026-02-19	27.64	45.28	8.05	49.0%	81.0%	82.0%	60.0%
data center - optics	TEL	2026-02-19	15.95	33.51	3.77	22.0%	36.0%	34.0%	42.0%
data center - optics	GLW	2026-02-19	32.10	70.69	7.14	20.0%	55.0%	48.0%	74.0%
									
data center - NAND/SSD	STX	2026-02-19	32.74	46.25	8.87	22.0%	102.0%	66.0%	76.0%
data center - NAND/SSD	WDC	2026-02-19	28.92	28.58	8.99	-30.0%	165.0%	18.0%	209.0%
data center - NAND/SSD	SNDK	2026-02-19	63.90	NA	10.26	61.0%	442.0%	404.0%	672.0%
									
data center - server	DELL	2026-02-19	9.27	15.88	0.76	11.0%	39.0%	15.0%	37.0%
data center - server	SMCI	2026-02-19	18.20	23.88	0.69	123.0%	33.0%	30.0%	25.0%
									
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU)	MPWR	2026-02-19	74.38	92.23	20.18	21.0%	24.0%		-88.0%
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU)	VICR	2026-02-19	127.94	83.73	17.21	19.0%	156.0%	158.0%	145.0%
									
data center - 服务器电源(PowerShelf/Front-End PSU/415VAC->48VDC架构)	AEIS	2026-02-19	44.73	84.03	6.73	18.0%	41.0%	56.0%	7.0%
									
data center - 机房配电UPS/PDU(415VAC->415VAC)	NVT	2026-02-19	24.29	27.36	4.86	42.0%	58.0%	26.0%	982.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	ETN	2026-02-19	24.63	36.08	5.34	13.0%	11.0%		17.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	VRT	2026-02-19	43.01	71.27	9.09	23.0%	130.0%	28.0%	203.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	POWL	2026-02-19	25.68	34.84	5.85	4.0%	19.0%	20.0%	19.0%
									
data center - (34.5/13.8/4.16kVAC->415VAC	ETN	2026-02-19	24.63	36.08	5.34	13.0%	11.0%		17.0%
data center - (34.5/13.8/4.16kVAC->415VAC	HUBB	2026-02-19	20.82	31.59	4.79	12.0%	15.0%	19.0%	14.0%
									
data center - UPS battery	ENS	2026-02-19	12.17	21.89	1.74	1.0%	-16.0%	-7.0%	-21.0%
data center - UPS battery	FLNC	2026-02-19	NA	NA	1.19	154.0%	20.0%	4.0%	9.0%
									
data center - construction builder	EME	2026-02-19	20.91	32.32	2.21	16.0%	10.0%	14.0%	9.0%
data center - construction builder	FIX	2026-02-19	38.34	58.16	5.82	35.0%	97.0%	74.0%	99.0%
data center - construction builder	URI	2026-02-19	10.06	22.99	3.48	3.0%	-4.0%	0.0%	-5.0%
									
data center - onsite power generator	CAT	2026-02-19	27.99	40.40	5.24	18.0%	-7.0%	2.0%	-14.0%
data center - onsite power generator	GEV	2026-02-19	80.45	46.92	5.91	4.0%	-1.0%	48.0%	657.0%
data center - onsite power generator	CMI	2026-02-19	17.62	29.10	2.45	1.0%	19.0%	-2.0%	42.0%
data center - onsite power generator	FTAI	2026-02-19	33.87	66.09	12.60	42.0%	54.0%	20.0%	46.0%
data center - onsite power generator	BE	2026-02-19	280.32	NA	22.04	36.0%	-98.0%	-15.0%	-99.0%
									
data center - 电网侧≥115kV, 115kV->34.5kV	PWR	2026-02-19	34.54	81.53	2.90	18.0%	21.0%	24.0%	16.0%
data center - 电网侧≥115kV, 115kV->34.5kV	MYRG	2026-02-19	20.15	43.78	1.20	7.0%	141.0%	74.0%	201.0%
									
data center - new IPP	TLN	2026-02-19	8.61	82.56	4.28	35.0%	70.0%	43.0%	23.0%
data center - new IPP	OKLO	2026-02-19	NA	NA	NA		200.0%	196.0%	198.0%
data center - new IPP	SMR	2026-02-19	NA	NA	69.36	1653.0%	1070.0%	1226.0%	1465.0%
									
data center - IPP	CEG	2026-02-19	15.49	33.40	3.94	23.0%	-15.0%	23.0%	-22.0%
data center - IPP	VST	2026-02-19	7.87	61.62	2.66	-3.0%	-64.0%	-20.0%	-67.0%
data center - IPP	NRG	2026-02-19	15.18	25.58	1.13	5.0%	-123.0%	-68.0%	-117.0%
									
data center - uranium	CCJ	2026-02-19	81.66	122.55	20.81	2.0%	158.0%	-4.0%	47.0%
data center - uranium	UEC	2026-02-19	NA	NA	156.53	-100.0%	-49.0%	120.0%	-49.0%
data center - uranium	LEU	2026-02-19	56.01	50.10	9.15	-4.0%	-55.0%	-67.0%	-67.0%
									
data center - HVAC	TT	2026-02-19	24.49	35.72	4.81	6.0%	-1.0%	2.0%	-2.0%
data center - HVAC	CARR	2026-02-19	18.47	36.85	2.42	-6.0%	-99.0%	-54.0%	-93.0%
data center - HVAC	JCI	2026-02-19	24.31	26.84	3.64	7.0%	74.0%	40.0%	25.0%
data center - HVAC	SPXC	2026-02-19	25.67	51.41	5.56	23.0%	23.0%	32.0%	24.0%
									
material - steel/copper/aluminum/lithium	NUE	2026-02-19	11.27	23.89	1.27	9.0%	28.0%	16.0%	32.0%
material - steel/copper/aluminum/lithium	STLD	2026-02-19	15.41	23.82	1.53	14.0%	27.0%	26.0%	28.0%
material - steel/copper/aluminum/lithium	CLF	2026-02-19	NA	NA	0.31	0.0%	-23.0%	-118.0%	-46.0%
material - steel/copper/aluminum/lithium	BHP	2026-02-19	7.51	18.62	3.53	3.0%	193.0%	50.0%	509.0%
material - steel/copper/aluminum/lithium	RIO	2026-02-19	6.94	15.28	2.24				
material - steel/copper/aluminum/lithium	VALE	2026-02-19	5.82	29.88	1.79	9.0%	66.0%	41.0%	387.0%
material - steel/copper/aluminum/lithium	SCCO	2026-02-19	23.10	42.08	13.00	15.0%	21.0%	20.0%	24.0%
material - steel/copper/aluminum/lithium	FCX	2026-02-19	13.58	41.33	3.58	-11.0%	-38.0%	-49.0%	48.0%
material - steel/copper/aluminum/lithium	TMQ	2026-02-19	NA	NA	NA		2015.0%	122.0%	2015.0%
material - steel/copper/aluminum/lithium	AA	2026-02-19	8.76	13.33	1.23	-13.0%	-74.0%	-54.0%	12.0%
material - steel/copper/aluminum/lithium	CENX	2026-02-19	20.91	65.74	1.94	17.0%	-79.0%	-10.0%	-69.0%
material - steel/copper/aluminum/lithium	ALB	2026-02-19	32.06	NA	3.86	16.0%	-471.0%	44.0%	-1457.0%
material - steel/copper/aluminum/lithium	LAC	2026-02-19	NA	NA	NA		2371.0%	69.0%	2353.0%
									
aerospace - & defense	RKLB	2026-02-19	NA	NA	73.77	48.0%	16.0%	7.0%	-65.0%
aerospace - & defense	DXYZ	2026-02-19	21.29	16.13	NA	-5512.0%	-297.0%	N/A	-297.0%
aerospace - & defense	FLY	2026-02-19	NA	NA	30.83	38.0%	227.0%	96.0%	204.0%
aerospace - & defense	LUNR	2026-02-19	NA	NA	14.90	-10.0%	-88.0%	32.0%	-87.0%
aerospace - & defense	RDW	2026-02-19	NA	NA	4.80	51.0%	60.0%	566.0%	76.0%
aerospace - & defense	PL	2026-02-19	NA	NA	29.64	33.0%	191.0%	-37.0%	195.0%
aerospace - & defense	PLTR	2026-02-19	218.59	213.16	71.87	70.0%	672.0%	3127.0%	670.0%
aerospace - & defense	KTOS	2026-02-19	218.22	860.50	14.01	26.0%	105.0%	12.0%	172.0%
aerospace - & defense	AVAV	2026-02-19	107.44	NA	10.27	151.0%	-425.0%	126.0%	-327.0%
aerospace - & defense	RTX	2026-02-19	23.38	41.39	3.11	12.0%	14.0%	15.0%	9.0%
aerospace - & defense	LMT	2026-02-19	18.48	31.02	2.04	9.0%	195.0%	142.0%	155.0%
aerospace - & defense	NOC	2026-02-19	20.52	25.25	2.49	10.0%	12.0%	12.0%	13.0%
aerospace - & defense	LHX	2026-02-19	21.69	42.05	3.06	2.0%	-22.0%	-7.0%	-34.0%
aerospace - & defense	MOG-A	2026-02-19	21.72	41.90	2.66	21.0%	48.0%	27.0%	48.0%
aerospace - & defense	GD	2026-02-19	16.44	22.92	1.82	8.0%	2.0%	2.0%	0.0%
aerospace - & defense	HII	2026-02-19	20.91	28.84	1.39	16.0%	51.0%	43.0%	29.0%
aerospace - & defense	CW	2026-02-19	35.00	54.58	7.40	15.0%	16.0%	13.0%	16.0%
aerospace - & defense	BWXT	2026-02-19	47.31	62.53	6.25	29.0%	19.0%	19.0%	18.0%
aerospace - & defense	LDOS	2026-02-19	11.07	15.83	1.30	-4.0%	14.0%	11.0%	15.0%
aerospace - & defense	BAH	2026-02-19	10.16	11.88	0.85	-10.0%	-25.0%	-11.0%	7.0%
aerospace - & defense	CACI	2026-02-19	15.39	25.31	1.45	6.0%	18.0%	13.0%	13.0%
aerospace - & defense	USAS	2026-02-19	NA	NA	19.82	38.0%	-6.0%	299.0%	12.0%
aerospace - & defense	ALM	2026-02-19	NA	NA	178.12	27.0%	-769.0%	54.0%	-718.0%
aerospace - & defense	UAMY	2026-02-19	NA	NA	32.58	260.0%	603.0%	608.0%	555.0%
									
aerospace - aftermarket	GE	2026-02-19	37.67	41.13	7.66	18.0%	24.0%	1.0%	33.0%
aerospace - aftermarket	FTAI	2026-02-19	33.87	66.09	12.60	42.0%	54.0%	20.0%	46.0%
aerospace - aftermarket	TDG	2026-02-19	22.02	42.76	8.25	14.0%	-8.0%	8.0%	-13.0%
aerospace - aftermarket	HEI	2026-02-19	36.33	70.55	9.15	19.0%	35.0%	9.0%	35.0%
aerospace - aftermarket	ATI	2026-02-19	27.35	53.58	4.53	0.0%	-30.0%	9.0%	-30.0%
aerospace - aftermarket	CRS	2026-02-19	26.32	44.60	6.50	8.0%	24.0%	24.0%	25.0%
aerospace - aftermarket	HWM	2026-02-19	42.78	67.66	12.21	15.0%	10.0%	23.0%	18.0%
aerospace - aftermarket	PH	2026-02-19	25.94	36.93	6.25	9.0%	-9.0%	13.0%	-11.0%
aerospace - aftermarket	BA	2026-02-19	NA	123.27	2.05	57.0%	-303.0%	-93.0%	-307.0%
									
material - rare earth(永磁体)	CRS	2026-02-19	26.32	44.60	6.50	8.0%	24.0%	24.0%	25.0%
material - rare earth(永磁体)	MP	2026-02-19	NA	NA	44.59	-15.0%	68.0%	82.0%	64.0%
material - rare earth(永磁体)	USAR	2026-02-19	NA	NA	NA		-10497.0%	712.0%	-11227.0%
material - rare earth(永磁体)	EMAT	2026-02-19	NA	NA	NA		975.0%	104.0%	450.0%
material - rare earth(永磁体)	METC	2026-02-19	28.05	NA	1.84	-28.0%	9128.0%	-85.0%	5446.0%
material - rare earth(永磁体)	CRML	2026-02-19	NA	NA	NA				
									
chips	QCOM	2026-02-19	11.17	29.19	3.36	5.0%	-2.0%	-6.0%	-6.0%
chips	INTC	2026-02-19	20.46	NA	4.22	-4.0%	-44.0%	23.0%	369.0%
chips	ARM	2026-02-19	119.96	169.13	28.86	26.0%	-15.0%	14.0%	-12.0%
									
robotic	MOG-A	2026-02-19	21.72	41.90	2.66	21.0%	48.0%	27.0%	48.0%
robotic	ALNT	2026-02-19	19.25	60.49	2.15	11.0%	207.0%	46.0%	209.0%
robotic	ROK	2026-02-19	25.42	45.24	5.19	12.0%	61.0%	6.0%	66.0%
robotic	SNPS	2026-02-19	50.20	55.14	12.00	38.0%	60.0%	38.0%	-60.0%
robotic	SYM	2026-02-19	NA	NA	13.88	29.0%	-218.0%	-266.0%	-175.0%
									
quatum	IBM	2026-02-19	16.13	22.99	3.55	12.0%	25.0%	7.0%	92.0%
quatum	IONQ	2026-02-19	NA	NA	148.34	222.0%	1920.0%	166.0%	1909.0%
quatum	RGTI	2026-02-19	NA	NA	731.43	-18.0%	1255.0%	19.0%	1255.0%
									
TMT - SAAS	SAP	2026-02-19	17.26	28.35	5.48	13.0%	37.0%	16.0%	26.0%
TMT - SAAS	CRM	2026-02-19	12.05	24.72	4.31	9.0%	44.0%	17.0%	37.0%
TMT - SAAS	NOW	2026-02-19	41.67	64.31	8.46	21.0%	17.0%	49.0%	4.0%
TMT - SAAS	ADBE	2026-02-19	11.18	15.52	4.48	10.0%	14.0%	8.0%	10.0%
TMT - SAAS	INTU	2026-02-19	18.20	26.13	5.46	18.0%	163.0%	54.0%	126.0%
TMT - SAAS	ADP	2026-02-19	14.44	20.75	4.10	6.0%	10.0%	7.0%	10.0%
TMT - SAAS	WDAY	2026-02-19	27.88	58.79	4.00	13.0%	49.0%	48.0%	31.0%
TMT - SAAS	ADSK	2026-02-19	32.81	44.48	7.07	18.0%	33.0%	3.0%	25.0%
TMT - SAAS	TEAM	2026-02-19	NA	NA	3.69	23.0%	18.0%	-64.0%	12.0%
TMT - SAAS	HUBS	2026-02-19	63.71	275.14	4.03	20.0%	375.0%	225.0%	993.0%
TMT - SAAS	TWLO	2026-02-19	39.36	562.96	3.32	14.0%	179.0%	68.0%	268.0%
TMT - SAAS	ZM	2026-02-19	14.59	17.67	5.60	4.0%	183.0%	59.0%	196.0%
TMT - SAAS	DOCU	2026-02-19	20.91	30.88	2.80	8.0%	33.0%	34.0%	34.0%
TMT - SAAS	BILL	2026-02-19	192.00	NA	2.97	14.0%	-106.0%	4966.0%	-108.0%
TMT - SAAS	GDDY	2026-02-19	12.39	15.28	2.46	10.0%	21.0%	15.0%	10.0%
TMT - SAAS	WIX	2026-02-19	19.97	28.91	1.90	14.0%	-61.0%	7.0%	-102.0%
TMT - SAAS	PATH	2026-02-19	120.66	26.44	3.86	16.0%	-196.0%	-149.0%	-1967.0%
									
CN	BABA	2026-02-19	16.12	21.24	2.47	5.0%	-52.0%	-67.0%	-52.0%
CN	NIO	2026-02-19	NA	NA	1.03	17.0%	-32.0%		-29.0%
									
Fin - bank	JPM	2026-02-19	NA	15.39	2.97	N/A	-1.0%	N/A	-7.0%
Fin - bank	BAC	2026-02-19	NA	13.77	1.95	N/A	35.0%	N/A	14.0%
Fin - bank	C	2026-02-19	NA	16.58	1.21	N/A	0.0%	N/A	-16.0%
Fin - bank	BK	2026-02-19	NA	15.95	2.00	N/A	25.0%	N/A	26.0%
Fin - bank	MS	2026-02-19	NA	17.08	2.32	N/A	17.0%	N/A	19.0%
Fin - bank	GS	2026-02-19	NA	17.87	2.26	N/A	11.0%	N/A	12.0%
									
Fin - credit	AXP	2026-02-19	10.37	22.27	2.92	10.0%	12.0%	N/A	14.0%
Fin - credit	COF	2026-02-19	NA	86.97	2.08	N/A	98.0%	N/A	82.0%
Fin - credit	SOFI	2026-02-19	23.33	50.79	5.16	32.0%	209.0%	N/A	-48.0%
Fin - credit	AFRM	2026-02-19	14.74	63.75	5.03	29.0%	61.0%	N/A	61.0%
Fin - credit	KLAR	2026-02-19	NA	NA	1.63	28.0%	-680.0%	-216.0%	-628.0%
Fin - credit	UPST	2026-02-19	56.99	71.28	2.88	35.0%	-826.0%	-50860.0%	-778.0%
Fin - credit	FICO	2026-02-19	34.94	50.08	15.56	16.0%	28.0%	30.0%	4.0%
									
Fin - payment	V	2026-02-19	20.94	30.22	14.69	15.0%	8.0%	14.0%	15.0%
Fin - payment	MA	2026-02-19	22.61	31.49	14.13	18.0%	25.0%	27.0%	21.0%
Fin - payment	FISV	2026-02-19	6.92	9.71	1.56	1.0%	-19.0%	-14.0%	-14.0%
Fin - payment	PYPL	2026-02-19	5.33	7.71	1.15	5.0%	15.0%	12.0%	28.0%
Fin - payment	XYZ	2026-02-19	10.70	10.64	1.34	2.0%	86.0%	28.0%	63.0%
Fin - payment	TOST	2026-02-19	37.97	50.64	2.61	22.0%	206.0%	121.0%	206.0%
									
Fin - broker	SCHW	2026-02-19	7.95	20.15	6.03	8.0%	38.0%	N/A	38.0%
Fin - broker	IBKR	2026-02-19	-2.35	33.46	3.16	13.0%	25.0%	N/A	31.0%
Fin - broker	HOOD	2026-02-19	35.79	36.74	15.07	28.0%	18.0%	N/A	-34.0%
Fin - broker	COIN	2026-02-19	36.57	37.80	6.11	-69.0%	-159.0%	N/A	-152.0%
									
Fin - asset manage	BLK	2026-02-19	19.85	30.89	7.08	26.0%	-24.0%	N/A	-33.0%
Fin - asset manage	BX	2026-02-19	23.25	32.52	11.02	0.0%	51.0%	N/A	44.0%
Fin - asset manage	KKR	2026-02-19	30.61	43.62	4.07	153.0%	58.0%	N/A	-2.0%
Fin - asset manage	BN	2026-02-19	16.10	95.02	1.48	7.0%	-214.0%	N/A	79.0%
Fin - asset manage	APO	2026-02-19	10.11	21.49	2.12	84.0%	2.0%	N/A	-53.0%
Fin - asset manage	SSNC	2026-02-19	11.29	22.63	2.78	8.0%	-8.0%	2.0%	-22.0%
Fin - asset manage	CWAN	2026-02-19	67.04	NA	9.35	72.0%	-41.0%	264.0%	-103.0%
									
Fin - mm	VIRT	2026-02-19	4.52	7.52	1.79	37.0%	70.0%	N/A	58.0%
									
Fin - data & stock exchange	ICE	2026-02-19	15.98	26.71	7.16	13.0%	18.0%	N/A	22.0%
Fin - data & stock exchange	NDAQ	2026-02-19	17.94	26.32	5.63	3.0%	32.0%	N/A	46.0%
Fin - data & stock exchange	CME	2026-02-19	23.78	27.24	16.81	8.0%	44.0%	N/A	35.0%
Fin - data & stock exchange	CBOE	2026-02-19	17.88	27.45	6.35	9.0%	61.0%	N/A	60.0%
Fin - data & stock exchange	MRX	2026-02-19	-1.60	15.43	1.03			N/A	
Fin - data & stock exchange	SPGI	2026-02-19	18.33	28.42	8.12	9.0%	30.0%	11.0%	29.0%
Fin - data & stock exchange	MSCI	2026-02-19	23.59	34.49	12.68	11.0%	7.0%	13.0%	-7.0%
Fin - data & stock exchange	MCO	2026-02-19	21.64	32.85	10.39	13.0%	31.0%	25.0%	54.0%
Fin - data & stock exchange	TW	2026-02-19	23.91	31.47	13.66	12.0%	117.0%	3.0%	129.0%
Fin - data & stock exchange	MKTX	2026-02-19	14.95	27.14	7.89	4.0%	-6.0%	N/A	42.0%
									
Industry - farm machinery	DE	2026-02-19	19.78	37.33	3.84	11.0%	-6.0%	-6.0%	-14.0%
