sector,ticker,date,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
discount stores,WMT,2026-01-14,42.10,1.36,6.0%,34.0%,3.0%,34.0%
discount stores,COST,2026-01-14,50.94,1.51,8.0%,12.0%,12.0%,11.0%
discount stores,TGT,2026-01-14,13.32,0.47,-2.0%,-21.0%,-9.0%,-19.0%
discount stores,SFM,2026-01-14,15.77,0.92,13.0%,28.0%,21.0%,31.0%
,,,,,,,,
household & personal products,PG,2026-01-14,21.36,4.03,3.0%,17.0%,5.0%,20.0%
household & personal products,PM,2026-01-14,30.99,6.68,10.0%,16.0%,1.0%,13.0%
household & personal products,UL,2026-01-14,23.84,2.19,N/A,N/A,N/A,N/A
household & personal products,CL,2026-01-14,23.69,3.39,2.0%,1.0%,0.0%,0.0%
household & personal products,KMB,2026-01-14,16.79,1.82,-16.0%,-50.0%,-7.0%,-51.0%
household & personal products,KVUE,2026-01-14,23.01,2.19,-4.0%,-9.0%,-3.0%,4.0%
household & personal products,ULTA,2026-01-14,25.44,2.46,13.0%,-5.0%,0.0%,-5.0%
household & personal products,ELF,2026-01-14,61.14,3.71,14.0%,-114.0%,-27.0%,-84.0%
household & personal products,HIMS,2026-01-14,57.90,3.22,49.0%,-48.0%,30.0%,-79.0%
,,,,,,,,
utilities - regulated electric,NEE,2026-01-14,26.03,6.63,10.0%,18.0%,14.0%,32.0%
utilities - regulated electric,SO,2026-01-14,21.98,3.37,8.0%,10.0%,12.0%,11.0%
utilities - regulated electric,DUK,2026-01-14,18.66,2.92,5.0%,12.0%,8.0%,16.0%
utilities - regulated electric,AEP,2026-01-14,17.28,2.94,9.0%,14.0%,5.0%,1.0%
utilities - regulated electric,D,2026-01-14,20.50,3.23,19.0%,8.0%,14.0%,6.0%
utilities - regulated electric,PEG,2026-01-14,18.96,3.34,23.0%,29.0%,27.0%,20.0%
utilities - regulated electric,PCG,2026-01-14,13.39,1.39,5.0%,33.0%,6.0%,43.0%
utilities - regulated electric,HE,2026-01-14,18.48,0.79,-16.0%,-127.0%,-298.0%,-129.0%
,,,,,,,,
utilities - waste management,WM,2026-01-14,34.48,3.56,15.0%,-22.0%,15.0%,-21.0%
utilities - waste management,RSG,2026-01-14,31.36,3.96,3.0%,0.0%,2.0%,-3.0%
utilities - waste management,WCN,2026-01-14,68.51,4.51,5.0%,-6.0%,1.0%,-7.0%
,,,,,,,,
insurance - diversified,BRK-B,2026-01-14,15.77,2.86,2.0%,17.0%,23.0%,17.0%
insurance - diversified,AIG,2026-01-14,13.09,1.44,-6.0%,10.0%,N/A,7.0%
,,,,,,,,
insurance - property & casualty,PGR,2026-01-14,11.26,1.41,14.0%,13.0%,N/A,12.0%
insurance - property & casualty,ALL,2026-01-14,6.35,0.77,4.0%,240.0%,N/A,220.0%
insurance - property & casualty,CB,2026-01-14,12.57,2.02,8.0%,30.0%,N/A,21.0%
insurance - property & casualty,TRV,2026-01-14,10.72,1.26,5.0%,50.0%,N/A,50.0%
insurance - property & casualty,HIG,2026-01-14,10.78,1.32,7.0%,38.0%,N/A,41.0%
insurance - property & casualty,WRB,2026-01-14,14.53,1.79,11.0%,37.0%,N/A,40.0%
insurance - property & casualty,GWRE,2026-01-14,162.02,11.42,27.0%,784.0%,440.0%,243.0%
,,,,,,,,
insurance - brokers,AON,2026-01-14,27.71,4.35,7.0%,33.0%,N/A,34.0%
insurance - brokers,AJG,2026-01-14,40.89,5.06,22.0%,-14.0%,N/A,-13.0%
insurance - brokers,BRO,2026-01-14,23.84,4.95,35.0%,-2.0%,N/A,-3.0%
insurance - brokers,ERIE,2026-01-14,23.08,3.27,7.0%,16.0%,N/A,14.0%
,,,,,,,,
beverages - Non-alcohol,KO,2026-01-14,23.65,6.44,6.0%,24.0%,12.0%,30.0%
beverages - Non-alcohol,PEP,2026-01-14,27.76,2.16,3.0%,-10.0%,-5.0%,-11.0%
beverages - Non-alcohol,KDP,2026-01-14,24.23,2.36,11.0%,6.0%,3.0%,7.0%
beverages - Non-alcohol,COKE,2026-01-14,23.55,1.84,7.0%,24.0%,10.0%,23.0%
beverages - Non-alcohol,MNST,2026-01-14,44.25,9.52,17.0%,45.0%,41.0%,41.0%
beverages - Non-alcohol,CELH,2026-01-14,584.49,6.44,173.0%,-1176.0%,-18192.0%,12520.0%
beverages - Non-alcohol,PRMB,2026-01-14,NA,1.03,245.0%,28.0%,233.0%,-45.0%
,,,,,,,,
packaged food,KHC,2026-01-14,NA,1.14,-2.0%,-385.0%,-14.0%,-312.0%
packaged food,GIS,2026-01-14,9.85,1.30,-7.0%,-36.0%,-18.0%,-48.0%
packaged food,MKC,2026-01-14,23.73,2.71,3.0%,1.0%,3.0%,1.0%
packaged food,CPB,2026-01-14,13.87,0.79,-3.0%,-10.0%,-17.0%,-11.0%
packaged food,PPC,2026-01-14,8.08,0.54,4.0%,-4.0%,-4.0%,-2.0%
packaged food,POST,2026-01-14,17.92,0.62,12.0%,-26.0%,10.0%,-37.0%
packaged food,BRBR,2026-01-14,14.15,1.21,17.0%,-15.0%,0.0%,-17.0%
packaged food,FRPT,2026-01-14,27.67,2.86,14.0%,98.0%,57.0%,755.0%
,,,,,,,,
farm products,ADM,2026-01-14,26.28,0.37,2.0%,36.0%,-33.0%,500.0%
farm products,TSN,2026-01-14,44.54,0.38,2.0%,-86.0%,-40.0%,-87.0%
farm products,CALM,2026-01-14,3.11,0.83,-19.0%,-53.0%,-41.0%,-53.0%
farm products,VITL,2026-01-14,22.40,1.86,37.0%,112.0%,97.0%,120.0%
,,,,,,,,
specialty retail,ORLY,2026-01-14,32.92,4.59,8.0%,9.0%,9.0%,9.0%
specialty retail,AZO,2026-01-14,24.22,2.98,8.0%,-8.0%,-4.0%,-6.0%
specialty retail,TSCO,2026-01-14,24.69,1.76,7.0%,6.0%,7.0%,7.0%
specialty retail,DKS,2026-01-14,16.82,1.26,36.0%,-65.0%,-3.0%,-67.0%
,,,,,,,,
drug - general,LLY,2026-01-14,53.08,17.08,54.0%,355.0%,81.0%,475.0%
drug - general,JNJ,2026-01-14,21.09,5.71,7.0%,124.0%,28.0%,91.0%
drug - general,ABBV,2026-01-14,167.43,6.58,9.0%,-66.0%,10.0%,-89.0%
drug - general,MRK,2026-01-14,14.68,4.31,3.0%,65.0%,57.0%,83.0%
drug - general,AZN,2026-01-14,31.96,5.14,10.0%,74.0%,9.0%,74.0%
drug - general,AMGN,2026-01-14,25.43,4.94,13.0%,26.0%,14.0%,14.0%
drug - general,PFE,2026-01-14,14.91,2.32,-6.0%,-29.0%,7.0%,-21.0%
drug - general,BMY,2026-01-14,19.25,2.42,-1.0%,1679.0%,,2957.0%
drug - general,GILD,2026-01-14,19.22,5.30,3.0%,281.0%,9.0%,144.0%
,,,,,,,,
biotech,NVO,2026-01-14,17.16,4.25,12.0%,-21.0%,-7.0%,-22.0%
biotech,VRTX,2026-01-14,31.68,9.72,12.0%,6.0%,12.0%,4.0%
biotech,REGN,2026-01-14,18.05,5.56,1.0%,18.0%,-8.0%,9.0%
biotech,MRNA,2026-01-14,NA,7.10,-45.0%,-990.0%,1056.0%,-1638.0%
biotech,UTHR,2026-01-14,18.03,6.55,7.0%,13.0%,14.0%,10.0%
,,,,,,,,
diagnostics,TMO,2026-01-14,35.93,5.34,5.0%,5.0%,6.0%,-1.0%
diagnostics,ILMN,2026-01-14,32.25,5.13,0.0%,-69.0%,-52.0%,-79.0%
,,,,,,,,
healthcare plans,UNH,2026-01-14,17.48,0.70,12.0%,-58.0%,N/A,-61.0%
healthcare plans,CVS,2026-01-14,207.29,0.26,8.0%,-3416.0%,29.0%,-4669.0%
healthcare plans,ELV,2026-01-14,15.25,0.43,12.0%,2.0%,N/A,17.0%
healthcare plans,CI,2026-01-14,11.95,0.27,11.0%,93.0%,N/A,153.0%
healthcare plans,HUM,2026-01-14,25.69,0.26,11.0%,-79.0%,N/A,-59.0%
healthcare plans,OSCR,2026-01-14,NA,0.39,23.0%,166.0%,N/A,152.0%
healthcare plans,ALHC,2026-01-14,NA,1.20,44.0%,-114.0%,N/A,-114.0%
,,,,,,,,
hospital,HCA,2026-01-14,18.50,1.47,10.0%,27.0%,19.0%,29.0%
hospital,THC,2026-01-14,13.38,0.82,3.0%,-23.0%,13.0%,-28.0%
hospital,UHS,2026-01-14,9.47,0.73,13.0%,45.0%,27.0%,44.0%
hospital,DVA,2026-01-14,10.70,0.55,5.0%,-17.0%,-6.0%,-30.0%
,,,,,,,,
health informaction service,GEHC,2026-01-14,17.64,1.92,6.0%,-2.0%,-1.0%,-5.0%
health informaction service,VEEV,2026-01-14,42.53,11.68,16.0%,29.0%,33.0%,27.0%
,,,,,,,,
medical devices,ABT,2026-01-14,15.68,4.96,7.0%,12.0%,13.0%,-2.0%
medical devices,SYK,2026-01-14,47.19,5.64,10.0%,-1.0%,13.0%,3.0%
medical devices,BSX,2026-01-14,50.14,7.18,20.0%,40.0%,41.0%,61.0%
medical devices,MDT,2026-01-14,26.67,3.64,7.0%,2.0%,10.0%,8.0%
medical devices,EW,2026-01-14,35.38,8.20,15.0%,-14.0%,15.0%,-228.0%
,,,,,,,,
medical instruments,ISRG,2026-01-14,72.37,20.16,23.0%,27.0%,33.0%,25.0%
medical instruments,BDX,2026-01-14,35.58,2.71,8.0%,-6.0%,8.0%,17.0%
medical instruments,ALC,2026-01-14,38.07,3.89,7.0%,-3.0%,5.0%,-10.0%
,,,,,,,,
industrial dis,GWW,2026-01-14,29.40,2.82,6.0%,-27.0%,-23.0%,-40.0%
industrial dis,FAST,2026-01-14,39.77,6.09,12.0%,14.0%,12.0%,13.0%
industrial dis,CNM,2026-01-14,24.78,1.42,1.0%,2.0%,-1.0%,3.0%
,,,,,,,,
marine shipping,KEX,2026-01-14,23.07,2.03,5.0%,5.0%,3.0%,3.0%
marine shipping,MATX,2026-01-14,10.04,1.22,-9.0%,-33.0%,-26.0%,-32.0%
,,,,,,,,
specialty chemicals,LIN,2026-01-14,29.46,6.13,3.0%,14.0%,5.0%,24.0%
specialty chemicals,SHW,2026-01-14,34.60,3.77,3.0%,4.0%,4.0%,3.0%
specialty chemicals,ECL,2026-01-14,39.65,4.91,4.0%,-27.0%,10.0%,-21.0%
,,,,,,,,
IT servies,IBM,2026-01-14,36.96,4.42,9.0%,-403.0%,26.0%,-628.0%
IT servies,ACN,2026-01-14,23.86,2.51,6.0%,0.0%,6.0%,-3.0%
IT servies,INFY,2026-01-14,24.57,4.08,4.0%,6.0%,3.0%,9.0%
IT servies,IT,2026-01-14,20.95,2.67,3.0%,-87.0%,-3.0%,-91.0%
IT servies,EPAM,2026-01-14,33.79,2.31,19.0%,-24.0%,-14.0%,-22.0%
IT servies,GLOB,2026-01-14,30.84,1.20,0.0%,-15.0%,3.0%,-24.0%
,,,,,,,,
oil & gas integrated,XOM,2026-01-14,18.91,1.69,-4.0%,-16.0%,-5.0%,-12.0%
oil & gas integrated,CVX,2026-01-14,23.61,1.80,-1.0%,-17.0%,13.0%,-21.0%
oil & gas integrated,SHEL,2026-01-14,15.24,0.78,-6.0%,15.0%,4.0%,22.0%
,,,,,,,,
