sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-01-23	NA	7.66	99.72	11.0%	-909.0%	-152.0%	-878.0%
crypto	BMNR	2026-01-23	NA	NA	1839.02	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-01-23	NA	NA	NA	72.0%	193.0%	51.0%	
crypto	DJT	2026-01-23	NA	NA	1098.51	-4.0%	184.0%	72.0%	185.0%
									
misc	TEM	2026-01-23	NA	NA	10.59	85.0%	10.0%	-26.0%	5.0%
									
TMT - mag7	AAPL	2026-01-23	25.55	33.21	8.75	8.0%	11.0%	9.0%	86.0%
TMT - mag7	MSFT	2026-01-23	19.93	33.36	11.86	18.0%	13.0%	34.0%	12.0%
TMT - mag7	GOOG	2026-01-23	26.68	32.52	10.32	16.0%	39.0%	25.0%	33.0%
TMT - mag7	AMZN	2026-01-23	18.46	33.84	3.70	13.0%	56.0%	19.0%	38.0%
TMT - mag7	META	2026-01-23	16.87	29.35	8.84	26.0%	22.0%	19.0%	-83.0%
									
TMT - tsla	TSLA	2026-01-23	134.34	298.91	15.56	12.0%	-30.0%	-15.0%	-37.0%
									
TMT - e-commerce	UI	2026-01-23	35.16	42.19	12.11	33.0%	63.0%	52.0%	62.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-01-23	27.66	10.48	3.42	20.0%	-5.0%	43.0%	154.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-01-23	61.54	105.63	7.10	27.0%	60.0%	82.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-01-23	12.61	21.79	2.87	10.0%	18.0%	24.0%	20.0%
									
TMT - cons disc - E-comm	SHOP	2026-01-23	101.17	101.06	16.80	32.0%	-64.0%	43.0%	-68.0%
TMT - cons disc - E-comm	EBAY	2026-01-23	17.02	20.26	3.90	11.0%	-28.0%	-9.0%	0.0%
TMT - cons disc - E-comm	ETSY	2026-01-23	14.48	42.12	2.08	2.0%	25.0%	-6.0%	32.0%
TMT - cons disc - E-comm	SE	2026-01-23	31.10	53.28	3.24	38.0%	118.0%	112.0%	150.0%
TMT - cons disc - E-comm	CPNG	2026-01-23	29.09	94.35	1.08	18.0%	25.0%	29.0%	36.0%
									
TMT - cons disc - entertain	NFLX	2026-01-23	13.16	33.81	8.64	18.0%	30.0%	21.0%	29.0%
