sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-02-03,NA,6.20,80.63,11.0%,-909.0%,-152.0%,-878.0%
crypto,BMNR,2026-02-03,NA,NA,1413.93,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-02-03,NA,NA,NA,72.0%,193.0%,51.0%,
crypto,DJT,2026-02-03,NA,NA,915.90,-4.0%,184.0%,72.0%,185.0%
,,,,,,,,,
misc,TEM,2026-02-03,NA,NA,9.01,85.0%,10.0%,-26.0%,5.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-02-03,26.03,34.09,9.08,16.0%,20.0%,18.0%,16.0%
TMT - mag7,MSFT,2026-02-03,16.71,25.73,10.00,17.0%,64.0%,23.0%,60.0%
TMT - mag7,GOOG,2026-02-03,27.54,33.61,10.64,16.0%,39.0%,25.0%,33.0%
TMT - mag7,AMZN,2026-02-03,18.39,33.71,3.69,13.0%,56.0%,19.0%,38.0%
TMT - mag7,META,2026-02-03,17.20,29.45,8.71,24.0%,8.0%,8.0%,9.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-02-03,141.35,392.16,16.70,-3.0%,-57.0%,4.0%,-64.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-02-03,36.26,43.52,12.49,33.0%,63.0%,52.0%,62.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-02-03,26.43,10.00,3.26,20.0%,-5.0%,43.0%,154.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-02-03,59.60,102.48,6.89,27.0%,60.0%,82.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-02-03,11.26,19.82,2.61,10.0%,18.0%,24.0%,20.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-02-03,87.27,87.36,14.56,32.0%,-64.0%,43.0%,-68.0%
TMT - cons disc - E-comm,EBAY,2026-02-03,16.90,20.10,3.87,11.0%,-28.0%,-9.0%,0.0%
TMT - cons disc - E-comm,ETSY,2026-02-03,13.16,37.26,1.84,2.0%,25.0%,-6.0%,32.0%
TMT - cons disc - E-comm,SE,2026-02-03,26.51,46.27,2.81,38.0%,118.0%,112.0%,150.0%
TMT - cons disc - E-comm,CPNG,2026-02-03,28.18,91.58,1.05,18.0%,25.0%,29.0%,36.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-02-03,11.45,31.63,7.46,19.0%,30.0%,22.0%,29.0%
TMT - cons disc - entertain,DIS,2026-02-03,12.24,15.36,1.93,6.0%,1.0%,0.0%,-6.0%
TMT - cons disc - entertain,SPOT,2026-02-03,38.90,73.95,5.22,14.0%,121.0%,33.0%,219.0%
,,,,,,,,,
TMT - cons disc - social,RBLX,2026-02-03,NA,NA,10.28,48.0%,7.0%,15.0%,7.0%
TMT - cons disc - social,RDDT,2026-02-03,104.46,91.10,16.46,68.0%,438.0%,1216.0%,445.0%
TMT - cons disc - social,PINS,2026-02-03,37.86,7.20,3.46,17.0%,193.0%,-13512.0%,201.0%
TMT - cons disc - social,SNAP,2026-02-03,NA,NA,1.82,10.0%,-29.0%,-36.0%,-32.0%
TMT - cons disc - social,MTCH,2026-02-03,10.58,13.45,1.97,2.0%,9.0%,-12.0%,18.0%
,,,,,,,,,
TMT - cons disc - adtech,APP,2026-02-03,41.23,58.20,28.27,17.0%,118.0%,76.0%,92.0%
TMT - cons disc - adtech,TTD,2026-02-03,18.99,31.01,4.71,18.0%,41.0%,50.0%,23.0%
TMT - cons disc - adtech,ROKU,2026-02-03,55.80,NA,3.05,14.0%,-879.0%,50.0%,-375.0%
TMT - cons disc - adtech,U,2026-02-03,NA,NA,6.14,5.0%,0.0%,-232.0%,1.0%
,,,,,,,,,
TMT - cons disc - edu,DUOL,2026-02-03,36.01,15.29,5.75,41.0%,83.0%,155.0%,1151.0%
TMT - cons disc - edu,COUR,2026-02-03,NA,NA,1.33,10.0%,-36.0%,-47.0%,-37.0%
,,,,,,,,,
TMT - cons disc - realestate,RKT,2026-02-03,69.51,256.30,10.51,39.0%,-63.0%,N/A,463.0%
TMT - cons disc - realestate,Z,2026-02-03,66.02,NA,5.73,16.0%,-160.0%,185.0%,-150.0%
,,,,,,,,,
TMT - cons disc - misc,IOT,2026-02-03,180.08,NA,9.35,29.0%,-124.0%,-653.0%,-121.0%
,,,,,,,,,
TMT - cybersecurity,PANW,2026-02-03,56.71,105.44,12.12,16.0%,12.0%,-5.0%,-5.0%
TMT - cybersecurity,CRWD,2026-02-03,53321.34,NA,23.29,22.0%,121.0%,2.0%,102.0%
TMT - cybersecurity,FTNT,2026-02-03,26.19,32.65,9.00,14.0%,-5.0%,17.0%,-12.0%
TMT - cybersecurity,ZS,2026-02-03,1462.36,NA,10.58,26.0%,90.0%,-289.0%,-4.0%
TMT - cybersecurity,NET,2026-02-03,795.78,NA,29.63,31.0%,-114.0%,88.0%,-92.0%
TMT - cybersecurity,CYBR,2026-02-03,739.09,NA,15.76,43.0%,-338.0%,-163.0%,-554.0%
TMT - cybersecurity,OKTA,2026-02-03,57.56,75.57,5.14,12.0%,100.0%,683.0%,169.0%
TMT - cybersecurity,RBRK,2026-02-03,NA,NA,8.72,48.0%,-53.0%,-44.0%,-51.0%
TMT - cybersecurity,CVLT,2026-02-03,31.83,42.37,3.13,19.0%,79.0%,56.0%,61.0%
TMT - cybersecurity,NTNX,2026-02-03,33.30,49.22,3.81,13.0%,78.0%,29.0%,107.0%
,,,,,,,,,
TMT - Data/Infra/Observability,SNOW,2026-02-03,NA,NA,13.51,29.0%,-12.0%,-15.0%,-9.0%
TMT - Data/Infra/Observability,MDB,2026-02-03,NA,NA,12.16,19.0%,-119.0%,-58.0%,-79.0%
TMT - Data/Infra/Observability,DDOG,2026-02-03,537.17,405.35,13.07,28.0%,-36.0%,-22.0%,-34.0%
TMT - Data/Infra/Observability,DT,2026-02-03,35.65,20.74,5.63,18.0%,51.0%,29.0%,30.0%
,,,,,,,,,
TMT - devops,GTLB,2026-02-03,NA,NA,6.10,25.0%,-37.0%,-72.0%,-128.0%
TMT - devops,FROG,2026-02-03,NA,NA,12.19,26.0%,-38.0%,-17.0%,-28.0%
TMT - devops,DBX,2026-02-03,11.10,14.23,2.49,-1.0%,18.0%,31.0%,16.0%
,,,,,,,,,
data center,NOK,2026-02-03,11.84,50.99,1.66,12.0%,-31.0%,-2.0%,-27.0%
,,,,,,,,,
data center - hyper scaler,ORCL,2026-02-03,20.92,29.07,7.28,14.0%,86.0%,25.0%,95.0%
data center - hyper scaler,CRWV,2026-02-03,28.37,NA,10.42,134.0%,-26.0%,84.0%,-72.0%
data center - hyper scaler,NBIS,2026-02-03,NA,NA,65.77,237.0%,118.0%,-51.0%,27.0%
