sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-02-25	NA	NA	95.15	2.0%	1601.0%	-31.0%	1781.0%
crypto	BMNR	2026-02-25	NA	NA	1373.13	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-02-25	NA	NA	8.02	66.0%	78.0%	30.0%	
crypto	DJT	2026-02-25	NA	NA	815.97	-4.0%	184.0%	72.0%	185.0%
									
misc	TEM	2026-02-25	NA	NA	7.53	83.0%	450.0%	-17.0%	316.0%
									
TMT - mag7	AAPL	2026-02-25	26.48	34.68	9.24	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-02-25	16.27	25.04	9.73	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-02-25	24.16	28.91	9.37	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-02-25	15.32	29.32	3.15	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-02-25	16.20	27.74	8.20	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-02-25	139.11	386.07	16.44	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-02-25	43.18	51.93	15.52	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-02-25	22.36	15.42	2.88	20.0%	-68.0%	44.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-02-25	45.83	81.43	5.49	38.0%	26.0%	81.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-02-25	13.08	22.95	2.57	12.0%	-34.0%	-6.0%	-47.0%
									
TMT - cons disc - E-comm	SHOP	2026-02-25	78.65	128.34	13.57	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-02-25	15.25	19.58	3.41	15.0%	1.0%	12.0%	-22.0%
TMT - cons disc - E-comm	ETSY	2026-02-25	14.11	39.11	1.77	3.0%	-23.0%	-25.0%	-15.0%
TMT - cons disc - E-comm	SE	2026-02-25	25.51	44.75	2.72	38.0%	118.0%	112.0%	150.0%
TMT - cons disc - E-comm	CPNG	2026-02-25	26.62	86.84	1.00	18.0%	25.0%	29.0%	36.0%
									
TMT - cons disc - entertain	NFLX	2026-02-25	11.85	32.77	7.72	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-02-25	12.33	15.51	1.95	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-02-25	33.31	48.17	4.92	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-02-25	NA	NA	9.87	43.0%	45.0%	53.0%	44.0%
TMT - cons disc - social	RDDT	2026-02-25	56.87	56.05	12.94	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-02-25	27.33	28.64	2.76	14.0%	18.0%	15.0%	-85.0%
TMT - cons disc - social	SNAP	2026-02-25	NA	NA	1.44	10.0%	166.0%	633.0%	397.0%
TMT - cons disc - social	MTCH	2026-02-25	10.57	13.13	2.12	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-02-25	32.49	44.47	24.42	21.0%	143.0%	75.0%	84.0%
TMT - cons disc - adtech	TTD	2026-02-25	17.72	29.10	4.42	18.0%	41.0%	50.0%	23.0%
TMT - cons disc - adtech	ROKU	2026-02-25	36.39	160.51	2.87	16.0%	-455.0%	229.0%	-326.0%
TMT - cons disc - adtech	U	2026-02-25	892.46	NA	4.36	10.0%	-19.0%	-34140.0%	-27.0%
									
TMT - cons disc - edu	DUOL	2026-02-25	32.87	14.20	5.34	41.0%	83.0%	155.0%	1151.0%
TMT - cons disc - edu	COUR	2026-02-25	NA	NA	1.45	10.0%	4.0%	-15.0%	24.0%
									
TMT - cons disc - realestate	RKT	2026-02-25	61.67	219.08	8.98	39.0%	-63.0%	N/A	463.0%
TMT - cons disc - realestate	Z	2026-02-25	38.12	499.06	4.18	18.0%	-106.0%		-106.0%
									
TMT - cons disc - misc	IOT	2026-02-25	202.38	NA	10.46	29.0%	-124.0%	-653.0%	-121.0%
									
TMT - cybersecurity	PANW	2026-02-25	53.16	79.99	11.92	15.0%	69.0%	36.0%	62.0%
TMT - cybersecurity	CRWD	2026-02-25	45902.82	NA	20.17	22.0%	121.0%	2.0%	102.0%
TMT - cybersecurity	FTNT	2026-02-25	21.42	31.86	8.45	15.0%	5.0%	64.0%	-4.0%
TMT - cybersecurity	ZS	2026-02-25	1415.76	NA	8.72	26.0%	90.0%	-240.0%	-4.0%
TMT - cybersecurity	NET	2026-02-25	645.81	NA	27.65	34.0%	-3.0%	52.0%	-6.0%
TMT - cybersecurity	OKTA	2026-02-25	49.88	66.90	4.55	12.0%	100.0%	683.0%	169.0%
TMT - cybersecurity	RBRK	2026-02-25	NA	NA	8.67	48.0%	-53.0%	-44.0%	-51.0%
TMT - cybersecurity	CVLT	2026-02-25	33.62	44.68	3.31	19.0%	79.0%	56.0%	61.0%
TMT - cybersecurity	NTNX	2026-02-25	34.94	51.50	3.98	13.0%	78.0%	29.0%	107.0%
									
TMT - Data/Infra/Observability	SNOW	2026-02-25	NA	NA	13.25	29.0%	-12.0%	-15.0%	-9.0%
TMT - Data/Infra/Observability	MDB	2026-02-25	NA	NA	11.02	19.0%	-119.0%	-58.0%	-79.0%
TMT - Data/Infra/Observability	DDOG	2026-02-25	458.99	373.78	11.39	29.0%	-1.0%	14.0%	2.0%
TMT - Data/Infra/Observability	DT	2026-02-25	34.07	57.93	5.43	18.0%	48.0%	29.0%	-89.0%
									
TMT - devops	GTLB	2026-02-25	NA	NA	4.82	25.0%	-37.0%	-72.0%	-128.0%
TMT - devops	FROG	2026-02-25	NA	NA	8.81	25.0%	-27.0%	6.0%	-34.0%
TMT - devops	DBX	2026-02-25	10.20	13.15	2.42	-1.0%	55.0%	58.0%	6.0%
									
data center	NOK	2026-02-25	13.52	57.77	1.88	12.0%	-31.0%	-2.0%	-27.0%
									
data center - hyper scaler	ORCL	2026-02-25	20.22	27.84	6.98	14.0%	86.0%	25.0%	95.0%
data center - hyper scaler	CRWV	2026-02-25	31.52	NA	11.99	134.0%	-26.0%	84.0%	-72.0%
data center - hyper scaler	NBIS	2026-02-25	NA	NA	50.33	501.0%	72.0%	-53.0%	83.0%
data center - hyper scaler	IREN	2026-02-25	121.73	50.80	30.19	60.0%	-1655.0%	-66.0%	-929.0%
data center - hyper scaler	WULF	2026-02-25	NA	NA	44.67	87.0%	2170.0%	-3378.0%	1876.0%
data center - hyper scaler	CIFR	2026-02-25	NA	NA	29.51	41.0%	-4851.0%	10824.0%	-4293.0%
									
data center - semi chip	NVDA	2026-02-25	42.03	48.79	25.58	62.0%	70.0%	65.0%	65.0%
data center - semi chip	MU	2026-02-25	21.57	40.74	11.40	57.0%	182.0%	97.0%	180.0%
data center - semi chip	AVGO	2026-02-25	46.52	69.75	24.64	28.0%	83.0%	30.0%	97.0%
data center - semi chip	AMD	2026-02-25	50.39	79.84	9.94	34.0%	133.0%	33.0%	213.0%
									
data center - semi equip	ASML	2026-02-25	41.57	54.65	16.02	14.0%	12.0%	12.0%	15.0%
data center - semi equip	LRCX	2026-02-25	42.10	51.02	15.12	22.0%	36.0%	34.0%	34.0%
data center - semi equip	AMAT	2026-02-25	35.26	40.44	11.11	-2.0%	10.0%	-2.0%	71.0%
data center - semi equip	KLAC	2026-02-25	35.02	44.89	15.90	7.0%	37.0%	4.0%	39.0%
									
data center - semi equip for test	TER	2026-02-25	65.23	98.11	16.77	44.0%	84.0%	81.0%	76.0%
data center - semi equip for test	COHU	2026-02-25	NA	NA	3.21	30.0%	-29.0%	-65.0%	5.0%
data center - semi equip for test	KLIC	2026-02-25	NA	NA	5.52	20.0%	-76.0%	52.0%	-79.0%
									
data center - package	TSM	2026-02-25	23.07	36.37	16.41	25.0%	38.0%	27.0%	41.0%
data center - package	ASX	2026-02-25	16.14	42.99	2.66	14.0%	63.0%	39.0%	63.0%
