sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
data center - semi chip	MU	2026-01-27	20.85	39.38	11.02	57.0%	182.0%	97.0%	180.0%
data center - semi chip	AVGO	2026-01-27	46.50	69.72	24.63	28.0%	83.0%	30.0%	97.0%
data center - semi chip	AMD	2026-01-27	66.73	124.07	12.76	36.0%	78.0%	30.0%	61.0%
									
data center - semi equip	ASML	2026-01-27	42.03	55.04	16.03	7.0%	8.0%	9.0%	9.0%
data center - semi equip	LRCX	2026-01-27	43.25	52.43	15.25	28.0%	44.0%	42.0%	41.0%
data center - semi equip	AMAT	2026-01-27	29.55	38.48	9.33	-3.0%	20.0%	-7.0%	10.0%
data center - semi equip	KLAC	2026-01-27	36.93	50.40	16.85	13.0%	21.0%	13.0%	19.0%
									
data center - package	TSM	2026-01-27	20.12	31.87	14.38	25.0%	38.0%	27.0%	41.0%
data center - package	ASX	2026-01-27	14.80	40.00	2.19	14.0%	25.0%	23.0%	21.0%
data center - package	AMKR	2026-01-27	11.85	40.61	1.93	7.0%	9.0%	8.0%	3.0%
									
data center - test	TER	2026-01-27	55.97	86.66	13.05	4.0%	-7.0%	-3.0%	-18.0%
									
data center - PCB	TTMI	2026-01-27	27.49	76.37	3.56	22.0%	147.0%	22.0%	271.0%
									
data center - rack manufacture	CLS	2026-01-27	34.47	53.67	3.37	28.0%	151.0%	45.0%	199.0%
									
data center - router	ANET	2026-01-27	47.43	55.92	21.90	27.0%	22.0%	25.0%	14.0%
data center - router	MRVL	2026-01-27	29.76	29.10	9.05	37.0%	-395.0%	-22877.0%	-381.0%
									
data center - optics	CRDO	2026-01-27	100.53	113.22	29.43	272.0%	-2230.0%	-2601.0%	-2058.0%
data center - optics	MTSI	2026-01-27	81.38	NA	17.03	30.0%	72.0%	25.0%	53.0%
data center - optics	SMTC	2026-01-27	45.25	265.66	7.28	13.0%	-225.0%	45.0%	-62.0%
data center - optics	LITE	2026-01-27	194.23	245.38	14.13	58.0%	-107.0%	1279.0%	-105.0%
data center - optics	COHR	2026-01-27	32.37	304.65	5.50	17.0%	1024.0%	20.0%	-3342.0%
data center - optics	FN	2026-01-27	42.32	50.75	4.91	22.0%	26.0%	18.0%	24.0%
data center - optics	CIEN	2026-01-27	77.49	289.55	7.26	26.0%	-96.0%	35.0%	-56.0%
data center - optics	CSCO	2026-01-27	20.44	29.67	5.39	8.0%	50.0%	7.0%	5.0%
data center - optics	ADI	2026-01-27	30.85	66.63	13.53	26.0%	72.0%	32.0%	65.0%
data center - optics	APH	2026-01-27	34.08	54.39	9.52	53.0%	112.0%	81.0%	106.0%
data center - optics	GLW	2026-01-27	30.09	69.63	6.31	21.0%	-698.0%	20.0%	-468.0%
									
data center - NAND/SSD	STX	2026-01-27	34.27	48.70	8.48	21.0%	94.0%	66.0%	80.0%
data center - NAND/SSD	WDC	2026-01-27	27.62	36.97	7.22	-31.0%	113.0%	-11.0%	140.0%
data center - NAND/SSD	SNDK	2026-01-27	134.19	NA	9.14	23.0%	-54.0%	-38.0%	-47.0%
									
data center - server	DELL	2026-01-27	9.02	15.32	0.73	11.0%	39.0%	15.0%	37.0%
data center - server	SMCI	2026-01-27	19.23	24.73	0.87	-15.0%	-58.0%	-61.0%	-60.0%
									
data center - 板级DC-DC(48V->6V->VRM->1V GPU/CPU)	MPWR	2026-01-27	69.79	28.20	19.89	19.0%	18.0%	20.0%	23.0%
data center - 板级DC-DC(48V->6V->VRM->1V GPU/CPU)	VICR	2026-01-27	137.24	89.49	18.39	19.0%	156.0%	158.0%	145.0%
									
data center - 服务器电源(PowerShelf/Front-End PSU/120V->48V架构)	AEIS	2026-01-27	40.92	68.61	5.71	24.0%	-459.0%	97.0%	-410.0%
									
data center - 机房配电UPS/PDU(480V->120V)	NVT	2026-01-27	25.02	31.14	5.10	35.0%	42.0%	32.0%	15.0%
data center - 机房配电UPS/PDU(480V->120V)	ETN	2026-01-27	22.55	34.10	4.97	10.0%	6.0%	16.0%	0.0%
data center - 机房配电UPS/PDU(480V->120V)	VRT	2026-01-27	35.97	71.18	7.45	29.0%	83.0%	39.0%	126.0%
data center - 机房配电UPS/PDU(480V->120V)	FLEX	2026-01-27	13.30	28.60	0.91	4.0%	-1.0%	6.0%	-7.0%
data center - 机房配电UPS/PDU(480V->120V)	POWL	2026-01-27	21.73	29.93	4.89	8.0%	12.0%	15.0%	12.0%
									
data center - (34.5/13.8/4.16kV->480V	ETN	2026-01-27	22.55	34.10	4.97	10.0%	6.0%	16.0%	0.0%
data center - (34.5/13.8/4.16kV->480V	HUBB	2026-01-27	19.74	30.06	4.53	4.0%	11.0%	9.0%	16.0%
									
data center - UPS battery	ENS	2026-01-27	12.19	20.86	1.77	8.0%	-9.0%	15.0%	-17.0%
data center - UPS battery	FLNC	2026-01-27	NA	NA	2.36	-15.0%	-39.0%	-5.0%	-62.0%
									
data center - onsite power generator	CAT	2026-01-27	24.17	32.84	4.63	10.0%	1.0%	-3.0%	-7.0%
data center - onsite power generator	FTAI	2026-01-27	33.41	65.12	12.42	42.0%	54.0%	20.0%	46.0%
data center - onsite power generator	CMI	2026-01-27	17.07	29.94	2.37	-2.0%	-20.0%	0.0%	-34.0%
data center - onsite power generator	BE	2026-01-27	205.06	NA	19.67	57.0%	56.0%	144.0%	57.0%
									
data center - construction builder	EME	2026-01-27	18.67	28.87	1.98	16.0%	10.0%	14.0%	9.0%
data center - construction builder	FIX	2026-01-27	32.32	49.11	4.91	35.0%	97.0%	74.0%	99.0%
data center - construction builder	URI	2026-01-27	10.25	23.36	3.61	6.0%	-1.0%	2.0%	-1.0%
									
data center - 电网侧≥115kV, 115kV->34.5kV	GEV	2026-01-27	77.03	112.68	5.01	12.0%	-711.0%	180.0%	-571.0%
data center - 电网侧≥115kV, 115kV->34.5kV	PWR	2026-01-27	31.00	71.48	2.64	18.0%	21.0%	24.0%	16.0%
data center - 电网侧≥115kV, 115kV->34.5kV	MYRG	2026-01-27	18.95	41.15	1.12	7.0%	141.0%	74.0%	201.0%
									
data center - new IPP	TLN	2026-01-27	8.18	77.83	4.03	35.0%	70.0%	43.0%	23.0%
data center - new IPP	OKLO	2026-01-27	NA	NA	NA		200.0%	196.0%	198.0%
data center - new IPP	SMR	2026-01-27	NA	NA	90.55	1653.0%	1070.0%	1226.0%	1465.0%
									
data center - IPP	CEG	2026-01-27	13.36	33.16	3.37	23.0%	-15.0%	23.0%	-22.0%
data center - IPP	VST	2026-01-27	7.57	58.53	2.52	-3.0%	-64.0%	-20.0%	-67.0%
data center - IPP	NRG	2026-01-27	13.95	22.76	1.00	5.0%	-123.0%	-68.0%	-117.0%
									
data center - uranium	CCJ	2026-01-27	78.14	145.70	20.17	-16.0%	-58.0%	-20.0%	-102.0%
data center - uranium	UEC	2026-01-27	NA	NA	185.56	-100.0%	-49.0%	120.0%	-49.0%
data center - uranium	LEU	2026-01-27	57.03	47.56	12.55	30.0%	36.0%	208.0%	-178.0%
									
data center - HVAC	TT	2026-01-27	20.89	30.38	4.16	6.0%	13.0%	14.0%	10.0%
data center - HVAC	CARR	2026-01-27	14.78	22.96	2.18	-7.0%	-44.0%	-17.0%	-28.0%
data center - HVAC	JCI	2026-01-27	22.37	22.96	3.03	3.0%	-45.0%	1.0%	167.0%
data center - HVAC	SPXC	2026-01-27	23.14	46.22	5.00	23.0%	23.0%	32.0%	24.0%
									
material - copper/aluminum/lithium	BHP	2026-01-27	7.87	19.64	3.45	-6.0%	-13.0%	-8.0%	-28.0%
material - copper/aluminum/lithium	RIO	2026-01-27	6.71	14.68	2.15	N/A	N/A	N/A	N/A
material - copper/aluminum/lithium	VALE	2026-01-27	6.52	12.89	1.86	9.0%	-26.0%	11.0%	11.0%
material - copper/aluminum/lithium	SCCO	2026-01-27	22.66	41.27	12.74	15.0%	21.0%	20.0%	24.0%
material - copper/aluminum/lithium	FCX	2026-01-27	12.94	41.09	3.50	-4.0%	-38.0%	-32.0%	48.0%
material - copper/aluminum/lithium	TMQ	2026-01-27	NA	NA	NA		10.0%	2.0%	10.0%
material - copper/aluminum/lithium	AA	2026-01-27	8.73	13.28	1.22	-13.0%	-74.0%	-54.0%	12.0%
material - copper/aluminum/lithium	CENX	2026-01-27	19.08	59.48	1.76	17.0%	-79.0%	-10.0%	-69.0%
material - copper/aluminum/lithium	ALB	2026-01-27	39.69	NA	4.62	-3.0%	-80.0%	-215.0%	-82.0%
material - copper/aluminum/lithium	LAC	2026-01-27	NA	NA	NA		2371.0%	69.0%	2353.0%
									
aerospace - & defense	RKLB	2026-01-27	NA	NA	82.90	48.0%	16.0%	7.0%	-65.0%
aerospace - & defense	DXYZ	2026-01-27	21.93	16.60	NA	-5512.0%	-297.0%	N/A	-297.0%
aerospace - & defense	FLY	2026-01-27	NA	NA	42.03	38.0%	227.0%	96.0%	204.0%
aerospace - & defense	LUNR	2026-01-27	NA	NA	16.44	-10.0%	-88.0%	32.0%	-87.0%
aerospace - & defense	PL	2026-01-27	NA	NA	31.39	33.0%	191.0%	-37.0%	195.0%
aerospace - & defense	PLTR	2026-01-27	443.02	386.70	101.15	63.0%	206.0%	229.0%	231.0%
aerospace - & defense	KTOS	2026-01-27	239.79	951.83	15.36	26.0%	105.0%	12.0%	172.0%
aerospace - & defense	AVAV	2026-01-27	117.85	NA	11.28	151.0%	-425.0%	126.0%	-327.0%
aerospace - & defense	ONDS	2026-01-27	NA	NA	211.45	582.0%	-25.0%	100.0%	-18.0%
aerospace - & defense	RTX	2026-01-27	23.97	41.41	3.14	12.0%	28.0%	19.0%	30.0%
aerospace - & defense	LMT	2026-01-27	20.33	33.11	1.87	9.0%	1.0%	6.0%	0.0%
aerospace - & defense	NOC	2026-01-27	20.21	24.45	2.38	4.0%	11.0%	12.0%	7.0%
aerospace - & defense	LHX	2026-01-27	21.86	38.85	3.11	7.0%	32.0%	11.0%	16.0%
aerospace - & defense	GD	2026-01-27	17.09	23.82	1.93	11.0%	14.0%	11.0%	14.0%
aerospace - & defense	HII	2026-01-27	22.20	29.16	1.38	16.0%	82.0%	51.0%	44.0%
aerospace - & defense	CW	2026-01-27	34.31	53.92	7.23	9.0%	12.0%	13.0%	12.0%
aerospace - & defense	BWXT	2026-01-27	48.19	63.77	6.37	29.0%	19.0%	19.0%	18.0%
aerospace - & defense	LDOS	2026-01-27	12.09	17.54	1.39	7.0%	3.0%	4.0%	1.0%
aerospace - & defense	BAH	2026-01-27	11.27	13.48	0.96	-10.0%	-25.0%	-14.0%	7.0%
aerospace - & defense	CACI	2026-01-27	16.50	27.54	1.58	6.0%	18.0%	13.0%	13.0%
									
material - rare earth(永磁体)	CLF	2026-01-27	NA	NA	0.43	4.0%	1.0%	243.0%	4.0%
material - rare earth(永磁体)	CRS	2026-01-27	25.19	42.49	5.98	2.0%	43.0%	25.0%	45.0%
material - rare earth(永磁体)	MP	2026-01-27	NA	NA	51.68	-15.0%	68.0%	82.0%	64.0%
material - rare earth(永磁体)	USAR	2026-01-27	NA	NA	NA		-10497.0%	712.0%	-11227.0%
material - rare earth(永磁体)	EMAT	2026-01-27	NA	NA	NA		975.0%	104.0%	450.0%
material - rare earth(永磁体)	CRML	2026-01-27	NA	NA	NA	N/A	N/A	N/A	N/A
material - rare earth(永磁体)	UAMY	2026-01-27	NA	NA	41.50	260.0%	603.0%	608.0%	555.0%
									
chips	QCOM	2026-01-27	11.98	31.41	3.72	10.0%	14.0%	6.0%	-207.0%
chips	INTC	2026-01-27	20.59	NA	4.14	-4.0%	-44.0%	15.0%	369.0%
chips	ARM	2026-01-27	112.55	148.65	27.84	34.0%	372.0%	102.0%	122.0%
									
robotic	PH	2026-01-27	24.79	33.20	5.87	4.0%	19.0%	8.0%	16.0%
robotic	MOG-A	2026-01-27	20.70	39.68	2.51	14.0%	62.0%	18.0%	50.0%
robotic	ALNT	2026-01-27	17.53	54.27	1.93	11.0%	207.0%	46.0%	209.0%
robotic	ROK	2026-01-27	27.20	54.86	5.66	14.0%	-77.0%	38.0%	-42.0%
robotic	SNPS	2026-01-27	56.01	62.38	13.58	38.0%	60.0%	38.0%	-60.0%
robotic	SYM	2026-01-27	NA	NA	15.70	7.0%	-142.0%	-115.0%	-173.0%
robotic	ATI	2026-01-27	23.37	40.10	3.69	7.0%	26.0%	15.0%	33.0%
									
quatum	IBM	2026-01-27	18.54	35.18	4.20	9.0%	-403.0%	26.0%	-628.0%
quatum	IONQ	2026-01-27	NA	NA	205.07	222.0%	1920.0%	166.0%	1909.0%
quatum	RGTI	2026-01-27	NA	NA	984.59	-18.0%	1255.0%	19.0%	1255.0%
									
TMT - SAAS	SAP	2026-01-27	21.14	35.01	6.60	14.0%	36.0%	19.0%	46.0%
TMT - SAAS	CRM	2026-01-27	14.75	30.27	5.27	9.0%	44.0%	17.0%	37.0%
TMT - SAAS	NOW	2026-01-27	56.68	79.51	10.78	22.0%	34.0%	37.0%	16.0%
TMT - SAAS	ADBE	2026-01-27	12.79	17.75	5.12	10.0%	14.0%	8.0%	10.0%
TMT - SAAS	INTU	2026-01-27	25.81	37.39	7.82	18.0%	163.0%	54.0%	126.0%
TMT - SAAS	ADP	2026-01-27	17.29	25.08	4.92	7.0%	6.0%	5.0%	6.0%
TMT - SAAS	WDAY	2026-01-27	38.25	78.83	5.36	13.0%	49.0%	48.0%	31.0%
TMT - SAAS	ADSK	2026-01-27	38.23	51.89	8.25	18.0%	33.0%	3.0%	25.0%
TMT - SAAS	TEAM	2026-01-27	NA	NA	6.43	21.0%	87.0%	55.0%	-58.0%
TMT - SAAS	HUBS	2026-01-27	161.46	NA	5.57	21.0%	117.0%	192.0%	103.0%
TMT - SAAS	TWLO	2026-01-27	54.95	322.24	4.16	15.0%	-995.0%	78.0%	-483.0%
TMT - SAAS	ZM	2026-01-27	15.34	18.32	5.81	4.0%	183.0%	59.0%	196.0%
TMT - SAAS	DOCU	2026-01-27	26.70	38.76	3.51	8.0%	33.0%	34.0%	34.0%
TMT - SAAS	BILL	2026-01-27	1019.35	NA	3.16	10.0%	-128.0%	-29.0%	-133.0%
TMT - SAAS	GDDY	2026-01-27	14.10	17.90	2.88	10.0%	21.0%	15.0%	10.0%
TMT - SAAS	WIX	2026-01-27	26.41	38.17	2.51	14.0%	-61.0%	7.0%	-102.0%
TMT - SAAS	PATH	2026-01-27	161.61	33.44	4.88	16.0%	-196.0%	-149.0%	-1967.0%
									
CN	BABA	2026-01-27	18.09	23.79	2.77	5.0%	-52.0%	-67.0%	-52.0%
CN	NIO	2026-01-27	NA	NA	0.97	17.0%	-32.0%		-29.0%
									
Fin - bank	JPM	2026-01-27	NA	14.96	2.91	N/A	-1.0%	N/A	-7.0%
Fin - bank	BAC	2026-01-27	NA	13.62	1.96	N/A	35.0%	N/A	14.0%
Fin - bank	C	2026-01-27	NA	16.46	1.20	N/A	0.0%	N/A	-16.0%
Fin - bank	BK	2026-01-27	NA	16.06	2.02	N/A	25.0%	N/A	26.0%
Fin - bank	MS	2026-01-27	NA	17.97	2.43	N/A	17.0%	N/A	19.0%
Fin - bank	GS	2026-01-27	NA	18.10	2.29	N/A	11.0%	N/A	12.0%
									
Fin - credit	AXP	2026-01-27	10.93	24.15	3.15	10.0%	19.0%	N/A	16.0%
Fin - credit	COF	2026-01-27	NA	91.96	2.20	N/A	98.0%	N/A	82.0%
Fin - credit	AFRM	2026-01-27	19.73	100.09	7.08	34.0%	-184.0%	N/A	-181.0%
Fin - credit	KLAR	2026-01-27	NA	NA	3.07	28.0%	-680.0%	-216.0%	-628.0%
Fin - credit	SOFI	2026-01-27	39.20	45.90	7.18	28.0%	133.0%	N/A	129.0%
Fin - credit	UPST	2026-01-27	130.39	197.00	4.52	71.0%	-576.0%	-175.0%	-570.0%
Fin - credit	FICO	2026-01-27	41.32	57.58	18.25	14.0%	18.0%	25.0%	14.0%
									
Fin - payment	V	2026-01-27	22.33	32.28	15.59	12.0%	-2.0%	11.0%	-4.0%
Fin - payment	MA	2026-01-27	24.17	33.43	14.90	17.0%	29.0%	21.0%	20.0%
Fin - payment	FISV	2026-01-27	7.05	10.23	1.68	1.0%	-24.0%	-15.0%	40.0%
Fin - payment	PYPL	2026-01-27	7.29	11.13	1.58	8.0%	17.0%	9.0%	24.0%
Fin - payment	XYZ	2026-01-27	13.22	13.04	1.64	2.0%	86.0%	28.0%	63.0%
Fin - payment	TOST	2026-01-27	55.78	75.28	3.29	25.0%	82.0%	115.0%	88.0%
									
Fin - broker	SCHW	2026-01-27	9.19	22.33	6.68	8.0%	38.0%	N/A	38.0%
Fin - broker	IBKR	2026-01-27	-2.25	34.34	3.24	13.0%	25.0%	N/A	31.0%
Fin - broker	HOOD	2026-01-27	51.93	43.62	22.36	99.0%	314.0%	N/A	271.0%
Fin - broker	COIN	2026-01-27	12.54	18.27	6.51	22.0%	632.0%	N/A	473.0%
									
Fin - asset manage	BLK	2026-01-27	20.32	31.67	7.26	26.0%	-24.0%	N/A	-33.0%
Fin - asset manage	BX	2026-01-27	29.74	42.75	12.98	41.0%	-20.0%	N/A	-20.0%
Fin - asset manage	KKR	2026-01-27	37.84	49.78	5.88	-2.0%	34.0%	N/A	43.0%
Fin - asset manage	BN	2026-01-27	17.36	134.39	1.55	-7.0%	-83.0%	N/A	743.0%
Fin - asset manage	APO	2026-01-27	10.59	19.57	2.75	26.0%	39.0%	N/A	120.0%
Fin - asset manage	SSNC	2026-01-27	11.15	25.42	3.39	7.0%	13.0%	9.0%	28.0%
Fin - asset manage	CWAN	2026-01-27	93.64	15.78	11.03	77.0%	-334.0%	236.0%	-385.0%
									
Fin - mm	VIRT	2026-01-27	7.90	8.15	1.85	26.0%	22.0%	N/A	29.0%
									
Fin - data & stock exchange	ICE	2026-01-27	18.14	31.71	8.36	7.0%	20.0%	N/A	24.0%
Fin - data & stock exchange	NDAQ	2026-01-27	22.12	35.12	6.89	3.0%	49.0%	N/A	38.0%
Fin - data & stock exchange	CME	2026-01-27	23.09	27.54	16.02	-3.0%	0.0%	N/A	-1.0%
Fin - data & stock exchange	CBOE	2026-01-27	18.56	28.63	6.04	8.0%	39.0%	N/A	38.0%
Fin - data & stock exchange	MRX	2026-01-27	-1.81	14.51	0.97			N/A	
Fin - data & stock exchange	SPGI	2026-01-27	23.29	38.49	10.68	9.0%	18.0%	25.0%	21.0%
Fin - data & stock exchange	MSCI	2026-01-27	26.26	37.01	14.36	9.0%	11.0%	9.0%	16.0%
Fin - data & stock exchange	MCO	2026-01-27	26.16	41.87	12.39	11.0%	23.0%	22.0%	21.0%
Fin - data & stock exchange	TW	2026-01-27	21.28	35.74	12.41	13.0%	55.0%	17.0%	63.0%
Fin - data & stock exchange	MKTX	2026-01-27	13.64	28.81	7.46	1.0%	1.0%	N/A	-5.0%
									
Industry - farm machinery	DE	2026-01-27	16.59	28.06	3.08	11.0%	-6.0%	-6.0%	-14.0%
Industry - farm machinery	PCAR	2026-01-27	15.20	23.43	2.13	-19.0%	-41.0%	-41.0%	-39.0%
									
aerospace - aftermarket	BA	2026-01-27	NA	NA	2.36	30.0%	-16.0%	-19.0%	-12.0%
aerospace - aftermarket	GE	2026-01-27	33.79	36.51	6.84	18.0%	24.0%		34.0%
aerospace - aftermarket	HWM	2026-01-27	38.97	60.45	10.86	14.0%	40.0%	26.0%	16.0%
aerospace - aftermarket	TDG	2026-01-27	23.63	44.66	9.16	12.0%	24.0%	18.0%	34.0%
aerospace - aftermarket	HEI	2026-01-27	36.20	69.51	9.12	19.0%	35.0%	9.0%	35.0%
aerospace - aftermarket	FTAI	2026-01-27	33.42	65.13	12.42	42.0%	54.0%	20.0%	46.0%
aerospace - aftermarket	CRS	2026-01-27	25.19	42.49	5.98	2.0%	43.0%	25.0%	45.0%
									
Industry - police equipment	MSI	2026-01-27	23.17	32.53	5.97	8.0%	4.0%	11.0%	0.0%
Industry - police equipment	AXON	2026-01-27	966.03	194.35	18.94	31.0%	-80.0%	-41.0%	-103.0%
									
Industry - auto manufactueres	RACE	2026-01-27	20.42	34.03	7.66	14.0%	12.0%	11.0%	8.0%
Industry - auto manufactueres	GM	2026-01-27	6.61	17.50	0.43	0.0%	-62.0%	-20.0%	-57.0%
Industry - auto manufactueres	F	2026-01-27	18.94	11.90	0.29	9.0%	109.0%	48.0%	174.0%
Industry - auto manufactueres	CPRT	2026-01-27	17.47	24.69	8.37	1.0%	8.0%	5.0%	11.0%
									
home building - residential construction	DHI	2026-01-27	10.38	13.47	1.28	-10.0%	-28.0%	-28.0%	-30.0%
home building - residential construction	TOL	2026-01-27	8.45	10.56	1.24	3.0%	-5.0%	-8.0%	-6.0%
home building - residential construction	KBH	2026-01-27	9.12	9.39	0.59	-15.0%	-48.0%	-45.0%	-47.0%
