sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
TMT - devops	GTLB	2026-02-10	NA	NA	5.84	25.0%	-37.0%	-72.0%	-128.0%
TMT - devops	FROG	2026-02-10	NA	NA	12.40	26.0%	-38.0%	-17.0%	-28.0%
TMT - devops	DBX	2026-02-10	11.08	14.19	2.48	-1.0%	18.0%	31.0%	16.0%
									
data center	NOK	2026-02-10	12.65	54.25	1.76	12.0%	-31.0%	-2.0%	-27.0%
									
data center - hyper scaler	ORCL	2026-02-10	21.53	30.11	7.55	14.0%	86.0%	25.0%	95.0%
data center - hyper scaler	CRWV	2026-02-10	29.62	NA	11.05	134.0%	-26.0%	84.0%	-72.0%
data center - hyper scaler	NBIS	2026-02-10	NA	NA	67.13	237.0%	118.0%	-51.0%	27.0%
data center - hyper scaler	IREN	2026-02-10	78.82	28.35	20.89	60.0%	-1655.0%	-66.0%	-929.0%
data center - hyper scaler	WULF	2026-02-10	NA	NA	42.04	87.0%	2170.0%	-3378.0%	1876.0%
data center - hyper scaler	CIFR	2026-02-10	177.76	NA	32.81	198.0%	-96.0%	-260.0%	-96.0%
									
data center - semi chip	NVDA	2026-02-10	40.28	46.78	24.52	62.0%	70.0%	65.0%	65.0%
data center - semi chip	MU	2026-02-10	18.70	35.29	9.87	57.0%	182.0%	97.0%	180.0%
data center - semi chip	AVGO	2026-02-10	47.59	71.40	25.23	28.0%	83.0%	30.0%	97.0%
data center - semi chip	AMD	2026-02-10	51.02	80.82	10.06	34.0%	133.0%	33.0%	213.0%
									
data center - semi equip	ASML	2026-02-10	38.39	50.56	14.82	14.0%	12.0%	12.0%	15.0%
data center - semi equip	LRCX	2026-02-10	38.14	46.25	13.71	22.0%	36.0%	34.0%	34.0%
data center - semi equip	AMAT	2026-02-10	29.10	37.90	9.19	-3.0%	20.0%	-7.0%	10.0%
data center - semi equip	KLAC	2026-02-10	32.38	41.48	14.69	7.0%	37.0%	4.0%	39.0%
data center - semi equip	TER	2026-02-10	57.79	87.07	14.88	44.0%	84.0%	81.0%	76.0%
									
data center - package	TSM	2026-02-10	21.44	33.88	15.29	25.0%	38.0%	27.0%	41.0%
data center - package	ASX	2026-02-10	14.55	38.28	2.37	14.0%	63.0%	39.0%	63.0%
data center - package	AMKR	2026-02-10	11.37	35.11	1.95	16.0%	34.0%	24.0%	63.0%
									
data center - PCB	TTMI	2026-02-10	24.66	55.77	3.34	19.0%	333.0%	36.0%	880.0%
									
data center - rack manufacture	CLS	2026-02-10	27.54	41.48	2.76	44.0%	59.0%	53.0%	76.0%
data center - rack manufacture	FLEX	2026-02-10	13.10	28.69	0.88	8.0%	11.0%	-1.0%	-9.0%
									
data center - router	ANET	2026-02-10	46.38	54.75	21.44	27.0%	22.0%	25.0%	14.0%
data center - router	MRVL	2026-02-10	29.30	28.64	8.90	37.0%	-395.0%	-22877.0%	-381.0%
									
data center - optics	CRDO	2026-02-10	104.58	117.62	30.57	272.0%	-2230.0%	-2601.0%	-2058.0%
data center - optics	MTSI	2026-02-10	78.63	108.74	17.00	25.0%	-129.0%	44.0%	-129.0%
data center - optics	SMTC	2026-02-10	49.43	291.29	7.99	13.0%	-225.0%	45.0%	-62.0%
data center - optics	LITE	2026-02-10	162.84	171.75	19.05	65.0%	-328.0%	818.0%	-228.0%
data center - optics	COHR	2026-02-10	36.48	225.90	6.80	17.0%	31.0%	21.0%	104.0%
data center - optics	FN	2026-02-10	36.04	44.88	4.31	36.0%	26.0%	52.0%	30.0%
data center - optics	CIEN	2026-02-10	93.51	349.94	8.78	26.0%	-96.0%	35.0%	-56.0%
data center - optics	CSCO	2026-02-10	22.37	32.60	5.92	8.0%	50.0%	7.0%	5.0%
data center - optics	ADI	2026-02-10	32.78	71.09	14.40	26.0%	72.0%	32.0%	65.0%
data center - optics	APH	2026-02-10	26.29	43.29	7.67	49.0%	81.0%	82.0%	60.0%
data center - optics	GLW	2026-02-10	31.44	69.84	7.05	20.0%	55.0%	49.0%	74.0%
									
data center - NAND/SSD	STX	2026-02-10	31.80	44.87	8.60	22.0%	102.0%	66.0%	76.0%
data center - NAND/SSD	WDC	2026-02-10	26.85	26.51	8.34	-30.0%	165.0%	18.0%	209.0%
data center - NAND/SSD	SNDK	2026-02-10	55.94	NA	9.00	61.0%	442.0%	404.0%	672.0%
									
data center - server	DELL	2026-02-10	9.68	16.77	0.80	11.0%	39.0%	15.0%	37.0%
data center - server	SMCI	2026-02-10	18.75	24.63	0.71	123.0%	33.0%	30.0%	25.0%
									
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU)	MPWR	2026-02-10	71.76	89.05	19.48	21.0%	24.0%		-88.0%
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU)	VICR	2026-02-10	130.07	85.05	17.48	19.0%	156.0%	158.0%	145.0%
									
data center - 服务器电源(PowerShelf/Front-End PSU/415VAC->48VDC架构)	AEIS	2026-02-10	43.89	73.56	6.12	24.0%	-459.0%	97.0%	-410.0%
									
data center - 机房配电UPS/PDU(415VAC->415VAC)	NVT	2026-02-10	23.29	26.25	4.67	42.0%	58.0%	26.0%	1011.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	ETN	2026-02-10	24.72	36.23	5.36	13.0%	11.0%		17.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	VRT	2026-02-10	38.03	75.33	7.88	29.0%	83.0%	39.0%	126.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	POWL	2026-02-10	27.35	36.93	6.20	4.0%	19.0%	20.0%	19.0%
									
data center - (34.5/13.8/4.16kVAC->415VAC	ETN	2026-02-10	24.72	36.23	5.36	13.0%	11.0%		17.0%
data center - (34.5/13.8/4.16kVAC->415VAC	HUBB	2026-02-10	19.89	30.24	4.59	12.0%	15.0%	19.0%	14.0%
									
data center - UPS battery	ENS	2026-02-10	12.01	21.57	1.72	1.0%	-16.0%	-7.0%	-21.0%
data center - UPS battery	FLNC	2026-02-10	NA	NA	1.38	154.0%	20.0%	4.0%	9.0%
									
data center - construction builder	EME	2026-02-10	20.28	31.34	2.15	16.0%	10.0%	14.0%	9.0%
data center - construction builder	FIX	2026-02-10	35.41	53.77	5.38	35.0%	97.0%	74.0%	99.0%
data center - construction builder	URI	2026-02-10	9.93	22.63	3.42	3.0%	-4.0%	0.0%	-5.0%
									
data center - onsite power generator	CAT	2026-02-10	28.10	39.41	5.14	18.0%	-7.0%	-7.0%	-14.0%
data center - onsite power generator	GEV	2026-02-10	76.15	44.48	5.60	4.0%	-1.0%	48.0%	657.0%
data center - onsite power generator	CMI	2026-02-10	17.16	28.50	2.40	1.0%	19.0%	-2.0%	42.0%
data center - onsite power generator	FTAI	2026-02-10	31.70	61.44	11.72	42.0%	54.0%	20.0%	46.0%
data center - onsite power generator	BE	2026-02-10	223.40	NA	17.51	36.0%	-98.0%	-15.0%	-99.0%
									
data center - 电网侧≥115kV, 115kV->34.5kV	PWR	2026-02-10	32.72	75.74	2.80	18.0%	21.0%	24.0%	16.0%
data center - 电网侧≥115kV, 115kV->34.5kV	MYRG	2026-02-10	19.97	43.38	1.19	7.0%	141.0%	74.0%	201.0%
									
data center - new IPP	TLN	2026-02-10	8.31	79.25	4.11	35.0%	70.0%	43.0%	23.0%
data center - new IPP	OKLO	2026-02-10	NA	NA	NA		200.0%	196.0%	198.0%
data center - new IPP	SMR	2026-02-10	NA	NA	79.71	1653.0%	1070.0%	1226.0%	1465.0%
									
data center - IPP	CEG	2026-02-10	14.50	31.14	3.67	23.0%	-15.0%	23.0%	-22.0%
data center - IPP	VST	2026-02-10	7.44	57.15	2.46	-3.0%	-64.0%	-20.0%	-67.0%
data center - IPP	NRG	2026-02-10	14.08	23.05	1.02	5.0%	-123.0%	-68.0%	-117.0%
									
data center - uranium	CCJ	2026-02-10	80.23	135.99	20.71	-16.0%	-58.0%	-20.0%	-102.0%
data center - uranium	UEC	2026-02-10	NA	NA	160.46	-100.0%	-49.0%	120.0%	-49.0%
data center - uranium	LEU	2026-02-10	47.71	40.36	10.65	30.0%	36.0%	208.0%	-178.0%
									
data center - HVAC	TT	2026-02-10	24.41	35.60	4.80	6.0%	-1.0%	2.0%	-2.0%
data center - HVAC	CARR	2026-02-10	19.12	38.51	2.53	-6.0%	-99.0%	-54.0%	-93.0%
data center - HVAC	JCI	2026-02-10	23.77	26.20	3.56	7.0%	74.0%	40.0%	25.0%
data center - HVAC	SPXC	2026-02-10	24.70	49.42	5.34	23.0%	23.0%	32.0%	24.0%
									
material - steel/copper/aluminum/lithium	NUE	2026-02-10	11.93	25.46	1.35	9.0%	28.0%	16.0%	32.0%
material - steel/copper/aluminum/lithium	STLD	2026-02-10	16.10	25.02	1.61	14.0%	27.0%	26.0%	28.0%
material - steel/copper/aluminum/lithium	CLF	2026-02-10	NA	NA	0.38	0.0%	-23.0%	-118.0%	-46.0%
material - steel/copper/aluminum/lithium	BHP	2026-02-10	8.15	20.39	3.58	-6.0%	-13.0%	-8.0%	-28.0%
material - steel/copper/aluminum/lithium	RIO	2026-02-10	7.00	15.41	2.26				
material - steel/copper/aluminum/lithium	VALE	2026-02-10	6.68	13.27	1.91	9.0%	-26.0%	11.0%	11.0%
material - steel/copper/aluminum/lithium	SCCO	2026-02-10	23.67	43.14	13.32	15.0%	21.0%	20.0%	24.0%
material - steel/copper/aluminum/lithium	FCX	2026-02-10	13.10	41.69	3.55	-4.0%	-38.0%	-32.0%	48.0%
material - steel/copper/aluminum/lithium	TMQ	2026-02-10	NA	NA	NA		10.0%	2.0%	10.0%
material - steel/copper/aluminum/lithium	AA	2026-02-10	9.10	13.88	1.28	-13.0%	-74.0%	-54.0%	12.0%
material - steel/copper/aluminum/lithium	CENX	2026-02-10	20.83	65.45	1.93	17.0%	-79.0%	-10.0%	-69.0%
material - steel/copper/aluminum/lithium	ALB	2026-02-10	35.18	NA	4.00	-3.0%	-80.0%	-215.0%	-82.0%
material - steel/copper/aluminum/lithium	LAC	2026-02-10	NA	NA	NA		2371.0%	69.0%	2353.0%
									
aerospace - & defense	RKLB	2026-02-10	NA	NA	69.63	48.0%	16.0%	7.0%	-65.0%
aerospace - & defense	DXYZ	2026-02-10	23.71	17.95	NA	-5512.0%	-297.0%	N/A	-297.0%
aerospace - & defense	FLY	2026-02-10	NA	NA	33.15	38.0%	227.0%	96.0%	204.0%
aerospace - & defense	LUNR	2026-02-10	NA	NA	15.27	-10.0%	-88.0%	32.0%	-87.0%
aerospace - & defense	RDW	2026-02-10	NA	NA	5.28	51.0%	60.0%	566.0%	76.0%
aerospace - & defense	PL	2026-02-10	NA	NA	27.05	33.0%	191.0%	-37.0%	195.0%
aerospace - & defense	PLTR	2026-02-10	225.44	218.59	74.07	70.0%	672.0%	3127.0%	670.0%
aerospace - & defense	KTOS	2026-02-10	191.43	764.05	12.33	26.0%	105.0%	12.0%	172.0%
aerospace - & defense	AVAV	2026-02-10	100.88	NA	9.63	151.0%	-425.0%	126.0%	-327.0%
aerospace - & defense	ONDS	2026-02-10	NA	NA	165.27	582.0%	-25.0%	100.0%	-18.0%
aerospace - & defense	RTX	2026-02-10	22.45	39.54	2.97	12.0%	14.0%	15.0%	9.0%
aerospace - & defense	LMT	2026-02-10	17.65	29.45	1.94	9.0%	195.0%	142.0%	155.0%
aerospace - & defense	NOC	2026-02-10	19.37	23.65	2.33	10.0%	12.0%	12.0%	13.0%
aerospace - & defense	LHX	2026-02-10	21.26	40.47	2.95	2.0%	-22.0%	-16.0%	-34.0%
aerospace - & defense	MOG-A	2026-02-10	20.73	39.92	2.53	21.0%	48.0%	27.0%	48.0%
aerospace - & defense	GD	2026-02-10	16.67	23.27	1.85	8.0%	2.0%	2.0%	0.0%
aerospace - & defense	HII	2026-02-10	19.19	26.16	1.26	16.0%	51.0%	43.0%	29.0%
aerospace - & defense	CW	2026-02-10	33.64	52.82	7.08	9.0%	12.0%	13.0%	12.0%
aerospace - & defense	BWXT	2026-02-10	45.45	59.88	5.98	29.0%	19.0%	19.0%	18.0%
aerospace - & defense	LDOS	2026-02-10	12.44	18.15	1.44	7.0%	3.0%	4.0%	1.0%
aerospace - & defense	BAH	2026-02-10	10.99	13.38	0.95	-10.0%	-25.0%	-7.0%	7.0%
aerospace - & defense	CACI	2026-02-10	16.12	26.78	1.54	6.0%	18.0%	13.0%	13.0%
aerospace - & defense	USAS	2026-02-10	NA	NA	21.31	38.0%	-6.0%	299.0%	12.0%
aerospace - & defense	ALM	2026-02-10	NA	NA	175.26	27.0%	-769.0%	54.0%	-718.0%
aerospace - & defense	UAMY	2026-02-10	NA	NA	34.06	260.0%	603.0%	608.0%	555.0%
									
material - rare earth(永磁体)	CRS	2026-02-10	24.73	41.83	6.09	8.0%	24.0%	24.0%	25.0%
material - rare earth(永磁体)	MP	2026-02-10	NA	NA	47.67	-15.0%	68.0%	82.0%	64.0%
material - rare earth(永磁体)	USAR	2026-02-10	NA	NA	NA		-10497.0%	712.0%	-11227.0%
material - rare earth(永磁体)	EMAT	2026-02-10	NA	NA	NA		975.0%	104.0%	450.0%
material - rare earth(永磁体)	METC	2026-02-10	27.72	NA	1.82	-28.0%	9128.0%	-85.0%	5446.0%
material - rare earth(永磁体)	CRML	2026-02-10	NA	NA	NA				
									
chips	QCOM	2026-02-10	11.07	28.93	3.33	5.0%	-2.0%	-6.0%	-6.0%
chips	INTC	2026-02-10	21.92	NA	4.44	-4.0%	-44.0%	15.0%	369.0%
chips	ARM	2026-02-10	119.19	168.07	28.68	26.0%	-15.0%	14.0%	-12.0%
									
robotic	MOG-A	2026-02-10	20.73	39.92	2.53	21.0%	48.0%	27.0%	48.0%
robotic	ALNT	2026-02-10	19.00	59.61	2.12	11.0%	207.0%	46.0%	209.0%
robotic	ROK	2026-02-10	26.50	47.32	5.43	12.0%	61.0%	6.0%	66.0%
robotic	SNPS	2026-02-10	49.58	54.37	11.84	38.0%	60.0%	38.0%	-60.0%
robotic	SYM	2026-02-10	NA	NA	15.74	29.0%	-218.0%	-266.0%	-175.0%
									
aerospace - aftermarket	GE	2026-02-10	35.82	39.06	7.27	18.0%	24.0%	1.0%	33.0%
aerospace - aftermarket	FTAI	2026-02-10	31.70	61.44	11.72	42.0%	54.0%	20.0%	46.0%
aerospace - aftermarket	HEI	2026-02-10	34.40	65.87	8.64	19.0%	35.0%	9.0%	35.0%
aerospace - aftermarket	HWM	2026-02-10	40.70	63.24	11.36	14.0%	40.0%	26.0%	16.0%
aerospace - aftermarket	PH	2026-02-10	25.37	36.05	6.10	9.0%	-9.0%	13.0%	-11.0%
aerospace - aftermarket	TDG	2026-02-10	21.84	42.27	8.15	14.0%	-8.0%	8.0%	-13.0%
aerospace - aftermarket	CRS	2026-02-10	24.73	41.83	6.09	8.0%	24.0%	24.0%	25.0%
aerospace - aftermarket	ATI	2026-02-10	24.71	48.04	4.06	0.0%	-30.0%	9.0%	-30.0%
aerospace - aftermarket	BA	2026-02-10	NA	128.16	2.13	57.0%	-303.0%	-93.0%	-307.0%
									
quatum	IBM	2026-02-10	17.93	26.10	4.03	12.0%	25.0%	7.0%	92.0%
quatum	IONQ	2026-02-10	NA	NA	154.94	222.0%	1920.0%	166.0%	1909.0%
quatum	RGTI	2026-02-10	NA	NA	744.65	-18.0%	1255.0%	19.0%	1255.0%
									
TMT - SAAS	SAP	2026-02-10	18.25	29.96	5.79	13.0%	37.0%	16.0%	26.0%
TMT - SAAS	CRM	2026-02-10	12.61	25.86	4.50	9.0%	44.0%	17.0%	37.0%
TMT - SAAS	NOW	2026-02-10	41.23	63.66	8.37	21.0%	17.0%	49.0%	4.0%
TMT - SAAS	ADBE	2026-02-10	11.40	15.82	4.56	10.0%	14.0%	8.0%	10.0%
TMT - SAAS	INTU	2026-02-10	20.04	28.85	6.03	18.0%	163.0%	54.0%	126.0%
TMT - SAAS	ADP	2026-02-10	15.03	21.61	4.27	6.0%	10.0%	7.0%	10.0%
TMT - SAAS	WDAY	2026-02-10	30.73	64.29	4.38	13.0%	49.0%	48.0%	31.0%
TMT - SAAS	ADSK	2026-02-10	34.63	46.97	7.47	18.0%	33.0%	3.0%	25.0%
TMT - SAAS	TEAM	2026-02-10	NA	NA	4.25	23.0%	18.0%	-64.0%	12.0%
TMT - SAAS	HUBS	2026-02-10	112.45	NA	4.00	21.0%	117.0%	192.0%	103.0%
TMT - SAAS	TWLO	2026-02-10	48.00	284.18	3.67	15.0%	-995.0%	78.0%	-483.0%
TMT - SAAS	ZM	2026-02-10	15.41	18.37	5.83	4.0%	183.0%	59.0%	196.0%
TMT - SAAS	DOCU	2026-02-10	22.72	33.35	3.02	8.0%	33.0%	34.0%	34.0%
TMT - SAAS	BILL	2026-02-10	209.79	NA	3.22	14.0%	-106.0%	4966.0%	-108.0%
TMT - SAAS	GDDY	2026-02-10	13.24	16.59	2.67	10.0%	21.0%	15.0%	10.0%
TMT - SAAS	WIX	2026-02-10	22.62	32.72	2.15	14.0%	-61.0%	7.0%	-102.0%
TMT - SAAS	PATH	2026-02-10	144.16	30.46	4.45	16.0%	-196.0%	-149.0%	-1967.0%
									
CN	BABA	2026-02-10	17.48	22.99	2.67	5.0%	-52.0%	-67.0%	-52.0%
CN	NIO	2026-02-10	NA	NA	1.04	17.0%	-32.0%		-29.0%
									
Fin - bank	JPM	2026-02-10	NA	15.91	3.10	N/A	-1.0%	N/A	-7.0%
Fin - bank	BAC	2026-02-10	NA	14.51	2.06	N/A	35.0%	N/A	14.0%
Fin - bank	C	2026-02-10	NA	17.55	1.28	N/A	0.0%	N/A	-16.0%
Fin - bank	BK	2026-02-10	NA	17.05	2.14	N/A	25.0%	N/A	26.0%
Fin - bank	MS	2026-02-10	NA	17.43	2.36	N/A	17.0%	N/A	19.0%
Fin - bank	GS	2026-02-10	NA	18.49	2.34	N/A	11.0%	N/A	12.0%
									
Fin - credit	AXP	2026-02-10	10.97	23.61	3.10	10.0%	12.0%	N/A	14.0%
Fin - credit	COF	2026-02-10	NA	93.66	2.24	N/A	98.0%	N/A	82.0%
Fin - credit	AFRM	2026-02-10	16.37	73.42	5.80	29.0%	61.0%	N/A	61.0%
Fin - credit	KLAR	2026-02-10	NA	NA	2.45	28.0%	-680.0%	-216.0%	-628.0%
Fin - credit	SOFI	2026-02-10	19.56	55.72	5.61	32.0%	209.0%	N/A	-48.0%
Fin - credit	UPST	2026-02-10	117.57	172.67	3.96	71.0%	-576.0%	-175.0%	-570.0%
Fin - credit	FICO	2026-02-10	35.42	50.84	15.79	16.0%	28.0%	30.0%	4.0%
									
Fin - payment	V	2026-02-10	21.56	31.11	15.12	15.0%	8.0%	14.0%	15.0%
Fin - payment	MA	2026-02-10	23.65	32.76	14.81	18.0%	25.0%	27.0%	21.0%
Fin - payment	FISV	2026-02-10	6.85	9.71	1.60	1.0%	-24.0%	-15.0%	40.0%
Fin - payment	PYPL	2026-02-10	5.29	7.66	1.14	5.0%	15.0%	12.0%	28.0%
Fin - payment	XYZ	2026-02-10	11.63	11.53	1.45	2.0%	86.0%	28.0%	63.0%
Fin - payment	TOST	2026-02-10	49.01	67.01	2.93	25.0%	82.0%	115.0%	88.0%
									
Fin - broker	SCHW	2026-02-10	8.72	21.50	6.43	8.0%	38.0%	N/A	38.0%
Fin - broker	IBKR	2026-02-10	-2.18	34.92	3.30	13.0%	25.0%	N/A	31.0%
Fin - broker	HOOD	2026-02-10	43.85	35.76	18.33	99.0%	314.0%	N/A	271.0%
Fin - broker	COIN	2026-02-10	9.40	14.16	5.05	22.0%	632.0%	N/A	473.0%
									
Fin - asset manage	BLK	2026-02-10	19.98	31.11	7.13	26.0%	-24.0%	N/A	-33.0%
Fin - asset manage	BX	2026-02-10	24.54	34.60	11.73	0.0%	51.0%	N/A	44.0%
Fin - asset manage	KKR	2026-02-10	31.51	46.06	4.30	153.0%	58.0%	N/A	-2.0%
Fin - asset manage	BN	2026-02-10	17.39	135.13	1.56	-7.0%	-83.0%	N/A	743.0%
Fin - asset manage	APO	2026-02-10	11.14	24.11	2.38	84.0%	2.0%	N/A	-53.0%
Fin - asset manage	SSNC	2026-02-10	11.74	23.90	2.93	8.0%	-8.0%	2.0%	-22.0%
Fin - asset manage	CWAN	2026-02-10	92.63	15.57	10.90	77.0%	-334.0%	236.0%	-385.0%
									
Fin - mm	VIRT	2026-02-10	4.52	7.51	1.79	37.0%	70.0%	N/A	58.0%
									
Fin - data & stock exchange	ICE	2026-02-10	16.86	28.48	7.63	13.0%	18.0%	N/A	22.0%
Fin - data & stock exchange	NDAQ	2026-02-10	18.17	26.66	5.73	3.0%	32.0%	N/A	46.0%
Fin - data & stock exchange	CME	2026-02-10	24.05	27.53	16.99	8.0%	44.0%	N/A	35.0%
Fin - data & stock exchange	CBOE	2026-02-10	17.05	26.21	6.06	9.0%	61.0%	N/A	60.0%
Fin - data & stock exchange	MRX	2026-02-10	-1.63	15.27	1.02			N/A	
Fin - data & stock exchange	SPGI	2026-02-10	18.11	29.15	8.09	9.0%	18.0%	25.0%	21.0%
Fin - data & stock exchange	MSCI	2026-02-10	22.56	32.77	12.05	11.0%	7.0%	13.0%	-7.0%
Fin - data & stock exchange	MCO	2026-02-10	21.22	33.52	9.91	11.0%	23.0%	22.0%	21.0%
Fin - data & stock exchange	TW	2026-02-10	23.34	30.76	13.35	12.0%	117.0%	3.0%	129.0%
Fin - data & stock exchange	MKTX	2026-02-10	14.60	26.54	7.71	4.0%	-6.0%	N/A	42.0%
									
Industry - farm machinery	DE	2026-02-10	18.26	31.97	3.51	11.0%	-6.0%	-6.0%	-14.0%
Industry - farm machinery	PCAR	2026-02-10	18.62	28.21	2.35	-14.0%	-39.0%	-44.0%	-36.0%
									
Industry - police equipment	MSI	2026-02-10	23.88	33.65	6.17	8.0%	4.0%	11.0%	0.0%
Industry - police equipment	AXON	2026-02-10	701.42	141.51	13.79	31.0%	-80.0%	-41.0%	-103.0%
									
