sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-03-31,NA,NA,90.18,2.0%,1601.0%,-31.0%,1781.0%
crypto,BMNR,2026-03-31,NA,NA,1258.30,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-03-31,NA,NA,8.61,77.0%,1252.0%,655.0%,2912.0%
crypto,DJT,2026-03-31,NA,NA,693.49,1.0%,1508.0%,0.0%,1508.0%
,,,,,,,,,
misc,TEM,2026-03-31,NA,NA,6.37,83.0%,450.0%,-17.0%,316.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-03-31,24.57,32.17,8.57,16.0%,20.0%,18.0%,16.0%
TMT - mag7,MSFT,2026-03-31,15.13,23.26,9.04,17.0%,64.0%,23.0%,60.0%
TMT - mag7,GOOG,2026-03-31,22.14,26.50,8.60,18.0%,21.0%,20.0%,30.0%
TMT - mag7,AMZN,2026-03-31,15.26,29.19,3.14,14.0%,19.0%,23.0%,6.0%
TMT - mag7,META,2026-03-31,14.18,24.28,7.18,24.0%,8.0%,8.0%,9.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-03-31,124.42,346.05,14.73,-3.0%,-57.0%,4.0%,-64.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-03-31,44.33,53.30,15.93,36.0%,74.0%,62.0%,71.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-03-31,22.08,15.22,2.84,20.0%,-68.0%,44.0%,-96.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-03-31,39.68,70.88,4.77,38.0%,26.0%,81.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-03-31,11.58,23.62,2.42,12.0%,-34.0%,16.0%,-47.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-03-31,77.81,127.02,13.43,31.0%,-37.0%,36.0%,-43.0%
TMT - cons disc - E-comm,EBAY,2026-03-31,16.27,21.01,3.66,15.0%,1.0%,12.0%,-22.0%
TMT - cons disc - E-comm,ETSY,2026-03-31,13.45,36.74,1.66,3.0%,-23.0%,-25.0%,-15.0%
TMT - cons disc - E-comm,SE,2026-03-31,18.47,32.14,1.97,38.0%,90.0%,,67.0%
TMT - cons disc - E-comm,CPNG,2026-03-31,32.41,169.18,1.00,11.0%,-92.0%,-52.0%,-117.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-03-31,13.70,38.00,8.96,19.0%,30.0%,22.0%,29.0%
