sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-02-02,NA,6.49,84.48,11.0%,-909.0%,-152.0%,-878.0%
crypto,BMNR,2026-02-02,NA,NA,1442.40,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-02-02,NA,NA,NA,72.0%,193.0%,51.0%,
crypto,DJT,2026-02-02,NA,NA,925.67,-4.0%,184.0%,72.0%,185.0%
,,,,,,,,,
misc,TEM,2026-02-02,NA,NA,9.42,85.0%,10.0%,-26.0%,5.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-02-02,26.11,34.16,9.11,16.0%,20.0%,18.0%,16.0%
TMT - mag7,MSFT,2026-02-02,17.20,26.49,10.29,17.0%,64.0%,23.0%,60.0%
TMT - mag7,GOOG,2026-02-02,27.91,34.02,10.79,16.0%,39.0%,25.0%,33.0%
TMT - mag7,AMZN,2026-02-02,18.72,34.32,3.76,13.0%,56.0%,19.0%,38.0%
TMT - mag7,META,2026-02-02,17.57,30.07,8.89,24.0%,8.0%,8.0%,9.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-02-02,141.29,392.02,16.69,-3.0%,-57.0%,4.0%,-64.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-02-02,34.71,41.66,11.96,33.0%,63.0%,52.0%,62.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-02-02,27.39,10.37,3.39,20.0%,-5.0%,43.0%,154.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-02-02,61.38,105.36,7.08,27.0%,60.0%,82.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-02-02,11.91,20.76,2.73,10.0%,18.0%,24.0%,20.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-02-02,97.04,96.81,16.13,32.0%,-64.0%,43.0%,-68.0%
TMT - cons disc - E-comm,EBAY,2026-02-02,17.14,20.41,3.93,11.0%,-28.0%,-9.0%,0.0%
TMT - cons disc - E-comm,ETSY,2026-02-02,13.22,37.48,1.85,2.0%,25.0%,-6.0%,32.0%
TMT - cons disc - E-comm,SE,2026-02-02,28.02,48.58,2.95,38.0%,118.0%,112.0%,150.0%
TMT - cons disc - E-comm,CPNG,2026-02-02,29.26,94.84,1.09,18.0%,25.0%,29.0%,36.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-02-02,11.84,32.75,7.72,19.0%,30.0%,22.0%,29.0%
TMT - cons disc - entertain,DIS,2026-02-02,12.26,15.39,1.94,6.0%,1.0%,0.0%,-6.0%
TMT - cons disc - entertain,SPOT,2026-02-02,41.99,79.35,5.61,14.0%,121.0%,33.0%,219.0%
,,,,,,,,,
TMT - cons disc - social,RBLX,2026-02-02,NA,NA,10.61,48.0%,7.0%,15.0%,7.0%
TMT - cons disc - social,RDDT,2026-02-02,112.44,97.57,17.63,68.0%,438.0%,1216.0%,445.0%
TMT - cons disc - social,PINS,2026-02-02,40.58,7.62,3.66,17.0%,193.0%,-13512.0%,201.0%
TMT - cons disc - social,SNAP,2026-02-02,NA,NA,1.98,10.0%,-29.0%,-36.0%,-32.0%
TMT - cons disc - social,MTCH,2026-02-02,11.25,14.68,2.15,2.0%,9.0%,-12.0%,18.0%
,,,,,,,,,
TMT - cons disc - adtech,APP,2026-02-02,43.10,60.87,29.57,17.0%,118.0%,76.0%,92.0%
TMT - cons disc - adtech,TTD,2026-02-02,20.95,33.94,5.16,18.0%,41.0%,50.0%,23.0%
TMT - cons disc - adtech,ROKU,2026-02-02,57.36,NA,3.13,14.0%,-879.0%,50.0%,-375.0%
TMT - cons disc - adtech,U,2026-02-02,NA,NA,6.84,5.0%,0.0%,-232.0%,1.0%
,,,,,,,,,
TMT - cons disc - edu,DUOL,2026-02-02,40.29,16.77,6.31,41.0%,83.0%,155.0%,1151.0%
TMT - cons disc - edu,COUR,2026-02-02,NA,NA,1.42,10.0%,-36.0%,-47.0%,-37.0%
,,,,,,,,,
TMT - cons disc - realestate,RKT,2026-02-02,65.32,236.40,9.69,39.0%,-63.0%,N/A,463.0%
TMT - cons disc - realestate,Z,2026-02-02,70.34,NA,6.08,16.0%,-160.0%,185.0%,-150.0%
,,,,,,,,,
TMT - cons disc - misc,IOT,2026-02-02,193.59,NA,10.02,29.0%,-124.0%,-653.0%,-121.0%
,,,,,,,,,
TMT - cybersecurity,PANW,2026-02-02,59.95,111.26,12.79,16.0%,12.0%,-5.0%,-5.0%
TMT - cybersecurity,CRWD,2026-02-02,55569.21,NA,24.23,22.0%,121.0%,2.0%,102.0%
TMT - cybersecurity,FTNT,2026-02-02,26.87,33.47,9.22,14.0%,-5.0%,17.0%,-12.0%
TMT - cybersecurity,ZS,2026-02-02,1565.13,NA,11.29,26.0%,90.0%,-289.0%,-4.0%
TMT - cybersecurity,NET,2026-02-02,852.88,NA,31.74,31.0%,-114.0%,88.0%,-92.0%
TMT - cybersecurity,CYBR,2026-02-02,776.99,NA,16.55,43.0%,-338.0%,-163.0%,-554.0%
TMT - cybersecurity,OKTA,2026-02-02,62.29,80.91,5.50,12.0%,100.0%,683.0%,169.0%
TMT - cybersecurity,RBRK,2026-02-02,NA,NA,9.11,48.0%,-53.0%,-44.0%,-51.0%
TMT - cybersecurity,CVLT,2026-02-02,34.07,45.27,3.35,19.0%,79.0%,56.0%,61.0%
TMT - cybersecurity,NTNX,2026-02-02,36.41,53.55,4.14,13.0%,78.0%,29.0%,107.0%
,,,,,,,,,
TMT - Data/Infra/Observability,SNOW,2026-02-02,NA,NA,14.87,29.0%,-12.0%,-15.0%,-9.0%
TMT - Data/Infra/Observability,MDB,2026-02-02,NA,NA,13.09,19.0%,-119.0%,-58.0%,-79.0%
TMT - Data/Infra/Observability,DDOG,2026-02-02,582.40,437.16,14.09,28.0%,-36.0%,-22.0%,-34.0%
TMT - Data/Infra/Observability,DT,2026-02-02,39.72,22.83,6.19,18.0%,51.0%,29.0%,30.0%
,,,,,,,,,
