sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
,,,,,,,,,
data center - semi chip,NVDA,2026-02-23,40.86,47.44,24.87,62.0%,70.0%,65.0%,65.0%
data center - semi chip,MU,2026-02-23,21.19,40.02,11.20,57.0%,182.0%,97.0%,180.0%
data center - semi chip,AVGO,2026-02-23,46.28,69.39,24.52,28.0%,83.0%,30.0%,97.0%
data center - semi chip,AMD,2026-02-23,46.85,74.33,9.25,34.0%,133.0%,33.0%,213.0%
,,,,,,,,,
data center - semi equip,ASML,2026-02-23,40.42,53.18,15.58,14.0%,12.0%,12.0%,15.0%
data center - semi equip,LRCX,2026-02-23,40.97,49.65,14.71,22.0%,36.0%,34.0%,34.0%
data center - semi equip,AMAT,2026-02-23,33.36,38.26,10.51,-2.0%,10.0%,-2.0%,71.0%
data center - semi equip,KLAC,2026-02-23,33.72,43.22,15.31,7.0%,37.0%,4.0%,39.0%
,,,,,,,,,
data center - semi equip for test,TER,2026-02-23,60.80,91.44,15.63,44.0%,84.0%,81.0%,76.0%
data center - semi equip for test,COHU,2026-02-23,NA,NA,3.15,30.0%,-29.0%,-65.0%,5.0%
data center - semi equip for test,KLIC,2026-02-23,NA,NA,5.26,20.0%,-76.0%,52.0%,-79.0%
,,,,,,,,,
data center - package,TSM,2026-02-23,21.98,34.70,15.66,25.0%,38.0%,27.0%,41.0%
data center - package,ASX,2026-02-23,15.12,39.97,2.47,14.0%,63.0%,39.0%,63.0%
data center - package,AMKR,2026-02-23,10.23,31.29,1.74,16.0%,34.0%,24.0%,63.0%
,,,,,,,,,
data center - PCB,TTMI,2026-02-23,28.19,63.57,3.80,19.0%,333.0%,36.0%,880.0%
,,,,,,,,,
data center - rack manufacture,CLS,2026-02-23,27.44,41.33,2.75,44.0%,59.0%,53.0%,76.0%
data center - rack manufacture,FLEX,2026-02-23,12.95,28.33,0.87,8.0%,11.0%,-1.0%,-9.0%
,,,,,,,,,
data center - router,ANET,2026-02-23,38.02,46.28,17.78,29.0%,28.0%,30.0%,19.0%
data center - router,MRVL,2026-02-23,28.65,27.24,8.70,37.0%,-395.0%,-22877.0%,-381.0%
,,,,,,,,,
data center - optics,CRDO,2026-02-23,96.00,108.28,28.15,272.0%,-2230.0%,-2601.0%,-2058.0%
data center - optics,MTSI,2026-02-23,83.53,115.43,18.04,25.0%,-129.0%,44.0%,-129.0%
data center - optics,SMTC,2026-02-23,48.47,285.40,7.83,13.0%,-225.0%,45.0%,-62.0%
data center - optics,LITE,2026-02-23,193.93,206.31,22.88,65.0%,-328.0%,818.0%,-228.0%
data center - optics,COHR,2026-02-23,39.56,246.33,7.41,17.0%,31.0%,21.0%,104.0%
data center - optics,FN,2026-02-23,44.91,55.30,5.31,36.0%,26.0%,52.0%,30.0%
data center - optics,CIEN,2026-02-23,108.84,405.98,10.23,26.0%,-96.0%,35.0%,-56.0%
data center - optics,CSCO,2026-02-23,19.60,27.35,5.20,10.0%,26.0%,15.0%,31.0%
data center - optics,ADI,2026-02-23,32.51,64.87,14.75,30.0%,117.0%,44.0%,112.0%
data center - optics,TXN,2026-02-23,25.73,40.38,11.28,10.0%,1.0%,14.0%,-4.0%
data center - optics,APH,2026-02-23,27.04,44.27,7.87,49.0%,81.0%,82.0%,60.0%
data center - optics,TEL,2026-02-23,15.88,33.35,3.75,22.0%,36.0%,34.0%,42.0%
data center - optics,GLW,2026-02-23,35.61,78.99,7.97,20.0%,55.0%,48.0%,74.0%
,,,,,,,,,
data center - NAND/SSD,STX,2026-02-23,32.62,46.07,8.83,22.0%,102.0%,66.0%,76.0%
data center - NAND/SSD,WDC,2026-02-23,28.50,28.15,8.86,-30.0%,165.0%,18.0%,209.0%
data center - NAND/SSD,SNDK,2026-02-23,68.62,NA,11.02,61.0%,442.0%,404.0%,672.0%
,,,,,,,,,
data center - server,DELL,2026-02-23,9.28,15.89,0.76,11.0%,39.0%,15.0%,37.0%
data center - server,SMCI,2026-02-23,17.42,22.81,0.66,123.0%,33.0%,30.0%,25.0%
,,,,,,,,,
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU),MPWR,2026-02-23,75.34,93.39,20.43,21.0%,24.0%,,-88.0%
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU),VICR,2026-02-23,143.88,65.84,18.82,12.0%,64.0%,,354.0%
,,,,,,,,,
data center - 服务器电源(PowerShelf/Front-End PSU/415VAC->48VDC架构),AEIS,2026-02-23,45.94,86.28,6.91,18.0%,41.0%,56.0%,7.0%
,,,,,,,,,
data center - 机房配电UPS/PDU(415VAC->415VAC),NVT,2026-02-23,23.92,26.91,4.77,42.0%,58.0%,26.0%,982.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),ETN,2026-02-23,23.69,34.62,5.12,13.0%,11.0%,,17.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),VRT,2026-02-23,43.43,71.96,9.18,23.0%,130.0%,28.0%,203.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),POWL,2026-02-23,26.09,35.35,5.93,4.0%,19.0%,20.0%,19.0%
,,,,,,,,,
data center - (34.5/13.8/4.16kVAC->415VAC,ETN,2026-02-23,23.69,34.62,5.12,13.0%,11.0%,,17.0%
data center - (34.5/13.8/4.16kVAC->415VAC,HUBB,2026-02-23,20.46,31.02,4.70,12.0%,15.0%,19.0%,14.0%
,,,,,,,,,
data center - UPS battery,ENS,2026-02-23,11.59,20.72,1.65,1.0%,-16.0%,-7.0%,-21.0%
data center - UPS battery,FLNC,2026-02-23,NA,NA,1.16,154.0%,20.0%,4.0%,9.0%
,,,,,,,,,
data center - construction builder,EME,2026-02-23,20.99,32.44,2.22,16.0%,10.0%,14.0%,9.0%
data center - construction builder,FIX,2026-02-23,33.84,48.92,5.46,42.0%,125.0%,78.0%,127.0%
data center - construction builder,URI,2026-02-23,10.00,22.83,3.45,3.0%,-4.0%,0.0%,-5.0%
,,,,,,,,,
data center - onsite power generator,CAT,2026-02-23,27.85,40.18,5.21,18.0%,-7.0%,2.0%,-14.0%
data center - onsite power generator,GEV,2026-02-23,80.17,46.75,5.89,4.0%,-1.0%,48.0%,657.0%
data center - onsite power generator,CMI,2026-02-23,17.35,28.64,2.41,1.0%,19.0%,-2.0%,42.0%
data center - onsite power generator,FTAI,2026-02-23,33.36,65.00,12.40,42.0%,54.0%,20.0%,46.0%
data center - onsite power generator,BE,2026-02-23,282.55,NA,22.22,36.0%,-98.0%,-15.0%,-99.0%
,,,,,,,,,
"data center - 电网侧≥115kV, 115kV->34.5kV",PWR,2026-02-23,34.05,80.82,2.88,20.0%,1.0%,15.0%,3.0%
"data center - 电网侧≥115kV, 115kV->34.5kV",MYRG,2026-02-23,20.41,44.34,1.21,7.0%,141.0%,74.0%,201.0%
,,,,,,,,,
data center - new IPP,TLN,2026-02-23,8.37,79.91,4.14,35.0%,70.0%,43.0%,23.0%
data center - new IPP,OKLO,2026-02-23,NA,NA,NA,,200.0%,196.0%,198.0%
data center - new IPP,SMR,2026-02-23,NA,NA,59.69,1653.0%,1070.0%,1226.0%,1465.0%
,,,,,,,,,
data center - IPP,CEG,2026-02-23,15.60,33.64,3.97,23.0%,-15.0%,23.0%,-22.0%
data center - IPP,VST,2026-02-23,7.70,59.94,2.58,-3.0%,-64.0%,-20.0%,-67.0%
data center - IPP,NRG,2026-02-23,15.28,25.80,1.14,5.0%,-123.0%,-68.0%,-117.0%
,,,,,,,,,
data center - uranium,CCJ,2026-02-23,81.46,122.26,20.76,2.0%,158.0%,-4.0%,47.0%
data center - uranium,UEC,2026-02-23,NA,NA,155.17,-100.0%,-49.0%,120.0%,-49.0%
data center - uranium,LEU,2026-02-23,53.43,48.21,8.81,-4.0%,-55.0%,-67.0%,-67.0%
,,,,,,,,,
data center - HVAC,TT,2026-02-23,24.30,35.44,4.77,6.0%,-1.0%,2.0%,-2.0%
data center - HVAC,CARR,2026-02-23,18.60,37.16,2.44,-6.0%,-99.0%,-54.0%,-93.0%
data center - HVAC,JCI,2026-02-23,24.33,26.87,3.65,7.0%,74.0%,40.0%,25.0%
data center - HVAC,SPXC,2026-02-23,25.27,50.60,5.47,23.0%,23.0%,32.0%,24.0%
,,,,,,,,,
material - steel/copper/aluminum/lithium,NUE,2026-02-23,11.21,23.73,1.26,9.0%,28.0%,16.0%,32.0%
material - steel/copper/aluminum/lithium,STLD,2026-02-23,15.80,24.50,1.57,14.0%,27.0%,26.0%,28.0%
material - steel/copper/aluminum/lithium,CLF,2026-02-23,NA,NA,0.33,0.0%,-23.0%,-118.0%,-46.0%
material - steel/copper/aluminum/lithium,BHP,2026-02-23,7.77,19.35,3.67,3.0%,193.0%,50.0%,509.0%
material - steel/copper/aluminum/lithium,RIO,2026-02-23,6.46,16.02,2.12,,,,
material - steel/copper/aluminum/lithium,VALE,2026-02-23,6.07,31.40,1.88,9.0%,66.0%,41.0%,387.0%
material - steel/copper/aluminum/lithium,SCCO,2026-02-23,24.62,44.90,13.87,15.0%,21.0%,20.0%,24.0%
material - steel/copper/aluminum/lithium,FCX,2026-02-23,14.12,43.30,3.75,-11.0%,-38.0%,-49.0%,48.0%
material - steel/copper/aluminum/lithium,TMQ,2026-02-23,NA,NA,NA,,2015.0%,122.0%,2015.0%
material - steel/copper/aluminum/lithium,AA,2026-02-23,8.77,13.36,1.23,-13.0%,-74.0%,-54.0%,12.0%
material - steel/copper/aluminum/lithium,CENX,2026-02-23,20.84,131.07,1.91,0.0%,-137.0%,4.0%,-96.0%
material - steel/copper/aluminum/lithium,ALB,2026-02-23,33.49,NA,4.07,16.0%,-471.0%,44.0%,-1457.0%
material - steel/copper/aluminum/lithium,LAC,2026-02-23,NA,NA,NA,,2371.0%,69.0%,2353.0%
,,,,,,,,,
aerospace - & defense,RKLB,2026-02-23,NA,NA,67.63,48.0%,16.0%,7.0%,-65.0%
aerospace - & defense,DXYZ,2026-02-23,20.24,15.33,NA,-5512.0%,-297.0%,N/A,-297.0%
aerospace - & defense,FLY,2026-02-23,NA,NA,28.61,38.0%,227.0%,96.0%,204.0%
aerospace - & defense,LUNR,2026-02-23,NA,NA,16.76,-10.0%,-88.0%,32.0%,-87.0%
aerospace - & defense,RDW,2026-02-23,NA,NA,4.53,51.0%,60.0%,566.0%,76.0%
aerospace - & defense,PL,2026-02-23,NA,NA,28.52,33.0%,191.0%,-37.0%,195.0%
aerospace - & defense,PLTR,2026-02-23,212.13,206.38,69.79,70.0%,672.0%,3127.0%,670.0%
aerospace - & defense,KTOS,2026-02-23,194.19,768.00,12.50,26.0%,105.0%,12.0%,172.0%
aerospace - & defense,AVAV,2026-02-23,99.81,NA,9.52,151.0%,-425.0%,126.0%,-327.0%
aerospace - & defense,RTX,2026-02-23,23.03,40.69,3.06,12.0%,14.0%,15.0%,9.0%
aerospace - & defense,LMT,2026-02-23,18.34,30.75,2.03,9.0%,195.0%,142.0%,155.0%
aerospace - & defense,NOC,2026-02-23,20.24,24.85,2.45,10.0%,12.0%,12.0%,13.0%
aerospace - & defense,LHX,2026-02-23,21.50,41.63,3.03,2.0%,-22.0%,-7.0%,-34.0%
aerospace - & defense,MOG-A,2026-02-23,21.98,42.64,2.70,21.0%,48.0%,27.0%,48.0%
aerospace - & defense,ALNT,2026-02-23,18.77,58.76,2.09,11.0%,207.0%,46.0%,209.0%
aerospace - & defense,GD,2026-02-23,16.21,22.58,1.80,8.0%,2.0%,2.0%,0.0%
aerospace - & defense,HII,2026-02-23,20.70,28.51,1.38,16.0%,51.0%,43.0%,29.0%
aerospace - & defense,CW,2026-02-23,34.84,54.33,7.37,15.0%,16.0%,13.0%,16.0%
aerospace - & defense,BWXT,2026-02-23,45.06,59.33,5.93,29.0%,19.0%,19.0%,18.0%
aerospace - & defense,LDOS,2026-02-23,10.85,15.44,1.27,-4.0%,14.0%,11.0%,15.0%
aerospace - & defense,BAH,2026-02-23,9.62,11.04,0.78,-10.0%,-25.0%,-11.0%,7.0%
aerospace - & defense,CACI,2026-02-23,14.96,24.44,1.40,6.0%,18.0%,13.0%,13.0%
aerospace - & defense,USAS,2026-02-23,NA,NA,20.66,38.0%,-6.0%,299.0%,12.0%
aerospace - & defense,ALM,2026-02-23,NA,NA,188.99,27.0%,-769.0%,54.0%,-718.0%
aerospace - & defense,UAMY,2026-02-23,NA,NA,32.75,260.0%,603.0%,608.0%,555.0%
,,,,,,,,,
aerospace - aftermarket,GE,2026-02-23,38.14,41.65,7.75,18.0%,24.0%,1.0%,33.0%
aerospace - aftermarket,FTAI,2026-02-23,33.36,65.00,12.40,42.0%,54.0%,20.0%,46.0%
aerospace - aftermarket,TDG,2026-02-23,21.61,41.67,8.03,14.0%,-8.0%,8.0%,-13.0%
aerospace - aftermarket,HEI,2026-02-23,36.11,70.61,9.10,19.0%,35.0%,9.0%,35.0%
aerospace - aftermarket,ATI,2026-02-23,28.57,55.84,4.72,0.0%,-30.0%,9.0%,-30.0%
aerospace - aftermarket,CRS,2026-02-23,26.39,44.72,6.51,8.0%,24.0%,24.0%,25.0%
aerospace - aftermarket,HWM,2026-02-23,43.73,69.20,12.49,15.0%,10.0%,23.0%,18.0%
aerospace - aftermarket,PH,2026-02-23,25.85,36.80,6.22,9.0%,-9.0%,13.0%,-11.0%
aerospace - aftermarket,BA,2026-02-23,NA,121.55,2.02,57.0%,-303.0%,-93.0%,-307.0%
,,,,,,,,,
material - rare earth(永磁体),CRS,2026-02-23,26.39,44.72,6.51,8.0%,24.0%,24.0%,25.0%
material - rare earth(永磁体),MP,2026-02-23,NA,NA,42.42,-15.0%,68.0%,82.0%,64.0%
material - rare earth(永磁体),USAR,2026-02-23,NA,NA,NA,,-10497.0%,712.0%,-11227.0%
material - rare earth(永磁体),EMAT,2026-02-23,NA,NA,NA,,-48.0%,-49.0%,-52.0%
material - rare earth(永磁体),METC,2026-02-23,28.89,NA,1.90,-28.0%,9128.0%,-85.0%,5446.0%
material - rare earth(永磁体),CRML,2026-02-23,NA,NA,NA,,,,
,,,,,,,,,
chips,QCOM,2026-02-23,11.10,29.01,3.34,5.0%,-2.0%,-6.0%,-6.0%
chips,INTC,2026-02-23,20.04,NA,4.12,-4.0%,-44.0%,23.0%,369.0%
chips,ARM,2026-02-23,116.92,164.93,28.14,26.0%,-15.0%,14.0%,-12.0%
,,,,,,,,,
robotic,MOG-A,2026-02-23,21.98,42.64,2.70,21.0%,48.0%,27.0%,48.0%
robotic,ALNT,2026-02-23,18.77,58.76,2.09,11.0%,207.0%,46.0%,209.0%
robotic,ROK,2026-02-23,24.95,44.35,5.08,12.0%,61.0%,6.0%,66.0%
robotic,SNPS,2026-02-23,48.04,52.45,11.42,38.0%,60.0%,38.0%,-60.0%
robotic,SYM,2026-02-23,NA,NA,13.69,29.0%,-218.0%,-266.0%,-175.0%
,,,,,,,,,
quatum,IBM,2026-02-23,14.41,20.03,3.09,12.0%,25.0%,7.0%,92.0%
quatum,IONQ,2026-02-23,NA,NA,136.58,222.0%,1920.0%,166.0%,1909.0%
quatum,RGTI,2026-02-23,NA,NA,705.88,-18.0%,1255.0%,19.0%,1255.0%
,,,,,,,,,
TMT - SAAS,SAP,2026-02-23,16.96,27.85,5.38,13.0%,37.0%,16.0%,26.0%
TMT - SAAS,CRM,2026-02-23,13.63,23.77,4.14,9.0%,44.0%,19.0%,37.0%
TMT - SAAS,NOW,2026-02-23,39.03,60.38,7.94,21.0%,17.0%,49.0%,4.0%
TMT - SAAS,ADBE,2026-02-23,10.64,14.77,4.26,10.0%,14.0%,8.0%,10.0%
TMT - SAAS,INTU,2026-02-23,17.18,24.62,5.15,18.0%,163.0%,54.0%,126.0%
TMT - SAAS,ADP,2026-02-23,13.78,19.77,3.90,6.0%,10.0%,7.0%,10.0%
TMT - SAAS,WDAY,2026-02-23,25.54,54.25,3.69,13.0%,49.0%,48.0%,31.0%
TMT - SAAS,ADSK,2026-02-23,31.32,42.44,6.75,18.0%,33.0%,3.0%,25.0%
TMT - SAAS,TEAM,2026-02-23,NA,NA,3.16,23.0%,18.0%,-64.0%,12.0%
TMT - SAAS,HUBS,2026-02-23,57.10,249.84,3.66,20.0%,375.0%,225.0%,993.0%
TMT - SAAS,TWLO,2026-02-23,38.41,550.48,3.25,14.0%,179.0%,68.0%,268.0%
TMT - SAAS,ZM,2026-02-23,13.48,16.72,5.30,4.0%,183.0%,59.0%,196.0%
TMT - SAAS,DOCU,2026-02-23,19.69,29.22,2.65,8.0%,33.0%,34.0%,34.0%
TMT - SAAS,BILL,2026-02-23,170.44,NA,2.67,14.0%,-106.0%,4966.0%,-108.0%
TMT - SAAS,GDDY,2026-02-23,12.29,15.12,2.44,10.0%,21.0%,15.0%,10.0%
TMT - SAAS,WIX,2026-02-23,18.79,27.21,1.79,14.0%,-61.0%,7.0%,-102.0%
TMT - SAAS,PATH,2026-02-23,106.31,23.99,3.50,16.0%,-196.0%,-149.0%,-1967.0%
,,,,,,,,,
CN,BABA,2026-02-23,15.96,21.04,2.45,5.0%,-52.0%,-67.0%,-52.0%
CN,NIO,2026-02-23,NA,NA,1.10,17.0%,-32.0%,,-29.0%
,,,,,,,,,
Fin - bank,JPM,2026-02-23,NA,14.88,2.87,N/A,-1.0%,N/A,-7.0%
Fin - bank,BAC,2026-02-23,NA,13.32,1.89,N/A,35.0%,N/A,14.0%
Fin - bank,C,2026-02-23,NA,15.89,1.16,N/A,0.0%,N/A,-16.0%
Fin - bank,BK,2026-02-23,NA,15.59,1.96,N/A,25.0%,N/A,26.0%
Fin - bank,MS,2026-02-23,NA,16.34,2.21,N/A,17.0%,N/A,19.0%
Fin - bank,GS,2026-02-23,NA,17.39,2.20,N/A,11.0%,N/A,12.0%
,,,,,,,,,
Fin - credit,AXP,2026-02-23,9.75,20.88,2.74,10.0%,12.0%,N/A,14.0%
Fin - credit,COF,2026-02-23,NA,80.58,1.88,N/A,98.0%,N/A,82.0%
Fin - credit,SOFI,2026-02-23,21.82,47.95,4.87,32.0%,209.0%,N/A,-48.0%
Fin - credit,AFRM,2026-02-23,13.77,57.98,4.58,29.0%,61.0%,N/A,61.0%
Fin - credit,KLAR,2026-02-23,NA,NA,1.38,38.0%,-137.0%,-116.0%,-304.0%
Fin - credit,UPST,2026-02-23,52.07,63.40,2.56,35.0%,-826.0%,-50860.0%,-778.0%
Fin - credit,FICO,2026-02-23,33.27,47.45,14.74,16.0%,28.0%,30.0%,4.0%
,,,,,,,,,
Fin - payment,V,2026-02-23,20.12,29.05,14.11,15.0%,8.0%,14.0%,15.0%
Fin - payment,MA,2026-02-23,21.57,30.03,13.47,18.0%,25.0%,27.0%,21.0%
Fin - payment,FISV,2026-02-23,6.79,9.22,1.47,1.0%,-19.0%,-14.0%,-14.0%
Fin - payment,PYPL,2026-02-23,5.61,8.14,1.22,5.0%,15.0%,12.0%,28.0%
Fin - payment,XYZ,2026-02-23,10.25,10.21,1.29,2.0%,86.0%,28.0%,63.0%
Fin - payment,TOST,2026-02-23,34.56,45.93,2.40,22.0%,206.0%,121.0%,206.0%
,,,,,,,,,
Fin - broker,SCHW,2026-02-23,7.81,19.91,5.96,8.0%,38.0%,N/A,38.0%
Fin - broker,IBKR,2026-02-23,-2.47,32.35,3.06,13.0%,25.0%,N/A,31.0%
Fin - broker,HOOD,2026-02-23,34.34,34.86,14.36,28.0%,18.0%,N/A,-34.0%
Fin - broker,COIN,2026-02-23,35.18,36.50,5.90,-69.0%,-159.0%,N/A,-152.0%
,,,,,,,,,
Fin - asset manage,BLK,2026-02-23,19.67,30.60,7.01,26.0%,-24.0%,N/A,-33.0%
Fin - asset manage,BX,2026-02-23,21.31,29.40,9.96,0.0%,51.0%,N/A,44.0%
Fin - asset manage,KKR,2026-02-23,29.09,39.56,3.69,153.0%,58.0%,N/A,-2.0%
Fin - asset manage,BN,2026-02-23,15.92,90.53,1.41,7.0%,-214.0%,N/A,79.0%
Fin - asset manage,APO,2026-02-23,9.78,20.65,2.04,84.0%,2.0%,N/A,-53.0%
Fin - asset manage,SSNC,2026-02-23,11.09,22.05,2.71,8.0%,-8.0%,2.0%,-22.0%
Fin - asset manage,CWAN,2026-02-23,67.20,NA,9.38,72.0%,-41.0%,264.0%,-103.0%
,,,,,,,,,
Fin - mm,VIRT,2026-02-23,7.19,7.79,1.88,21.0%,70.0%,N/A,48.0%
,,,,,,,,,
Fin - data & stock exchange,ICE,2026-02-23,15.98,26.70,7.16,13.0%,18.0%,N/A,22.0%
Fin - data & stock exchange,NDAQ,2026-02-23,17.66,25.84,5.53,3.0%,32.0%,N/A,46.0%
Fin - data & stock exchange,CME,2026-02-23,24.58,28.14,17.36,8.0%,44.0%,N/A,35.0%
