sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-04-06	NA	NA	92.05	2.0%	1601.0%	-31.0%	1781.0%
crypto	BMNR	2026-04-06	NA	NA	1301.96	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-04-06	NA	NA	8.31	77.0%	1252.0%	655.0%	2912.0%
crypto	DJT	2026-04-06	NA	NA	709.03	1.0%	1508.0%	0.0%	1508.0%
									
misc	TEM	2026-04-06	NA	NA	6.70	83.0%	450.0%	-17.0%	316.0%
									
TMT - mag7	AAPL	2026-04-06	25.02	32.77	8.73	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-04-06	15.17	23.32	9.06	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-04-06	23.06	27.54	8.95	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-04-06	15.47	29.61	3.18	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-04-06	14.28	24.44	7.23	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-04-06	117.59	327.45	13.94	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-04-06	47.39	56.97	17.02	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-04-06	22.16	15.28	2.85	20.0%	-68.0%	44.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-04-06	40.98	73.13	4.92	38.0%	26.0%	81.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-04-06	12.62	25.59	2.62	12.0%	-34.0%	16.0%	-47.0%
									
TMT - cons disc - E-comm	SHOP	2026-04-06	77.91	127.17	13.44	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-04-06	17.31	22.47	3.91	15.0%	1.0%	12.0%	-22.0%
TMT - cons disc - E-comm	ETSY	2026-04-06	14.40	40.16	1.82	3.0%	-23.0%	-25.0%	-15.0%
TMT - cons disc - E-comm	SE	2026-04-06	18.47	32.15	1.98	38.0%	90.0%		67.0%
TMT - cons disc - E-comm	CPNG	2026-04-06	33.49	174.53	1.04	11.0%	-92.0%	-52.0%	-117.0%
									
TMT - cons disc - entertain	NFLX	2026-04-06	14.08	39.09	9.21	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-04-06	11.49	14.19	1.78	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-04-06	34.84	50.17	5.13	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-04-06	NA	NA	8.30	43.0%	45.0%	53.0%	44.0%
TMT - cons disc - social	RDDT	2026-04-06	52.52	52.13	12.03	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-04-06	27.59	29.95	2.78	14.0%	18.0%	15.0%	-85.0%
TMT - cons disc - social	SNAP	2026-04-06	NA	NA	1.34	10.0%	166.0%	633.0%	397.0%
TMT - cons disc - social	MTCH	2026-04-06	10.78	13.47	2.15	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-04-06	31.90	43.68	23.98	21.0%	143.0%	75.0%	84.0%
TMT - cons disc - adtech	TTD	2026-04-06	13.84	24.69	3.67	14.0%	22.0%	32.0%	3.0%
TMT - cons disc - adtech	ROKU	2026-04-06	39.16	171.09	3.06	16.0%	-455.0%	229.0%	-326.0%
TMT - cons disc - adtech	U	2026-04-06	1051.26	NA	5.18	10.0%	-19.0%	-34140.0%	-27.0%
									
TMT - cons disc - edu	DUOL	2026-04-06	23.28	11.78	4.49	35.0%	144.0%	170.0%	202.0%
TMT - cons disc - edu	COUR	2026-04-06	NA	NA	1.35	10.0%	4.0%	-15.0%	24.0%
									
TMT - cons disc - realestate	RKT	2026-04-06	67.59	NA	6.19	133.0%	-75.0%	N/A	101.0%
TMT - cons disc - realestate	Z	2026-04-06	35.00	461.54	3.86	18.0%	-106.0%		-106.0%
									
TMT - cons disc - misc	IOT	2026-04-06	158.63	NA	11.33	28.0%	-419.0%	196.0%	-297.0%
									
TMT - cybersecurity	PANW	2026-04-06	59.75	89.57	13.35	15.0%	69.0%	36.0%	62.0%
TMT - cybersecurity	CRWD	2026-04-06	980.51	NA	20.99	23.0%	-180.0%	-2446.0%	-142.0%
TMT - cybersecurity	FTNT	2026-04-06	26.27	33.98	8.97	15.0%	5.0%	9.0%	-4.0%
TMT - cybersecurity	ZS	2026-04-06	1206.29	NA	7.47	26.0%	29.0%	-10.0%	344.0%
TMT - cybersecurity	NET	2026-04-06	870.10	NA	34.24	34.0%	-3.0%	45.0%	-6.0%
TMT - cybersecurity	OKTA	2026-04-06	49.96	61.73	4.89	12.0%	126.0%	58.0%	174.0%
TMT - cybersecurity	RBRK	2026-04-06	NA	NA	7.82	46.0%	-38.0%	-34.0%	-24.0%
TMT - cybersecurity	CVLT	2026-04-06	30.85	41.11	3.04	19.0%	79.0%	56.0%	61.0%
TMT - cybersecurity	NTNX	2026-04-06	34.56	43.53	3.93	10.0%	50.0%	15.0%	83.0%
									
TMT - Data/Infra/Observability	SNOW	2026-04-06	NA	NA	11.03	30.0%	-9.0%	-24.0%	-5.0%
TMT - Data/Infra/Observability	MDB	2026-04-06	NA	NA	8.30	27.0%	367.0%	-172.0%	-2.0%
TMT - Data/Infra/Observability	DDOG	2026-04-06	485.94	393.82	12.01	29.0%	-1.0%	14.0%	2.0%
TMT - Data/Infra/Observability	DT	2026-04-06	36.55	61.71	5.78	18.0%	48.0%	29.0%	-89.0%
									
TMT - devops	GTLB	2026-04-06	NA	NA	4.06	23.0%	-134.0%	-98.0%	-124.0%
TMT - devops	FROG	2026-04-06	NA	NA	11.13	25.0%	-27.0%	6.0%	-34.0%
TMT - devops	DBX	2026-04-06	9.50	12.75	2.19	-1.0%	55.0%	58.0%	6.0%
									
data center	NOK	2026-04-06	16.05	67.99	2.21	12.0%	-31.0%	-2.0%	-27.0%
									
data center - hyper scaler	ORCL	2026-04-06	18.99	26.15	6.54	22.0%	28.0%	37.0%	26.0%
data center - hyper scaler	CRWV	2026-04-06	28.35	NA	8.27	110.0%	1492.0%	53.0%	460.0%
data center - hyper scaler	NBIS	2026-04-06	NA	221.89	53.29	501.0%	72.0%	-53.0%	83.0%
data center - hyper scaler	IREN	2026-04-06	97.02	40.22	23.90	60.0%	-1655.0%	-66.0%	-929.0%
data center - hyper scaler	WULF	2026-04-06	NA	NA	39.22	2.0%	136.0%	198.0%	333.0%
data center - hyper scaler	CIFR	2026-04-06	198.92	NA	24.35	41.0%	-4851.0%	410.0%	-4293.0%
									
data center - semi chip	NVDA	2026-04-06	31.93	36.14	19.94	73.0%	100.0%	84.0%	94.0%
data center - semi chip	MU	2026-04-06	11.40	17.83	7.33	196.0%	819.0%	374.0%	771.0%
data center - semi chip	AVGO	2026-04-06	41.41	61.23	21.76	29.0%	49.0%	26.0%	34.0%
data center - semi chip	AMD	2026-04-06	52.48	83.09	10.34	34.0%	133.0%	33.0%	213.0%
									
data center - semi equip	ASML	2026-04-06	35.20	46.51	13.55	14.0%	12.0%	12.0%	15.0%
data center - semi equip	LRCX	2026-04-06	37.19	45.10	13.37	22.0%	36.0%	34.0%	34.0%
data center - semi equip	AMAT	2026-04-06	31.36	35.98	9.88	-2.0%	10.0%	-2.0%	71.0%
data center - semi equip	KLAC	2026-04-06	34.83	44.64	15.81	7.0%	37.0%	4.0%	39.0%
									
data center - semi equip for test	TER	2026-04-06	59.90	90.10	15.40	44.0%	84.0%	81.0%	76.0%
data center - semi equip for test	COHU	2026-04-06	NA	NA	3.36	30.0%	-29.0%	-65.0%	5.0%
data center - semi equip for test	KLIC	2026-04-06	NA	NA	5.06	20.0%	-76.0%	52.0%	-79.0%
									
data center - package	TSM	2026-04-06	20.18	31.91	14.40	25.0%	38.0%	27.0%	41.0%
data center - package	ASX	2026-04-06	14.59	38.96	2.38	14.0%	61.0%	39.0%	63.0%
data center - package	AMKR	2026-04-06	10.21	31.24	1.73	16.0%	34.0%	24.0%	63.0%
									
data center - PCB	TTMI	2026-04-06	25.44	57.07	3.41	19.0%	333.0%	36.0%	880.0%
									
data center - rack manufacture	CLS	2026-04-06	28.79	40.83	2.72	44.0%	59.0%	24.0%	76.0%
data center - rack manufacture	FLEX	2026-04-06	13.80	30.36	0.93	8.0%	11.0%	-1.0%	-9.0%
									
data center - router	ANET	2026-04-06	37.53	45.73	17.57	29.0%	28.0%	30.0%	19.0%
data center - router	MRVL	2026-04-06	37.30	35.40	11.67	22.0%	91.0%	33.0%	98.0%
									
data center - optics	CRDO	2026-04-06	50.31	56.84	17.70	201.0%	428.0%	400.0%	435.0%
data center - optics	MTSI	2026-04-06	79.40	109.79	17.16	25.0%	-129.0%	44.0%	-129.0%
data center - optics	SMTC	2026-04-06	46.13	NA	7.31	9.0%	-568.0%	1.0%	-176.0%
