sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-01-24,NA,7.58,98.69,11.0%,-909.0%,-152.0%,-878.0%
crypto,BMNR,2026-01-24,NA,NA,1821.98,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-01-24,NA,NA,NA,72.0%,193.0%,51.0%,
crypto,DJT,2026-01-24,NA,NA,1091.71,-4.0%,184.0%,72.0%,185.0%
,,,,,,,,,
misc,TEM,2026-01-24,NA,NA,10.51,85.0%,10.0%,-26.0%,5.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-01-24,25.58,33.25,8.76,8.0%,11.0%,9.0%,86.0%
TMT - mag7,MSFT,2026-01-24,19.81,33.15,11.79,18.0%,13.0%,34.0%,12.0%
TMT - mag7,GOOG,2026-01-24,26.56,32.40,10.27,16.0%,39.0%,25.0%,33.0%
TMT - mag7,AMZN,2026-01-24,18.43,33.79,3.70,13.0%,56.0%,19.0%,38.0%
TMT - mag7,META,2026-01-24,16.73,29.11,8.76,26.0%,22.0%,19.0%,-83.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-01-24,134.86,300.05,15.62,12.0%,-30.0%,-15.0%,-37.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-01-24,34.92,41.91,12.03,33.0%,63.0%,52.0%,62.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-01-24,27.87,10.56,3.45,20.0%,-5.0%,43.0%,154.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-01-24,61.24,105.13,7.07,27.0%,60.0%,82.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-01-24,12.70,21.91,2.88,10.0%,18.0%,24.0%,20.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-01-24,101.09,100.98,16.78,32.0%,-64.0%,43.0%,-68.0%
TMT - cons disc - E-comm,EBAY,2026-01-24,17.11,20.37,3.92,11.0%,-28.0%,-9.0%,0.0%
TMT - cons disc - E-comm,ETSY,2026-01-24,14.47,42.07,2.08,2.0%,25.0%,-6.0%,32.0%
TMT - cons disc - E-comm,SE,2026-01-24,31.16,53.37,3.24,38.0%,118.0%,112.0%,150.0%
TMT - cons disc - E-comm,CPNG,2026-01-24,29.18,94.60,1.08,18.0%,25.0%,29.0%,36.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-01-24,13.26,34.08,8.71,18.0%,30.0%,21.0%,29.0%
TMT - cons disc - entertain,DIS,2026-01-24,12.83,16.20,2.10,0.0%,116.0%,3.0%,185.0%
TMT - cons disc - entertain,SPOT,2026-01-24,42.40,80.08,5.66,14.0%,121.0%,33.0%,219.0%
,,,,,,,,,
TMT - cons disc - social,RBLX,2026-01-24,NA,NA,11.66,48.0%,7.0%,15.0%,7.0%
TMT - cons disc - social,RDDT,2026-01-24,140.78,120.56,21.78,68.0%,438.0%,1216.0%,445.0%
TMT - cons disc - social,PINS,2026-01-24,49.22,8.98,4.31,17.0%,193.0%,-13512.0%,201.0%
TMT - cons disc - social,SNAP,2026-01-24,NA,NA,2.27,10.0%,-29.0%,-36.0%,-32.0%
TMT - cons disc - social,MTCH,2026-01-24,11.14,14.47,2.11,2.0%,9.0%,-12.0%,18.0%
,,,,,,,,,
TMT - cons disc - adtech,APP,2026-01-24,46.75,66.09,32.10,17.0%,118.0%,76.0%,92.0%
TMT - cons disc - adtech,TTD,2026-01-24,26.12,41.70,6.33,18.0%,41.0%,50.0%,23.0%
TMT - cons disc - adtech,ROKU,2026-01-24,64.21,NA,3.45,14.0%,-879.0%,50.0%,-375.0%
TMT - cons disc - adtech,U,2026-01-24,NA,NA,10.05,5.0%,0.0%,-232.0%,1.0%
,,,,,,,,,
TMT - cons disc - edu,DUOL,2026-01-24,49.12,19.83,7.46,41.0%,83.0%,155.0%,1151.0%
