sector	ticker	date	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
cons disc - restaurants	CMG	2026-01-16	35.35	4.50	8.0%	-1.0%	1.0%	-1.0%
cons disc - restaurants	DRI	2026-01-16	22.56	1.97	7.0%	11.0%	15.0%	10.0%
cons disc - restaurants	DPZ	2026-01-16	23.42	2.79	6.0%	-3.0%	11.0%	-5.0%
cons disc - restaurants	TXRH	2026-01-16	29.68	2.20	13.0%	-6.0%	2.0%	-1.0%
cons disc - restaurants	WING	2026-01-16	45.53	11.35	8.0%	12.0%	28.0%	11.0%
cons disc - restaurants	CAVA	2026-01-16	61.98	7.37	20.0%	15.0%	25.0%	-18.0%
cons disc - restaurants	SG	2026-01-16	NA	1.38	-1.0%	74.0%	342.0%	74.0%
								
cons disc - apparel	TJX	2026-01-16	34.69	2.96	7.0%	10.0%	12.0%	11.0%
cons disc - apparel	NKE	2026-01-16	37.73	2.05	0.0%	-29.0%	-24.0%	-32.0%
cons disc - apparel	RL	2026-01-16	26.84	2.91	16.0%	29.0%	38.0%	40.0%
cons disc - apparel	AS	2026-01-16	66.57	3.36	30.0%	53.0%	48.0%	156.0%
cons disc - apparel	LULU	2026-01-16	14.18	2.25	7.0%	-12.0%	-7.0%	-13.0%
cons disc - apparel	ONON	2026-01-16	56.79	4.38	35.0%	334.0%	70.0%	322.0%
cons disc - apparel	DECK	2026-01-16	14.92	2.80	8.0%	7.0%	5.0%	11.0%
cons disc - apparel	VFC	2026-01-16	83.28	0.77	1.0%	16.0%	10.0%	3.0%
cons disc - apparel	CROX	2026-01-16	27.09	1.06	-6.0%	-23.0%	-21.0%	-27.0%
cons disc - apparel	GOOS	2026-01-16	79.42	1.28	1.0%	318.0%	-47.0%	-379.0%
								
def - telecom service	TMUS	2026-01-16	17.91	2.43	9.0%	-11.0%	4.0%	-11.0%
def - telecom service	VZ	2026-01-16	8.31	1.20	1.0%	52.0%	4.0%	50.0%
def - telecom service	T	2026-01-16	7.62	1.34	2.0%	645.0%	2.0%	-4205.0%
def - telecom service	CMCSA	2026-01-16	4.62	0.82	-3.0%	-7.0%	-2.0%	-8.0%
def - telecom service	ERIC	2026-01-16	12.71	1.22	0.0%	211.0%	12.0%	220.0%
								
def - discount stores	WMT	2026-01-16	41.51	1.34	6.0%	34.0%	3.0%	34.0%
def - discount stores	COST	2026-01-16	51.39	1.52	8.0%	12.0%	12.0%	11.0%
def - discount stores	TGT	2026-01-16	13.46	0.48	-2.0%	-21.0%	-9.0%	-19.0%
def - discount stores	SFM	2026-01-16	15.21	0.88	13.0%	28.0%	21.0%	31.0%
								
def - household & personal products	PG	2026-01-16	21.07	3.97	3.0%	17.0%	5.0%	20.0%
def - household & personal products	PM	2026-01-16	31.48	6.79	10.0%	16.0%	1.0%	13.0%
def - household & personal products	UL	2026-01-16	23.50	2.16	N/A	N/A	N/A	N/A
def - household & personal products	CL	2026-01-16	23.69	3.39	2.0%	1.0%	0.0%	0.0%
def - household & personal products	KMB	2026-01-16	16.81	1.82	-16.0%	-50.0%	-7.0%	-51.0%
def - household & personal products	KVUE	2026-01-16	23.05	2.19	-4.0%	-9.0%	-3.0%	4.0%
def - household & personal products	ULTA	2026-01-16	25.45	2.46	13.0%	-5.0%	0.0%	-5.0%
def - household & personal products	ELF	2026-01-16	64.03	3.89	14.0%	-114.0%	-27.0%	-84.0%
def - household & personal products	HIMS	2026-01-16	57.83	3.22	49.0%	-48.0%	30.0%	-79.0%
								
def - utilities - regulated electric	NEE	2026-01-16	26.51	6.75	10.0%	18.0%	14.0%	32.0%
def - utilities - regulated electric	SO	2026-01-16	22.10	3.39	8.0%	10.0%	12.0%	11.0%
def - utilities - regulated electric	DUK	2026-01-16	18.74	2.93	5.0%	12.0%	8.0%	16.0%
def - utilities - regulated electric	AEP	2026-01-16	17.54	2.99	9.0%	14.0%	5.0%	1.0%
def - utilities - regulated electric	D	2026-01-16	20.75	3.27	19.0%	8.0%	14.0%	6.0%
def - utilities - regulated electric	PEG	2026-01-16	19.06	3.36	23.0%	29.0%	27.0%	20.0%
def - utilities - regulated electric	PCG	2026-01-16	13.34	1.39	5.0%	33.0%	6.0%	43.0%
def - utilities - regulated electric	HE	2026-01-16	19.04	0.81	-16.0%	-127.0%	-298.0%	-129.0%
								
def - utilities - waste management	WM	2026-01-16	34.81	3.59	15.0%	-22.0%	15.0%	-21.0%
def - utilities - waste management	RSG	2026-01-16	31.34	3.96	3.0%	0.0%	2.0%	-3.0%
def - utilities - waste management	WCN	2026-01-16	69.22	4.56	5.0%	-6.0%	1.0%	-7.0%
								
def - insurance - diversified	BRK-B	2026-01-16	15.76	2.86	2.0%	17.0%	23.0%	17.0%
def - insurance - diversified	AIG	2026-01-16	13.09	1.44	-6.0%	10.0%	N/A	7.0%
								
def - insurance - property & casualty	PGR	2026-01-16	11.04	1.39	14.0%	13.0%	N/A	12.0%
def - insurance - property & casualty	ALL	2026-01-16	6.23	0.75	4.0%	240.0%	N/A	220.0%
def - insurance - property & casualty	CB	2026-01-16	12.53	2.01	8.0%	30.0%	N/A	21.0%
def - insurance - property & casualty	TRV	2026-01-16	10.58	1.24	5.0%	50.0%	N/A	50.0%
def - insurance - property & casualty	HIG	2026-01-16	10.55	1.29	7.0%	38.0%	N/A	41.0%
def - insurance - property & casualty	WRB	2026-01-16	14.26	1.76	11.0%	37.0%	N/A	40.0%
def - insurance - property & casualty	GWRE	2026-01-16	151.83	10.70	27.0%	784.0%	440.0%	243.0%
								
def - insurance - brokers	AON	2026-01-16	27.50	4.31	7.0%	33.0%	N/A	34.0%
def - insurance - brokers	AJG	2026-01-16	40.92	5.07	22.0%	-14.0%	N/A	-13.0%
def - insurance - brokers	BRO	2026-01-16	23.99	4.98	35.0%	-2.0%	N/A	-3.0%
def - insurance - brokers	ERIE	2026-01-16	22.87	3.24	7.0%	16.0%	N/A	14.0%
								
def - beverages - Non-alcohol	KO	2026-01-16	23.27	6.33	6.0%	24.0%	12.0%	30.0%
def - beverages - Non-alcohol	PEP	2026-01-16	27.73	2.16	3.0%	-10.0%	-5.0%	-11.0%
def - beverages - Non-alcohol	KDP	2026-01-16	23.59	2.30	11.0%	6.0%	3.0%	7.0%
def - beverages - Non-alcohol	COKE	2026-01-16	23.41	1.83	7.0%	24.0%	10.0%	23.0%
def - beverages - Non-alcohol	MNST	2026-01-16	44.42	9.56	17.0%	45.0%	41.0%	41.0%
def - beverages - Non-alcohol	CELH	2026-01-16	598.48	6.60	173.0%	-1176.0%	-18192.0%	12520.0%
def - beverages - Non-alcohol	PRMB	2026-01-16	NA	1.06	245.0%	28.0%	233.0%	-45.0%
								
def - packaged food	KHC	2026-01-16	NA	1.11	-2.0%	-385.0%	-14.0%	-312.0%
def - packaged food	GIS	2026-01-16	9.61	1.27	-7.0%	-36.0%	-18.0%	-48.0%
def - packaged food	MKC	2026-01-16	23.19	2.65	3.0%	1.0%	3.0%	1.0%
def - packaged food	CPB	2026-01-16	13.41	0.76	-3.0%	-10.0%	-17.0%	-11.0%
def - packaged food	PPC	2026-01-16	8.03	0.54	4.0%	-4.0%	-4.0%	-2.0%
def - packaged food	POST	2026-01-16	18.12	0.63	12.0%	-26.0%	10.0%	-37.0%
def - packaged food	BRBR	2026-01-16	14.17	1.22	17.0%	-15.0%	0.0%	-17.0%
def - packaged food	FRPT	2026-01-16	28.09	2.90	14.0%	98.0%	57.0%	755.0%
								
def - farm products	ADM	2026-01-16	26.53	0.38	2.0%	36.0%	-33.0%	500.0%
def - farm products	TSN	2026-01-16	44.36	0.38	2.0%	-86.0%	-40.0%	-87.0%
def - farm products	CALM	2026-01-16	3.28	0.88	-19.0%	-53.0%	-41.0%	-53.0%
def - farm products	VITL	2026-01-16	22.18	1.84	37.0%	112.0%	97.0%	120.0%
								
def - specialty retail	ORLY	2026-01-16	32.79	4.58	8.0%	9.0%	9.0%	9.0%
def - specialty retail	AZO	2026-01-16	24.42	3.01	8.0%	-8.0%	-4.0%	-6.0%
def - specialty retail	TSCO	2026-01-16	24.57	1.75	7.0%	6.0%	7.0%	7.0%
def - specialty retail	DKS	2026-01-16	17.36	1.30	36.0%	-65.0%	-3.0%	-67.0%
								
healthcare - drug - general	LLY	2026-01-16	51.41	16.54	54.0%	355.0%	81.0%	475.0%
healthcare - drug - general	JNJ	2026-01-16	21.13	5.72	7.0%	124.0%	28.0%	91.0%
healthcare - drug - general	ABBV	2026-01-16	162.02	6.36	9.0%	-66.0%	10.0%	-89.0%
healthcare - drug - general	MRK	2026-01-16	14.40	4.23	3.0%	65.0%	57.0%	83.0%
healthcare - drug - general	AZN	2026-01-16	31.29	5.03	10.0%	74.0%	9.0%	74.0%
healthcare - drug - general	AMGN	2026-01-16	25.66	4.98	13.0%	26.0%	14.0%	14.0%
healthcare - drug - general	PFE	2026-01-16	14.97	2.33	-6.0%	-29.0%	7.0%	-21.0%
healthcare - drug - general	BMY	2026-01-16	18.68	2.34	-1.0%	1679.0%		2957.0%
healthcare - drug - general	GILD	2026-01-16	19.27	5.31	3.0%	281.0%	9.0%	144.0%
								
biotech	NVO	2026-01-16	18.10	4.48	12.0%	-21.0%	-7.0%	-22.0%
biotech	VRTX	2026-01-16	31.17	9.56	12.0%	6.0%	12.0%	4.0%
biotech	REGN	2026-01-16	17.51	5.40	1.0%	18.0%	-8.0%	9.0%
biotech	MRNA	2026-01-16	NA	7.30	-45.0%	-990.0%	1056.0%	-1638.0%
biotech	UTHR	2026-01-16	17.60	6.39	7.0%	13.0%	14.0%	10.0%
								
healthcare - diagnostics	TMO	2026-01-16	35.84	5.33	5.0%	5.0%	6.0%	-1.0%
healthcare - diagnostics	ILMN	2026-01-16	31.80	5.06	0.0%	-69.0%	-52.0%	-79.0%
								
healthcare - healthcare plans	UNH	2026-01-16	17.29	0.69	12.0%	-58.0%	N/A	-61.0%
healthcare - healthcare plans	CVS	2026-01-16	205.40	0.25	8.0%	-3416.0%	29.0%	-4669.0%
healthcare - healthcare plans	ELV	2026-01-16	15.35	0.43	12.0%	2.0%	N/A	17.0%
healthcare - healthcare plans	CI	2026-01-16	12.01	0.27	11.0%	93.0%	N/A	153.0%
healthcare - healthcare plans	HUM	2026-01-16	25.67	0.26	11.0%	-79.0%	N/A	-59.0%
healthcare - healthcare plans	OSCR	2026-01-16	NA	0.39	23.0%	166.0%	N/A	152.0%
healthcare - healthcare plans	ALHC	2026-01-16	NA	1.24	44.0%	-114.0%	N/A	-114.0%
								
healthcare - hospital	HCA	2026-01-16	18.13	1.44	10.0%	27.0%	19.0%	29.0%
healthcare - hospital	THC	2026-01-16	13.44	0.83	3.0%	-23.0%	13.0%	-28.0%
healthcare - hospital	UHS	2026-01-16	9.47	0.73	13.0%	45.0%	27.0%	44.0%
healthcare - hospital	DVA	2026-01-16	10.81	0.56	5.0%	-17.0%	-6.0%	-30.0%
								
healthcare - health informaction service	GEHC	2026-01-16	16.90	1.84	6.0%	-2.0%	-1.0%	-5.0%
healthcare - health informaction service	VEEV	2026-01-16	43.23	11.87	16.0%	29.0%	33.0%	27.0%
								
healthcare - medical devices	ABT	2026-01-16	15.30	4.84	7.0%	12.0%	13.0%	-2.0%
healthcare - medical devices	SYK	2026-01-16	47.95	5.73	10.0%	-1.0%	13.0%	3.0%
healthcare - medical devices	BSX	2026-01-16	47.25	6.77	20.0%	40.0%	41.0%	61.0%
healthcare - medical devices	MDT	2026-01-16	26.23	3.58	7.0%	2.0%	10.0%	8.0%
healthcare - medical devices	EW	2026-01-16	35.84	8.30	15.0%	-14.0%	15.0%	-228.0%
								
healthcare - medical instruments	ISRG	2026-01-16	70.90	19.75	23.0%	27.0%	33.0%	25.0%
healthcare - medical instruments	BDX	2026-01-16	35.60	2.71	8.0%	-6.0%	8.0%	17.0%
healthcare - medical instruments	ALC	2026-01-16	37.65	3.85	7.0%	-3.0%	5.0%	-10.0%
								
Industry - industrial dis	GWW	2026-01-16	29.80	2.86	6.0%	-27.0%	-23.0%	-40.0%
Industry - industrial dis	FAST	2026-01-16	41.11	6.29	12.0%	14.0%	12.0%	13.0%
Industry - industrial dis	CNM	2026-01-16	25.64	1.47	1.0%	2.0%	-1.0%	3.0%
								
Industry - marine shipping	KEX	2026-01-16	23.38	2.06	5.0%	5.0%	3.0%	3.0%
Industry - marine shipping	MATX	2026-01-16	11.13	1.35	-9.0%	-33.0%	-26.0%	-32.0%
								
Industry - specialty chemicals	LIN	2026-01-16	29.34	6.11	3.0%	14.0%	5.0%	24.0%
Industry - specialty chemicals	SHW	2026-01-16	34.93	3.81	3.0%	4.0%	4.0%	3.0%
Industry - specialty chemicals	ECL	2026-01-16	39.75	4.93	4.0%	-27.0%	10.0%	-21.0%
								
IT servies	IBM	2026-01-16	36.61	4.37	9.0%	-403.0%	26.0%	-628.0%
IT servies	ACN	2026-01-16	23.68	2.49	6.0%	0.0%	6.0%	-3.0%
IT servies	INFY	2026-01-16	24.02	3.89	3.0%	-10.0%	-11.0%	-7.0%
IT servies	IT	2026-01-16	20.31	2.58	3.0%	-87.0%	-3.0%	-91.0%
IT servies	EPAM	2026-01-16	32.56	2.22	19.0%	-24.0%	-14.0%	-22.0%
IT servies	GLOB	2026-01-16	30.87	1.21	0.0%	-15.0%	3.0%	-24.0%
								
oil & gas integrated	XOM	2026-01-16	18.89	1.69	-4.0%	-16.0%	-5.0%	-12.0%
oil & gas integrated	CVX	2026-01-16	23.51	1.79	-1.0%	-17.0%	13.0%	-21.0%
oil & gas integrated	SHEL	2026-01-16	15.21	0.78	-6.0%	15.0%	4.0%	22.0%
								
