sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-01-28,NA,7.41,96.44,11.0%,-909.0%,-152.0%,-878.0%
crypto,BMNR,2026-01-28,NA,NA,1914.98,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-01-28,NA,NA,NA,72.0%,193.0%,51.0%,
crypto,DJT,2026-01-28,NA,NA,1049.11,-4.0%,184.0%,72.0%,185.0%
,,,,,,,,,
misc,TEM,2026-01-28,NA,NA,10.58,85.0%,10.0%,-26.0%,5.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-01-28,26.31,34.21,9.01,8.0%,11.0%,9.0%,86.0%
TMT - mag7,MSFT,2026-01-28,20.46,34.25,12.18,18.0%,13.0%,34.0%,12.0%
TMT - mag7,GOOG,2026-01-28,27.11,33.05,10.48,16.0%,39.0%,25.0%,33.0%
TMT - mag7,AMZN,2026-01-28,18.72,34.32,3.76,13.0%,56.0%,19.0%,38.0%
TMT - mag7,META,2026-01-28,17.07,29.71,8.95,26.0%,22.0%,19.0%,-83.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-01-28,130.38,290.26,15.11,12.0%,-30.0%,-15.0%,-37.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-01-28,35.33,42.41,12.17,33.0%,63.0%,52.0%,62.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-01-28,27.16,10.28,3.36,20.0%,-5.0%,43.0%,154.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-01-28,60.98,104.72,7.04,27.0%,60.0%,82.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-01-28,11.92,20.78,2.73,10.0%,18.0%,24.0%,20.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-01-28,103.03,102.87,17.10,32.0%,-64.0%,43.0%,-68.0%
TMT - cons disc - E-comm,EBAY,2026-01-28,17.40,20.74,3.99,11.0%,-28.0%,-9.0%,0.0%
TMT - cons disc - E-comm,ETSY,2026-01-28,14.00,40.34,2.00,2.0%,25.0%,-6.0%,32.0%
TMT - cons disc - E-comm,SE,2026-01-28,32.23,55.00,3.34,38.0%,118.0%,112.0%,150.0%
TMT - cons disc - E-comm,CPNG,2026-01-28,29.59,95.84,1.10,18.0%,25.0%,29.0%,36.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-01-28,12.18,33.71,7.94,19.0%,30.0%,22.0%,29.0%
TMT - cons disc - entertain,DIS,2026-01-28,12.69,15.99,2.08,0.0%,116.0%,3.0%,185.0%
TMT - cons disc - entertain,SPOT,2026-01-28,42.27,79.82,5.64,14.0%,121.0%,33.0%,219.0%
,,,,,,,,,
TMT - cons disc - social,RBLX,2026-01-28,NA,NA,11.88,48.0%,7.0%,15.0%,7.0%
TMT - cons disc - social,RDDT,2026-01-28,123.34,106.41,19.22,68.0%,438.0%,1216.0%,445.0%
TMT - cons disc - social,PINS,2026-01-28,42.13,7.87,3.78,17.0%,193.0%,-13512.0%,201.0%
TMT - cons disc - social,SNAP,2026-01-28,NA,NA,2.26,10.0%,-29.0%,-36.0%,-32.0%
TMT - cons disc - social,MTCH,2026-01-28,11.22,14.62,2.14,2.0%,9.0%,-12.0%,18.0%
,,,,,,,,,
TMT - cons disc - adtech,APP,2026-01-28,48.57,68.69,33.36,17.0%,118.0%,76.0%,92.0%
TMT - cons disc - adtech,TTD,2026-01-28,22.80,36.72,5.58,18.0%,41.0%,50.0%,23.0%
TMT - cons disc - adtech,ROKU,2026-01-28,61.50,NA,3.33,14.0%,-879.0%,50.0%,-375.0%
TMT - cons disc - adtech,U,2026-01-28,NA,NA,9.59,5.0%,0.0%,-232.0%,1.0%
,,,,,,,,,
TMT - cons disc - edu,DUOL,2026-01-28,45.04,18.42,6.93,41.0%,83.0%,155.0%,1151.0%
TMT - cons disc - edu,COUR,2026-01-28,NA,NA,1.41,10.0%,-36.0%,-47.0%,-37.0%
,,,,,,,,,
TMT - cons disc - realestate,RKT,2026-01-28,71.73,266.81,10.94,39.0%,-63.0%,N/A,463.0%
TMT - cons disc - realestate,Z,2026-01-28,75.32,NA,6.48,16.0%,-160.0%,185.0%,-150.0%
,,,,,,,,,
TMT - cons disc - misc,IOT,2026-01-28,224.07,NA,11.53,29.0%,-124.0%,-653.0%,-121.0%
,,,,,,,,,
TMT - cybersecurity,PANW,2026-01-28,63.31,117.30,13.49,16.0%,12.0%,-5.0%,-5.0%
