sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
data center - PCB	TTMI	2026-02-27	27.39	61.69	3.69	19.0%	333.0%	36.0%	880.0%
									
data center - rack manufacture	CLS	2026-02-27	25.54	38.46	2.56	44.0%	59.0%	53.0%	76.0%
data center - rack manufacture	FLEX	2026-02-27	12.80	27.99	0.86	8.0%	11.0%	-1.0%	-9.0%
									
data center - router	ANET	2026-02-27	39.78	48.28	18.55	29.0%	28.0%	30.0%	19.0%
data center - router	MRVL	2026-02-27	30.07	28.57	9.14	37.0%	-395.0%	-22877.0%	-381.0%
									
data center - optics	CRDO	2026-02-27	86.12	97.54	25.35	272.0%	-2230.0%	-2601.0%	-2058.0%
data center - optics	MTSI	2026-02-27	83.73	115.71	18.09	25.0%	-129.0%	44.0%	-129.0%
data center - optics	SMTC	2026-02-27	50.19	295.96	8.12	13.0%	-225.0%	45.0%	-62.0%
data center - optics	LITE	2026-02-27	196.85	209.57	23.24	65.0%	-328.0%	818.0%	-228.0%
data center - optics	COHR	2026-02-27	40.72	254.01	7.64	17.0%	31.0%	21.0%	104.0%
data center - optics	FN	2026-02-27	42.12	52.02	4.99	36.0%	26.0%	52.0%	30.0%
data center - optics	CIEN	2026-02-27	109.88	409.89	10.33	26.0%	-96.0%	35.0%	-56.0%
data center - optics	CSCO	2026-02-27	19.90	27.79	5.28	10.0%	26.0%	15.0%	31.0%
data center - optics	ADI	2026-02-27	32.40	64.65	14.70	30.0%	117.0%	44.0%	112.0%
data center - optics	TXN	2026-02-27	24.66	38.61	10.79	10.0%	1.0%	14.0%	-4.0%
data center - optics	APH	2026-02-27	26.56	43.45	7.72	49.0%	81.0%	82.0%	60.0%
data center - optics	TEL	2026-02-27	15.84	33.26	3.74	22.0%	36.0%	34.0%	42.0%
data center - optics	GLW	2026-02-27	36.85	81.91	8.27	20.0%	55.0%	48.0%	74.0%
									
data center - NAND/SSD	STX	2026-02-27	32.90	46.49	8.91	22.0%	102.0%	66.0%	76.0%
data center - NAND/SSD	WDC	2026-02-27	28.86	28.52	8.97	-30.0%	165.0%	18.0%	209.0%
data center - NAND/SSD	SNDK	2026-02-27	65.36	NA	10.50	61.0%	442.0%	404.0%	672.0%
									
data center - server	DELL	2026-02-27	11.06	19.81	0.94	11.0%	39.0%	15.0%	37.0%
data center - server	SMCI	2026-02-27	18.25	23.95	0.69	123.0%	33.0%	30.0%	25.0%
									
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU)	MPWR	2026-02-27	72.32	89.73	19.63	21.0%	24.0%		-88.0%
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU)	VICR	2026-02-27	169.40	76.92	21.98	12.0%	64.0%		354.0%
									
data center - 服务器电源(PowerShelf/Front-End PSU/415VAC->48VDC架构)	AEIS	2026-02-27	46.74	87.76	7.03	18.0%	41.0%	56.0%	7.0%
									
data center - 机房配电UPS/PDU(415VAC->415VAC)	NVT	2026-02-27	24.54	27.66	4.91	42.0%	58.0%	26.0%	982.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	ETN	2026-02-27	24.48	35.85	5.30	13.0%	11.0%		17.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	VRT	2026-02-27	44.61	73.96	9.43	23.0%	130.0%	28.0%	203.0%
data center - 机房配电UPS/PDU(415VAC->415VAC)	POWL	2026-02-27	24.91	33.88	5.68	4.0%	19.0%	20.0%	19.0%
									
data center - (34.5/13.8/4.16kVAC->415VAC	ETN	2026-02-27	24.48	35.85	5.30	13.0%	11.0%		17.0%
data center - (34.5/13.8/4.16kVAC->415VAC	HUBB	2026-02-27	20.22	30.62	4.64	12.0%	15.0%	19.0%	14.0%
									
data center - UPS battery	ENS	2026-02-27	11.50	20.54	1.64	1.0%	-16.0%	-7.0%	-21.0%
data center - UPS battery	FLNC	2026-02-27	NA	NA	1.12	154.0%	20.0%	4.0%	9.0%
									
data center - onsite power generator	CAT	2026-02-27	27.36	39.40	5.11	18.0%	-7.0%	2.0%	-14.0%
data center - onsite power generator	GEV	2026-02-27	83.91	48.87	6.16	4.0%	-1.0%	48.0%	657.0%
data center - onsite power generator	CMI	2026-02-27	17.20	28.36	2.39	1.0%	19.0%	-2.0%	42.0%
data center - onsite power generator	FTAI	2026-02-27	34.14	65.41	12.33	32.0%	24.0%	18.0%	29.0%
data center - onsite power generator	BE	2026-02-27	270.62	NA	21.27	36.0%	-98.0%	-15.0%	-99.0%
									
data center - construction builder	EME	2026-02-27	18.87	29.18	2.00	16.0%	10.0%	14.0%	9.0%
data center - construction builder	FIX	2026-02-27	34.10	49.30	5.50	42.0%	125.0%	78.0%	127.0%
data center - construction builder	URI	2026-02-27	9.61	21.69	3.28	3.0%	-4.0%	0.0%	-5.0%
									
data center - 电网侧≥115kV, 115kV->34.5kV	PWR	2026-02-27	34.76	82.64	2.95	20.0%	1.0%	15.0%	3.0%
data center - 电网侧≥115kV, 115kV->34.5kV	MYRG	2026-02-27	18.13	35.86	1.15	17.0%	72.0%	41.0%	129.0%
									
data center - new IPP	TLN	2026-02-27	8.37	79.99	4.15	35.0%	70.0%	43.0%	23.0%
data center - new IPP	OKLO	2026-02-27	NA	NA	NA		200.0%	196.0%	198.0%
data center - new IPP	SMR	2026-02-27	NA	NA	61.47	1653.0%	1070.0%	1226.0%	1465.0%
									
data center - IPP	CEG	2026-02-27	18.88	44.53	4.44	0.0%	-19.0%	-24.0%	-49.0%
data center - IPP	VST	2026-02-27	7.88	61.80	2.67	-3.0%	-64.0%	-20.0%	-67.0%
data center - IPP	NRG	2026-02-27	17.47	45.09	1.25	13.0%	-91.0%	-11.0%	-92.0%
									
data center - uranium	CCJ	2026-02-27	81.16	121.81	20.68	2.0%	158.0%	-4.0%	47.0%
data center - uranium	UEC	2026-02-27	NA	NA	148.17	-100.0%	-49.0%	120.0%	-49.0%
data center - uranium	LEU	2026-02-27	53.95	48.59	8.88	-4.0%	-55.0%	-67.0%	-67.0%
									
data center - HVAC	TT	2026-02-27	24.39	35.57	4.79	6.0%	-1.0%	2.0%	-2.0%
data center - HVAC	CARR	2026-02-27	18.85	37.75	2.48	-6.0%	-99.0%	-54.0%	-93.0%
data center - HVAC	JCI	2026-02-27	24.57	27.16	3.69	7.0%	74.0%	40.0%	25.0%
data center - HVAC	SPXC	2026-02-27	22.89	45.13	5.01	19.0%	35.0%	23.0%	38.0%
									
material - steel/copper/aluminum/lithium	NUE	2026-02-27	11.03	23.42	1.24	9.0%	28.0%	17.0%	32.0%
material - steel/copper/aluminum/lithium	STLD	2026-02-27	15.59	24.13	1.55	14.0%	27.0%	26.0%	28.0%
material - steel/copper/aluminum/lithium	CLF	2026-02-27	NA	NA	0.33	0.0%	-23.0%	-118.0%	-46.0%
material - steel/copper/aluminum/lithium	BHP	2026-02-27	8.11	20.26	3.84	3.0%	193.0%	50.0%	509.0%
material - steel/copper/aluminum/lithium	RIO	2026-02-27	6.55	16.30	2.16				
material - steel/copper/aluminum/lithium	VALE	2026-02-27	6.17	31.96	1.92	9.0%	66.0%	41.0%	387.0%
material - steel/copper/aluminum/lithium	SCCO	2026-02-27	26.08	47.61	14.70	15.0%	21.0%	20.0%	24.0%
material - steel/copper/aluminum/lithium	FCX	2026-02-27	14.59	45.02	3.90	-11.0%	-38.0%	-49.0%	48.0%
material - steel/copper/aluminum/lithium	TMQ	2026-02-27	NA	NA	NA		2015.0%	122.0%	2015.0%
material - steel/copper/aluminum/lithium	AA	2026-02-27	9.09	13.87	1.28	-13.0%	-74.0%	-54.0%	12.0%
material - steel/copper/aluminum/lithium	CENX	2026-02-27	20.49	128.64	1.88	0.0%	-137.0%	4.0%	-96.0%
material - steel/copper/aluminum/lithium	ALB	2026-02-27	33.73	NA	4.10	16.0%	-471.0%	44.0%	-1457.0%
material - steel/copper/aluminum/lithium	LAC	2026-02-27	NA	NA	NA		2371.0%	69.0%	2353.0%
									
aerospace - & defense	RKLB	2026-02-27	NA	NA	65.32	48.0%	16.0%	7.0%	-65.0%
aerospace - & defense	DXYZ	2026-02-27	21.45	16.24	NA	-5512.0%	-297.0%	N/A	-297.0%
aerospace - & defense	FLY	2026-02-27	NA	NA	27.81	38.0%	227.0%	96.0%	204.0%
aerospace - & defense	LUNR	2026-02-27	NA	NA	15.06	-10.0%	-88.0%	32.0%	-87.0%
aerospace - & defense	RDW	2026-02-27	NA	NA	4.41	56.0%	23.0%	206.0%	6.0%
aerospace - & defense	PL	2026-02-27	NA	NA	28.71	33.0%	191.0%	-37.0%	195.0%
aerospace - & defense	PLTR	2026-02-27	219.74	213.62	72.24	70.0%	672.0%	3127.0%	670.0%
aerospace - & defense	KTOS	2026-02-27	163.53	653.19	10.87	22.0%	202.0%	33.0%	51.0%
aerospace - & defense	AVAV	2026-02-27	96.04	NA	9.16	151.0%	-425.0%	126.0%	-327.0%
aerospace - & defense	RTX	2026-02-27	23.05	40.74	3.06	12.0%	14.0%	15.0%	9.0%
aerospace - & defense	LMT	2026-02-27	18.33	30.74	2.02	9.0%	195.0%	142.0%	155.0%
aerospace - & defense	NOC	2026-02-27	20.27	24.90	2.46	10.0%	12.0%	12.0%	13.0%
aerospace - & defense	LHX	2026-02-27	21.98	42.71	3.11	2.0%	-22.0%	-7.0%	-34.0%
aerospace - & defense	MOG-A	2026-02-27	21.54	41.58	2.64	21.0%	48.0%	27.0%	48.0%
aerospace - & defense	ALNT	2026-02-27	18.75	58.69	2.08	11.0%	207.0%	46.0%	209.0%
aerospace - & defense	GD	2026-02-27	16.55	23.09	1.84	8.0%	2.0%	2.0%	0.0%
aerospace - & defense	HII	2026-02-27	20.93	28.86	1.39	16.0%	51.0%	43.0%	29.0%
aerospace - & defense	CW	2026-02-27	34.66	54.03	7.33	15.0%	16.0%	13.0%	16.0%
aerospace - & defense	BWXT	2026-02-27	47.00	57.31	5.87	19.0%	29.0%	-2.0%	31.0%
aerospace - & defense	LDOS	2026-02-27	11.01	15.73	1.29	-4.0%	14.0%	11.0%	15.0%
aerospace - & defense	BAH	2026-02-27	10.08	11.76	0.84	-10.0%	-25.0%	-11.0%	7.0%
aerospace - & defense	CACI	2026-02-27	15.73	26.00	1.49	6.0%	18.0%	13.0%	13.0%
aerospace - & defense	USAS	2026-02-27	NA	NA	24.99	38.0%	-6.0%	299.0%	12.0%
aerospace - & defense	ALM	2026-02-27	NA	NA	221.98	27.0%	-769.0%	54.0%	-718.0%
aerospace - & defense	UAMY	2026-02-27	NA	NA	37.62	260.0%	603.0%	608.0%	555.0%
									
aerospace - aftermarket	GE	2026-02-27	38.43	41.99	7.82	18.0%	24.0%	1.0%	33.0%
aerospace - aftermarket	FTAI	2026-02-27	34.14	65.41	12.33	32.0%	24.0%	18.0%	29.0%
aerospace - aftermarket	HEI	2026-02-27	32.70	62.60	8.15	14.0%	19.0%	12.0%	13.0%
aerospace - aftermarket	ATI	2026-02-27	29.41	57.14	4.87	0.0%	-30.0%	9.0%	-30.0%
aerospace - aftermarket	CRS	2026-02-27	27.12	46.00	6.70	8.0%	24.0%	24.0%	25.0%
aerospace - aftermarket	HWM	2026-02-27	44.42	70.33	12.69	15.0%	10.0%	23.0%	18.0%
aerospace - aftermarket	PH	2026-02-27	25.81	36.73	6.21	9.0%	-9.0%	13.0%	-11.0%
aerospace - aftermarket	TDG	2026-02-27	21.70	41.92	8.08	14.0%	-8.0%	8.0%	-13.0%
aerospace - aftermarket	BA	2026-02-27	NA	119.74	1.99	57.0%	-303.0%	-93.0%	-307.0%
									
material - rare earth(永磁体)	CRS	2026-02-27	27.12	46.00	6.70	8.0%	24.0%	24.0%	25.0%
material - rare earth(永磁体)	MP	2026-02-27	NA	NA	44.49	-15.0%	68.0%	82.0%	64.0%
material - rare earth(永磁体)	USAR	2026-02-27	NA	NA	NA		-10497.0%	712.0%	-11227.0%
material - rare earth(永磁体)	EMAT	2026-02-27	NA	NA	NA		-48.0%	-49.0%	-52.0%
material - rare earth(永磁体)	METC	2026-02-27	60.53	NA	1.79	-25.0%	-360.0%	-84.0%	-481.0%
material - rare earth(永磁体)	CRML	2026-02-27	NA	NA	NA				
									
chips	QCOM	2026-02-27	11.26	29.42	3.39	5.0%	-2.0%	-6.0%	-6.0%
chips	INTC	2026-02-27	20.82	NA	4.30	-4.0%	-44.0%	23.0%	369.0%
chips	ARM	2026-02-27	119.67	168.72	28.79	26.0%	-15.0%	14.0%	-12.0%
									
robotic	MOG-A	2026-02-27	21.53	41.57	2.63	21.0%	48.0%	27.0%	48.0%
robotic	ALNT	2026-02-27	18.76	58.71	2.08	11.0%	207.0%	46.0%	209.0%
robotic	ROK	2026-02-27	26.09	46.53	5.33	12.0%	61.0%	6.0%	66.0%
robotic	SNPS	2026-02-27	38.01	64.08	9.93	65.0%	-73.0%	106.0%	-78.0%
robotic	SYM	2026-02-27	NA	NA	13.75	29.0%	-218.0%	-266.0%	-175.0%
									
quatum	IBM	2026-02-27	14.46	21.44	3.32	12.0%	25.0%	27.0%	92.0%
quatum	IONQ	2026-02-27	NA	NA	107.12	429.0%	-461.0%	151.0%	-473.0%
quatum	RGTI	2026-02-27	NA	NA	765.58	-18.0%	1255.0%	19.0%	1255.0%
									
TMT - SAAS	SAP	2026-02-27	17.37	28.52	5.51	13.0%	37.0%	16.0%	26.0%
TMT - SAAS	CRM	2026-02-27	15.08	24.83	4.37	12.0%	32.0%	9.0%	14.0%
TMT - SAAS	NOW	2026-02-27	41.89	64.64	8.50	21.0%	17.0%	49.0%	4.0%
TMT - SAAS	ADBE	2026-02-27	11.30	15.69	4.53	10.0%	14.0%	8.0%	10.0%
TMT - SAAS	INTU	2026-02-27	19.27	27.72	5.80	18.0%	163.0%	54.0%	126.0%
TMT - SAAS	ADP	2026-02-27	14.34	20.59	4.07	6.0%	10.0%	7.0%	10.0%
TMT - SAAS	WDAY	2026-02-27	24.23	51.67	3.68	15.0%	120.0%	74.0%	54.0%
TMT - SAAS	ADSK	2026-02-27	35.23	47.79	7.60	18.0%	33.0%	3.0%	25.0%
TMT - SAAS	TEAM	2026-02-27	NA	NA	3.46	23.0%	18.0%	-64.0%	12.0%
TMT - SAAS	HUBS	2026-02-27	71.19	303.76	4.45	20.0%	375.0%	225.0%	993.0%
TMT - SAAS	TWLO	2026-02-27	42.77	608.83	3.59	14.0%	179.0%	68.0%	268.0%
TMT - SAAS	ZM	2026-02-27	10.49	11.83	4.46	5.0%	92.0%	7.0%	83.0%
TMT - SAAS	DOCU	2026-02-27	21.53	31.73	2.87	8.0%	33.0%	34.0%	34.0%
TMT - SAAS	BILL	2026-02-27	180.06	NA	2.81	14.0%	-106.0%	4966.0%	-108.0%
TMT - SAAS	GDDY	2026-02-27	11.45	13.93	2.34	7.0%	30.0%	17.0%	23.0%
TMT - SAAS	WIX	2026-02-27	21.10	30.54	2.00	14.0%	-61.0%	7.0%	-102.0%
TMT - SAAS	PATH	2026-02-27	113.56	25.22	3.68	16.0%	-196.0%	-149.0%	-1967.0%
									
CN	BABA	2026-02-27	15.01	19.82	2.30	5.0%	-52.0%	-67.0%	-52.0%
CN	NIO	2026-02-27	NA	NA	1.02	17.0%	-32.0%		-29.0%
									
Fin - bank	JPM	2026-02-27	NA	14.90	2.87	N/A	-1.0%	N/A	-7.0%
Fin - bank	BAC	2026-02-27	NA	13.04	1.83	N/A	35.0%	N/A	14.0%
Fin - bank	C	2026-02-27	NA	15.77	1.13	N/A	0.0%	N/A	-16.0%
Fin - bank	BK	2026-02-27	NA	16.03	2.01	N/A	25.0%	N/A	26.0%
Fin - bank	MS	2026-02-27	NA	16.30	2.21	N/A	17.0%	N/A	19.0%
Fin - bank	GS	2026-02-27	NA	16.75	2.02	N/A	11.0%	N/A	12.0%
									
Fin - credit	AXP	2026-02-27	9.42	20.13	2.64	10.0%	12.0%	N/A	14.0%
Fin - credit	COF	2026-02-27	NA	83.37	1.95	N/A	98.0%	N/A	82.0%
Fin - credit	SOFI	2026-02-27	20.97	46.36	4.71	32.0%	209.0%	N/A	-48.0%
Fin - credit	AFRM	2026-02-27	13.66	57.31	4.52	29.0%	61.0%	N/A	61.0%
Fin - credit	KLAR	2026-02-27	NA	NA	1.46	38.0%	-137.0%	-116.0%	-304.0%
Fin - credit	UPST	2026-02-27	51.88	63.10	2.55	35.0%	-826.0%	-50860.0%	-778.0%
Fin - credit	FICO	2026-02-27	36.12	51.93	16.13	16.0%	28.0%	30.0%	4.0%
									
Fin - payment	V	2026-02-27	20.93	30.21	14.68	15.0%	8.0%	14.0%	15.0%
Fin - payment	MA	2026-02-27	22.46	31.29	14.04	18.0%	25.0%	27.0%	21.0%
Fin - payment	FISV	2026-02-27	7.02	9.82	1.57	1.0%	-19.0%	-14.0%	-14.0%
Fin - payment	PYPL	2026-02-27	5.88	8.55	1.28	5.0%	15.0%	12.0%	28.0%
Fin - payment	XYZ	2026-02-27	13.09	12.91	1.63	2.0%	86.0%	28.0%	63.0%
Fin - payment	TOST	2026-02-27	37.97	49.86	2.61	22.0%	206.0%	121.0%	206.0%
									
Fin - broker	SCHW	2026-02-27	9.13	20.42	6.02	8.0%	38.0%	N/A	38.0%
Fin - broker	IBKR	2026-02-27	-2.50	32.08	3.03	13.0%	25.0%	N/A	31.0%
Fin - broker	HOOD	2026-02-27	38.13	36.81	15.16	28.0%	18.0%	N/A	-34.0%
Fin - broker	COIN	2026-02-27	38.96	40.05	6.47	-69.0%	-159.0%	N/A	-152.0%
									
Fin - asset manage	BLK	2026-02-27	18.90	30.43	6.97	26.0%	-24.0%	N/A	-33.0%
Fin - asset manage	BX	2026-02-27	21.33	29.43	9.97	0.0%	51.0%	N/A	44.0%
Fin - asset manage	KKR	2026-02-27	28.38	37.64	3.52	153.0%	58.0%	N/A	-2.0%
Fin - asset manage	BN	2026-02-27	15.91	90.15	1.40	7.0%	-214.0%	N/A	79.0%
Fin - asset manage	APO	2026-02-27	8.91	19.14	1.87	86.0%	2.0%	N/A	-55.0%
Fin - asset manage	SSNC	2026-02-27	11.72	23.86	2.93	8.0%	-8.0%	2.0%	-22.0%
Fin - asset manage	CWAN	2026-02-27	68.00	NA	9.50	72.0%	-41.0%	264.0%	-103.0%
									
Fin - mm	VIRT	2026-02-27	7.41	8.06	1.96	21.0%	70.0%	N/A	48.0%
									
Fin - data & stock exchange	ICE	2026-02-27	16.91	28.58	7.66	13.0%	18.0%	N/A	22.0%
Fin - data & stock exchange	NDAQ	2026-02-27	19.06	28.28	6.05	3.0%	32.0%	N/A	46.0%
Fin - data & stock exchange	CME	2026-02-27	25.10	28.73	17.73	8.0%	44.0%	N/A	35.0%
Fin - data & stock exchange	CBOE	2026-02-27	18.90	28.95	6.70	9.0%	61.0%	N/A	60.0%
Fin - data & stock exchange	MRX	2026-02-27	-1.47	16.01	1.07			N/A	
Fin - data & stock exchange	SPGI	2026-02-27	19.25	30.04	8.58	9.0%	30.0%	11.0%	29.0%
Fin - data & stock exchange	MSCI	2026-02-27	24.74	36.42	13.39	11.0%	7.0%	13.0%	-7.0%
Fin - data & stock exchange	MCO	2026-02-27	22.69	34.76	10.92	13.0%	31.0%	25.0%	54.0%
Fin - data & stock exchange	TW	2026-02-27	24.87	32.68	14.18	12.0%	117.0%	3.0%	129.0%
Fin - data & stock exchange	MKTX	2026-02-27	15.13	28.92	8.06	3.0%	-6.0%	N/A	42.0%
									
Industry - farm machinery	DE	2026-02-27	19.07	35.56	3.66	13.0%	-7.0%	2.0%	-25.0%
