sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-02-04	NA	5.99	77.99	11.0%	-909.0%	-152.0%	-878.0%
crypto	BMNR	2026-02-04	NA	NA	1307.97	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-02-04	NA	NA	NA	72.0%	193.0%	51.0%	
crypto	DJT	2026-02-04	NA	NA	924.68	-4.0%	184.0%	72.0%	185.0%
									
misc	TEM	2026-02-04	NA	NA	8.56	85.0%	10.0%	-26.0%	5.0%
									
TMT - mag7	AAPL	2026-02-04	26.77	35.07	9.34	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-02-04	16.89	26.02	10.11	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-02-04	27.04	33.00	10.45	16.0%	39.0%	25.0%	33.0%
TMT - mag7	AMZN	2026-02-04	18.10	33.15	3.63	13.0%	56.0%	19.0%	38.0%
TMT - mag7	META	2026-02-04	16.75	28.67	8.48	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-02-04	136.81	379.80	16.17	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-02-04	35.23	42.28	12.13	33.0%	63.0%	52.0%	62.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-02-04	24.98	9.43	3.08	20.0%	-5.0%	43.0%	154.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-02-04	57.84	99.63	6.70	27.0%	60.0%	82.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-02-04	11.40	20.02	2.63	10.0%	18.0%	24.0%	20.0%
									
TMT - cons disc - E-comm	SHOP	2026-02-04	83.15	83.38	13.89	32.0%	-64.0%	43.0%	-68.0%
TMT - cons disc - E-comm	EBAY	2026-02-04	15.90	18.82	3.62	11.0%	-28.0%	-9.0%	0.0%
TMT - cons disc - E-comm	ETSY	2026-02-04	13.00	36.67	1.81	2.0%	25.0%	-6.0%	32.0%
TMT - cons disc - E-comm	SE	2026-02-04	25.88	45.32	2.75	38.0%	118.0%	112.0%	150.0%
TMT - cons disc - E-comm	CPNG	2026-02-04	28.32	92.00	1.05	18.0%	25.0%	29.0%	36.0%
									
TMT - cons disc - entertain	NFLX	2026-02-04	11.52	31.85	7.51	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-02-04	12.54	15.84	1.99	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-02-04	36.08	69.03	4.88	14.0%	121.0%	33.0%	219.0%
									
TMT - cons disc - social	RBLX	2026-02-04	NA	NA	10.09	48.0%	7.0%	15.0%	7.0%
TMT - cons disc - social	RDDT	2026-02-04	95.63	83.95	15.16	68.0%	438.0%	1216.0%	445.0%
TMT - cons disc - social	PINS	2026-02-04	36.34	6.96	3.34	17.0%	193.0%	-13512.0%	201.0%
TMT - cons disc - social	SNAP	2026-02-04	NA	NA	1.78	10.0%	-29.0%	-36.0%	-32.0%
TMT - cons disc - social	MTCH	2026-02-04	10.34	12.74	2.06	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-02-04	34.83	49.07	23.83	17.0%	118.0%	76.0%	92.0%
TMT - cons disc - adtech	TTD	2026-02-04	19.01	31.03	4.71	18.0%	41.0%	50.0%	23.0%
TMT - cons disc - adtech	ROKU	2026-02-04	54.78	NA	3.00	14.0%	-879.0%	50.0%	-375.0%
TMT - cons disc - adtech	U	2026-02-04	NA	NA	5.99	5.0%	0.0%	-232.0%	1.0%
									
TMT - cons disc - edu	DUOL	2026-02-04	34.78	14.87	5.59	41.0%	83.0%	155.0%	1151.0%
TMT - cons disc - edu	COUR	2026-02-04	NA	NA	1.37	10.0%	-36.0%	-47.0%	-37.0%
									
TMT - cons disc - realestate	RKT	2026-02-04	68.34	250.75	10.28	39.0%	-63.0%	N/A	463.0%
TMT - cons disc - realestate	Z	2026-02-04	63.29	NA	5.51	16.0%	-160.0%	185.0%	-150.0%
									
TMT - cons disc - misc	IOT	2026-02-04	184.38	NA	9.57	29.0%	-124.0%	-653.0%	-121.0%
									
TMT - cybersecurity	PANW	2026-02-04	57.06	106.07	12.20	16.0%	12.0%	-5.0%	-5.0%
TMT - cybersecurity	CRWD	2026-02-04	52618.88	NA	22.99	22.0%	121.0%	2.0%	102.0%
TMT - cybersecurity	FTNT	2026-02-04	26.85	33.44	9.22	14.0%	-5.0%	17.0%	-12.0%
TMT - cybersecurity	ZS	2026-02-04	1448.77	NA	10.49	26.0%	90.0%	-289.0%	-4.0%
TMT - cybersecurity	NET	2026-02-04	779.81	NA	29.04	31.0%	-114.0%	88.0%	-92.0%
TMT - cybersecurity	CYBR	2026-02-04	741.27	NA	15.80	43.0%	-338.0%	-163.0%	-554.0%
TMT - cybersecurity	OKTA	2026-02-04	58.66	76.82	5.22	12.0%	100.0%	683.0%	169.0%
TMT - cybersecurity	RBRK	2026-02-04	NA	NA	8.66	48.0%	-53.0%	-44.0%	-51.0%
TMT - cybersecurity	CVLT	2026-02-04	32.33	43.02	3.18	19.0%	79.0%	56.0%	61.0%
TMT - cybersecurity	NTNX	2026-02-04	35.35	52.07	4.03	13.0%	78.0%	29.0%	107.0%
									
TMT - Data/Infra/Observability	SNOW	2026-02-04	NA	NA	12.85	29.0%	-12.0%	-15.0%	-9.0%
TMT - Data/Infra/Observability	MDB	2026-02-04	NA	NA	11.87	19.0%	-119.0%	-58.0%	-79.0%
TMT - Data/Infra/Observability	DDOG	2026-02-04	519.39	392.85	12.66	28.0%	-36.0%	-22.0%	-34.0%
TMT - Data/Infra/Observability	DT	2026-02-04	35.63	20.73	5.62	18.0%	51.0%	29.0%	30.0%
									
TMT - devops	GTLB	2026-02-04	NA	NA	6.06	25.0%	-37.0%	-72.0%	-128.0%
TMT - devops	FROG	2026-02-04	NA	NA	12.22	26.0%	-38.0%	-17.0%	-28.0%
TMT - devops	DBX	2026-02-04	11.17	14.35	2.51	-1.0%	18.0%	31.0%	16.0%
									
data center	NOK	2026-02-04	12.06	51.87	1.68	12.0%	-31.0%	-2.0%	-27.0%
									
data center - hyper scaler	ORCL	2026-02-04	20.18	27.78	6.96	14.0%	86.0%	25.0%	95.0%
data center - hyper scaler	CRWV	2026-02-04	26.61	NA	9.54	134.0%	-26.0%	84.0%	-72.0%
data center - hyper scaler	NBIS	2026-02-04	NA	NA	59.93	237.0%	118.0%	-51.0%	27.0%
data center - hyper scaler	IREN	2026-02-04	64.44	23.17	21.72	355.0%	-1241.0%	-444.0%	-844.0%
data center - hyper scaler	WULF	2026-02-04	NA	NA	34.36	87.0%	2170.0%	-3378.0%	1876.0%
data center - hyper scaler	CIFR	2026-02-04	145.96	NA	27.23	198.0%	-96.0%	-260.0%	-96.0%
									
data center - semi chip	NVDA	2026-02-04	37.38	43.44	22.77	62.0%	70.0%	65.0%	65.0%
