sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-02-18,NA,NA,75.39,2.0%,1601.0%,,1781.0%
crypto,BMNR,2026-02-18,NA,NA,1253.88,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-02-18,NA,NA,6.17,66.0%,78.0%,30.0%,
crypto,DJT,2026-02-18,NA,NA,787.42,-4.0%,184.0%,72.0%,185.0%
,,,,,,,,,
misc,TEM,2026-02-18,NA,NA,9.04,85.0%,10.0%,-26.0%,5.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-02-18,25.54,33.45,8.91,16.0%,20.0%,18.0%,16.0%
TMT - mag7,MSFT,2026-02-18,16.24,25.00,9.71,17.0%,64.0%,23.0%,60.0%
TMT - mag7,GOOG,2026-02-18,23.47,28.13,9.11,18.0%,21.0%,20.0%,30.0%
TMT - mag7,AMZN,2026-02-18,14.93,28.55,3.07,14.0%,19.0%,23.0%,6.0%
TMT - mag7,META,2026-02-18,15.99,27.38,8.10,24.0%,8.0%,8.0%,9.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-02-18,137.71,382.27,16.28,-3.0%,-57.0%,4.0%,-64.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-02-18,40.06,48.19,14.40,36.0%,74.0%,62.0%,71.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-02-18,22.34,15.41,2.88,20.0%,-68.0%,44.0%,-96.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-02-18,50.63,87.96,5.91,27.0%,60.0%,82.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-02-18,12.96,22.75,2.55,12.0%,-34.0%,-6.0%,-47.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-02-18,79.63,129.87,13.73,31.0%,-37.0%,36.0%,-43.0%
TMT - cons disc - E-comm,EBAY,2026-02-18,15.17,17.88,3.44,11.0%,-28.0%,-9.0%,0.0%
TMT - cons disc - E-comm,ETSY,2026-02-18,11.40,30.80,1.52,2.0%,25.0%,-6.0%,32.0%
TMT - cons disc - E-comm,SE,2026-02-18,27.79,48.23,2.93,38.0%,118.0%,112.0%,150.0%
TMT - cons disc - E-comm,CPNG,2026-02-18,26.15,85.42,0.98,18.0%,25.0%,29.0%,36.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-02-18,11.17,30.86,7.27,19.0%,30.0%,22.0%,29.0%
TMT - cons disc - entertain,DIS,2026-02-18,12.50,15.78,1.98,6.0%,1.0%,0.0%,-6.0%
TMT - cons disc - entertain,SPOT,2026-02-18,34.32,49.50,5.06,17.0%,123.0%,56.0%,249.0%
,,,,,,,,,
TMT - cons disc - social,RBLX,2026-02-18,NA,NA,9.14,43.0%,45.0%,53.0%,44.0%
TMT - cons disc - social,RDDT,2026-02-18,56.16,55.40,12.79,70.0%,264.0%,314.0%,254.0%
TMT - cons disc - social,PINS,2026-02-18,25.19,26.82,2.58,14.0%,18.0%,15.0%,-85.0%
TMT - cons disc - social,SNAP,2026-02-18,NA,NA,1.39,10.0%,166.0%,633.0%,397.0%
