sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-04-10	NA	NA	93.15	2.0%	1601.0%	-31.0%	1781.0%
crypto	BMNR	2026-04-10	NA	NA	1341.18	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-04-10	NA	NA	7.89	77.0%	1252.0%	655.0%	2912.0%
crypto	DJT	2026-04-10	NA	NA	702.36	1.0%	1508.0%	0.0%	1508.0%
									
misc	TEM	2026-04-10	NA	NA	6.00	83.0%	450.0%	-17.0%	316.0%
									
TMT - mag7	AAPL	2026-04-10	25.10	32.87	8.76	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-04-10	15.11	23.23	9.03	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-04-10	24.53	29.23	9.52	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-04-10	17.31	33.20	3.57	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-04-10	15.65	26.78	7.92	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-04-10	116.02	323.18	13.76	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-04-10	52.36	62.92	18.80	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-04-10	21.65	14.91	2.79	20.0%	-68.0%	44.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-04-10	40.07	71.56	4.82	38.0%	26.0%	81.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-04-10	12.06	24.52	2.51	12.0%	-34.0%	16.0%	-47.0%
									
TMT - cons disc - E-comm	SHOP	2026-04-10	72.15	118.10	12.48	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-04-10	16.88	21.87	3.81	15.0%	1.0%	12.0%	-22.0%
TMT - cons disc - E-comm	ETSY	2026-04-10	14.08	39.00	1.77	3.0%	-23.0%	-25.0%	-15.0%
TMT - cons disc - E-comm	SE	2026-04-10	19.26	33.23	2.04	38.0%	90.0%		67.0%
TMT - cons disc - E-comm	CPNG	2026-04-10	34.08	177.48	1.05	11.0%	-92.0%	-52.0%	-117.0%
									
TMT - cons disc - entertain	NFLX	2026-04-10	14.63	40.64	9.58	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-04-10	11.73	14.57	1.83	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-04-10	34.05	49.14	5.02	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-04-10	NA	NA	8.01	43.0%	45.0%	53.0%	44.0%
TMT - cons disc - social	RDDT	2026-04-10	52.58	52.18	12.05	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-04-10	26.13	28.67	2.66	14.0%	18.0%	15.0%	-85.0%
TMT - cons disc - social	SNAP	2026-04-10	NA	NA	1.36	10.0%	166.0%	633.0%	397.0%
TMT - cons disc - social	MTCH	2026-04-10	10.67	13.28	2.12	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-04-10	30.22	41.36	22.70	21.0%	143.0%	75.0%	84.0%
TMT - cons disc - adtech	TTD	2026-04-10	12.32	22.19	3.30	14.0%	22.0%	32.0%	3.0%
TMT - cons disc - adtech	ROKU	2026-04-10	41.01	178.20	3.19	16.0%	-455.0%	229.0%	-326.0%
TMT - cons disc - adtech	U	2026-04-10	1021.19	NA	5.03	10.0%	-19.0%	-34140.0%	-27.0%
									
TMT - cons disc - edu	DUOL	2026-04-10	20.41	10.66	4.06	35.0%	144.0%	170.0%	202.0%
TMT - cons disc - edu	COUR	2026-04-10	NA	NA	1.20	10.0%	4.0%	-15.0%	24.0%
									
TMT - cons disc - realestate	RKT	2026-04-10	66.36	NA	5.99	133.0%	-75.0%	N/A	101.0%
TMT - cons disc - realestate	Z	2026-04-10	33.10	438.57	3.67	18.0%	-106.0%		-106.0%
									
TMT - cons disc - misc	IOT	2026-04-10	127.86	NA	9.23	28.0%	-419.0%	196.0%	-297.0%
									
TMT - cybersecurity	PANW	2026-04-10	57.07	85.67	12.77	15.0%	69.0%	36.0%	62.0%
TMT - cybersecurity	CRWD	2026-04-10	927.28	NA	19.90	23.0%	-180.0%	-2446.0%	-142.0%
TMT - cybersecurity	FTNT	2026-04-10	24.32	31.56	8.33	15.0%	5.0%	9.0%	-4.0%
