sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-03-03,NA,NA,94.20,2.0%,1601.0%,-31.0%,1781.0%
crypto,BMNR,2026-03-03,NA,NA,1243.44,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-03-03,NA,NA,8.68,77.0%,1252.0%,629.0%,2912.0%
crypto,DJT,2026-03-03,NA,NA,809.51,1.0%,1508.0%,0.0%,1508.0%
,,,,,,,,,
misc,TEM,2026-03-03,NA,NA,7.20,83.0%,450.0%,-17.0%,316.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-03-03,25.43,33.31,8.87,16.0%,20.0%,18.0%,16.0%
TMT - mag7,MSFT,2026-03-03,16.41,25.26,9.81,17.0%,64.0%,23.0%,60.0%
TMT - mag7,GOOG,2026-03-03,23.38,27.98,9.08,18.0%,21.0%,20.0%,30.0%
TMT - mag7,AMZN,2026-03-03,15.21,29.09,3.12,14.0%,19.0%,23.0%,6.0%
TMT - mag7,META,2026-03-03,16.26,27.84,8.23,24.0%,8.0%,8.0%,9.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-03-03,131.23,364.61,15.52,-3.0%,-57.0%,4.0%,-64.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-03-03,43.34,52.12,15.58,36.0%,74.0%,62.0%,71.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-03-03,23.43,16.19,3.02,20.0%,-68.0%,44.0%,-96.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-03-03,46.44,82.50,5.56,38.0%,26.0%,81.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-03-03,11.48,23.42,2.39,12.0%,-34.0%,16.0%,-47.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-03-03,79.69,129.98,13.74,31.0%,-37.0%,36.0%,-43.0%
TMT - cons disc - E-comm,EBAY,2026-03-03,16.01,20.64,3.60,15.0%,1.0%,12.0%,-22.0%
TMT - cons disc - E-comm,ETSY,2026-03-03,14.35,39.96,1.81,3.0%,-23.0%,-25.0%,-15.0%
TMT - cons disc - E-comm,SE,2026-03-03,21.09,38.01,2.31,38.0%,118.0%,112.0%,150.0%
TMT - cons disc - E-comm,CPNG,2026-03-03,32.97,171.94,1.02,11.0%,-92.0%,-52.0%,-117.0%
,,,,,,,,,
TMT - cons disc - entertain,NFLX,2026-03-03,13.92,38.63,9.10,19.0%,30.0%,22.0%,29.0%
TMT - cons disc - entertain,DIS,2026-03-03,12.18,15.27,1.92,6.0%,1.0%,0.0%,-6.0%
TMT - cons disc - entertain,SPOT,2026-03-03,37.78,54.03,5.52,17.0%,123.0%,56.0%,249.0%
,,,,,,,,,
TMT - cons disc - social,RBLX,2026-03-03,NA,NA,9.72,43.0%,45.0%,53.0%,44.0%
TMT - cons disc - social,RDDT,2026-03-03,55.22,54.56,12.60,70.0%,264.0%,314.0%,254.0%
TMT - cons disc - social,PINS,2026-03-03,30.20,31.08,2.99,14.0%,18.0%,15.0%,-85.0%
TMT - cons disc - social,SNAP,2026-03-03,NA,NA,1.49,10.0%,166.0%,633.0%,397.0%
TMT - cons disc - social,MTCH,2026-03-03,10.43,12.84,2.05,2.0%,29.0%,20.0%,32.0%
,,,,,,,,,
TMT - cons disc - adtech,APP,2026-03-03,33.90,46.45,25.49,21.0%,143.0%,75.0%,84.0%
TMT - cons disc - adtech,TTD,2026-03-03,15.89,27.62,4.17,14.0%,22.0%,32.0%,3.0%
TMT - cons disc - adtech,ROKU,2026-03-03,37.23,163.70,2.93,16.0%,-455.0%,229.0%,-326.0%
TMT - cons disc - adtech,U,2026-03-03,947.60,NA,4.64,10.0%,-19.0%,-34140.0%,-27.0%
,,,,,,,,,
TMT - cons disc - edu,DUOL,2026-03-03,23.64,11.95,4.55,35.0%,144.0%,170.0%,202.0%
TMT - cons disc - edu,COUR,2026-03-03,NA,NA,1.39,10.0%,4.0%,-15.0%,24.0%
,,,,,,,,,
TMT - cons disc - realestate,RKT,2026-03-03,86.02,NA,6.75,133.0%,-75.0%,N/A,101.0%
TMT - cons disc - realestate,Z,2026-03-03,38.41,502.33,4.21,18.0%,-106.0%,,-106.0%
,,,,,,,,,
TMT - cons disc - misc,IOT,2026-03-03,216.05,NA,11.13,29.0%,-124.0%,-653.0%,-121.0%
,,,,,,,,,
TMT - cybersecurity,PANW,2026-03-03,57.53,86.35,12.87,15.0%,69.0%,36.0%,62.0%
TMT - cybersecurity,CRWD,2026-03-03,49369.17,NA,21.63,22.0%,121.0%,2.0%,102.0%
TMT - cybersecurity,FTNT,2026-03-03,25.77,33.36,8.81,15.0%,5.0%,9.0%,-4.0%
TMT - cybersecurity,ZS,2026-03-03,1339.44,NA,8.23,26.0%,29.0%,-10.0%,344.0%
TMT - cybersecurity,NET,2026-03-03,1107.44,NA,29.24,34.0%,-3.0%,-76.0%,-6.0%
TMT - cybersecurity,OKTA,2026-03-03,49.30,66.25,4.50,12.0%,100.0%,683.0%,169.0%
TMT - cybersecurity,RBRK,2026-03-03,NA,NA,8.99,48.0%,-53.0%,-44.0%,-51.0%
TMT - cybersecurity,CVLT,2026-03-03,33.99,45.16,3.34,19.0%,79.0%,56.0%,61.0%
TMT - cybersecurity,NTNX,2026-03-03,39.13,44.63,4.12,10.0%,50.0%,15.0%,83.0%
,,,,,,,,,
TMT - Data/Infra/Observability,SNOW,2026-03-03,NA,NA,12.16,30.0%,-9.0%,-24.0%,-5.0%
TMT - Data/Infra/Observability,MDB,2026-03-03,NA,NA,8.94,19.0%,-119.0%,-58.0%,-79.0%
TMT - Data/Infra/Observability,DDOG,2026-03-03,465.44,378.73,11.54,29.0%,-1.0%,14.0%,2.0%
TMT - Data/Infra/Observability,DT,2026-03-03,36.31,61.35,5.75,18.0%,48.0%,29.0%,-89.0%
,,,,,,,,,
TMT - devops,GTLB,2026-03-03,NA,NA,4.98,25.0%,-37.0%,-72.0%,-128.0%
