sector,ticker,date,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
TMT - SAAS,TEAM,2026-01-12,NA,7.08,21.0%,87.0%,55.0%,-58.0%
TMT - SAAS,HUBS,2026-01-12,NA,6.59,21.0%,117.0%,192.0%,103.0%
TMT - SAAS,TWLO,2026-01-12,316.65,4.09,15.0%,-995.0%,78.0%,-483.0%
TMT - SAAS,ZM,2026-01-12,16.86,5.34,4.0%,183.0%,59.0%,196.0%
TMT - SAAS,DOCU,2026-01-12,47.81,4.33,8.0%,33.0%,34.0%,34.0%
TMT - SAAS,BILL,2026-01-12,NA,3.59,10.0%,-128.0%,-29.0%,-133.0%
TMT - SAAS,GDDY,2026-01-12,19.34,3.12,10.0%,21.0%,15.0%,10.0%
TMT - SAAS,WIX,2026-01-12,39.88,2.62,14.0%,-61.0%,7.0%,-102.0%
TMT - SAAS,PATH,2026-01-12,40.66,5.94,16.0%,-196.0%,-149.0%,-1967.0%
,,,,,,,,
Fin - bank,JPM,2026-01-12,16.07,3.18,N/A,10.0%,N/A,12.0%
Fin - bank,BAC,2026-01-12,15.04,2.06,N/A,29.0%,N/A,26.0%
Fin - bank,C,2026-01-12,16.55,1.24,N/A,22.0%,N/A,18.0%
Fin - bank,BK,2026-01-12,17.41,2.07,N/A,21.0%,N/A,21.0%
Fin - bank,MS,2026-01-12,19.15,2.62,N/A,43.0%,N/A,47.0%
Fin - bank,GS,2026-01-12,19.29,2.25,N/A,35.0%,N/A,39.0%
,,,,,,,,
Fin - credit,AXP,2026-01-12,24.15,3.15,10.0%,19.0%,N/A,16.0%
Fin - credit,COF,2026-01-12,98.90,2.36,N/A,98.0%,N/A,82.0%
Fin - credit,AFRM,2026-01-12,111.42,7.88,34.0%,-184.0%,N/A,-181.0%
Fin - credit,KLAR,2026-01-12,NA,6.73,28.0%,-680.0%,-216.0%,-628.0%
Fin - credit,SOFI,2026-01-12,48.23,7.55,28.0%,133.0%,N/A,129.0%
Fin - credit,UPST,2026-01-12,198.64,4.55,71.0%,-576.0%,-175.0%,-570.0%
Fin - credit,FICO,2026-01-12,61.46,19.43,14.0%,18.0%,25.0%,14.0%
,,,,,,,,
Fin - payment,V,2026-01-12,33.97,16.41,12.0%,-2.0%,11.0%,-4.0%
Fin - payment,MA,2026-01-12,36.22,16.14,17.0%,29.0%,21.0%,20.0%
Fin - payment,FISV,2026-01-12,10.55,1.73,1.0%,-24.0%,-15.0%,40.0%
Fin - payment,PYPL,2026-01-12,11.49,1.63,8.0%,17.0%,9.0%,24.0%
Fin - payment,XYZ,2026-01-12,14.14,1.78,2.0%,86.0%,28.0%,63.0%
Fin - payment,TOST,2026-01-12,83.03,3.63,25.0%,82.0%,115.0%,88.0%
,,,,,,,,
Fin - broker,SCHW,2026-01-12,23.90,6.67,7.0%,64.0%,N/A,75.0%
Fin - broker,IBKR,2026-01-12,34.10,3.12,15.0%,44.0%,N/A,43.0%
Fin - broker,HOOD,2026-01-12,48.79,25.01,99.0%,314.0%,N/A,271.0%
Fin - broker,COIN,2026-01-12,21.03,7.50,22.0%,632.0%,N/A,473.0%
,,,,,,,,
aerospace & defense,PLTR,2026-01-12,419.57,109.75,63.0%,206.0%,229.0%,231.0%
aerospace & defense,KTOS,2026-01-12,959.77,15.49,26.0%,105.0%,12.0%,172.0%
aerospace & defense,AVAV,2026-01-12,NA,13.51,151.0%,-425.0%,126.0%,-327.0%
aerospace & defense,ONDS,2026-01-12,NA,205.59,582.0%,-25.0%,100.0%,-18.0%
aerospace & defense,RTX,2026-01-12,39.81,3.02,12.0%,28.0%,19.0%,30.0%
aerospace & defense,LMT,2026-01-12,30.77,1.74,9.0%,1.0%,6.0%,0.0%
aerospace & defense,NOC,2026-01-12,22.59,2.19,4.0%,11.0%,12.0%,7.0%
aerospace & defense,GD,2026-01-12,23.39,1.89,11.0%,14.0%,11.0%,14.0%
aerospace & defense,HII,2026-01-12,27.51,1.30,16.0%,82.0%,51.0%,44.0%
aerospace & defense,CW,2026-01-12,50.88,6.82,9.0%,12.0%,13.0%,12.0%
aerospace & defense,BWXT,2026-01-12,61.80,6.18,29.0%,19.0%,19.0%,18.0%
aerospace & defense,LDOS,2026-01-12,18.24,1.44,7.0%,3.0%,4.0%,1.0%
aerospace & defense,BAH,2026-01-12,14.78,1.00,-8.0%,-55.0%,-32.0%,-55.0%
aerospace & defense,CACI,2026-01-12,26.71,1.51,11.0%,7.0%,24.0%,4.0%
,,,,,,,,
aerospace aftermarket,BA,2026-01-12,NA,2.33,30.0%,-16.0%,-19.0%,-12.0%
aerospace aftermarket,GE,2026-01-12,43.22,7.78,24.0%,33.0%,36.0%,17.0%
aerospace aftermarket,HWM,2026-01-12,61.79,11.10,14.0%,40.0%,26.0%,16.0%
aerospace aftermarket,TDG,2026-01-12,43.19,8.84,12.0%,24.0%,18.0%,34.0%
aerospace aftermarket,HEI,2026-01-12,72.75,9.56,19.0%,35.0%,9.0%,35.0%
aerospace aftermarket,CRS,2026-01-12,39.49,5.56,2.0%,43.0%,25.0%,45.0%
aerospace aftermarket,FTAI,2026-01-12,55.95,10.67,42.0%,54.0%,20.0%,46.0%
,,,,,,,,
police equipment,MSI,2026-01-12,30.95,5.68,8.0%,4.0%,11.0%,0.0%
police equipment,AXON,2026-01-12,199.98,19.49,31.0%,-80.0%,-41.0%,-103.0%
,,,,,,,,
auto manufactueres,TSLA,2026-01-12,299.99,15.61,12.0%,-30.0%,-15.0%,-37.0%
auto manufactueres,RACE,2026-01-12,38.10,8.57,14.0%,12.0%,11.0%,8.0%
auto manufactueres,GM,2026-01-12,16.66,0.41,0.0%,-62.0%,-20.0%,-57.0%
auto manufactueres,F,2026-01-12,12.03,0.29,9.0%,109.0%,48.0%,174.0%
auto manufactueres,CPRT,2026-01-12,24.48,8.30,1.0%,8.0%,5.0%,11.0%
,,,,,,,,
residential construction,DHI,2026-01-12,13.77,1.36,-3.0%,-30.0%,-24.0%,-29.0%
residential construction,TOL,2026-01-12,10.84,1.27,3.0%,-5.0%,-8.0%,-6.0%
residential construction,KBH,2026-01-12,10.02,0.64,-15.0%,-48.0%,-45.0%,-46.0%
residential construction,BLD,2026-01-12,24.09,2.54,1.0%,-16.0%,-3.0%,-16.0%
residential construction,IBP,2026-01-12,32.62,2.76,2.0%,7.0%,6.0%,8.0%
,,,,,,,,
home improvement retial,HD,2026-01-12,25.56,2.25,3.0%,-1.0%,0.0%,-1.0%
home improvement retial,LOW,2026-01-12,22.46,1.80,3.0%,-4.0%,1.0%,-5.0%
home improvement retial,BLDR,2026-01-12,23.61,0.88,-7.0%,-57.0%,-34.0%,-57.0%
home improvement retial,W,2026-01-12,NA,1.22,8.0%,37.0%,452.0%,34.0%
home improvement retial,WSM,2026-01-12,22.68,3.11,5.0%,-1.0%,-1.0%,-3.0%
,,,,,,,,
loging,MAR,2026-01-12,34.15,3.35,4.0%,26.0%,N/A,25.0%
loging,HLT,2026-01-12,43.53,5.95,9.0%,23.0%,N/A,22.0%
loging,H,2026-01-12,NA,2.26,10.0%,-103.0%,N/A,-110.0%
,,,,,,,,
airline,DAL,2026-01-12,10.01,0.74,6.0%,14.0%,13.0%,11.0%
airline,UAL,2026-01-12,11.55,0.64,3.0%,-2.0%,-11.0%,-2.0%
airline,LUV,2026-01-12,66.82,0.82,1.0%,-24.0%,-5.0%,-19.0%
airline,AAL,2026-01-12,19.24,0.19,0.0%,-45.0%,-44.0%,-23.0%
,,,,,,,,
resort & casinos,LVS,2026-01-12,27.03,3.30,24.0%,44.0%,36.0%,52.0%
resort & casinos,WYNN,2026-01-12,25.77,1.71,8.0%,1519.0%,61.0%,-376.0%
resort & casinos,MGM,2026-01-12,218.58,0.55,2.0%,-174.0%,-15.0%,-255.0%
resort & casinos,CZR,2026-01-12,NA,0.44,0.0%,-223.0%,-11.0%,511.0%
,,,,,,,,
travel service,BKNG,2026-01-12,35.04,6.67,13.0%,21.0%,26.0%,9.0%
travel service,ABNB,2026-01-12,32.77,7.11,11.0%,3.0%,10.0%,0.0%
travel service,RCL,2026-01-12,20.34,4.71,5.0%,42.0%,5.0%,42.0%
travel service,EXPE,2026-01-12,27.89,2.49,9.0%,29.0%,25.0%,40.0%
travel service,MMYT,2026-01-12,120.71,7.40,9.0%,-106.0%,26.0%,-131.0%
travel service,YOU,2026-01-12,18.35,5.38,16.0%,42.0%,43.0%,21.0%
,,,,,,,,
gambling,FLUT,2026-01-12,NA,2.34,17.0%,542.0%,-8.0%,570.0%
gambling,DKNG,2026-01-12,NA,5.71,4.0%,-8.0%,-1.0%,-13.0%
,,,,,,,,
restaurants,MCD,2026-01-12,26.16,8.32,3.0%,4.0%,4.0%,1.0%
restaurants,SBUX,2026-01-12,55.21,2.75,5.0%,-86.0%,-14.0%,-85.0%
restaurants,CMG,2026-01-12,35.55,4.53,8.0%,-1.0%,1.0%,-1.0%
restaurants,DRI,2026-01-12,21.95,1.92,7.0%,11.0%,15.0%,10.0%
restaurants,DPZ,2026-01-12,24.31,2.90,6.0%,-3.0%,11.0%,-5.0%
restaurants,TXRH,2026-01-12,28.72,2.13,13.0%,-6.0%,2.0%,-1.0%
restaurants,WING,2026-01-12,46.47,11.58,8.0%,12.0%,28.0%,11.0%
restaurants,CAVA,2026-01-12,60.94,7.24,20.0%,15.0%,25.0%,-18.0%
restaurants,SG,2026-01-12,NA,1.35,-1.0%,74.0%,342.0%,74.0%
,,,,,,,,
apparel,TJX,2026-01-12,34.71,2.96,7.0%,10.0%,12.0%,11.0%
apparel,NKE,2026-01-12,38.49,2.09,0.0%,-29.0%,-24.0%,-32.0%
apparel,RL,2026-01-12,26.83,2.91,16.0%,29.0%,38.0%,40.0%
apparel,AS,2026-01-12,68.38,3.45,30.0%,53.0%,48.0%,156.0%
apparel,LULU,2026-01-12,14.59,2.31,7.0%,-12.0%,-7.0%,-13.0%
apparel,ONON,2026-01-12,61.59,4.75,35.0%,334.0%,70.0%,322.0%
apparel,DECK,2026-01-12,15.10,2.83,8.0%,7.0%,5.0%,11.0%
apparel,VFC,2026-01-12,87.06,0.81,1.0%,16.0%,10.0%,3.0%
apparel,CROX,2026-01-12,28.40,1.11,-6.0%,-23.0%,-21.0%,-27.0%
apparel,GOOS,2026-01-12,81.94,1.32,1.0%,318.0%,-47.0%,-379.0%
,,,,,,,,
telecom service,TMUS,2026-01-12,18.99,2.57,9.0%,-11.0%,4.0%,-11.0%
telecom service,VZ,2026-01-12,8.49,1.22,1.0%,52.0%,4.0%,50.0%
telecom service,T,2026-01-12,7.71,1.35,2.0%,645.0%,2.0%,-4205.0%
telecom service,CMCSA,2026-01-12,4.82,0.86,-3.0%,-7.0%,-2.0%,-8.0%
telecom service,ERIC,2026-01-12,12.71,1.22,0.0%,211.0%,12.0%,220.0%
,,,,,,,,
discount stores,WMT,2026-01-12,41.38,1.34,6.0%,34.0%,3.0%,34.0%
discount stores,COST,2026-01-12,50.52,1.49,8.0%,12.0%,12.0%,11.0%
discount stores,TGT,2026-01-12,12.88,0.46,-2.0%,-21.0%,-9.0%,-19.0%
discount stores,SFM,2026-01-12,15.53,0.90,13.0%,28.0%,21.0%,31.0%
,,,,,,,,
household & personal products,PG,2026-01-12,20.94,3.95,3.0%,17.0%,5.0%,20.0%
household & personal products,PM,2026-01-12,29.92,6.45,10.0%,16.0%,1.0%,13.0%
household & personal products,UL,2026-01-12,23.51,2.16,N/A,N/A,N/A,N/A
household & personal products,CL,2026-01-12,22.96,3.29,2.0%,1.0%,0.0%,0.0%
household & personal products,KMB,2026-01-12,16.64,1.80,-16.0%,-50.0%,-7.0%,-51.0%
household & personal products,KVUE,2026-01-12,22.85,2.17,-4.0%,-9.0%,-3.0%,4.0%
household & personal products,ULTA,2026-01-12,25.35,2.45,13.0%,-5.0%,0.0%,-5.0%
household & personal products,ELF,2026-01-12,61.37,3.73,14.0%,-114.0%,-27.0%,-84.0%
household & personal products,HIMS,2026-01-12,59.79,3.33,49.0%,-48.0%,30.0%,-79.0%
,,,,,,,,
utilities - regulated electric,NEE,2026-01-12,25.76,6.56,10.0%,18.0%,14.0%,32.0%
utilities - regulated electric,SO,2026-01-12,21.56,3.30,8.0%,10.0%,12.0%,11.0%
utilities - regulated electric,HE,2026-01-12,18.85,0.80,-16.0%,-127.0%,-298.0%,-129.0%
,,,,,,,,
waste management,WM,2026-01-12,34.44,3.55,15.0%,-22.0%,15.0%,-21.0%
waste management,RSG,2026-01-12,31.34,3.96,3.0%,0.0%,2.0%,-3.0%
waste management,WCN,2026-01-12,69.10,4.55,5.0%,-6.0%,1.0%,-7.0%
,,,,,,,,
insurance - diversified,BRK-B,2026-01-12,15.95,2.89,2.0%,17.0%,23.0%,17.0%
insurance - diversified,AIG,2026-01-12,13.28,1.46,-6.0%,10.0%,N/A,7.0%
,,,,,,,,
insurance - property & casualty,PGR,2026-01-12,11.86,1.49,14.0%,13.0%,N/A,12.0%
