sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
crypto,MSTR,2026-02-09,NA,NA,82.47,2.0%,1601.0%,,1781.0%
crypto,BMNR,2026-02-09,NA,NA,1365.22,91.0%,545920.0%,26333.0%,131984.0%
crypto,CRCL,2026-02-09,NA,NA,NA,72.0%,193.0%,51.0%,
crypto,DJT,2026-02-09,NA,NA,851.66,-4.0%,184.0%,72.0%,185.0%
,,,,,,,,,
misc,TEM,2026-02-09,NA,NA,9.19,85.0%,10.0%,-26.0%,5.0%
,,,,,,,,,
TMT - mag7,AAPL,2026-02-09,26.38,34.55,9.20,16.0%,20.0%,18.0%,16.0%
TMT - mag7,MSFT,2026-02-09,16.85,25.95,10.08,17.0%,64.0%,23.0%,60.0%
TMT - mag7,GOOG,2026-02-09,25.16,30.09,9.75,18.0%,21.0%,20.0%,30.0%
TMT - mag7,AMZN,2026-02-09,15.14,29.12,3.11,14.0%,19.0%,23.0%,6.0%
TMT - mag7,META,2026-02-09,16.95,29.02,8.58,24.0%,8.0%,8.0%,9.0%
,,,,,,,,,
TMT - tsla,TSLA,2026-02-09,140.90,390.94,16.65,-3.0%,-57.0%,4.0%,-64.0%
,,,,,,,,,
TMT - e-commerce,UI,2026-02-09,40.25,48.43,14.47,36.0%,74.0%,62.0%,71.0%
,,,,,,,,,
,,,,,,,,,
TMT - cons disc - Mobility/Delivery,UBER,2026-02-09,23.28,15.75,2.97,20.0%,-68.0%,38.0%,-96.0%
TMT - cons disc - Mobility/Delivery,DASH,2026-02-09,54.52,94.26,6.34,27.0%,60.0%,82.0%,51.0%
TMT - cons disc - Mobility/Delivery,CART,2026-02-09,10.99,19.42,2.56,10.0%,18.0%,24.0%,20.0%
,,,,,,,,,
TMT - cons disc - E-comm,SHOP,2026-02-09,87.73,87.81,14.63,32.0%,-64.0%,43.0%,-68.0%
TMT - cons disc - E-comm,EBAY,2026-02-09,16.01,18.95,3.65,11.0%,-28.0%,-9.0%,0.0%
