sector,ticker,date,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
cons disc - resort & casinos,LVS,2026-01-20,26.42,3.23,24.0%,44.0%,36.0%,52.0%
cons disc - resort & casinos,WYNN,2026-01-20,24.54,1.63,8.0%,1519.0%,61.0%,-376.0%
cons disc - resort & casinos,MGM,2026-01-20,210.92,0.53,2.0%,-174.0%,-15.0%,-255.0%
cons disc - resort & casinos,CZR,2026-01-20,NA,0.41,0.0%,-223.0%,-11.0%,511.0%
,,,,,,,,
cons disc - travel service,BKNG,2026-01-20,32.67,6.22,13.0%,21.0%,26.0%,9.0%
cons disc - travel service,ABNB,2026-01-20,30.93,6.71,11.0%,3.0%,10.0%,0.0%
cons disc - travel service,RCL,2026-01-20,18.23,4.22,5.0%,42.0%,5.0%,42.0%
cons disc - travel service,EXPE,2026-01-20,26.04,2.32,9.0%,29.0%,25.0%,40.0%
cons disc - travel service,MMYT,2026-01-20,114.51,7.00,9.0%,-106.0%,26.0%,-131.0%
cons disc - travel service,YOU,2026-01-20,18.16,5.32,16.0%,42.0%,43.0%,21.0%
,,,,,,,,
cons disc - gambling,FLUT,2026-01-20,NA,2.09,17.0%,542.0%,-8.0%,570.0%
cons disc - gambling,DKNG,2026-01-20,NA,5.26,4.0%,-8.0%,-1.0%,-13.0%
,,,,,,,,
cons disc - restaurants,MCD,2026-01-20,25.83,8.21,3.0%,4.0%,4.0%,1.0%
cons disc - restaurants,SBUX,2026-01-20,57.48,2.87,5.0%,-86.0%,-14.0%,-85.0%
cons disc - restaurants,CMG,2026-01-20,34.37,4.37,8.0%,-1.0%,1.0%,-1.0%
cons disc - restaurants,DRI,2026-01-20,21.89,1.91,7.0%,11.0%,15.0%,10.0%
cons disc - restaurants,DPZ,2026-01-20,22.65,2.70,6.0%,-3.0%,11.0%,-5.0%
cons disc - restaurants,TXRH,2026-01-20,29.75,2.21,13.0%,-6.0%,2.0%,-1.0%
cons disc - restaurants,WING,2026-01-20,44.12,10.99,8.0%,12.0%,28.0%,11.0%
cons disc - restaurants,CAVA,2026-01-20,59.52,7.07,20.0%,15.0%,25.0%,-18.0%
cons disc - restaurants,SG,2026-01-20,NA,1.21,-1.0%,74.0%,342.0%,74.0%
,,,,,,,,
cons disc - apparel,TJX,2026-01-20,34.48,2.94,7.0%,10.0%,12.0%,11.0%
cons disc - apparel,NKE,2026-01-20,37.31,2.02,0.0%,-29.0%,-24.0%,-32.0%
cons disc - apparel,RL,2026-01-20,26.61,2.89,16.0%,29.0%,38.0%,40.0%
cons disc - apparel,AS,2026-01-20,65.62,3.31,30.0%,53.0%,48.0%,156.0%
cons disc - apparel,LULU,2026-01-20,13.17,2.09,7.0%,-12.0%,-7.0%,-13.0%
cons disc - apparel,ONON,2026-01-20,55.56,4.29,35.0%,334.0%,70.0%,322.0%
cons disc - apparel,DECK,2026-01-20,14.53,2.73,8.0%,7.0%,5.0%,11.0%
cons disc - apparel,VFC,2026-01-20,82.38,0.76,1.0%,16.0%,10.0%,3.0%
cons disc - apparel,CROX,2026-01-20,26.82,1.05,-6.0%,-23.0%,-21.0%,-27.0%
cons disc - apparel,GOOS,2026-01-20,74.75,1.20,1.0%,318.0%,-47.0%,-379.0%
,,,,,,,,
def - telecom service,TMUS,2026-01-20,17.66,2.39,9.0%,-11.0%,4.0%,-11.0%
def - telecom service,VZ,2026-01-20,8.33,1.20,1.0%,52.0%,4.0%,50.0%
def - telecom service,T,2026-01-20,7.61,1.34,2.0%,645.0%,2.0%,-4205.0%
def - telecom service,CMCSA,2026-01-20,4.68,0.83,-3.0%,-7.0%,-2.0%,-8.0%
def - telecom service,ERIC,2026-01-20,12.70,1.22,0.0%,211.0%,12.0%,220.0%
,,,,,,,,
def - discount stores,WMT,2026-01-20,41.64,1.35,6.0%,34.0%,3.0%,34.0%
def - discount stores,COST,2026-01-20,51.65,1.53,8.0%,12.0%,12.0%,11.0%
def - discount stores,TGT,2026-01-20,13.27,0.47,-2.0%,-21.0%,-9.0%,-19.0%
def - discount stores,SFM,2026-01-20,14.05,0.82,13.0%,28.0%,21.0%,31.0%
,,,,,,,,
def - household & personal products,PG,2026-01-20,21.46,4.04,3.0%,17.0%,5.0%,20.0%
def - household & personal products,PM,2026-01-20,30.28,6.53,10.0%,16.0%,1.0%,13.0%
def - household & personal products,UL,2026-01-20,23.69,2.18,N/A,N/A,N/A,N/A
def - household & personal products,CL,2026-01-20,23.94,3.43,2.0%,1.0%,0.0%,0.0%
def - household & personal products,KMB,2026-01-20,17.19,1.86,-16.0%,-50.0%,-7.0%,-51.0%
def - household & personal products,KVUE,2026-01-20,23.64,2.25,-4.0%,-9.0%,-3.0%,4.0%
def - household & personal products,ULTA,2026-01-20,25.90,2.50,13.0%,-5.0%,0.0%,-5.0%
def - household & personal products,ELF,2026-01-20,63.11,3.83,14.0%,-114.0%,-27.0%,-84.0%
def - household & personal products,HIMS,2026-01-20,56.33,3.14,49.0%,-48.0%,30.0%,-79.0%
,,,,,,,,
def - utilities - regulated electric,NEE,2026-01-20,26.52,6.75,10.0%,18.0%,14.0%,32.0%
def - utilities - regulated electric,SO,2026-01-20,22.08,3.38,8.0%,10.0%,12.0%,11.0%
def - utilities - regulated electric,DUK,2026-01-20,18.79,2.94,5.0%,12.0%,8.0%,16.0%
def - utilities - regulated electric,AEP,2026-01-20,17.44,2.97,9.0%,14.0%,5.0%,1.0%
def - utilities - regulated electric,D,2026-01-20,20.79,3.28,19.0%,8.0%,14.0%,6.0%
def - utilities - regulated electric,PEG,2026-01-20,19.07,3.36,23.0%,29.0%,27.0%,20.0%
def - utilities - regulated electric,PCG,2026-01-20,13.00,1.35,5.0%,33.0%,6.0%,43.0%
def - utilities - regulated electric,HE,2026-01-20,18.56,0.79,-16.0%,-127.0%,-298.0%,-129.0%
,,,,,,,,
def - utilities - waste management,WM,2026-01-20,34.87,3.60,15.0%,-22.0%,15.0%,-21.0%
def - utilities - waste management,RSG,2026-01-20,31.30,3.95,3.0%,0.0%,2.0%,-3.0%
def - utilities - waste management,WCN,2026-01-20,68.28,4.50,5.0%,-6.0%,1.0%,-7.0%
,,,,,,,,
def - insurance - diversified,BRK-B,2026-01-20,15.52,2.82,2.0%,17.0%,23.0%,17.0%
def - insurance - diversified,AIG,2026-01-20,12.99,1.43,-6.0%,10.0%,N/A,7.0%
,,,,,,,,
def - insurance - property & casualty,PGR,2026-01-20,11.17,1.40,14.0%,13.0%,N/A,12.0%
def - insurance - property & casualty,ALL,2026-01-20,6.27,0.76,4.0%,240.0%,N/A,220.0%
def - insurance - property & casualty,CB,2026-01-20,12.57,2.02,8.0%,30.0%,N/A,21.0%
def - insurance - property & casualty,TRV,2026-01-20,10.60,1.24,5.0%,50.0%,N/A,50.0%
def - insurance - property & casualty,HIG,2026-01-20,10.52,1.29,7.0%,38.0%,N/A,41.0%
def - insurance - property & casualty,WRB,2026-01-20,14.23,1.76,11.0%,37.0%,N/A,40.0%
def - insurance - property & casualty,GWRE,2026-01-20,147.42,10.39,27.0%,784.0%,440.0%,243.0%
,,,,,,,,
def - insurance - brokers,AON,2026-01-20,27.19,4.26,7.0%,33.0%,N/A,34.0%
def - insurance - brokers,AJG,2026-01-20,40.55,5.02,22.0%,-14.0%,N/A,-13.0%
def - insurance - brokers,BRO,2026-01-20,23.74,4.93,35.0%,-2.0%,N/A,-3.0%
def - insurance - brokers,ERIE,2026-01-20,23.33,3.31,7.0%,16.0%,N/A,14.0%
,,,,,,,,
def - beverages - Non-alcohol,KO,2026-01-20,23.76,6.46,6.0%,24.0%,12.0%,30.0%
def - beverages - Non-alcohol,PEP,2026-01-20,28.09,2.19,3.0%,-10.0%,-5.0%,-11.0%
def - beverages - Non-alcohol,KDP,2026-01-20,24.08,2.35,11.0%,6.0%,3.0%,7.0%
def - beverages - Non-alcohol,COKE,2026-01-20,23.69,1.85,7.0%,24.0%,10.0%,23.0%
def - beverages - Non-alcohol,MNST,2026-01-20,46.38,9.98,17.0%,45.0%,41.0%,41.0%
def - beverages - Non-alcohol,CELH,2026-01-20,623.65,6.87,173.0%,-1176.0%,-18192.0%,12520.0%
def - beverages - Non-alcohol,PRMB,2026-01-20,NA,1.05,245.0%,28.0%,233.0%,-45.0%
,,,,,,,,
def - packaged food,KHC,2026-01-20,NA,1.12,-2.0%,-385.0%,-14.0%,-312.0%
def - packaged food,GIS,2026-01-20,9.60,1.26,-7.0%,-36.0%,-18.0%,-48.0%
def - packaged food,MKC,2026-01-20,23.47,2.68,3.0%,1.0%,3.0%,1.0%
def - packaged food,CPB,2026-01-20,13.69,0.78,-3.0%,-10.0%,-17.0%,-11.0%
def - packaged food,PPC,2026-01-20,8.10,0.54,4.0%,-4.0%,-4.0%,-2.0%
def - packaged food,POST,2026-01-20,17.92,0.62,12.0%,-26.0%,10.0%,-37.0%
def - packaged food,BRBR,2026-01-20,15.96,1.37,17.0%,-15.0%,0.0%,-17.0%
def - packaged food,FRPT,2026-01-20,29.63,3.06,14.0%,98.0%,57.0%,755.0%
,,,,,,,,
def - farm products,ADM,2026-01-20,26.80,0.38,2.0%,36.0%,-33.0%,500.0%
def - farm products,TSN,2026-01-20,44.88,0.39,2.0%,-86.0%,-40.0%,-87.0%
def - farm products,CALM,2026-01-20,3.27,0.88,-19.0%,-53.0%,-41.0%,-53.0%
def - farm products,VITL,2026-01-20,20.81,1.73,37.0%,112.0%,97.0%,120.0%
,,,,,,,,
def - specialty retail,ORLY,2026-01-20,32.99,4.60,8.0%,9.0%,9.0%,9.0%
def - specialty retail,AZO,2026-01-20,24.92,3.07,8.0%,-8.0%,-4.0%,-6.0%
def - specialty retail,TSCO,2026-01-20,24.60,1.75,7.0%,6.0%,7.0%,7.0%
def - specialty retail,DKS,2026-01-20,16.58,1.25,36.0%,-65.0%,-3.0%,-67.0%
,,,,,,,,
healthcare - drug - general,LLY,2026-01-20,51.50,16.57,54.0%,355.0%,81.0%,475.0%
healthcare - drug - general,JNJ,2026-01-20,21.06,5.71,7.0%,124.0%,28.0%,91.0%
healthcare - drug - general,ABBV,2026-01-20,161.50,6.34,9.0%,-66.0%,10.0%,-89.0%
healthcare - drug - general,MRK,2026-01-20,14.48,4.25,3.0%,65.0%,57.0%,83.0%
healthcare - drug - general,AZN,2026-01-20,29.83,4.80,10.0%,74.0%,9.0%,74.0%
healthcare - drug - general,AMGN,2026-01-20,25.59,4.97,13.0%,26.0%,14.0%,14.0%
healthcare - drug - general,PFE,2026-01-20,14.88,2.31,-6.0%,-29.0%,7.0%,-21.0%
healthcare - drug - general,BMY,2026-01-20,18.31,2.30,-1.0%,1679.0%,,2957.0%
healthcare - drug - general,GILD,2026-01-20,19.23,5.30,3.0%,281.0%,9.0%,144.0%
,,,,,,,,
biotech,NVO,2026-01-20,17.68,4.38,12.0%,-21.0%,-7.0%,-22.0%
biotech,VRTX,2026-01-20,31.16,9.56,12.0%,6.0%,12.0%,4.0%
biotech,REGN,2026-01-20,17.57,5.41,1.0%,18.0%,-8.0%,9.0%
biotech,MRNA,2026-01-20,NA,7.53,-45.0%,-990.0%,1056.0%,-1638.0%
biotech,UTHR,2026-01-20,17.74,6.44,7.0%,13.0%,14.0%,10.0%
,,,,,,,,
healthcare - diagnostics,TMO,2026-01-20,35.77,5.32,5.0%,5.0%,6.0%,-1.0%
healthcare - diagnostics,ILMN,2026-01-20,32.97,5.25,0.0%,-69.0%,-52.0%,-79.0%
,,,,,,,,
healthcare - healthcare plans,UNH,2026-01-20,17.66,0.70,12.0%,-58.0%,N/A,-61.0%
healthcare - healthcare plans,CVS,2026-01-20,209.28,0.26,8.0%,-3416.0%,29.0%,-4669.0%
healthcare - healthcare plans,ELV,2026-01-20,15.01,0.42,12.0%,2.0%,N/A,17.0%
healthcare - healthcare plans,CI,2026-01-20,11.97,0.27,11.0%,93.0%,N/A,153.0%
healthcare - healthcare plans,HUM,2026-01-20,25.12,0.26,11.0%,-79.0%,N/A,-59.0%
healthcare - healthcare plans,OSCR,2026-01-20,NA,0.37,23.0%,166.0%,N/A,152.0%
healthcare - healthcare plans,ALHC,2026-01-20,NA,1.25,44.0%,-114.0%,N/A,-114.0%
,,,,,,,,
healthcare - hospital,HCA,2026-01-20,17.95,1.42,10.0%,27.0%,19.0%,29.0%
healthcare - hospital,THC,2026-01-20,13.25,0.81,3.0%,-23.0%,13.0%,-28.0%
healthcare - hospital,UHS,2026-01-20,9.50,0.73,13.0%,45.0%,27.0%,44.0%
healthcare - hospital,DVA,2026-01-20,10.70,0.55,5.0%,-17.0%,-6.0%,-30.0%
,,,,,,,,
healthcare - health informaction service,GEHC,2026-01-20,16.30,1.77,6.0%,-2.0%,-1.0%,-5.0%
healthcare - health informaction service,VEEV,2026-01-20,42.02,11.54,16.0%,29.0%,33.0%,27.0%
,,,,,,,,
healthcare - medical devices,ABT,2026-01-20,15.19,4.80,7.0%,12.0%,13.0%,-2.0%
healthcare - medical devices,SYK,2026-01-20,47.22,5.64,10.0%,-1.0%,13.0%,3.0%
healthcare - medical devices,BSX,2026-01-20,48.78,6.99,20.0%,40.0%,41.0%,61.0%
healthcare - medical devices,MDT,2026-01-20,26.64,3.64,7.0%,2.0%,10.0%,8.0%
healthcare - medical devices,EW,2026-01-20,35.53,8.23,15.0%,-14.0%,15.0%,-228.0%
,,,,,,,,
healthcare - medical instruments,ISRG,2026-01-20,69.81,19.45,23.0%,27.0%,33.0%,25.0%
healthcare - medical instruments,BDX,2026-01-20,34.89,2.65,8.0%,-6.0%,8.0%,17.0%
healthcare - medical instruments,ALC,2026-01-20,37.57,3.84,7.0%,-3.0%,5.0%,-10.0%
,,,,,,,,
Industry - industrial dis,GWW,2026-01-20,28.87,2.77,6.0%,-27.0%,-23.0%,-40.0%
Industry - industrial dis,FAST,2026-01-20,38.95,5.97,11.0%,12.0%,10.0%,12.0%
Industry - industrial dis,CNM,2026-01-20,24.96,1.43,1.0%,2.0%,-1.0%,3.0%
,,,,,,,,
Industry - marine shipping,KEX,2026-01-20,23.55,2.08,5.0%,5.0%,3.0%,3.0%
Industry - marine shipping,MATX,2026-01-20,11.01,1.33,-9.0%,-33.0%,-26.0%,-32.0%
,,,,,,,,
Industry - specialty chemicals,LIN,2026-01-20,29.00,6.04,3.0%,14.0%,5.0%,24.0%
Industry - specialty chemicals,SHW,2026-01-20,33.88,3.70,3.0%,4.0%,4.0%,3.0%
Industry - specialty chemicals,ECL,2026-01-20,39.27,4.87,4.0%,-27.0%,10.0%,-21.0%
,,,,,,,,
IT servies,IBM,2026-01-20,34.85,4.16,9.0%,-403.0%,26.0%,-628.0%
IT servies,ACN,2026-01-20,22.55,2.37,6.0%,0.0%,6.0%,-3.0%
IT servies,INFY,2026-01-20,23.51,3.81,3.0%,-10.0%,-11.0%,-7.0%
IT servies,IT,2026-01-20,19.45,2.48,3.0%,-87.0%,-3.0%,-91.0%
IT servies,EPAM,2026-01-20,31.51,2.15,19.0%,-24.0%,-14.0%,-22.0%
IT servies,GLOB,2026-01-20,28.53,1.11,0.0%,-15.0%,3.0%,-24.0%
,,,,,,,,
oil & gas integrated,XOM,2026-01-20,18.95,1.69,-4.0%,-16.0%,-5.0%,-12.0%
oil & gas integrated,CVX,2026-01-20,23.34,1.78,-1.0%,-17.0%,13.0%,-21.0%
oil & gas integrated,SHEL,2026-01-20,14.99,0.76,-6.0%,15.0%,4.0%,22.0%
,,,,,,,,
