sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-03-05	NA	NA	98.10	2.0%	1601.0%	-31.0%	1781.0%
crypto	BMNR	2026-03-05	NA	NA	1283.29	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-03-05	NA	NA	9.03	77.0%	1252.0%	629.0%	2912.0%
crypto	DJT	2026-03-05	NA	NA	804.25	1.0%	1508.0%	0.0%	1508.0%
									
misc	TEM	2026-03-05	NA	NA	7.38	83.0%	450.0%	-17.0%	316.0%
									
TMT - mag7	AAPL	2026-03-05	24.99	32.73	8.72	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-03-05	16.63	25.61	9.95	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-03-05	23.13	27.71	8.98	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-03-05	15.96	30.56	3.28	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-03-05	16.35	28.00	8.28	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-03-05	135.03	374.96	15.97	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-03-05	43.62	52.46	15.68	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-03-05	23.16	15.99	2.99	20.0%	-68.0%	44.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-03-05	48.27	85.65	5.77	38.0%	26.0%	81.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-03-05	11.40	23.27	2.38	12.0%	-34.0%	16.0%	-47.0%
									
TMT - cons disc - E-comm	SHOP	2026-03-05	88.53	143.88	15.21	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-03-05	16.46	21.28	3.71	15.0%	1.0%	12.0%	-22.0%
TMT - cons disc - E-comm	ETSY	2026-03-05	14.83	41.68	1.89	3.0%	-23.0%	-25.0%	-15.0%
TMT - cons disc - E-comm	SE	2026-03-05	21.94	36.93	2.27	38.0%	90.0%		67.0%
TMT - cons disc - E-comm	CPNG	2026-03-05	33.07	172.48	1.02	11.0%	-92.0%	-52.0%	-117.0%
									
TMT - cons disc - entertain	NFLX	2026-03-05	14.14	39.25	9.25	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-03-05	12.06	15.08	1.90	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-03-05	40.18	57.19	5.85	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-03-05	NA	NA	9.57	43.0%	45.0%	53.0%	44.0%
TMT - cons disc - social	RDDT	2026-03-05	55.11	54.46	12.57	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-03-05	31.60	32.27	3.10	14.0%	18.0%	15.0%	-85.0%
TMT - cons disc - social	SNAP	2026-03-05	NA	NA	1.52	10.0%	166.0%	633.0%	397.0%
TMT - cons disc - social	MTCH	2026-03-05	10.62	13.18	2.10	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-03-05	38.97	53.44	29.33	21.0%	143.0%	75.0%	84.0%
TMT - cons disc - adtech	TTD	2026-03-05	18.99	33.13	4.92	14.0%	22.0%	32.0%	3.0%
TMT - cons disc - adtech	ROKU	2026-03-05	38.96	170.35	3.05	16.0%	-455.0%	229.0%	-326.0%
TMT - cons disc - adtech	U	2026-03-05	987.88	NA	4.85	10.0%	-19.0%	-34140.0%	-27.0%
									
TMT - cons disc - edu	DUOL	2026-03-05	24.08	12.10	4.61	35.0%	144.0%	170.0%	202.0%
TMT - cons disc - edu	COUR	2026-03-05	NA	NA	1.36	10.0%	4.0%	-15.0%	24.0%
									
TMT - cons disc - realestate	RKT	2026-03-05	69.09	NA	6.43	133.0%	-75.0%	N/A	101.0%
TMT - cons disc - realestate	Z	2026-03-05	40.03	521.64	4.37	18.0%	-106.0%		-106.0%
									
TMT - cons disc - misc	IOT	2026-03-05	218.69	NA	11.26	29.0%	-124.0%	-653.0%	-121.0%
									
TMT - cybersecurity	PANW	2026-03-05	60.27	90.31	13.46	15.0%	69.0%	36.0%	62.0%
TMT - cybersecurity	CRWD	2026-03-05	1035.06	NA	22.25	23.0%	-180.0%	-2464.0%	-142.0%
TMT - cybersecurity	FTNT	2026-03-05	26.91	34.77	9.18	15.0%	5.0%	9.0%	-4.0%
TMT - cybersecurity	ZS	2026-03-05	1410.62	NA	8.64	26.0%	29.0%	-10.0%	344.0%
TMT - cybersecurity	NET	2026-03-05	1180.39	NA	31.14	34.0%	-3.0%	-76.0%	-6.0%
TMT - cybersecurity	OKTA	2026-03-05	48.10	60.86	4.83	12.0%	126.0%	72.0%	174.0%
TMT - cybersecurity	RBRK	2026-03-05	NA	NA	9.37	48.0%	-53.0%	-44.0%	-51.0%
TMT - cybersecurity	CVLT	2026-03-05	34.47	45.77	3.39	19.0%	79.0%	56.0%	61.0%
TMT - cybersecurity	NTNX	2026-03-05	35.32	44.45	4.01	10.0%	50.0%	15.0%	83.0%
									
