sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-02-17	NA	NA	77.87	2.0%	1601.0%		1781.0%
crypto	BMNR	2026-02-17	NA	NA	1273.49	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-02-17	NA	NA	6.04	66.0%	78.0%	30.0%	
crypto	DJT	2026-02-17	NA	NA	761.32	-4.0%	184.0%	72.0%	185.0%
									
misc	TEM	2026-02-17	NA	NA	8.46	85.0%	10.0%	-26.0%	5.0%
									
TMT - mag7	AAPL	2026-02-17	25.53	33.44	8.91	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-02-17	16.13	24.82	9.64	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-02-17	23.36	27.97	9.07	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-02-17	14.64	27.99	3.01	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-02-17	15.88	27.19	8.04	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-02-17	137.65	382.08	16.27	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-02-17	39.91	48.01	14.35	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-02-17	21.91	14.95	2.82	20.0%	-68.0%	44.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-02-17	47.28	82.52	5.55	27.0%	60.0%	82.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-02-17	13.16	23.08	2.58	12.0%	-34.0%	-6.0%	-47.0%
									
TMT - cons disc - E-comm	SHOP	2026-02-17	73.72	120.60	12.74	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-02-17	14.84	17.45	3.36	11.0%	-28.0%	-9.0%	0.0%
TMT - cons disc - E-comm	ETSY	2026-02-17	11.50	31.17	1.54	2.0%	25.0%	-6.0%	32.0%
TMT - cons disc - E-comm	SE	2026-02-17	26.64	46.48	2.82	38.0%	118.0%	112.0%	150.0%
TMT - cons disc - E-comm	CPNG	2026-02-17	25.21	82.58	0.95	18.0%	25.0%	29.0%	36.0%
									
TMT - cons disc - entertain	NFLX	2026-02-17	11.03	30.46	7.18	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-02-17	12.34	15.53	1.95	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-02-17	33.28	48.12	4.92	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-02-17	NA	NA	9.11	43.0%	45.0%	53.0%	44.0%
TMT - cons disc - social	RDDT	2026-02-17	53.52	53.03	12.24	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-02-17	24.11	25.51	2.49	14.0%	18.0%	15.0%	-85.0%
TMT - cons disc - social	SNAP	2026-02-17	NA	NA	1.35	10.0%	166.0%	633.0%	397.0%
TMT - cons disc - social	MTCH	2026-02-17	10.29	12.64	2.04	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-02-17	29.25	39.86	21.91	21.0%	143.0%	74.0%	84.0%
TMT - cons disc - adtech	TTD	2026-02-17	17.66	29.01	4.41	18.0%	41.0%	50.0%	23.0%
TMT - cons disc - adtech	ROKU	2026-02-17	34.69	153.82	2.75	16.0%	-455.0%	229.0%	-326.0%
TMT - cons disc - adtech	U	2026-02-17	875.58	NA	4.27	10.0%	-19.0%	-34140.0%	-27.0%
									
TMT - cons disc - edu	DUOL	2026-02-17	33.18	14.31	5.39	41.0%	83.0%	155.0%	1151.0%
TMT - cons disc - edu	COUR	2026-02-17	NA	NA	1.35	10.0%	4.0%	61.0%	24.0%
									
TMT - cons disc - realestate	RKT	2026-02-17	64.13	230.74	9.46	39.0%	-63.0%	N/A	463.0%
TMT - cons disc - realestate	Z	2026-02-17	37.40	486.57	4.11	18.0%	-106.0%		-106.0%
									
TMT - cons disc - misc	IOT	2026-02-17	191.65	NA	9.93	29.0%	-124.0%	-653.0%	-121.0%
									
TMT - cybersecurity	PANW	2026-02-17	64.89	103.62	13.81	16.0%	12.0%	-5.0%	-5.0%
TMT - cybersecurity	CRWD	2026-02-17	52240.07	NA	22.83	22.0%	121.0%	2.0%	102.0%
TMT - cybersecurity	FTNT	2026-02-17	22.76	33.76	8.96	15.0%	5.0%	64.0%	-4.0%
TMT - cybersecurity	ZS	2026-02-17	1589.75	NA	9.73	26.0%	90.0%	-240.0%	-4.0%
TMT - cybersecurity	NET	2026-02-17	729.70	NA	31.21	34.0%	-3.0%	52.0%	-6.0%
TMT - cybersecurity	CYBR	2026-02-17	846.62	NA	15.16	19.0%	-78.0%	-25.0%	-82.0%
TMT - cybersecurity	OKTA	2026-02-17	57.85	75.90	5.16	12.0%	100.0%	683.0%	169.0%
TMT - cybersecurity	RBRK	2026-02-17	NA	NA	8.92	48.0%	-53.0%	-44.0%	-51.0%
TMT - cybersecurity	CVLT	2026-02-17	34.63	45.98	3.40	19.0%	79.0%	56.0%	61.0%
TMT - cybersecurity	NTNX	2026-02-17	37.31	54.79	4.24	13.0%	78.0%	29.0%	107.0%
									
TMT - Data/Infra/Observability	SNOW	2026-02-17	NA	NA	13.78	29.0%	-12.0%	-15.0%	-9.0%
TMT - Data/Infra/Observability	MDB	2026-02-17	NA	NA	12.42	19.0%	-119.0%	-58.0%	-79.0%
