sector,ticker,date,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
utilities - waste management,WM,2026-01-13,34.07,3.51,15.0%,-22.0%,15.0%,-21.0%
utilities - waste management,RSG,2026-01-13,31.16,3.93,3.0%,0.0%,2.0%,-3.0%
utilities - waste management,WCN,2026-01-13,67.79,4.46,5.0%,-6.0%,1.0%,-7.0%
,,,,,,,,
insurance - diversified,BRK-B,2026-01-13,15.84,2.87,2.0%,17.0%,23.0%,17.0%
insurance - diversified,AIG,2026-01-13,12.96,1.42,-6.0%,10.0%,N/A,7.0%
,,,,,,,,
insurance - property & casualty,PGR,2026-01-13,11.24,1.41,14.0%,13.0%,N/A,12.0%
insurance - property & casualty,ALL,2026-01-13,6.40,0.77,4.0%,240.0%,N/A,220.0%
insurance - property & casualty,CB,2026-01-13,12.55,2.02,8.0%,30.0%,N/A,21.0%
insurance - property & casualty,TRV,2026-01-13,10.66,1.25,5.0%,50.0%,N/A,50.0%
insurance - property & casualty,HIG,2026-01-13,10.77,1.32,7.0%,38.0%,N/A,41.0%
insurance - property & casualty,WRB,2026-01-13,14.28,1.76,11.0%,37.0%,N/A,40.0%
insurance - property & casualty,GWRE,2026-01-13,170.22,12.00,27.0%,784.0%,440.0%,243.0%
,,,,,,,,
insurance - brokers,MMC,2026-01-13,21.91,3.38,12.0%,-2.0%,N/A,0.0%
insurance - brokers,AON,2026-01-13,27.60,4.33,7.0%,33.0%,N/A,34.0%
insurance - brokers,AJG,2026-01-13,40.89,5.07,22.0%,-14.0%,N/A,-13.0%
insurance - brokers,BRO,2026-01-13,23.73,4.93,35.0%,-2.0%,N/A,-3.0%
insurance - brokers,ERIE,2026-01-13,22.88,3.24,7.0%,16.0%,N/A,14.0%
,,,,,,,,
beverages - Non-alcohol,KO,2026-01-13,23.59,6.42,6.0%,24.0%,12.0%,30.0%
beverages - Non-alcohol,PEP,2026-01-13,27.30,2.12,3.0%,-10.0%,-5.0%,-11.0%
beverages - Non-alcohol,KDP,2026-01-13,23.89,2.33,11.0%,6.0%,3.0%,7.0%
beverages - Non-alcohol,COKE,2026-01-13,23.51,1.84,7.0%,24.0%,10.0%,23.0%
beverages - Non-alcohol,MNST,2026-01-13,44.65,9.61,17.0%,45.0%,41.0%,41.0%
beverages - Non-alcohol,CELH,2026-01-13,578.77,6.38,173.0%,-1176.0%,-18192.0%,12520.0%
beverages - Non-alcohol,PRMB,2026-01-13,NA,1.02,245.0%,28.0%,233.0%,-45.0%
,,,,,,,,
packaged food,KHC,2026-01-13,NA,1.11,-2.0%,-385.0%,-14.0%,-312.0%
packaged food,GIS,2026-01-13,9.56,1.26,-7.0%,-36.0%,-18.0%,-48.0%
packaged food,MKC,2026-01-13,23.33,2.67,3.0%,1.0%,3.0%,1.0%
packaged food,CPB,2026-01-13,13.51,0.77,-3.0%,-10.0%,-17.0%,-11.0%
packaged food,PPC,2026-01-13,7.83,0.52,4.0%,-4.0%,-4.0%,-2.0%
packaged food,POST,2026-01-13,17.79,0.62,12.0%,-26.0%,10.0%,-37.0%
packaged food,BRBR,2026-01-13,13.75,1.18,17.0%,-15.0%,0.0%,-17.0%
packaged food,FRPT,2026-01-13,27.92,2.88,14.0%,98.0%,57.0%,755.0%
,,,,,,,,
farm products,ADM,2026-01-13,25.79,0.37,2.0%,36.0%,-33.0%,500.0%
farm products,TSN,2026-01-13,44.27,0.38,2.0%,-86.0%,-40.0%,-87.0%
farm products,CALM,2026-01-13,3.06,0.82,-19.0%,-53.0%,-41.0%,-53.0%
farm products,VITL,2026-01-13,23.19,1.92,37.0%,112.0%,97.0%,120.0%
,,,,,,,,
specialty retail,ORLY,2026-01-13,32.78,4.57,8.0%,9.0%,9.0%,9.0%
specialty retail,AZO,2026-01-13,24.45,3.01,8.0%,-8.0%,-4.0%,-6.0%
specialty retail,TSCO,2026-01-13,24.98,1.78,7.0%,6.0%,7.0%,7.0%
specialty retail,DKS,2026-01-13,17.34,1.30,36.0%,-65.0%,-3.0%,-67.0%
,,,,,,,,
drug - general,LLY,2026-01-13,53.27,17.14,54.0%,355.0%,81.0%,475.0%
drug - general,JNJ,2026-01-13,20.62,5.59,7.0%,124.0%,28.0%,91.0%
drug - general,ABBV,2026-01-13,166.57,6.54,9.0%,-66.0%,10.0%,-89.0%
drug - general,MRK,2026-01-13,14.32,4.21,3.0%,65.0%,57.0%,83.0%
drug - general,AZN,2026-01-13,31.35,5.04,10.0%,74.0%,9.0%,74.0%
drug - general,AMGN,2026-01-13,25.07,4.87,13.0%,26.0%,14.0%,14.0%
drug - general,PFE,2026-01-13,14.66,2.28,-6.0%,-29.0%,7.0%,-21.0%
drug - general,BMY,2026-01-13,18.88,2.37,-1.0%,1679.0%,,2957.0%
drug - general,GILD,2026-01-13,18.86,5.20,3.0%,281.0%,9.0%,144.0%
,,,,,,,,
biotech,NVO,2026-01-13,17.37,4.30,12.0%,-21.0%,-7.0%,-22.0%
biotech,VRTX,2026-01-13,32.04,9.83,12.0%,6.0%,12.0%,4.0%
biotech,REGN,2026-01-13,18.17,5.60,1.0%,18.0%,-8.0%,9.0%
biotech,MRNA,2026-01-13,NA,6.93,-45.0%,-990.0%,1056.0%,-1638.0%
biotech,UTHR,2026-01-13,18.07,6.56,7.0%,13.0%,14.0%,10.0%
,,,,,,,,
diagnostics,TMO,2026-01-13,35.08,5.22,5.0%,5.0%,6.0%,-1.0%
diagnostics,ILMN,2026-01-13,32.93,5.24,0.0%,-69.0%,-52.0%,-79.0%
,,,,,,,,
healthcare plans,UNH,2026-01-13,17.43,0.70,12.0%,-58.0%,N/A,-61.0%
healthcare plans,CVS,2026-01-13,210.82,0.26,8.0%,-3416.0%,29.0%,-4669.0%
healthcare plans,ELV,2026-01-13,15.16,0.42,12.0%,2.0%,N/A,17.0%
healthcare plans,CI,2026-01-13,11.99,0.27,11.0%,93.0%,N/A,153.0%
healthcare plans,HUM,2026-01-13,25.68,0.26,11.0%,-79.0%,N/A,-59.0%
healthcare plans,OSCR,2026-01-13,NA,0.41,23.0%,166.0%,N/A,152.0%
healthcare plans,ALHC,2026-01-13,NA,1.15,44.0%,-114.0%,N/A,-114.0%
,,,,,,,,
hospital,HCA,2026-01-13,18.52,1.47,10.0%,27.0%,19.0%,29.0%
hospital,THC,2026-01-13,13.66,0.84,3.0%,-23.0%,13.0%,-28.0%
hospital,UHS,2026-01-13,9.59,0.74,13.0%,45.0%,27.0%,44.0%
hospital,DVA,2026-01-13,10.76,0.55,5.0%,-17.0%,-6.0%,-30.0%
,,,,,,,,
health informaction service,GEHC,2026-01-13,17.53,1.91,6.0%,-2.0%,-1.0%,-5.0%
health informaction service,VEEV,2026-01-13,44.40,12.19,16.0%,29.0%,33.0%,27.0%
,,,,,,,,
medical devices,ABT,2026-01-13,15.59,4.93,7.0%,12.0%,13.0%,-2.0%
medical devices,SYK,2026-01-13,46.72,5.58,10.0%,-1.0%,13.0%,3.0%
medical devices,BSX,2026-01-13,50.35,7.21,20.0%,40.0%,41.0%,61.0%
medical devices,MDT,2026-01-13,26.05,3.56,7.0%,2.0%,10.0%,8.0%
medical devices,EW,2026-01-13,35.69,8.27,15.0%,-14.0%,15.0%,-228.0%
,,,,,,,,
medical instruments,ISRG,2026-01-13,74.36,20.72,23.0%,27.0%,33.0%,25.0%
medical instruments,BDX,2026-01-13,34.57,2.63,8.0%,-6.0%,8.0%,17.0%
medical instruments,ALC,2026-01-13,37.54,3.84,7.0%,-3.0%,5.0%,-10.0%
,,,,,,,,
industrial dis,GWW,2026-01-13,29.08,2.79,6.0%,-27.0%,-23.0%,-40.0%
industrial dis,FAST,2026-01-13,39.77,6.09,12.0%,14.0%,12.0%,13.0%
industrial dis,CNM,2026-01-13,24.71,1.42,1.0%,2.0%,-1.0%,3.0%
,,,,,,,,
marine shipping,KEX,2026-01-13,22.98,2.03,5.0%,5.0%,3.0%,3.0%
marine shipping,MATX,2026-01-13,9.94,1.20,-9.0%,-33.0%,-26.0%,-32.0%
,,,,,,,,
specialty chemicals,LIN,2026-01-13,29.65,6.17,3.0%,14.0%,5.0%,24.0%
specialty chemicals,SHW,2026-01-13,34.76,3.79,3.0%,4.0%,4.0%,3.0%
specialty chemicals,ECL,2026-01-13,39.34,4.88,4.0%,-27.0%,10.0%,-21.0%
,,,,,,,,
IT servies,IBM,2026-01-13,36.26,4.33,9.0%,-403.0%,26.0%,-628.0%
IT servies,ACN,2026-01-13,22.88,2.41,6.0%,0.0%,6.0%,-3.0%
IT servies,INFY,2026-01-13,22.24,3.69,4.0%,6.0%,3.0%,9.0%
IT servies,IT,2026-01-13,20.67,2.63,3.0%,-87.0%,-3.0%,-91.0%
IT servies,EPAM,2026-01-13,32.35,2.21,19.0%,-24.0%,-14.0%,-22.0%
IT servies,GLOB,2026-01-13,29.60,1.16,0.0%,-15.0%,3.0%,-24.0%
,,,,,,,,
oil & gas integrated,XOM,2026-01-13,18.38,1.64,-4.0%,-16.0%,-5.0%,-12.0%
oil & gas integrated,CVX,2026-01-13,23.13,1.76,-1.0%,-17.0%,13.0%,-21.0%
oil & gas integrated,SHEL,2026-01-13,15.00,0.77,-6.0%,15.0%,4.0%,22.0%
,,,,,,,,
