sector,ticker,date,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
TMT - cybersecurity,DT,2026-01-13,24.82,6.73,18.0%,51.0%,29.0%,30.0%
,,,,,,,,
TMT - devops,GTLB,2026-01-13,NA,6.66,25.0%,-37.0%,-72.0%,-128.0%
TMT - devops,FROG,2026-01-13,NA,13.82,26.0%,-38.0%,-17.0%,-28.0%
TMT - devops,DBX,2026-01-13,15.16,2.65,-1.0%,18.0%,31.0%,16.0%
,,,,,,,,
TPU,WULF,2026-01-13,NA,35.32,87.0%,2170.0%,-3378.0%,1876.0%
TPU,CIFR,2026-01-13,NA,34.93,198.0%,-96.0%,-260.0%,-96.0%
TPU,GOOG,2026-01-13,33.19,10.52,16.0%,39.0%,25.0%,33.0%
TPU,AVGO,2026-01-13,74.49,26.32,28.0%,83.0%,30.0%,97.0%
TPU,TSM,2026-01-13,33.94,14.84,41.0%,48.0%,36.0%,50.0%
TPU,TTMI,2026-01-13,74.31,3.46,22.0%,147.0%,22.0%,271.0%
TPU,FLEX,2026-01-13,28.37,0.90,4.0%,-1.0%,6.0%,-7.0%
TPU,CLS,2026-01-13,53.32,3.35,28.0%,151.0%,45.0%,199.0%
TPU,MRVL,2026-01-13,29.08,9.04,37.0%,-395.0%,-22877.0%,-381.0%
TPU,APH,2026-01-13,49.66,8.69,53.0%,112.0%,81.0%,106.0%
TPU,LITE,2026-01-13,241.55,13.91,58.0%,-107.0%,1279.0%,-105.0%
TPU,ADI,2026-01-13,64.83,13.16,26.0%,72.0%,32.0%,65.0%
TPU,FN,2026-01-13,50.40,4.88,22.0%,26.0%,18.0%,24.0%
TPU,VICR,2026-01-13,75.93,15.61,19.0%,156.0%,158.0%,145.0%
,,,,,,,,
data center,NOK,2026-01-13,37.26,1.67,19.0%,10.0%,24.0%,-51.0%
,,,,,,,,
data center - hyper scaler,ORCL,2026-01-13,38.02,9.53,14.0%,86.0%,25.0%,95.0%
data center - hyper scaler,CRWV,2026-01-13,NA,10.12,134.0%,-26.0%,84.0%,-72.0%
data center - hyper scaler,NBIS,2026-01-13,NA,77.08,237.0%,118.0%,-51.0%,27.0%
data center - hyper scaler,IREN,2026-01-13,27.02,25.32,355.0%,-1241.0%,-444.0%,-844.0%
data center - hyper scaler,CIFR,2026-01-13,NA,34.93,198.0%,-96.0%,-260.0%,-96.0%
,,,,,,,,
data center - semi,NVDA,2026-01-13,46.02,24.13,62.0%,70.0%,65.0%,65.0%
data center - semi,MU,2026-01-13,32.14,8.99,57.0%,182.0%,97.0%,180.0%
data center - semi,AVGO,2026-01-13,74.49,26.32,28.0%,83.0%,30.0%,97.0%
data center - semi,AMD,2026-01-13,109.21,11.23,36.0%,78.0%,30.0%,61.0%
,,,,,,,,
data center - package,TSM,2026-01-13,33.94,14.84,41.0%,48.0%,36.0%,50.0%
data center - package,ASX,2026-01-13,37.23,2.04,14.0%,25.0%,23.0%,21.0%
data center - package,AMKR,2026-01-13,41.86,1.99,7.0%,9.0%,8.0%,3.0%
,,,,,,,,
data center - test,TER,2026-01-13,83.44,12.56,4.0%,-7.0%,-3.0%,-18.0%
,,,,,,,,
data center - router,ANET,2026-01-13,49.45,19.37,27.0%,22.0%,25.0%,14.0%
data center - router,MRVL,2026-01-13,29.08,9.04,37.0%,-395.0%,-22877.0%,-381.0%
,,,,,,,,
data center - optics,CRDO,2026-01-13,140.87,36.62,272.0%,-2230.0%,-2601.0%,-2058.0%
data center - optics,MTSI,2026-01-13,NA,16.54,30.0%,72.0%,25.0%,53.0%
data center - optics,SMTC,2026-01-13,249.77,6.85,13.0%,-225.0%,45.0%,-62.0%
data center - optics,COHR,2026-01-13,273.86,4.94,17.0%,1024.0%,20.0%,-3342.0%
data center - optics,CIEN,2026-01-13,290.11,7.28,26.0%,-96.0%,35.0%,-56.0%
data center - optics,CSCO,2026-01-13,28.46,5.17,8.0%,50.0%,7.0%,5.0%
data center - optics,GLW,2026-01-13,57.00,5.17,21.0%,-698.0%,20.0%,-468.0%
,,,,,,,,
data center - NAND/SSD,STX,2026-01-13,40.88,7.12,21.0%,94.0%,66.0%,80.0%
data center - NAND/SSD,WDC,2026-01-13,31.20,6.10,-31.0%,113.0%,-11.0%,140.0%
data center - NAND/SSD,SNDK,2026-01-13,NA,7.34,23.0%,-54.0%,-38.0%,-47.0%
,,,,,,,,
data center - semi equip,ASML,2026-01-13,47.56,13.85,7.0%,8.0%,9.0%,9.0%
data center - semi equip,LRCX,2026-01-13,47.24,13.74,28.0%,44.0%,42.0%,41.0%
data center - semi equip,KLAC,2026-01-13,45.27,15.13,13.0%,21.0%,13.0%,19.0%
,,,,,,,,
data center - server,DELL,2026-01-13,15.96,0.76,11.0%,39.0%,15.0%,37.0%
data center - server,SMCI,2026-01-13,22.92,0.81,-15.0%,-58.0%,-61.0%,-60.0%
,,,,,,,,
data center - PDU,MPWR,2026-01-13,25.11,17.70,19.0%,18.0%,20.0%,23.0%
data center - PDU,NVT,2026-01-13,29.38,4.81,35.0%,42.0%,32.0%,15.0%
data center - PDU,VRT,2026-01-13,65.10,6.81,29.0%,83.0%,39.0%,126.0%
data center - PDU,ETN,2026-01-13,33.24,4.85,10.0%,6.0%,16.0%,0.0%
,,,,,,,,
data center - onsite power generator,CAT,2026-01-13,32.66,4.61,10.0%,1.0%,-3.0%,-7.0%
data center - onsite power generator,CMI,2026-01-13,29.45,2.33,-2.0%,-20.0%,0.0%,-34.0%
data center - onsite power generator,BE,2026-01-13,NA,18.18,57.0%,56.0%,144.0%,57.0%
,,,,,,,,
data center - construction builder,EME,2026-01-13,26.97,1.85,16.0%,10.0%,14.0%,9.0%
data center - construction builder,FIX,2026-01-13,45.44,4.55,35.0%,97.0%,74.0%,99.0%
,,,,,,,,
data center - medium volt transformer,POWL,2026-01-13,26.87,4.39,8.0%,12.0%,15.0%,12.0%
data center - medium volt transformer,GEV,2026-01-13,105.68,4.70,12.0%,-711.0%,180.0%,-571.0%
data center - medium volt transformer,PWR,2026-01-13,65.90,2.44,18.0%,21.0%,24.0%,16.0%
,,,,,,,,
data center - new IPP,TLN,2026-01-13,81.87,4.24,35.0%,70.0%,43.0%,23.0%
data center - new IPP,BWXT,2026-01-13,62.97,6.29,29.0%,19.0%,19.0%,18.0%
data center - new IPP,OKLO,2026-01-13,NA,NA,,200.0%,196.0%,198.0%
data center - new IPP,SMR,2026-01-13,NA,91.10,1653.0%,1070.0%,1226.0%,1465.0%
,,,,,,,,
data center - IPP,CEG,2026-01-13,38.19,3.88,23.0%,-15.0%,23.0%,-22.0%
data center - IPP,VST,2026-01-13,61.23,2.64,-3.0%,-64.0%,-20.0%,-67.0%
data center - IPP,NRG,2026-01-13,22.01,0.97,5.0%,-123.0%,-68.0%,-117.0%
,,,,,,,,
data center - uranium,URI,2026-01-13,24.19,3.74,6.0%,-1.0%,2.0%,-1.0%
data center - uranium,CCJ,2026-01-13,125.73,19.15,-16.0%,-58.0%,-20.0%,-102.0%
data center - uranium,UEC,2026-01-13,NA,151.09,-100.0%,-49.0%,120.0%,-49.0%
data center - uranium,LEU,2026-01-13,45.33,11.96,30.0%,36.0%,208.0%,-178.0%
,,,,,,,,
data center - HVAC,TT,2026-01-13,30.10,4.12,6.0%,13.0%,14.0%,10.0%
data center - HVAC,CARR,2026-01-13,22.16,2.11,-7.0%,-44.0%,-17.0%,-28.0%
data center - HVAC,JCI,2026-01-13,22.01,2.90,3.0%,-45.0%,1.0%,167.0%
data center - HVAC,SPXC,2026-01-13,45.03,4.87,23.0%,23.0%,32.0%,24.0%
,,,,,,,,
chips,QCOM,2026-01-13,33.80,4.00,10.0%,14.0%,6.0%,-207.0%
chips,INTC,2026-01-13,4461.32,4.41,3.0%,-150.0%,2075.0%,-124.0%
chips,ARM,2026-01-13,138.49,25.93,34.0%,372.0%,102.0%,122.0%
,,,,,,,,
robotic,PH,2026-01-13,33.42,5.91,4.0%,19.0%,8.0%,16.0%
robotic,ALNT,2026-01-13,54.84,1.95,11.0%,207.0%,46.0%,209.0%
robotic,ROK,2026-01-13,54.43,5.62,14.0%,-77.0%,38.0%,-42.0%
robotic,SNPS,2026-01-13,63.79,13.89,38.0%,60.0%,38.0%,-60.0%
robotic,SYM,2026-01-13,NA,18.60,7.0%,-142.0%,-115.0%,-173.0%
robotic,ATI,2026-01-13,40.12,3.69,7.0%,26.0%,15.0%,33.0%
,,,,,,,,
rare earth,MP,2026-01-13,NA,48.60,-15.0%,68.0%,82.0%,64.0%
rare earth,CRML,2026-01-13,NA,NA,N/A,N/A,N/A,N/A
,,,,,,,,
material,AA,2026-01-13,14.85,1.29,3.0%,-9.0%,-51.0%,158.0%
material,SCCO,2026-01-13,37.49,11.58,15.0%,21.0%,20.0%,24.0%
material,ALB,2026-01-13,NA,4.21,-3.0%,-80.0%,-215.0%,-82.0%
material,LAC,2026-01-13,NA,NA,,2371.0%,69.0%,2353.0%
material,FLNC,2026-01-13,NA,1.92,-15.0%,-39.0%,-5.0%,-62.0%
,,,,,,,,
quatum,IBM,2026-01-13,36.26,4.33,9.0%,-403.0%,26.0%,-628.0%
quatum,IONQ,2026-01-13,NA,217.16,222.0%,1920.0%,166.0%,1909.0%
quatum,RGTI,2026-01-13,NA,1078.20,-18.0%,1255.0%,19.0%,1255.0%
,,,,,,,,
TMT - SAAS,ORCL,2026-01-13,38.02,9.53,14.0%,86.0%,25.0%,95.0%
TMT - SAAS,SAP,2026-01-13,37.01,6.98,14.0%,36.0%,19.0%,46.0%
TMT - SAAS,CRM,2026-01-13,32.16,5.60,9.0%,44.0%,17.0%,37.0%
TMT - SAAS,NOW,2026-01-13,83.55,11.33,22.0%,34.0%,37.0%,16.0%
TMT - SAAS,ADBE,2026-01-13,18.55,5.46,10.0%,14.0%,8.0%,10.0%
TMT - SAAS,INTU,2026-01-13,41.45,8.67,18.0%,163.0%,54.0%,126.0%
TMT - SAAS,ADP,2026-01-13,25.35,4.97,7.0%,6.0%,5.0%,6.0%
TMT - SAAS,WDAY,2026-01-13,83.78,5.70,13.0%,49.0%,48.0%,31.0%
TMT - SAAS,ADSK,2026-01-13,52.54,8.35,18.0%,33.0%,3.0%,25.0%
TMT - SAAS,TEAM,2026-01-13,NA,6.67,21.0%,87.0%,55.0%,-58.0%
TMT - SAAS,HUBS,2026-01-13,NA,6.29,21.0%,117.0%,192.0%,103.0%
TMT - SAAS,TWLO,2026-01-13,311.42,4.02,15.0%,-995.0%,78.0%,-483.0%
TMT - SAAS,ZM,2026-01-13,16.16,5.13,4.0%,183.0%,59.0%,196.0%
TMT - SAAS,DOCU,2026-01-13,45.15,4.09,8.0%,33.0%,34.0%,34.0%
TMT - SAAS,BILL,2026-01-13,NA,3.42,10.0%,-128.0%,-29.0%,-133.0%
TMT - SAAS,GDDY,2026-01-13,18.83,3.03,10.0%,21.0%,15.0%,10.0%
TMT - SAAS,WIX,2026-01-13,39.14,2.57,14.0%,-61.0%,7.0%,-102.0%
TMT - SAAS,PATH,2026-01-13,37.67,5.50,16.0%,-196.0%,-149.0%,-1967.0%
,,,,,,,,
Fin - bank,JPM,2026-01-13,15.54,3.02,N/A,-1.0%,N/A,-7.0%
Fin - bank,BAC,2026-01-13,14.87,2.03,N/A,29.0%,N/A,26.0%
Fin - bank,C,2026-01-13,16.35,1.23,N/A,22.0%,N/A,18.0%
Fin - bank,BK,2026-01-13,16.59,2.11,N/A,25.0%,N/A,26.0%
Fin - bank,MS,2026-01-13,18.76,2.57,N/A,43.0%,N/A,47.0%
Fin - bank,GS,2026-01-13,19.05,2.22,N/A,35.0%,N/A,39.0%
,,,,,,,,
Fin - credit,AXP,2026-01-13,24.04,3.14,10.0%,19.0%,N/A,16.0%
Fin - credit,COF,2026-01-13,98.14,2.34,N/A,98.0%,N/A,82.0%
Fin - credit,AFRM,2026-01-13,110.81,7.84,34.0%,-184.0%,N/A,-181.0%
Fin - credit,KLAR,2026-01-13,NA,6.60,28.0%,-680.0%,-216.0%,-628.0%
Fin - credit,SOFI,2026-01-13,49.21,7.70,28.0%,133.0%,N/A,129.0%
Fin - credit,UPST,2026-01-13,206.76,4.74,71.0%,-576.0%,-175.0%,-570.0%
Fin - credit,FICO,2026-01-13,61.15,19.33,14.0%,18.0%,25.0%,14.0%
,,,,,,,,
Fin - payment,V,2026-01-13,32.46,15.67,12.0%,-2.0%,11.0%,-4.0%
Fin - payment,MA,2026-01-13,34.86,15.54,17.0%,29.0%,21.0%,20.0%
Fin - payment,FISV,2026-01-13,10.32,1.70,1.0%,-24.0%,-15.0%,40.0%
Fin - payment,PYPL,2026-01-13,11.35,1.61,8.0%,17.0%,9.0%,24.0%
Fin - payment,XYZ,2026-01-13,13.53,1.70,2.0%,86.0%,28.0%,63.0%
Fin - payment,TOST,2026-01-13,79.82,3.49,25.0%,82.0%,115.0%,88.0%
,,,,,,,,
Fin - broker,SCHW,2026-01-13,23.73,6.62,7.0%,64.0%,N/A,75.0%
Fin - broker,IBKR,2026-01-13,34.01,3.11,15.0%,44.0%,N/A,43.0%
Fin - broker,HOOD,2026-01-13,49.91,25.58,99.0%,314.0%,N/A,271.0%
Fin - broker,COIN,2026-01-13,21.87,7.80,22.0%,632.0%,N/A,473.0%
,,,,,,,,
aerospace & defense,PLTR,2026-01-13,418.52,109.48,63.0%,206.0%,229.0%,231.0%
aerospace & defense,KTOS,2026-01-13,974.92,15.73,26.0%,105.0%,12.0%,172.0%
aerospace & defense,AVAV,2026-01-13,NA,13.26,151.0%,-425.0%,126.0%,-327.0%
aerospace & defense,ONDS,2026-01-13,NA,227.16,582.0%,-25.0%,100.0%,-18.0%
aerospace & defense,RTX,2026-01-13,39.85,3.03,12.0%,28.0%,19.0%,30.0%
aerospace & defense,LMT,2026-01-13,31.17,1.76,9.0%,1.0%,6.0%,0.0%
aerospace & defense,NOC,2026-01-13,22.45,2.18,4.0%,11.0%,12.0%,7.0%
aerospace & defense,GD,2026-01-13,23.54,1.91,11.0%,14.0%,11.0%,14.0%
aerospace & defense,HII,2026-01-13,28.44,1.34,16.0%,82.0%,51.0%,44.0%
aerospace & defense,CW,2026-01-13,51.79,6.94,9.0%,12.0%,13.0%,12.0%
aerospace & defense,BWXT,2026-01-13,62.97,6.29,29.0%,19.0%,19.0%,18.0%
aerospace & defense,LDOS,2026-01-13,18.28,1.45,7.0%,3.0%,4.0%,1.0%
aerospace & defense,BAH,2026-01-13,14.55,0.99,-8.0%,-55.0%,-32.0%,-55.0%
aerospace & defense,CACI,2026-01-13,26.70,1.51,11.0%,7.0%,24.0%,4.0%
,,,,,,,,
aerospace aftermarket,BA,2026-01-13,NA,2.37,30.0%,-16.0%,-19.0%,-12.0%
aerospace aftermarket,GE,2026-01-13,43.63,7.85,24.0%,33.0%,36.0%,17.0%
aerospace aftermarket,HWM,2026-01-13,61.64,11.07,14.0%,40.0%,26.0%,16.0%
aerospace aftermarket,TDG,2026-01-13,43.06,8.81,12.0%,24.0%,18.0%,34.0%
aerospace aftermarket,HEI,2026-01-13,71.84,9.42,19.0%,35.0%,9.0%,35.0%
aerospace aftermarket,CRS,2026-01-13,39.16,5.51,2.0%,43.0%,25.0%,45.0%
aerospace aftermarket,FTAI,2026-01-13,58.01,11.06,42.0%,54.0%,20.0%,46.0%
,,,,,,,,
police equipment,MSI,2026-01-13,31.38,5.76,8.0%,4.0%,11.0%,0.0%
police equipment,AXON,2026-01-13,203.07,19.79,31.0%,-80.0%,-41.0%,-103.0%
,,,,,,,,
auto manufactueres,TSLA,2026-01-13,298.81,15.55,12.0%,-30.0%,-15.0%,-37.0%
auto manufactueres,RACE,2026-01-13,36.37,8.18,14.0%,12.0%,11.0%,8.0%
auto manufactueres,GM,2026-01-13,16.73,0.41,0.0%,-62.0%,-20.0%,-57.0%
auto manufactueres,F,2026-01-13,11.99,0.29,9.0%,109.0%,48.0%,174.0%
auto manufactueres,CPRT,2026-01-13,24.45,8.29,1.0%,8.0%,5.0%,11.0%
,,,,,,,,
residential construction,DHI,2026-01-13,13.87,1.37,-3.0%,-30.0%,-24.0%,-29.0%
residential construction,TOL,2026-01-13,10.98,1.29,3.0%,-5.0%,-8.0%,-6.0%
residential construction,KBH,2026-01-13,10.16,0.65,-15.0%,-48.0%,-45.0%,-46.0%
residential construction,BLD,2026-01-13,24.86,2.62,1.0%,-16.0%,-3.0%,-16.0%
residential construction,IBP,2026-01-13,33.55,2.84,2.0%,7.0%,6.0%,8.0%
,,,,,,,,
home improvement retial,HD,2026-01-13,25.89,2.27,3.0%,-1.0%,0.0%,-1.0%
home improvement retial,LOW,2026-01-13,22.74,1.83,3.0%,-4.0%,1.0%,-5.0%
home improvement retial,BLDR,2026-01-13,23.76,0.88,-7.0%,-57.0%,-34.0%,-57.0%
home improvement retial,W,2026-01-13,NA,1.27,8.0%,37.0%,452.0%,34.0%
home improvement retial,WSM,2026-01-13,22.88,3.14,5.0%,-1.0%,-1.0%,-3.0%
,,,,,,,,
loging,MAR,2026-01-13,34.11,3.34,4.0%,26.0%,N/A,25.0%
loging,HLT,2026-01-13,43.56,5.95,9.0%,23.0%,N/A,22.0%
loging,H,2026-01-13,NA,2.30,10.0%,-103.0%,N/A,-110.0%
,,,,,,,,
airline,DAL,2026-01-13,9.05,0.71,3.0%,26.0%,-11.0%,45.0%
airline,UAL,2026-01-13,11.46,0.63,3.0%,-2.0%,-11.0%,-2.0%
airline,LUV,2026-01-13,65.83,0.81,1.0%,-24.0%,-5.0%,-19.0%
airline,AAL,2026-01-13,18.45,0.19,0.0%,-45.0%,-44.0%,-23.0%
,,,,,,,,
resort & casinos,LVS,2026-01-13,27.02,3.30,24.0%,44.0%,36.0%,52.0%
resort & casinos,WYNN,2026-01-13,25.67,1.70,8.0%,1519.0%,61.0%,-376.0%
resort & casinos,MGM,2026-01-13,217.51,0.55,2.0%,-174.0%,-15.0%,-255.0%
resort & casinos,CZR,2026-01-13,NA,0.45,0.0%,-223.0%,-11.0%,511.0%
,,,,,,,,
travel service,BKNG,2026-01-13,34.54,6.58,13.0%,21.0%,26.0%,9.0%
travel service,ABNB,2026-01-13,33.14,7.19,11.0%,3.0%,10.0%,0.0%
travel service,RCL,2026-01-13,19.70,4.56,5.0%,42.0%,5.0%,42.0%
travel service,EXPE,2026-01-13,28.70,2.56,9.0%,29.0%,25.0%,40.0%
travel service,MMYT,2026-01-13,121.65,7.46,9.0%,-106.0%,26.0%,-131.0%
travel service,YOU,2026-01-13,17.81,5.22,16.0%,42.0%,43.0%,21.0%
,,,,,,,,
gambling,FLUT,2026-01-13,NA,2.31,17.0%,542.0%,-8.0%,570.0%
gambling,DKNG,2026-01-13,NA,5.56,4.0%,-8.0%,-1.0%,-13.0%
,,,,,,,,
restaurants,MCD,2026-01-13,26.39,8.39,3.0%,4.0%,4.0%,1.0%
restaurants,SBUX,2026-01-13,55.58,2.77,5.0%,-86.0%,-14.0%,-85.0%
restaurants,CMG,2026-01-13,34.73,4.42,8.0%,-1.0%,1.0%,-1.0%
restaurants,DRI,2026-01-13,21.65,1.89,7.0%,11.0%,15.0%,10.0%
restaurants,DPZ,2026-01-13,24.01,2.86,6.0%,-3.0%,11.0%,-5.0%
restaurants,TXRH,2026-01-13,28.98,2.15,13.0%,-6.0%,2.0%,-1.0%
restaurants,WING,2026-01-13,45.00,11.22,8.0%,12.0%,28.0%,11.0%
restaurants,CAVA,2026-01-13,59.06,7.02,20.0%,15.0%,25.0%,-18.0%
restaurants,SG,2026-01-13,NA,1.33,-1.0%,74.0%,342.0%,74.0%
,,,,,,,,
apparel,TJX,2026-01-13,34.94,2.98,7.0%,10.0%,12.0%,11.0%
apparel,NKE,2026-01-13,38.88,2.11,0.0%,-29.0%,-24.0%,-32.0%
apparel,RL,2026-01-13,27.04,2.93,16.0%,29.0%,38.0%,40.0%
apparel,AS,2026-01-13,68.86,3.47,30.0%,53.0%,48.0%,156.0%
apparel,LULU,2026-01-13,14.79,2.34,7.0%,-12.0%,-7.0%,-13.0%
apparel,ONON,2026-01-13,59.51,4.59,35.0%,334.0%,70.0%,322.0%
apparel,DECK,2026-01-13,15.09,2.83,8.0%,7.0%,5.0%,11.0%
apparel,VFC,2026-01-13,86.79,0.80,1.0%,16.0%,10.0%,3.0%
apparel,CROX,2026-01-13,27.84,1.09,-6.0%,-23.0%,-21.0%,-27.0%
apparel,GOOS,2026-01-13,82.86,1.33,1.0%,318.0%,-47.0%,-379.0%
,,,,,,,,
telecom service,TMUS,2026-01-13,18.24,2.47,9.0%,-11.0%,4.0%,-11.0%
telecom service,VZ,2026-01-13,8.32,1.20,1.0%,52.0%,4.0%,50.0%
telecom service,T,2026-01-13,7.57,1.33,2.0%,645.0%,2.0%,-4205.0%
telecom service,CMCSA,2026-01-13,4.73,0.84,-3.0%,-7.0%,-2.0%,-8.0%
telecom service,ERIC,2026-01-13,12.68,1.22,0.0%,211.0%,12.0%,220.0%
,,,,,,,,
discount stores,WMT,2026-01-13,42.22,1.36,6.0%,34.0%,3.0%,34.0%
discount stores,COST,2026-01-13,50.46,1.49,8.0%,12.0%,12.0%,11.0%
discount stores,TGT,2026-01-13,13.18,0.47,-2.0%,-21.0%,-9.0%,-19.0%
discount stores,SFM,2026-01-13,15.70,0.91,13.0%,28.0%,21.0%,31.0%
,,,,,,,,
household & personal products,PG,2026-01-13,21.06,3.97,3.0%,17.0%,5.0%,20.0%
household & personal products,PM,2026-01-13,30.04,6.48,10.0%,16.0%,1.0%,13.0%
household & personal products,UL,2026-01-13,23.61,2.17,N/A,N/A,N/A,N/A
household & personal products,CL,2026-01-13,23.25,3.33,2.0%,1.0%,0.0%,0.0%
household & personal products,KMB,2026-01-13,16.72,1.81,-16.0%,-50.0%,-7.0%,-51.0%
household & personal products,KVUE,2026-01-13,22.86,2.17,-4.0%,-9.0%,-3.0%,4.0%
household & personal products,ULTA,2026-01-13,25.48,2.46,13.0%,-5.0%,0.0%,-5.0%
household & personal products,ELF,2026-01-13,62.06,3.77,14.0%,-114.0%,-27.0%,-84.0%
household & personal products,HIMS,2026-01-13,59.53,3.32,49.0%,-48.0%,30.0%,-79.0%
,,,,,,,,
utilities - regulated electric,NEE,2026-01-13,25.93,6.60,10.0%,18.0%,14.0%,32.0%
utilities - regulated electric,SO,2026-01-13,21.76,3.33,8.0%,10.0%,12.0%,11.0%
utilities - regulated electric,DUK,2026-01-13,18.45,2.88,5.0%,12.0%,8.0%,16.0%
utilities - regulated electric,AEP,2026-01-13,17.06,2.91,9.0%,14.0%,5.0%,1.0%
utilities - regulated electric,D,2026-01-13,20.08,3.16,19.0%,8.0%,14.0%,6.0%
utilities - regulated electric,PEG,2026-01-13,18.92,3.33,23.0%,29.0%,27.0%,20.0%
utilities - regulated electric,PCG,2026-01-13,13.41,1.40,5.0%,33.0%,6.0%,43.0%
utilities - regulated electric,HE,2026-01-13,18.14,0.77,-16.0%,-127.0%,-298.0%,-129.0%
,,,,,,,,
