sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
crypto	MSTR	2026-02-26	NA	NA	93.54	2.0%	1601.0%	-31.0%	1781.0%
crypto	BMNR	2026-02-26	NA	NA	1304.01	91.0%	545920.0%	26333.0%	131984.0%
crypto	CRCL	2026-02-26	NA	NA	7.45	77.0%	1252.0%	629.0%	2912.0%
crypto	DJT	2026-02-26	NA	NA	822.73	-4.0%	184.0%	72.0%	185.0%
									
misc	TEM	2026-02-26	NA	NA	7.64	83.0%	450.0%	-17.0%	316.0%
									
TMT - mag7	AAPL	2026-02-26	26.31	34.47	9.18	16.0%	20.0%	18.0%	16.0%
TMT - mag7	MSFT	2026-02-26	16.33	25.14	9.77	17.0%	64.0%	23.0%	60.0%
TMT - mag7	GOOG	2026-02-26	23.76	28.43	9.22	18.0%	21.0%	20.0%	30.0%
TMT - mag7	AMZN	2026-02-26	15.14	28.95	3.11	14.0%	19.0%	23.0%	6.0%
TMT - mag7	META	2026-02-26	16.35	27.99	8.28	24.0%	8.0%	8.0%	9.0%
									
TMT - tsla	TSLA	2026-02-26	136.79	379.76	16.17	-3.0%	-57.0%	4.0%	-64.0%
									
TMT - e-commerce	UI	2026-02-26	43.06	51.78	15.47	36.0%	74.0%	62.0%	71.0%
									
									
TMT - cons disc - Mobility/Delivery	UBER	2026-02-26	23.05	15.91	2.97	20.0%	-68.0%	44.0%	-96.0%
TMT - cons disc - Mobility/Delivery	DASH	2026-02-26	47.77	84.78	5.71	38.0%	26.0%	81.0%	51.0%
TMT - cons disc - Mobility/Delivery	CART	2026-02-26	13.74	24.02	2.69	12.0%	-34.0%	-6.0%	-47.0%
									
TMT - cons disc - E-comm	SHOP	2026-02-26	82.30	134.08	14.17	31.0%	-37.0%	36.0%	-43.0%
TMT - cons disc - E-comm	EBAY	2026-02-26	15.69	20.20	3.52	15.0%	1.0%	12.0%	-22.0%
TMT - cons disc - E-comm	ETSY	2026-02-26	14.53	40.61	1.84	3.0%	-23.0%	-25.0%	-15.0%
TMT - cons disc - E-comm	SE	2026-02-26	27.11	47.19	2.87	38.0%	118.0%	112.0%	150.0%
TMT - cons disc - E-comm	CPNG	2026-02-26	27.03	88.08	1.01	18.0%	25.0%	29.0%	36.0%
									
TMT - cons disc - entertain	NFLX	2026-02-26	12.14	33.60	7.92	19.0%	30.0%	22.0%	29.0%
TMT - cons disc - entertain	DIS	2026-02-26	12.35	15.55	1.95	6.0%	1.0%	0.0%	-6.0%
TMT - cons disc - entertain	SPOT	2026-02-26	35.85	51.49	5.26	17.0%	123.0%	56.0%	249.0%
									
TMT - cons disc - social	RBLX	2026-02-26	NA	NA	10.30	43.0%	45.0%	53.0%	44.0%
TMT - cons disc - social	RDDT	2026-02-26	57.72	56.81	13.12	70.0%	264.0%	314.0%	254.0%
TMT - cons disc - social	PINS	2026-02-26	28.00	29.21	2.81	14.0%	18.0%	15.0%	-85.0%
TMT - cons disc - social	SNAP	2026-02-26	NA	NA	1.49	10.0%	166.0%	633.0%	397.0%
TMT - cons disc - social	MTCH	2026-02-26	10.77	13.48	2.18	2.0%	29.0%	20.0%	32.0%
									
TMT - cons disc - adtech	APP	2026-02-26	34.17	46.79	25.70	21.0%	143.0%	75.0%	84.0%
TMT - cons disc - adtech	TTD	2026-02-26	15.25	26.57	4.01	18.0%	41.0%	50.0%	23.0%
TMT - cons disc - adtech	ROKU	2026-02-26	36.88	162.39	2.90	16.0%	-455.0%	229.0%	-326.0%
TMT - cons disc - adtech	U	2026-02-26	932.28	NA	4.56	10.0%	-19.0%	-34140.0%	-27.0%
									
TMT - cons disc - edu	DUOL	2026-02-26	35.16	15.00	5.64	41.0%	83.0%	155.0%	1151.0%
TMT - cons disc - edu	COUR	2026-02-26	NA	NA	1.50	10.0%	4.0%	-15.0%	24.0%
									
TMT - cons disc - realestate	RKT	2026-02-26	62.65	223.74	9.17	39.0%	-63.0%	N/A	463.0%
TMT - cons disc - realestate	Z	2026-02-26	39.68	517.84	4.34	18.0%	-106.0%		-106.0%
									
TMT - cons disc - misc	IOT	2026-02-26	212.27	NA	10.94	29.0%	-124.0%	-653.0%	-121.0%
									
TMT - cybersecurity	PANW	2026-02-26	55.19	82.95	12.36	15.0%	69.0%	36.0%	62.0%
TMT - cybersecurity	CRWD	2026-02-26	48131.00	NA	21.11	22.0%	121.0%	2.0%	102.0%
TMT - cybersecurity	FTNT	2026-02-26	25.35	32.67	8.67	15.0%	5.0%	9.0%	-4.0%
TMT - cybersecurity	ZS	2026-02-26	1534.33	NA	9.41	26.0%	90.0%	-240.0%	-4.0%
TMT - cybersecurity	NET	2026-02-26	658.86	NA	28.21	34.0%	-3.0%	52.0%	-6.0%
TMT - cybersecurity	OKTA	2026-02-26	51.73	68.99	4.69	12.0%	100.0%	683.0%	169.0%
TMT - cybersecurity	RBRK	2026-02-26	NA	NA	9.08	48.0%	-53.0%	-44.0%	-51.0%
TMT - cybersecurity	CVLT	2026-02-26	34.70	46.07	3.41	19.0%	79.0%	56.0%	61.0%
