sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
TMT - cons disc - misc,IOT,2026-02-11,203.88,NA,10.53,29.0%,-124.0%,-653.0%,-121.0%
,,,,,,,,,
TMT - cybersecurity,PANW,2026-02-11,56.38,104.85,12.06,16.0%,12.0%,-5.0%,-5.0%
TMT - cybersecurity,CRWD,2026-02-11,52544.03,NA,22.96,22.0%,121.0%,2.0%,102.0%
TMT - cybersecurity,FTNT,2026-02-11,24.48,36.19,9.60,15.0%,5.0%,64.0%,-4.0%
TMT - cybersecurity,ZS,2026-02-11,1571.14,NA,9.62,26.0%,90.0%,-240.0%,-4.0%
TMT - cybersecurity,NET,2026-02-11,715.42,NA,30.60,34.0%,-3.0%,52.0%,-6.0%
TMT - cybersecurity,CYBR,2026-02-11,846.57,NA,15.16,19.0%,-78.0%,-25.0%,-82.0%
TMT - cybersecurity,OKTA,2026-02-11,62.33,80.96,5.50,12.0%,100.0%,683.0%,169.0%
TMT - cybersecurity,RBRK,2026-02-11,NA,NA,9.22,48.0%,-53.0%,-44.0%,-51.0%
TMT - cybersecurity,CVLT,2026-02-11,34.26,45.50,3.37,19.0%,79.0%,56.0%,61.0%
TMT - cybersecurity,NTNX,2026-02-11,37.69,55.32,4.28,13.0%,78.0%,29.0%,107.0%
,,,,,,,,,
TMT - Data/Infra/Observability,SNOW,2026-02-11,NA,NA,13.95,29.0%,-12.0%,-15.0%,-9.0%
TMT - Data/Infra/Observability,MDB,2026-02-11,NA,NA,12.80,19.0%,-119.0%,-58.0%,-79.0%
TMT - Data/Infra/Observability,DDOG,2026-02-11,530.73,429.88,13.03,29.0%,-1.0%,14.0%,2.0%
TMT - Data/Infra/Observability,DT,2026-02-11,36.19,61.17,5.73,18.0%,48.0%,29.0%,-89.0%
,,,,,,,,,
TMT - devops,GTLB,2026-02-11,NA,NA,5.58,25.0%,-37.0%,-72.0%,-128.0%
TMT - devops,FROG,2026-02-11,NA,NA,12.24,26.0%,-38.0%,-17.0%,-28.0%
TMT - devops,DBX,2026-02-11,10.88,13.84,2.42,-1.0%,18.0%,31.0%,16.0%
,,,,,,,,,
data center,NOK,2026-02-11,13.07,55.95,1.82,12.0%,-31.0%,-2.0%,-27.0%
,,,,,,,,,
data center - hyper scaler,ORCL,2026-02-11,21.19,29.54,7.40,14.0%,86.0%,25.0%,95.0%
data center - hyper scaler,CRWV,2026-02-11,29.55,NA,11.01,134.0%,-26.0%,84.0%,-72.0%
data center - hyper scaler,NBIS,2026-02-11,NA,NA,64.79,237.0%,118.0%,-51.0%,27.0%
data center - hyper scaler,IREN,2026-02-11,117.26,48.89,29.05,60.0%,-1655.0%,-66.0%,-929.0%
data center - hyper scaler,WULF,2026-02-11,NA,NA,40.04,87.0%,2170.0%,-3378.0%,1876.0%
data center - hyper scaler,CIFR,2026-02-11,168.32,NA,31.16,198.0%,-96.0%,-260.0%,-96.0%
,,,,,,,,,
data center - semi chip,NVDA,2026-02-11,40.54,47.07,24.68,62.0%,70.0%,65.0%,65.0%
data center - semi chip,MU,2026-02-11,20.66,39.01,10.92,57.0%,182.0%,97.0%,180.0%
data center - semi chip,AVGO,2026-02-11,47.97,72.00,25.44,28.0%,83.0%,30.0%,97.0%
data center - semi chip,AMD,2026-02-11,50.98,80.75,10.05,34.0%,133.0%,33.0%,213.0%
,,,,,,,,,
data center - semi equip,ASML,2026-02-11,39.02,51.37,15.06,14.0%,12.0%,12.0%,15.0%
data center - semi equip,LRCX,2026-02-11,39.75,48.19,14.28,22.0%,36.0%,34.0%,34.0%
data center - semi equip,AMAT,2026-02-11,29.16,39.18,9.21,-3.0%,20.0%,-7.0%,10.0%
data center - semi equip,KLAC,2026-02-11,33.54,42.98,15.22,7.0%,37.0%,4.0%,39.0%
,,,,,,,,,
data center - semi equip for test,TER,2026-02-11,61.29,92.33,15.78,44.0%,84.0%,81.0%,76.0%
data center - semi equip for test,COHU,2026-02-11,NA,NA,3.75,32.0%,-47.0%,-243.0%,-77.0%
data center - semi equip for test,KLIC,2026-02-11,NA,NA,5.70,20.0%,-76.0%,52.0%,-79.0%
,,,,,,,,,
data center - package,TSM,2026-02-11,22.23,35.08,15.83,25.0%,38.0%,27.0%,41.0%
data center - package,ASX,2026-02-11,15.27,40.41,2.50,14.0%,63.0%,39.0%,63.0%
data center - package,AMKR,2026-02-11,12.12,37.33,2.07,16.0%,34.0%,24.0%,63.0%
,,,,,,,,,
data center - PCB,TTMI,2026-02-11,24.13,54.53,3.27,19.0%,333.0%,36.0%,880.0%
,,,,,,,,,
data center - rack manufacture,CLS,2026-02-11,27.35,41.19,2.75,44.0%,59.0%,53.0%,76.0%
data center - rack manufacture,FLEX,2026-02-11,13.24,29.02,0.89,8.0%,11.0%,-1.0%,-9.0%
,,,,,,,,,
data center - router,ANET,2026-02-11,45.29,53.53,20.97,27.0%,22.0%,25.0%,14.0%
data center - router,MRVL,2026-02-11,29.11,28.48,8.84,37.0%,-395.0%,-22877.0%,-381.0%
,,,,,,,,,
data center - optics,CRDO,2026-02-11,99.49,112.08,29.13,272.0%,-2230.0%,-2601.0%,-2058.0%
data center - optics,MTSI,2026-02-11,80.57,111.40,17.41,25.0%,-129.0%,44.0%,-129.0%
data center - optics,SMTC,2026-02-11,49.38,291.03,7.98,13.0%,-225.0%,45.0%,-62.0%
data center - optics,LITE,2026-02-11,166.25,175.55,19.47,65.0%,-328.0%,818.0%,-228.0%
data center - optics,COHR,2026-02-11,35.80,221.39,6.66,17.0%,31.0%,21.0%,104.0%
data center - optics,FN,2026-02-11,35.84,44.64,4.28,36.0%,26.0%,52.0%,30.0%
data center - optics,CIEN,2026-02-11,93.51,349.95,8.78,26.0%,-96.0%,35.0%,-56.0%
data center - optics,CSCO,2026-02-11,22.14,32.25,5.86,8.0%,50.0%,7.0%,5.0%
data center - optics,ADI,2026-02-11,33.96,73.75,14.94,26.0%,72.0%,32.0%,65.0%
data center - optics,APH,2026-02-11,26.18,43.11,7.63,49.0%,81.0%,82.0%,60.0%
data center - optics,GLW,2026-02-11,32.46,72.27,7.29,20.0%,55.0%,49.0%,74.0%
,,,,,,,,,
data center - NAND/SSD,STX,2026-02-11,32.61,46.05,8.83,22.0%,102.0%,66.0%,76.0%
data center - NAND/SSD,WDC,2026-02-11,27.82,27.48,8.65,-30.0%,165.0%,18.0%,209.0%
data center - NAND/SSD,SNDK,2026-02-11,61.64,NA,9.91,61.0%,442.0%,404.0%,672.0%
,,,,,,,,,
data center - server,DELL,2026-02-11,9.58,16.56,0.79,11.0%,39.0%,15.0%,37.0%
data center - server,SMCI,2026-02-11,18.14,23.79,0.68,123.0%,33.0%,30.0%,25.0%
,,,,,,,,,
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU),MPWR,2026-02-11,75.77,93.92,20.55,21.0%,24.0%,,-88.0%
data center - 板级DC-DC(48VDC->6VDC->VRM->1VDC for GPU/CPU),VICR,2026-02-11,134.89,88.04,18.09,19.0%,156.0%,158.0%,145.0%
,,,,,,,,,
data center - 服务器电源(PowerShelf/Front-End PSU/415VAC->48VDC架构),AEIS,2026-02-11,43.15,80.94,6.48,18.0%,41.0%,50.0%,7.0%
,,,,,,,,,
data center - 机房配电UPS/PDU(415VAC->415VAC),NVT,2026-02-11,23.29,26.25,4.67,42.0%,58.0%,26.0%,1011.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),ETN,2026-02-11,25.77,37.88,5.60,13.0%,11.0%,,17.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),VRT,2026-02-11,47.15,93.67,9.80,29.0%,83.0%,39.0%,126.0%
data center - 机房配电UPS/PDU(415VAC->415VAC),POWL,2026-02-11,28.59,38.48,6.46,4.0%,19.0%,20.0%,19.0%
,,,,,,,,,
data center - (34.5/13.8/4.16kVAC->415VAC,ETN,2026-02-11,25.77,37.88,5.60,13.0%,11.0%,,17.0%
data center - (34.5/13.8/4.16kVAC->415VAC,HUBB,2026-02-11,20.33,30.95,4.69,12.0%,15.0%,19.0%,14.0%
,,,,,,,,,
data center - UPS battery,ENS,2026-02-11,12.18,21.90,1.74,1.0%,-16.0%,-7.0%,-21.0%
data center - UPS battery,FLNC,2026-02-11,NA,NA,1.26,154.0%,20.0%,4.0%,9.0%
,,,,,,,,,
data center - construction builder,EME,2026-02-11,21.04,32.52,2.23,16.0%,10.0%,14.0%,9.0%
data center - construction builder,FIX,2026-02-11,37.36,56.69,5.67,35.0%,97.0%,74.0%,99.0%
data center - construction builder,URI,2026-02-11,9.92,22.60,3.42,3.0%,-4.0%,0.0%,-5.0%
,,,,,,,,,
data center - onsite power generator,CAT,2026-02-11,29.24,41.17,5.37,18.0%,-7.0%,-7.0%,-14.0%
data center - onsite power generator,GEV,2026-02-11,79.37,46.30,5.83,4.0%,-1.0%,48.0%,657.0%
data center - onsite power generator,CMI,2026-02-11,17.66,29.20,2.46,1.0%,19.0%,-2.0%,42.0%
data center - onsite power generator,FTAI,2026-02-11,31.41,60.82,11.60,42.0%,54.0%,20.0%,46.0%
data center - onsite power generator,BE,2026-02-11,274.30,NA,21.56,36.0%,-98.0%,-15.0%,-99.0%
,,,,,,,,,
"data center - 电网侧≥115kV, 115kV->34.5kV",PWR,2026-02-11,33.52,77.73,2.87,18.0%,21.0%,24.0%,16.0%
"data center - 电网侧≥115kV, 115kV->34.5kV",MYRG,2026-02-11,20.13,43.74,1.20,7.0%,141.0%,74.0%,201.0%
,,,,,,,,,
data center - new IPP,TLN,2026-02-11,8.11,77.03,3.99,35.0%,70.0%,43.0%,23.0%
data center - new IPP,OKLO,2026-02-11,NA,NA,NA,,200.0%,196.0%,198.0%
data center - new IPP,SMR,2026-02-11,NA,NA,73.76,1653.0%,1070.0%,1226.0%,1465.0%
,,,,,,,,,
data center - IPP,CEG,2026-02-11,14.74,31.70,3.74,23.0%,-15.0%,23.0%,-22.0%
data center - IPP,VST,2026-02-11,7.44,57.21,2.47,-3.0%,-64.0%,-20.0%,-67.0%
data center - IPP,NRG,2026-02-11,14.26,23.47,1.03,5.0%,-123.0%,-68.0%,-117.0%
,,,,,,,,,
data center - uranium,CCJ,2026-02-11,81.19,137.62,20.96,-16.0%,-58.0%,-20.0%,-102.0%
data center - uranium,UEC,2026-02-11,NA,NA,154.49,-100.0%,-49.0%,120.0%,-49.0%
data center - uranium,LEU,2026-02-11,51.31,50.41,8.53,-4.0%,-55.0%,-67.0%,-67.0%
,,,,,,,,,
data center - HVAC,TT,2026-02-11,24.94,36.41,4.91,6.0%,-1.0%,2.0%,-2.0%
data center - HVAC,CARR,2026-02-11,19.44,39.28,2.58,-6.0%,-99.0%,-54.0%,-93.0%
data center - HVAC,JCI,2026-02-11,24.04,26.52,3.60,7.0%,74.0%,40.0%,25.0%
data center - HVAC,SPXC,2026-02-11,24.88,49.80,5.38,23.0%,23.0%,32.0%,24.0%
,,,,,,,,,
material - steel/copper/aluminum/lithium,NUE,2026-02-11,12.06,25.79,1.37,9.0%,28.0%,16.0%,32.0%
material - steel/copper/aluminum/lithium,STLD,2026-02-11,16.51,25.72,1.65,14.0%,27.0%,26.0%,28.0%
material - steel/copper/aluminum/lithium,CLF,2026-02-11,NA,NA,0.38,0.0%,-23.0%,-118.0%,-46.0%
material - steel/copper/aluminum/lithium,BHP,2026-02-11,8.43,21.17,3.72,-6.0%,-13.0%,-8.0%,-28.0%
material - steel/copper/aluminum/lithium,RIO,2026-02-11,7.14,15.78,2.31,,,,
material - steel/copper/aluminum/lithium,VALE,2026-02-11,6.88,13.74,1.98,9.0%,-26.0%,11.0%,11.0%
material - steel/copper/aluminum/lithium,SCCO,2026-02-11,24.55,44.78,13.83,15.0%,21.0%,20.0%,24.0%
material - steel/copper/aluminum/lithium,FCX,2026-02-11,13.51,43.24,3.68,-4.0%,-38.0%,-32.0%,48.0%
material - steel/copper/aluminum/lithium,TMQ,2026-02-11,NA,NA,NA,,10.0%,2.0%,10.0%
material - steel/copper/aluminum/lithium,AA,2026-02-11,9.24,14.10,1.30,-13.0%,-74.0%,-54.0%,12.0%
material - steel/copper/aluminum/lithium,CENX,2026-02-11,21.26,66.92,1.98,17.0%,-79.0%,-10.0%,-69.0%
material - steel/copper/aluminum/lithium,ALB,2026-02-11,36.46,NA,4.17,-3.0%,-80.0%,-215.0%,-82.0%
material - steel/copper/aluminum/lithium,LAC,2026-02-11,NA,NA,NA,,2371.0%,69.0%,2353.0%
,,,,,,,,,
aerospace - & defense,RKLB,2026-02-11,NA,NA,67.06,48.0%,16.0%,7.0%,-65.0%
aerospace - & defense,DXYZ,2026-02-11,22.93,17.36,NA,-5512.0%,-297.0%,N/A,-297.0%
aerospace - & defense,FLY,2026-02-11,NA,NA,29.81,38.0%,227.0%,96.0%,204.0%
aerospace - & defense,LUNR,2026-02-11,NA,NA,13.96,-10.0%,-88.0%,32.0%,-87.0%
aerospace - & defense,RDW,2026-02-11,NA,NA,5.02,51.0%,60.0%,566.0%,76.0%
aerospace - & defense,PL,2026-02-11,NA,NA,25.55,33.0%,191.0%,-37.0%,195.0%
aerospace - & defense,PLTR,2026-02-11,219.79,213.23,72.26,70.0%,672.0%,3127.0%,670.0%
aerospace - & defense,KTOS,2026-02-11,178.75,714.82,11.54,26.0%,105.0%,12.0%,172.0%
aerospace - & defense,AVAV,2026-02-11,93.09,NA,8.87,151.0%,-425.0%,126.0%,-327.0%
aerospace - & defense,ONDS,2026-02-11,NA,NA,157.59,582.0%,-25.0%,100.0%,-18.0%
aerospace - & defense,RTX,2026-02-11,22.48,39.60,2.98,12.0%,14.0%,15.0%,9.0%
aerospace - & defense,LMT,2026-02-11,17.55,29.26,1.93,9.0%,195.0%,142.0%,155.0%
aerospace - & defense,NOC,2026-02-11,19.09,23.26,2.30,10.0%,12.0%,12.0%,13.0%
aerospace - & defense,LHX,2026-02-11,21.01,39.91,2.91,2.0%,-22.0%,-16.0%,-34.0%
aerospace - & defense,MOG-A,2026-02-11,20.72,39.79,2.52,21.0%,48.0%,27.0%,48.0%
aerospace - & defense,GD,2026-02-11,16.10,22.41,1.78,8.0%,2.0%,2.0%,0.0%
aerospace - & defense,HII,2026-02-11,18.80,25.56,1.23,16.0%,51.0%,43.0%,29.0%
aerospace - & defense,CW,2026-02-11,32.93,51.67,6.93,9.0%,12.0%,13.0%,12.0%
aerospace - & defense,BWXT,2026-02-11,45.09,59.37,5.93,29.0%,19.0%,19.0%,18.0%
aerospace - & defense,LDOS,2026-02-11,11.26,16.14,1.28,7.0%,3.0%,4.0%,1.0%
aerospace - & defense,BAH,2026-02-11,10.03,11.86,0.84,-10.0%,-25.0%,-7.0%,7.0%
aerospace - & defense,CACI,2026-02-11,15.00,24.52,1.41,6.0%,18.0%,13.0%,13.0%
aerospace - & defense,USAS,2026-02-11,NA,NA,20.69,38.0%,-6.0%,299.0%,12.0%
aerospace - & defense,ALM,2026-02-11,NA,NA,173.23,27.0%,-769.0%,54.0%,-718.0%
aerospace - & defense,UAMY,2026-02-11,NA,NA,34.23,260.0%,603.0%,608.0%,555.0%
,,,,,,,,,
material - rare earth(永磁体),CRS,2026-02-11,25.36,42.94,6.25,8.0%,24.0%,24.0%,25.0%
material - rare earth(永磁体),MP,2026-02-11,NA,NA,46.13,-15.0%,68.0%,82.0%,64.0%
material - rare earth(永磁体),USAR,2026-02-11,NA,NA,NA,,-10497.0%,712.0%,-11227.0%
material - rare earth(永磁体),EMAT,2026-02-11,NA,NA,NA,,975.0%,104.0%,450.0%
material - rare earth(永磁体),METC,2026-02-11,28.62,NA,1.88,-28.0%,9128.0%,-85.0%,5446.0%
material - rare earth(永磁体),CRML,2026-02-11,NA,NA,NA,,,,
,,,,,,,,,
chips,QCOM,2026-02-11,11.15,29.14,3.35,5.0%,-2.0%,-6.0%,-6.0%
chips,INTC,2026-02-11,21.99,NA,4.56,-4.0%,-44.0%,23.0%,369.0%
chips,ARM,2026-02-11,118.37,166.93,28.48,26.0%,-15.0%,14.0%,-12.0%
,,,,,,,,,
robotic,MOG-A,2026-02-11,20.72,39.79,2.52,21.0%,48.0%,27.0%,48.0%
robotic,ALNT,2026-02-11,18.76,58.74,2.09,11.0%,207.0%,46.0%,209.0%
robotic,ROK,2026-02-11,26.10,46.54,5.34,12.0%,61.0%,6.0%,66.0%
robotic,SNPS,2026-02-11,49.78,54.62,11.89,38.0%,60.0%,38.0%,-60.0%
robotic,SYM,2026-02-11,NA,NA,14.72,29.0%,-218.0%,-266.0%,-175.0%
,,,,,,,,,
aerospace - aftermarket,GE,2026-02-11,35.37,38.55,7.18,18.0%,24.0%,1.0%,33.0%
aerospace - aftermarket,FTAI,2026-02-11,31.41,60.82,11.60,42.0%,54.0%,20.0%,46.0%
aerospace - aftermarket,HEI,2026-02-11,34.27,65.74,8.60,19.0%,35.0%,9.0%,35.0%
aerospace - aftermarket,HWM,2026-02-11,41.67,64.79,11.64,14.0%,40.0%,26.0%,16.0%
aerospace - aftermarket,PH,2026-02-11,25.54,36.32,6.14,9.0%,-9.0%,13.0%,-11.0%
aerospace - aftermarket,TDG,2026-02-11,21.97,42.63,8.22,14.0%,-8.0%,8.0%,-13.0%
aerospace - aftermarket,CRS,2026-02-11,25.36,42.94,6.25,8.0%,24.0%,24.0%,25.0%
aerospace - aftermarket,ATI,2026-02-11,24.99,48.63,4.11,0.0%,-30.0%,9.0%,-30.0%
aerospace - aftermarket,BA,2026-02-11,NA,124.62,2.07,57.0%,-303.0%,-93.0%,-307.0%
,,,,,,,,,
quatum,IBM,2026-02-11,16.99,24.47,3.78,12.0%,25.0%,7.0%,92.0%
quatum,IONQ,2026-02-11,NA,NA,149.14,222.0%,1920.0%,166.0%,1909.0%
quatum,RGTI,2026-02-11,NA,NA,723.94,-18.0%,1255.0%,19.0%,1255.0%
,,,,,,,,,
TMT - SAAS,SAP,2026-02-11,17.47,28.69,5.55,13.0%,37.0%,16.0%,26.0%
TMT - SAAS,CRM,2026-02-11,12.03,24.68,4.30,9.0%,44.0%,17.0%,37.0%
TMT - SAAS,NOW,2026-02-11,38.94,60.25,7.92,21.0%,17.0%,49.0%,4.0%
TMT - SAAS,ADBE,2026-02-11,11.09,15.39,4.44,10.0%,14.0%,8.0%,10.0%
TMT - SAAS,INTU,2026-02-11,19.04,27.37,5.72,18.0%,163.0%,54.0%,126.0%
TMT - SAAS,ADP,2026-02-11,14.55,20.90,4.13,6.0%,10.0%,7.0%,10.0%
TMT - SAAS,WDAY,2026-02-11,28.87,60.69,4.13,13.0%,49.0%,48.0%,31.0%
TMT - SAAS,ADSK,2026-02-11,33.30,45.15,7.18,18.0%,33.0%,3.0%,25.0%
TMT - SAAS,TEAM,2026-02-11,NA,NA,4.00,23.0%,18.0%,-64.0%,12.0%
TMT - SAAS,HUBS,2026-02-11,102.00,NA,3.67,21.0%,117.0%,192.0%,103.0%
TMT - SAAS,TWLO,2026-02-11,44.48,264.91,3.42,15.0%,-995.0%,78.0%,-483.0%
TMT - SAAS,ZM,2026-02-11,14.86,17.90,5.68,4.0%,183.0%,59.0%,196.0%
TMT - SAAS,DOCU,2026-02-11,21.02,31.03,2.81,8.0%,33.0%,34.0%,34.0%
TMT - SAAS,BILL,2026-02-11,193.79,NA,3.00,14.0%,-106.0%,4966.0%,-108.0%
TMT - SAAS,GDDY,2026-02-11,12.62,15.63,2.52,10.0%,21.0%,15.0%,10.0%
TMT - SAAS,WIX,2026-02-11,21.59,31.24,2.05,14.0%,-61.0%,7.0%,-102.0%
TMT - SAAS,PATH,2026-02-11,127.28,27.57,4.02,16.0%,-196.0%,-149.0%,-1967.0%
,,,,,,,,,
CN,BABA,2026-02-11,17.19,22.63,2.63,5.0%,-52.0%,-67.0%,-52.0%
CN,NIO,2026-02-11,NA,NA,1.06,17.0%,-32.0%,,-29.0%
,,,,,,,,,
Fin - bank,JPM,2026-02-11,NA,15.53,3.02,N/A,-1.0%,N/A,-7.0%
Fin - bank,BAC,2026-02-11,NA,14.05,1.99,N/A,35.0%,N/A,14.0%
Fin - bank,C,2026-02-11,NA,16.85,1.23,N/A,0.0%,N/A,-16.0%
Fin - bank,BK,2026-02-11,NA,16.42,2.06,N/A,25.0%,N/A,26.0%
Fin - bank,MS,2026-02-11,NA,17.31,2.35,N/A,17.0%,N/A,19.0%
Fin - bank,GS,2026-02-11,NA,18.41,2.33,N/A,11.0%,N/A,12.0%
,,,,,,,,,
Fin - credit,AXP,2026-02-11,10.70,23.01,3.02,10.0%,12.0%,N/A,14.0%
Fin - credit,COF,2026-02-11,NA,90.92,2.17,N/A,98.0%,N/A,82.0%
Fin - credit,AFRM,2026-02-11,15.72,69.55,5.49,29.0%,61.0%,N/A,61.0%
Fin - credit,KLAR,2026-02-11,NA,NA,2.25,28.0%,-680.0%,-216.0%,-628.0%
Fin - credit,SOFI,2026-02-11,18.84,53.94,5.43,32.0%,209.0%,N/A,-48.0%
Fin - credit,UPST,2026-02-11,60.18,76.98,3.08,35.0%,-826.0%,-50860.0%,-778.0%
Fin - credit,FICO,2026-02-11,35.19,50.47,15.68,16.0%,28.0%,30.0%,4.0%
,,,,,,,,,
Fin - payment,V,2026-02-11,21.61,31.20,15.16,15.0%,8.0%,14.0%,15.0%
Fin - payment,MA,2026-02-11,23.48,32.54,14.71,18.0%,25.0%,27.0%,21.0%
Fin - payment,FISV,2026-02-11,6.95,9.80,1.58,1.0%,-19.0%,-14.0%,-14.0%
Fin - payment,PYPL,2026-02-11,5.17,7.48,1.12,5.0%,15.0%,12.0%,28.0%
Fin - payment,XYZ,2026-02-11,10.90,10.83,1.36,2.0%,86.0%,28.0%,63.0%
Fin - payment,TOST,2026-02-11,46.76,64.27,2.81,25.0%,82.0%,115.0%,88.0%
,,,,,,,,,
Fin - broker,SCHW,2026-02-11,8.14,20.49,6.13,8.0%,38.0%,N/A,38.0%
Fin - broker,IBKR,2026-02-11,-2.23,34.53,3.26,13.0%,25.0%,N/A,31.0%
Fin - broker,HOOD,2026-02-11,35.18,37.87,15.60,27.0%,18.0%,N/A,-34.0%
Fin - broker,COIN,2026-02-11,8.71,13.26,4.73,22.0%,632.0%,N/A,473.0%
,,,,,,,,,
Fin - asset manage,BLK,2026-02-11,19.87,30.94,7.09,26.0%,-24.0%,N/A,-33.0%
Fin - asset manage,BX,2026-02-11,24.48,34.51,11.69,0.0%,51.0%,N/A,44.0%
Fin - asset manage,KKR,2026-02-11,31.15,45.08,4.21,153.0%,58.0%,N/A,-2.0%
Fin - asset manage,BN,2026-02-11,17.27,131.58,1.52,-7.0%,-83.0%,N/A,743.0%
Fin - asset manage,APO,2026-02-11,10.73,23.05,2.28,84.0%,2.0%,N/A,-53.0%
Fin - asset manage,SSNC,2026-02-11,11.46,23.12,2.84,8.0%,-8.0%,2.0%,-22.0%
Fin - asset manage,CWAN,2026-02-11,91.88,15.43,10.80,77.0%,-334.0%,236.0%,-385.0%
,,,,,,,,,
Fin - mm,VIRT,2026-02-11,4.34,7.24,1.72,37.0%,70.0%,N/A,58.0%
,,,,,,,,,
Fin - data & stock exchange,ICE,2026-02-11,15.80,26.34,7.06,13.0%,18.0%,N/A,22.0%
Fin - data & stock exchange,NDAQ,2026-02-11,17.79,26.01,5.59,3.0%,32.0%,N/A,46.0%
Fin - data & stock exchange,CME,2026-02-11,23.67,27.11,16.73,8.0%,44.0%,N/A,35.0%
