sector,ticker,date,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
cons disc - travel service,YOU,2026-01-18,18.31,5.37,16.0%,42.0%,43.0%,21.0%
,,,,,,,,
cons disc - gambling,FLUT,2026-01-18,NA,2.14,17.0%,542.0%,-8.0%,570.0%
cons disc - gambling,DKNG,2026-01-18,NA,5.32,4.0%,-8.0%,-1.0%,-13.0%
,,,,,,,,
cons disc - restaurants,MCD,2026-01-18,26.22,8.34,3.0%,4.0%,4.0%,1.0%
cons disc - restaurants,SBUX,2026-01-18,57.07,2.85,5.0%,-86.0%,-14.0%,-85.0%
cons disc - restaurants,CMG,2026-01-18,35.22,4.48,8.0%,-1.0%,1.0%,-1.0%
cons disc - restaurants,DRI,2026-01-18,22.49,1.96,7.0%,11.0%,15.0%,10.0%
cons disc - restaurants,DPZ,2026-01-18,23.39,2.79,6.0%,-3.0%,11.0%,-5.0%
cons disc - restaurants,TXRH,2026-01-18,29.71,2.21,13.0%,-6.0%,2.0%,-1.0%
cons disc - restaurants,WING,2026-01-18,45.11,11.24,8.0%,12.0%,28.0%,11.0%
cons disc - restaurants,CAVA,2026-01-18,62.14,7.39,20.0%,15.0%,25.0%,-18.0%
cons disc - restaurants,SG,2026-01-18,NA,1.38,-1.0%,74.0%,342.0%,74.0%
,,,,,,,,
cons disc - apparel,TJX,2026-01-18,34.77,2.96,7.0%,10.0%,12.0%,11.0%
cons disc - apparel,NKE,2026-01-18,37.75,2.05,0.0%,-29.0%,-24.0%,-32.0%
cons disc - apparel,RL,2026-01-18,26.82,2.91,16.0%,29.0%,38.0%,40.0%
cons disc - apparel,AS,2026-01-18,66.65,3.36,30.0%,53.0%,48.0%,156.0%
cons disc - apparel,LULU,2026-01-18,14.09,2.23,7.0%,-12.0%,-7.0%,-13.0%
cons disc - apparel,ONON,2026-01-18,56.73,4.38,35.0%,334.0%,70.0%,322.0%
cons disc - apparel,DECK,2026-01-18,14.94,2.80,8.0%,7.0%,5.0%,11.0%
cons disc - apparel,VFC,2026-01-18,83.13,0.77,1.0%,16.0%,10.0%,3.0%
cons disc - apparel,CROX,2026-01-18,27.09,1.06,-6.0%,-23.0%,-21.0%,-27.0%
cons disc - apparel,GOOS,2026-01-18,79.05,1.27,1.0%,318.0%,-47.0%,-379.0%
,,,,,,,,
def - telecom service,TMUS,2026-01-18,17.92,2.43,9.0%,-11.0%,4.0%,-11.0%
def - telecom service,VZ,2026-01-18,8.29,1.19,1.0%,52.0%,4.0%,50.0%
def - telecom service,T,2026-01-18,7.63,1.34,2.0%,645.0%,2.0%,-4205.0%
def - telecom service,CMCSA,2026-01-18,4.62,0.82,-3.0%,-7.0%,-2.0%,-8.0%
def - telecom service,ERIC,2026-01-18,12.71,1.22,0.0%,211.0%,12.0%,220.0%
,,,,,,,,
def - discount stores,WMT,2026-01-18,41.99,1.36,6.0%,34.0%,3.0%,34.0%
def - discount stores,COST,2026-01-18,51.62,1.53,8.0%,12.0%,12.0%,11.0%
def - discount stores,TGT,2026-01-18,13.50,0.48,-2.0%,-21.0%,-9.0%,-19.0%
def - discount stores,SFM,2026-01-18,15.22,0.88,13.0%,28.0%,21.0%,31.0%
,,,,,,,,
def - household & personal products,PG,2026-01-18,21.10,3.98,3.0%,17.0%,5.0%,20.0%
def - household & personal products,PM,2026-01-18,31.45,6.78,10.0%,16.0%,1.0%,13.0%
def - household & personal products,UL,2026-01-18,23.54,2.16,N/A,N/A,N/A,N/A
def - household & personal products,CL,2026-01-18,23.68,3.39,2.0%,1.0%,0.0%,0.0%
def - household & personal products,KMB,2026-01-18,16.82,1.82,-16.0%,-50.0%,-7.0%,-51.0%
def - household & personal products,KVUE,2026-01-18,23.12,2.20,-4.0%,-9.0%,-3.0%,4.0%
def - household & personal products,ULTA,2026-01-18,25.43,2.46,13.0%,-5.0%,0.0%,-5.0%
def - household & personal products,ELF,2026-01-18,63.78,3.87,14.0%,-114.0%,-27.0%,-84.0%
def - household & personal products,HIMS,2026-01-18,58.01,3.23,49.0%,-48.0%,30.0%,-79.0%
,,,,,,,,
def - utilities - regulated electric,NEE,2026-01-18,26.56,6.76,10.0%,18.0%,14.0%,32.0%
def - utilities - regulated electric,SO,2026-01-18,22.10,3.39,8.0%,10.0%,12.0%,11.0%
def - utilities - regulated electric,DUK,2026-01-18,18.74,2.93,5.0%,12.0%,8.0%,16.0%
def - utilities - regulated electric,AEP,2026-01-18,17.55,2.99,9.0%,14.0%,5.0%,1.0%
def - utilities - regulated electric,D,2026-01-18,20.80,3.28,19.0%,8.0%,14.0%,6.0%
def - utilities - regulated electric,PEG,2026-01-18,19.08,3.36,23.0%,29.0%,27.0%,20.0%
def - utilities - regulated electric,PCG,2026-01-18,13.31,1.39,5.0%,33.0%,6.0%,43.0%
def - utilities - regulated electric,HE,2026-01-18,19.04,0.81,-16.0%,-127.0%,-298.0%,-129.0%
,,,,,,,,
def - utilities - waste management,WM,2026-01-18,34.86,3.60,15.0%,-22.0%,15.0%,-21.0%
def - utilities - waste management,RSG,2026-01-18,31.35,3.96,3.0%,0.0%,2.0%,-3.0%
def - utilities - waste management,WCN,2026-01-18,69.47,4.57,5.0%,-6.0%,1.0%,-7.0%
,,,,,,,,
def - insurance - diversified,BRK-B,2026-01-18,15.77,2.86,2.0%,17.0%,23.0%,17.0%
def - insurance - diversified,AIG,2026-01-18,13.07,1.44,-6.0%,10.0%,N/A,7.0%
,,,,,,,,
def - insurance - property & casualty,PGR,2026-01-18,11.09,1.39,14.0%,13.0%,N/A,12.0%
def - insurance - property & casualty,ALL,2026-01-18,6.23,0.75,4.0%,240.0%,N/A,220.0%
def - insurance - property & casualty,CB,2026-01-18,12.56,2.02,8.0%,30.0%,N/A,21.0%
def - insurance - property & casualty,TRV,2026-01-18,10.59,1.24,5.0%,50.0%,N/A,50.0%
def - insurance - property & casualty,HIG,2026-01-18,10.59,1.29,7.0%,38.0%,N/A,41.0%
def - insurance - property & casualty,WRB,2026-01-18,14.26,1.76,11.0%,37.0%,N/A,40.0%
def - insurance - property & casualty,GWRE,2026-01-18,150.77,10.63,27.0%,784.0%,440.0%,243.0%
,,,,,,,,
def - insurance - brokers,AON,2026-01-18,27.54,4.32,7.0%,33.0%,N/A,34.0%
def - insurance - brokers,AJG,2026-01-18,41.13,5.10,22.0%,-14.0%,N/A,-13.0%
def - insurance - brokers,BRO,2026-01-18,24.01,4.99,35.0%,-2.0%,N/A,-3.0%
def - insurance - brokers,ERIE,2026-01-18,23.03,3.26,7.0%,16.0%,N/A,14.0%
,,,,,,,,
def - beverages - Non-alcohol,KO,2026-01-18,23.32,6.35,6.0%,24.0%,12.0%,30.0%
def - beverages - Non-alcohol,PEP,2026-01-18,27.84,2.17,3.0%,-10.0%,-5.0%,-11.0%
def - beverages - Non-alcohol,KDP,2026-01-18,23.62,2.30,11.0%,6.0%,3.0%,7.0%
def - beverages - Non-alcohol,COKE,2026-01-18,23.44,1.83,7.0%,24.0%,10.0%,23.0%
def - beverages - Non-alcohol,MNST,2026-01-18,44.50,9.58,17.0%,45.0%,41.0%,41.0%
def - beverages - Non-alcohol,CELH,2026-01-18,598.35,6.60,173.0%,-1176.0%,-18192.0%,12520.0%
def - beverages - Non-alcohol,PRMB,2026-01-18,NA,1.06,245.0%,28.0%,233.0%,-45.0%
,,,,,,,,
def - packaged food,KHC,2026-01-18,NA,1.11,-2.0%,-385.0%,-14.0%,-312.0%
def - packaged food,GIS,2026-01-18,9.61,1.26,-7.0%,-36.0%,-18.0%,-48.0%
def - packaged food,MKC,2026-01-18,23.20,2.65,3.0%,1.0%,3.0%,1.0%
def - packaged food,CPB,2026-01-18,13.49,0.77,-3.0%,-10.0%,-17.0%,-11.0%
def - packaged food,PPC,2026-01-18,8.02,0.54,4.0%,-4.0%,-4.0%,-2.0%
def - packaged food,POST,2026-01-18,18.11,0.63,12.0%,-26.0%,10.0%,-37.0%
def - packaged food,BRBR,2026-01-18,14.25,1.22,17.0%,-15.0%,0.0%,-17.0%
def - packaged food,FRPT,2026-01-18,28.13,2.91,14.0%,98.0%,57.0%,755.0%
,,,,,,,,
def - farm products,ADM,2026-01-18,26.52,0.38,2.0%,36.0%,-33.0%,500.0%
def - farm products,TSN,2026-01-18,44.27,0.38,2.0%,-86.0%,-40.0%,-87.0%
def - farm products,CALM,2026-01-18,3.29,0.88,-19.0%,-53.0%,-41.0%,-53.0%
def - farm products,VITL,2026-01-18,22.17,1.84,37.0%,112.0%,97.0%,120.0%
,,,,,,,,
def - specialty retail,ORLY,2026-01-18,32.81,4.58,8.0%,9.0%,9.0%,9.0%
def - specialty retail,AZO,2026-01-18,24.56,3.03,8.0%,-8.0%,-4.0%,-6.0%
def - specialty retail,TSCO,2026-01-18,24.62,1.75,7.0%,6.0%,7.0%,7.0%
def - specialty retail,DKS,2026-01-18,17.31,1.30,36.0%,-65.0%,-3.0%,-67.0%
,,,,,,,,
healthcare - drug - general,LLY,2026-01-18,51.36,16.52,54.0%,355.0%,81.0%,475.0%
healthcare - drug - general,JNJ,2026-01-18,21.10,5.72,7.0%,124.0%,28.0%,91.0%
healthcare - drug - general,ABBV,2026-01-18,161.74,6.35,9.0%,-66.0%,10.0%,-89.0%
healthcare - drug - general,MRK,2026-01-18,14.40,4.23,3.0%,65.0%,57.0%,83.0%
healthcare - drug - general,AZN,2026-01-18,31.31,5.04,10.0%,74.0%,9.0%,74.0%
healthcare - drug - general,AMGN,2026-01-18,25.54,4.96,13.0%,26.0%,14.0%,14.0%
healthcare - drug - general,PFE,2026-01-18,14.95,2.32,-6.0%,-29.0%,7.0%,-21.0%
healthcare - drug - general,BMY,2026-01-18,18.66,2.34,-1.0%,1679.0%,,2957.0%
healthcare - drug - general,GILD,2026-01-18,19.35,5.33,3.0%,281.0%,9.0%,144.0%
,,,,,,,,
biotech,NVO,2026-01-18,18.16,4.50,12.0%,-21.0%,-7.0%,-22.0%
biotech,VRTX,2026-01-18,31.11,9.54,12.0%,6.0%,12.0%,4.0%
biotech,REGN,2026-01-18,17.55,5.41,1.0%,18.0%,-8.0%,9.0%
biotech,MRNA,2026-01-18,NA,7.32,-45.0%,-990.0%,1056.0%,-1638.0%
biotech,UTHR,2026-01-18,17.62,6.40,7.0%,13.0%,14.0%,10.0%
,,,,,,,,
healthcare - diagnostics,TMO,2026-01-18,35.75,5.32,5.0%,5.0%,6.0%,-1.0%
healthcare - diagnostics,ILMN,2026-01-18,31.74,5.05,0.0%,-69.0%,-52.0%,-79.0%
,,,,,,,,
healthcare - healthcare plans,UNH,2026-01-18,17.27,0.69,12.0%,-58.0%,N/A,-61.0%
healthcare - healthcare plans,CVS,2026-01-18,205.38,0.25,8.0%,-3416.0%,29.0%,-4669.0%
healthcare - healthcare plans,ELV,2026-01-18,15.33,0.43,12.0%,2.0%,N/A,17.0%
healthcare - healthcare plans,CI,2026-01-18,12.01,0.27,11.0%,93.0%,N/A,153.0%
healthcare - healthcare plans,HUM,2026-01-18,25.61,0.26,11.0%,-79.0%,N/A,-59.0%
healthcare - healthcare plans,OSCR,2026-01-18,NA,0.39,23.0%,166.0%,N/A,152.0%
healthcare - healthcare plans,ALHC,2026-01-18,NA,1.24,44.0%,-114.0%,N/A,-114.0%
,,,,,,,,
healthcare - hospital,HCA,2026-01-18,18.14,1.44,10.0%,27.0%,19.0%,29.0%
healthcare - hospital,THC,2026-01-18,13.49,0.83,3.0%,-23.0%,13.0%,-28.0%
healthcare - hospital,UHS,2026-01-18,9.50,0.73,13.0%,45.0%,27.0%,44.0%
healthcare - hospital,DVA,2026-01-18,10.78,0.56,5.0%,-17.0%,-6.0%,-30.0%
,,,,,,,,
healthcare - health informaction service,GEHC,2026-01-18,16.90,1.84,6.0%,-2.0%,-1.0%,-5.0%
healthcare - health informaction service,VEEV,2026-01-18,43.18,11.86,16.0%,29.0%,33.0%,27.0%
,,,,,,,,
healthcare - medical devices,ABT,2026-01-18,15.27,4.83,7.0%,12.0%,13.0%,-2.0%
healthcare - medical devices,SYK,2026-01-18,47.77,5.71,10.0%,-1.0%,13.0%,3.0%
healthcare - medical devices,BSX,2026-01-18,47.10,6.75,20.0%,40.0%,41.0%,61.0%
healthcare - medical devices,MDT,2026-01-18,26.14,3.57,7.0%,2.0%,10.0%,8.0%
healthcare - medical devices,EW,2026-01-18,35.91,8.32,15.0%,-14.0%,15.0%,-228.0%
,,,,,,,,
healthcare - medical instruments,ISRG,2026-01-18,70.81,19.73,23.0%,27.0%,33.0%,25.0%
healthcare - medical instruments,BDX,2026-01-18,35.53,2.70,8.0%,-6.0%,8.0%,17.0%
healthcare - medical instruments,ALC,2026-01-18,37.54,3.84,7.0%,-3.0%,5.0%,-10.0%
,,,,,,,,
Industry - industrial dis,GWW,2026-01-18,29.83,2.86,6.0%,-27.0%,-23.0%,-40.0%
Industry - industrial dis,FAST,2026-01-18,41.01,6.28,12.0%,14.0%,12.0%,13.0%
Industry - industrial dis,CNM,2026-01-18,25.68,1.47,1.0%,2.0%,-1.0%,3.0%
,,,,,,,,
Industry - marine shipping,KEX,2026-01-18,23.36,2.06,5.0%,5.0%,3.0%,3.0%
Industry - marine shipping,MATX,2026-01-18,11.14,1.35,-9.0%,-33.0%,-26.0%,-32.0%
,,,,,,,,
Industry - specialty chemicals,LIN,2026-01-18,29.39,6.12,3.0%,14.0%,5.0%,24.0%
Industry - specialty chemicals,SHW,2026-01-18,34.94,3.81,3.0%,4.0%,4.0%,3.0%
Industry - specialty chemicals,ECL,2026-01-18,39.85,4.94,4.0%,-27.0%,10.0%,-21.0%
,,,,,,,,
IT servies,IBM,2026-01-18,36.56,4.37,9.0%,-403.0%,26.0%,-628.0%
IT servies,ACN,2026-01-18,23.66,2.49,6.0%,0.0%,6.0%,-3.0%
IT servies,INFY,2026-01-18,24.05,3.90,3.0%,-10.0%,-11.0%,-7.0%
IT servies,IT,2026-01-18,20.22,2.57,3.0%,-87.0%,-3.0%,-91.0%
IT servies,EPAM,2026-01-18,32.45,2.22,19.0%,-24.0%,-14.0%,-22.0%
IT servies,GLOB,2026-01-18,30.96,1.21,0.0%,-15.0%,3.0%,-24.0%
,,,,,,,,
oil & gas integrated,XOM,2026-01-18,18.86,1.69,-4.0%,-16.0%,-5.0%,-12.0%
oil & gas integrated,CVX,2026-01-18,23.47,1.79,-1.0%,-17.0%,13.0%,-21.0%
oil & gas integrated,SHEL,2026-01-18,15.22,0.78,-6.0%,15.0%,4.0%,22.0%
,,,,,,,,
