sector	ticker	date	TTM EV/EBITDA	TTM P/E (GAAP)	TTM P/S (GAAP)	rev yoy%	EBIT yoy	EBITDA yoy	Net Income yoy
TMT - cons disc - entertain	SPOT	2026-01-29	41.20	77.96	5.51	14.0%	121.0%	33.0%	219.0%
									
TMT - cons disc - social	RBLX	2026-01-29	NA	NA	11.75	48.0%	7.0%	15.0%	7.0%
TMT - cons disc - social	RDDT	2026-01-29	120.84	104.39	18.86	68.0%	438.0%	1216.0%	445.0%
TMT - cons disc - social	PINS	2026-01-29	40.45	7.60	3.65	17.0%	193.0%	-13512.0%	201.0%
TMT - cons disc - social	SNAP	2026-01-29	NA	NA	2.13	10.0%	-29.0%	-36.0%	-32.0%
TMT - cons disc - social	MTCH	2026-01-29	11.13	14.45	2.11	2.0%	9.0%	-12.0%	18.0%
									
TMT - cons disc - adtech	APP	2026-01-29	50.03	70.77	34.38	17.0%	118.0%	76.0%	92.0%
TMT - cons disc - adtech	TTD	2026-01-29	21.98	35.48	5.39	18.0%	41.0%	50.0%	23.0%
TMT - cons disc - adtech	ROKU	2026-01-29	59.60	NA	3.23	14.0%	-879.0%	50.0%	-375.0%
TMT - cons disc - adtech	U	2026-01-29	NA	NA	9.10	5.0%	0.0%	-232.0%	1.0%
									
TMT - cons disc - edu	DUOL	2026-01-29	43.12	17.75	6.68	41.0%	83.0%	155.0%	1151.0%
TMT - cons disc - edu	COUR	2026-01-29	NA	NA	1.38	10.0%	-36.0%	-47.0%	-37.0%
									
TMT - cons disc - realestate	RKT	2026-01-29	70.34	260.21	10.67	39.0%	-63.0%	N/A	463.0%
TMT - cons disc - realestate	Z	2026-01-29	73.58	NA	6.34	16.0%	-160.0%	185.0%	-150.0%
									
TMT - cons disc - misc	IOT	2026-01-29	208.64	NA	10.77	29.0%	-124.0%	-653.0%	-121.0%
									
TMT - cybersecurity	PANW	2026-01-29	59.71	110.83	12.74	16.0%	12.0%	-5.0%	-5.0%
TMT - cybersecurity	CRWD	2026-01-29	56080.63	NA	24.45	22.0%	121.0%	2.0%	102.0%
TMT - cybersecurity	FTNT	2026-01-29	26.72	33.29	9.17	14.0%	-5.0%	17.0%	-12.0%
TMT - cybersecurity	ZS	2026-01-29	1545.60	NA	11.16	26.0%	90.0%	-289.0%	-4.0%
TMT - cybersecurity	NET	2026-01-29	839.20	NA	31.23	31.0%	-114.0%	88.0%	-92.0%
TMT - cybersecurity	CYBR	2026-01-29	774.65	NA	16.50	43.0%	-338.0%	-163.0%	-554.0%
TMT - cybersecurity	OKTA	2026-01-29	59.84	78.14	5.31	12.0%	100.0%	683.0%	169.0%
TMT - cybersecurity	RBRK	2026-01-29	NA	NA	9.53	48.0%	-53.0%	-44.0%	-51.0%
TMT - cybersecurity	CVLT	2026-01-29	34.27	45.39	3.37	19.0%	79.0%	56.0%	61.0%
TMT - cybersecurity	NTNX	2026-01-29	35.23	51.90	4.02	13.0%	78.0%	29.0%	107.0%
									
TMT - Data/Infra/Observability	SNOW	2026-01-29	NA	NA	15.43	29.0%	-12.0%	-15.0%	-9.0%
TMT - Data/Infra/Observability	MDB	2026-01-29	NA	NA	12.99	19.0%	-119.0%	-58.0%	-79.0%
TMT - Data/Infra/Observability	DDOG	2026-01-29	569.88	428.35	13.81	28.0%	-36.0%	-22.0%	-34.0%
TMT - Data/Infra/Observability	DT	2026-01-29	39.09	22.50	6.10	18.0%	51.0%	29.0%	30.0%
									
TMT - devops	GTLB	2026-01-29	NA	NA	6.42	25.0%	-37.0%	-72.0%	-128.0%
TMT - devops	FROG	2026-01-29	NA	NA	12.85	26.0%	-38.0%	-17.0%	-28.0%
TMT - devops	DBX	2026-01-29	11.35	14.67	2.56	-1.0%	18.0%	31.0%	16.0%
									
data center	NOK	2026-01-29	11.09	35.79	1.60	19.0%	10.0%	24.0%	-51.0%
									
data center - hyper scaler	ORCL	2026-01-29	21.99	30.94	7.75	14.0%	86.0%	25.0%	95.0%
data center - hyper scaler	CRWV	2026-01-29	29.98	NA	11.22	134.0%	-26.0%	84.0%	-72.0%
data center - hyper scaler	NBIS	2026-01-29	NA	NA	67.87	237.0%	118.0%	-51.0%	27.0%
data center - hyper scaler	IREN	2026-01-29	83.61	30.04	28.16	355.0%	-1241.0%	-444.0%	-844.0%
data center - hyper scaler	WULF	2026-01-29	NA	NA	35.04	87.0%	2170.0%	-3378.0%	1876.0%
data center - hyper scaler	CIFR	2026-01-29	178.63	NA	32.96	198.0%	-96.0%	-260.0%	-96.0%
									
data center - semi chip	NVDA	2026-01-29	40.82	47.39	24.85	62.0%	70.0%	65.0%	65.0%
data center - semi chip	MU	2026-01-29	21.83	41.24	11.54	57.0%	182.0%	97.0%	180.0%
data center - semi chip	AVGO	2026-01-29	46.04	69.01	24.38	28.0%	83.0%	30.0%	97.0%
data center - semi chip	AMD	2026-01-29	66.14	122.98	12.65	36.0%	78.0%	30.0%	61.0%
									
data center - semi equip	ASML	2026-01-29	39.37	51.83	15.19	14.0%	12.0%	12.0%	15.0%
data center - semi equip	LRCX	2026-01-29	41.99	50.63	15.08	22.0%	36.0%	34.0%	34.0%
data center - semi equip	AMAT	2026-01-29	29.97	39.02	9.46	-3.0%	20.0%	-7.0%	10.0%
data center - semi equip	KLAC	2026-01-29	38.50	52.56	17.57	13.0%	21.0%	13.0%	19.0%
data center - semi equip	TER	2026-01-29	58.33	90.32	13.60	4.0%	-7.0%	-3.0%	-18.0%
									
data center - package	TSM	2026-01-29	19.94	31.60	14.26	25.0%	38.0%	27.0%	41.0%
data center - package	ASX	2026-01-29	14.46	38.93	2.13	14.0%	25.0%	23.0%	21.0%
data center - package	AMKR	2026-01-29	11.72	40.17	1.91	7.0%	9.0%	8.0%	3.0%
									
data center - PCB	TTMI	2026-01-29	28.79	80.20	3.74	22.0%	147.0%	22.0%	271.0%
									
data center - rack manufacture	CLS	2026-01-29	27.38	41.24	2.75	44.0%	59.0%	53.0%	76.0%
									
data center - router	ANET	2026-01-29	47.92	56.47	22.12	27.0%	22.0%	25.0%	14.0%
data center - router	MRVL	2026-01-29	28.74	28.07	8.72	37.0%	-395.0%	-22877.0%	-381.0%
									
data center - optics	CRDO	2026-01-29	98.01	110.47	28.71	272.0%	-2230.0%	-2601.0%	-2058.0%
data center - optics	MTSI	2026-01-29	83.74	NA	17.52	30.0%	72.0%	25.0%	53.0%
data center - optics	SMTC	2026-01-29	45.15	265.06	7.27	13.0%	-225.0%	45.0%	-62.0%
data center - optics	LITE	2026-01-29	198.74	251.54	14.48	58.0%	-107.0%	1279.0%	-105.0%
data center - optics	COHR	2026-01-29	32.76	308.87	5.57	17.0%	1024.0%	20.0%	-3342.0%
data center - optics	FN	2026-01-29	42.83	51.33	4.97	22.0%	26.0%	18.0%	24.0%
data center - optics	CIEN	2026-01-29	79.34	296.53	7.44	26.0%	-96.0%	35.0%	-56.0%
data center - optics	CSCO	2026-01-29	20.44	29.68	5.39	8.0%	50.0%	7.0%	5.0%
data center - optics	ADI	2026-01-29	31.99	69.19	14.05	26.0%	72.0%	32.0%	65.0%
data center - optics	APH	2026-01-29	27.11	44.69	7.91	49.0%	81.0%	82.0%	60.0%
data center - optics	GLW	2026-01-29	25.49	55.74	5.62	20.0%	55.0%	49.0%	74.0%
									
data center - NAND/SSD	STX	2026-01-29	35.07	50.90	9.56	22.0%	102.0%	66.0%	76.0%
data center - NAND/SSD	WDC	2026-01-29	30.16	40.45	7.90	-31.0%	113.0%	-11.0%	140.0%
data center - NAND/SSD	SNDK	2026-01-29	150.15	NA	10.23	23.0%	-54.0%	-38.0%	-47.0%
									
data center - server	DELL	2026-01-29	9.18	15.68	0.75	11.0%	39.0%	15.0%	37.0%
data center - server	SMCI	2026-01-29	18.60	23.89	0.85	-15.0%	-58.0%	-61.0%	-60.0%
									
data center - 板级DC-DC(48V->6V->VRM->1V GPU/CPU)	MPWR	2026-01-29	74.03	29.88	21.07	19.0%	18.0%	20.0%	23.0%
data center - 板级DC-DC(48V->6V->VRM->1V GPU/CPU)	VICR	2026-01-29	141.80	92.33	18.98	19.0%	156.0%	158.0%	145.0%
									
data center - 服务器电源(PowerShelf/Front-End PSU/120V->48V架构)	AEIS	2026-01-29	42.49	71.23	5.93	24.0%	-459.0%	97.0%	-410.0%
									
data center - 机房配电UPS/PDU(480V->120V)	NVT	2026-01-29	25.41	31.67	5.18	35.0%	42.0%	32.0%	15.0%
data center - 机房配电UPS/PDU(480V->120V)	ETN	2026-01-29	23.23	35.22	5.14	10.0%	6.0%	16.0%	0.0%
data center - 机房配电UPS/PDU(480V->120V)	VRT	2026-01-29	36.86	72.98	7.63	29.0%	83.0%	39.0%	126.0%
data center - 机房配电UPS/PDU(480V->120V)	FLEX	2026-01-29	13.45	28.95	0.92	4.0%	-1.0%	6.0%	-7.0%
data center - 机房配电UPS/PDU(480V->120V)	POWL	2026-01-29	22.22	30.54	4.99	8.0%	12.0%	15.0%	12.0%
									
data center - (34.5/13.8/4.16kV->480V	ETN	2026-01-29	23.23	35.22	5.14	10.0%	6.0%	16.0%	0.0%
data center - (34.5/13.8/4.16kV->480V	HUBB	2026-01-29	20.14	30.71	4.63	4.0%	11.0%	9.0%	16.0%
									
data center - UPS battery	ENS	2026-01-29	12.57	21.60	1.83	8.0%	-9.0%	15.0%	-17.0%
data center - UPS battery	FLNC	2026-01-29	NA	NA	2.52	-15.0%	-39.0%	-5.0%	-62.0%
									
data center - onsite power generator	CAT	2026-01-29	24.88	33.92	4.78	10.0%	1.0%	-3.0%	-7.0%
data center - onsite power generator	FTAI	2026-01-29	32.39	62.91	12.00	42.0%	54.0%	20.0%	46.0%
data center - onsite power generator	CMI	2026-01-29	17.22	30.22	2.39	-2.0%	-20.0%	0.0%	-34.0%
data center - onsite power generator	BE	2026-01-29	209.24	NA	20.08	57.0%	56.0%	144.0%	57.0%
									
data center - construction builder	EME	2026-01-29	18.91	29.25	2.00	16.0%	10.0%	14.0%	9.0%
data center - construction builder	FIX	2026-01-29	32.70	49.68	4.97	35.0%	97.0%	74.0%	99.0%
data center - construction builder	URI	2026-01-29	9.06	19.88	3.04	3.0%	-4.0%	0.0%	-5.0%
									
data center - 电网侧≥115kV, 115kV->34.5kV	GEV	2026-01-29	74.42	39.66	5.03	4.0%	-1.0%	15.0%	657.0%
data center - 电网侧≥115kV, 115kV->34.5kV	PWR	2026-01-29	31.05	71.61	2.65	18.0%	21.0%	24.0%	16.0%
data center - 电网侧≥115kV, 115kV->34.5kV	MYRG	2026-01-29	18.94	41.12	1.12	7.0%	141.0%	74.0%	201.0%
									
data center - new IPP	TLN	2026-01-29	8.21	78.21	4.05	35.0%	70.0%	43.0%	23.0%
data center - new IPP	OKLO	2026-01-29	NA	NA	NA		200.0%	196.0%	198.0%
data center - new IPP	SMR	2026-01-29	NA	NA	87.15	1653.0%	1070.0%	1226.0%	1465.0%
									
data center - IPP	CEG	2026-01-29	13.20	32.73	3.33	23.0%	-15.0%	23.0%	-22.0%
data center - IPP	VST	2026-01-29	7.45	57.27	2.47	-3.0%	-64.0%	-20.0%	-67.0%
data center - IPP	NRG	2026-01-29	13.78	22.37	0.99	5.0%	-123.0%	-68.0%	-117.0%
									
data center - uranium	CCJ	2026-01-29	81.90	152.74	21.15	-16.0%	-58.0%	-20.0%	-102.0%
data center - uranium	UEC	2026-01-29	NA	NA	178.44	-100.0%	-49.0%	120.0%	-49.0%
data center - uranium	LEU	2026-01-29	53.63	44.94	11.86	30.0%	36.0%	208.0%	-178.0%
									
data center - HVAC	TT	2026-01-29	22.32	32.54	4.45	6.0%	13.0%	14.0%	10.0%
data center - HVAC	CARR	2026-01-29	15.19	23.75	2.26	-7.0%	-44.0%	-17.0%	-28.0%
data center - HVAC	JCI	2026-01-29	22.90	23.58	3.11	3.0%	-45.0%	1.0%	167.0%
data center - HVAC	SPXC	2026-01-29	22.45	44.81	4.84	23.0%	23.0%	32.0%	24.0%
									
material - copper/aluminum/lithium	BHP	2026-01-29	8.09	20.24	3.56	-6.0%	-13.0%	-8.0%	-28.0%
material - copper/aluminum/lithium	RIO	2026-01-29	6.83	15.00	2.20	N/A	N/A	N/A	N/A
material - copper/aluminum/lithium	VALE	2026-01-29	6.71	13.33	1.92	9.0%	-26.0%	11.0%	11.0%
material - copper/aluminum/lithium	SCCO	2026-01-29	24.31	44.32	13.69	15.0%	21.0%	20.0%	24.0%
material - copper/aluminum/lithium	FCX	2026-01-29	13.37	42.70	3.64	-4.0%	-38.0%	-32.0%	48.0%
material - copper/aluminum/lithium	TMQ	2026-01-29	NA	NA	NA		10.0%	2.0%	10.0%
material - copper/aluminum/lithium	AA	2026-01-29	8.91	13.58	1.25	-13.0%	-74.0%	-54.0%	12.0%
material - copper/aluminum/lithium	CENX	2026-01-29	19.54	61.04	1.80	17.0%	-79.0%	-10.0%	-69.0%
material - copper/aluminum/lithium	ALB	2026-01-29	37.27	NA	4.29	-3.0%	-80.0%	-215.0%	-82.0%
material - copper/aluminum/lithium	LAC	2026-01-29	NA	NA	NA		2371.0%	69.0%	2353.0%
									
aerospace - & defense	RKLB	2026-01-29	NA	NA	80.88	48.0%	16.0%	7.0%	-65.0%
aerospace - & defense	DXYZ	2026-01-29	24.10	18.24	NA	-5512.0%	-297.0%	N/A	-297.0%
aerospace - & defense	FLY	2026-01-29	NA	NA	38.13	38.0%	227.0%	96.0%	204.0%
aerospace - & defense	LUNR	2026-01-29	NA	NA	17.10	-10.0%	-88.0%	32.0%	-87.0%
aerospace - & defense	RDW	2026-01-29	NA	NA	7.07	51.0%	60.0%	566.0%	76.0%
aerospace - & defense	PL	2026-01-29	NA	NA	30.88	33.0%	191.0%	-37.0%	195.0%
aerospace - & defense	PLTR	2026-01-29	400.01	349.74	91.49	63.0%	206.0%	229.0%	231.0%
aerospace - & defense	KTOS	2026-01-29	221.83	882.08	14.23	26.0%	105.0%	12.0%	172.0%
aerospace - & defense	AVAV	2026-01-29	110.88	NA	10.60	151.0%	-425.0%	126.0%	-327.0%
aerospace - & defense	ONDS	2026-01-29	NA	NA	190.69	582.0%	-25.0%	100.0%	-18.0%
aerospace - & defense	RTX	2026-01-29	22.73	40.22	3.02	12.0%	14.0%	15.0%	9.0%
aerospace - & defense	LMT	2026-01-29	21.25	34.80	1.97	9.0%	1.0%	6.0%	0.0%
aerospace - & defense	NOC	2026-01-29	19.39	23.67	2.34	10.0%	12.0%	12.0%	13.0%
aerospace - & defense	LHX	2026-01-29	21.52	38.15	3.06	7.0%	32.0%	11.0%	16.0%
aerospace - & defense	GD	2026-01-29	16.02	22.73	1.81	8.0%	2.0%	2.0%	0.0%
aerospace - & defense	HII	2026-01-29	22.38	29.43	1.39	16.0%	82.0%	51.0%	44.0%
aerospace - & defense	CW	2026-01-29	34.07	53.53	7.18	9.0%	12.0%	13.0%	12.0%
aerospace - & defense	BWXT	2026-01-29	47.35	62.58	6.25	29.0%	19.0%	19.0%	18.0%
aerospace - & defense	LDOS	2026-01-29	11.98	17.36	1.37	7.0%	3.0%	4.0%	1.0%
aerospace - & defense	BAH	2026-01-29	11.07	13.17	0.94	-10.0%	-25.0%	-14.0%	7.0%
aerospace - & defense	CACI	2026-01-29	16.05	26.65	1.53	6.0%	18.0%	13.0%	13.0%
									
material - rare earth(永磁体)	CLF	2026-01-29	NA	NA	0.43	4.0%	1.0%	243.0%	4.0%
material - rare earth(永磁体)	CRS	2026-01-29	22.39	37.63	5.30	2.0%	43.0%	25.0%	45.0%
material - rare earth(永磁体)	MP	2026-01-29	NA	NA	46.49	-15.0%	68.0%	82.0%	64.0%
material - rare earth(永磁体)	USAR	2026-01-29	NA	NA	NA		-10497.0%	712.0%	-11227.0%
material - rare earth(永磁体)	EMAT	2026-01-29	NA	NA	NA		975.0%	104.0%	450.0%
material - rare earth(永磁体)	CRML	2026-01-29	NA	NA	NA	N/A	N/A	N/A	N/A
material - rare earth(永磁体)	UAMY	2026-01-29	NA	NA	34.54	260.0%	603.0%	608.0%	555.0%
									
chips	QCOM	2026-01-29	11.79	30.90	3.65	10.0%	14.0%	6.0%	-207.0%
chips	INTC	2026-01-29	22.40	NA	4.54	-4.0%	-44.0%	15.0%	369.0%
chips	ARM	2026-01-29	103.66	137.16	25.69	34.0%	372.0%	102.0%	122.0%
									
robotic	PH	2026-01-29	25.14	33.71	5.96	4.0%	19.0%	8.0%	16.0%
robotic	MOG-A	2026-01-29	20.82	39.92	2.52	14.0%	62.0%	18.0%	50.0%
robotic	ALNT	2026-01-29	17.56	54.39	1.93	11.0%	207.0%	46.0%	209.0%
robotic	ROK	2026-01-29	27.51	55.53	5.73	14.0%	-77.0%	38.0%	-42.0%
robotic	SNPS	2026-01-29	53.69	59.49	12.95	38.0%	60.0%	38.0%	-60.0%
robotic	SYM	2026-01-29	NA	NA	14.83	7.0%	-142.0%	-115.0%	-173.0%
robotic	ATI	2026-01-29	22.91	39.22	3.61	7.0%	26.0%	15.0%	33.0%
									
quatum	IBM	2026-01-29	18.64	27.33	4.22	12.0%	25.0%	7.0%	92.0%
quatum	IONQ	2026-01-29	NA	NA	188.71	222.0%	1920.0%	166.0%	1909.0%
quatum	RGTI	2026-01-29	NA	NA	854.52	-18.0%	1255.0%	19.0%	1255.0%
									
TMT - SAAS	SAP	2026-01-29	17.95	29.71	5.60	14.0%	36.0%	19.0%	46.0%
TMT - SAAS	CRM	2026-01-29	13.78	28.28	4.93	9.0%	44.0%	17.0%	37.0%
TMT - SAAS	NOW	2026-01-29	45.71	68.47	8.92	21.0%	17.0%	30.0%	4.0%
TMT - SAAS	ADBE	2026-01-29	12.53	17.39	5.02	10.0%	14.0%	8.0%	10.0%
TMT - SAAS	INTU	2026-01-29	23.61	34.14	7.14	18.0%	163.0%	54.0%	126.0%
TMT - SAAS	ADP	2026-01-29	16.52	23.65	4.69	6.0%	10.0%	5.0%	10.0%
TMT - SAAS	WDAY	2026-01-29	35.13	72.80	4.95	13.0%	49.0%	48.0%	31.0%
TMT - SAAS	ADSK	2026-01-29	36.18	49.09	7.80	18.0%	33.0%	3.0%	25.0%
TMT - SAAS	TEAM	2026-01-29	NA	NA	5.74	21.0%	87.0%	55.0%	-58.0%
TMT - SAAS	HUBS	2026-01-29	140.94	NA	4.92	21.0%	117.0%	192.0%	103.0%
TMT - SAAS	TWLO	2026-01-29	49.69	293.45	3.79	15.0%	-995.0%	78.0%	-483.0%
TMT - SAAS	ZM	2026-01-29	14.82	17.87	5.67	4.0%	183.0%	59.0%	196.0%
TMT - SAAS	DOCU	2026-01-29	25.39	36.98	3.35	8.0%	33.0%	34.0%	34.0%
TMT - SAAS	BILL	2026-01-29	908.66	NA	2.85	10.0%	-128.0%	-29.0%	-133.0%
TMT - SAAS	GDDY	2026-01-29	13.50	16.98	2.74	10.0%	21.0%	15.0%	10.0%
TMT - SAAS	WIX	2026-01-29	26.70	38.59	2.53	14.0%	-61.0%	7.0%	-102.0%
TMT - SAAS	PATH	2026-01-29	145.69	30.72	4.48	16.0%	-196.0%	-149.0%	-1967.0%
									
CN	BABA	2026-01-29	18.30	24.05	2.80	5.0%	-52.0%	-67.0%	-52.0%
CN	NIO	2026-01-29	NA	NA	1.00	17.0%	-32.0%		-29.0%
									
Fin - bank	JPM	2026-01-29	NA	15.28	2.97	N/A	-1.0%	N/A	-7.0%
Fin - bank	BAC	2026-01-29	NA	13.79	1.98	N/A	35.0%	N/A	14.0%
Fin - bank	C	2026-01-29	NA	16.42	1.20	N/A	0.0%	N/A	-16.0%
Fin - bank	BK	2026-01-29	NA	16.29	2.05	N/A	25.0%	N/A	26.0%
Fin - bank	MS	2026-01-29	NA	17.80	2.41	N/A	17.0%	N/A	19.0%
Fin - bank	GS	2026-01-29	NA	18.21	2.31	N/A	11.0%	N/A	12.0%
									
Fin - credit	AXP	2026-01-29	10.90	24.08	3.14	10.0%	19.0%	N/A	16.0%
Fin - credit	COF	2026-01-29	NA	92.65	2.21	N/A	98.0%	N/A	82.0%
Fin - credit	AFRM	2026-01-29	18.18	90.48	6.40	34.0%	-184.0%	N/A	-181.0%
Fin - credit	KLAR	2026-01-29	NA	NA	2.82	28.0%	-680.0%	-216.0%	-628.0%
Fin - credit	SOFI	2026-01-29	37.39	43.84	6.86	28.0%	133.0%	N/A	129.0%
Fin - credit	UPST	2026-01-29	121.59	180.31	4.13	71.0%	-576.0%	-175.0%	-570.0%
Fin - credit	FICO	2026-01-29	39.19	56.65	17.63	16.0%	28.0%	30.0%	4.0%
									
Fin - payment	V	2026-01-29	22.76	32.90	15.89	12.0%	-2.0%	11.0%	-4.0%
Fin - payment	MA	2026-01-29	25.05	34.66	15.45	17.0%	29.0%	21.0%	20.0%
Fin - payment	FISV	2026-01-29	6.91	9.85	1.62	1.0%	-24.0%	-15.0%	40.0%
Fin - payment	PYPL	2026-01-29	6.96	10.62	1.51	8.0%	17.0%	9.0%	24.0%
Fin - payment	XYZ	2026-01-29	12.58	12.43	1.57	2.0%	86.0%	28.0%	63.0%
Fin - payment	TOST	2026-01-29	52.41	71.16	3.11	25.0%	82.0%	115.0%	88.0%
									
Fin - broker	SCHW	2026-01-29	9.09	22.15	6.62	8.0%	38.0%	N/A	38.0%
Fin - broker	IBKR	2026-01-29	-2.28	34.01	3.21	13.0%	25.0%	N/A	31.0%
Fin - broker	HOOD	2026-01-29	49.68	41.43	21.23	99.0%	314.0%	N/A	271.0%
Fin - broker	COIN	2026-01-29	11.50	16.92	6.03	22.0%	632.0%	N/A	473.0%
									
Fin - asset manage	BLK	2026-01-29	20.58	32.10	7.35	26.0%	-24.0%	N/A	-33.0%
Fin - asset manage	BX	2026-01-29	28.45	40.65	12.35	41.0%	-20.0%	N/A	-20.0%
Fin - asset manage	KKR	2026-01-29	37.47	48.92	5.78	-2.0%	34.0%	N/A	43.0%
Fin - asset manage	BN	2026-01-29	17.28	131.75	1.52	-7.0%	-83.0%	N/A	743.0%
Fin - asset manage	APO	2026-01-29	10.71	19.81	2.79	26.0%	39.0%	N/A	120.0%
Fin - asset manage	SSNC	2026-01-29	10.86	24.67	3.29	7.0%	13.0%	9.0%	28.0%
Fin - asset manage	CWAN	2026-01-29	93.50	15.76	11.02	77.0%	-334.0%	236.0%	-385.0%
									
Fin - mm	VIRT	2026-01-29	8.21	8.65	1.97	26.0%	22.0%	N/A	29.0%
									
Fin - data & stock exchange	ICE	2026-01-29	18.14	31.72	8.37	7.0%	20.0%	N/A	24.0%
Fin - data & stock exchange	NDAQ	2026-01-29	21.86	34.65	6.79	3.0%	49.0%	N/A	38.0%
Fin - data & stock exchange	CME	2026-01-29	23.46	27.98	16.27	-3.0%	0.0%	N/A	-1.0%
Fin - data & stock exchange	CBOE	2026-01-29	18.47	28.48	6.01	8.0%	39.0%	N/A	38.0%
Fin - data & stock exchange	MRX	2026-01-29	-1.78	14.61	0.98			N/A	
Fin - data & stock exchange	SPGI	2026-01-29	23.21	38.35	10.64	9.0%	18.0%	25.0%	21.0%
Fin - data & stock exchange	MSCI	2026-01-29	26.73	38.74	14.57	11.0%	7.0%	12.0%	-7.0%
Fin - data & stock exchange	MCO	2026-01-29	25.83	41.30	12.22	11.0%	23.0%	22.0%	21.0%
Fin - data & stock exchange	TW	2026-01-29	20.85	35.05	12.17	13.0%	55.0%	17.0%	63.0%
Fin - data & stock exchange	MKTX	2026-01-29	13.51	28.56	7.40	1.0%	1.0%	N/A	-5.0%
									
Industry - farm machinery	DE	2026-01-29	16.77	28.48	3.13	11.0%	-6.0%	-6.0%	-14.0%
Industry - farm machinery	PCAR	2026-01-29	18.06	27.28	2.27	-14.0%	-39.0%	-44.0%	-36.0%
									
aerospace - aftermarket	BA	2026-01-29	NA	123.39	2.05	57.0%	-303.0%	-92.0%	-307.0%
aerospace - aftermarket	GE	2026-01-29	33.86	36.58	6.86	18.0%	24.0%		34.0%
aerospace - aftermarket	HWM	2026-01-29	37.99	58.89	10.58	14.0%	40.0%	26.0%	16.0%
aerospace - aftermarket	TDG	2026-01-29	23.43	44.17	9.06	12.0%	24.0%	18.0%	34.0%
aerospace - aftermarket	HEI	2026-01-29	35.17	67.40	8.84	19.0%	35.0%	9.0%	35.0%
aerospace - aftermarket	FTAI	2026-01-29	32.40	62.94	12.00	42.0%	54.0%	20.0%	46.0%
aerospace - aftermarket	CRS	2026-01-29	22.48	37.78	5.32	2.0%	43.0%	25.0%	45.0%
									
Industry - police equipment	MSI	2026-01-29	22.90	32.10	5.89	8.0%	4.0%	11.0%	0.0%
Industry - police equipment	AXON	2026-01-29	794.47	160.09	15.60	31.0%	-80.0%	-41.0%	-103.0%
									
Industry - auto manufactueres	RACE	2026-01-29	20.51	34.17	7.69	14.0%	12.0%	11.0%	8.0%
Industry - auto manufactueres	GM	2026-01-29	11.34	28.61	0.42	-5.0%	66.0%	-106.0%	93.0%
Industry - auto manufactueres	F	2026-01-29	18.97	11.96	0.29	9.0%	109.0%	48.0%	174.0%
Industry - auto manufactueres	CPRT	2026-01-29	17.34	24.53	8.32	1.0%	8.0%	5.0%	11.0%
									
home building - residential construction	DHI	2026-01-29	10.42	13.52	1.29	-10.0%	-28.0%	-28.0%	-30.0%
home building - residential construction	TOL	2026-01-29	8.61	10.78	1.27	3.0%	-5.0%	-8.0%	-6.0%
