sector,ticker,date,TTM EV/EBITDA,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
data center - 机房配电UPS/PDU(415VAC->415VAC),POWL,2026-04-15,33.52,44.66,7.49,4.0%,19.0%,20.0%,19.0%
,,,,,,,,,
data center - (34.5/13.8/4.16kVAC->415VAC,ETN,2026-04-15,25.30,37.77,5.58,13.0%,11.0%,6.0%,17.0%
data center - (34.5/13.8/4.16kVAC->415VAC,HUBB,2026-04-15,20.77,31.60,4.78,12.0%,15.0%,19.0%,14.0%
,,,,,,,,,
data center - UPS battery,ENS,2026-04-15,13.19,23.93,1.91,1.0%,-16.0%,-7.0%,-21.0%
data center - UPS battery,FLNC,2026-04-15,NA,NA,1.09,154.0%,20.0%,4.0%,9.0%
,,,,,,,,,
data center - onsite power generator,CAT,2026-04-15,28.28,40.86,5.30,18.0%,-7.0%,2.0%,-14.0%
data center - onsite power generator,GEV,2026-04-15,95.56,55.45,6.98,4.0%,-1.0%,48.0%,657.0%
data center - onsite power generator,CMI,2026-04-15,17.69,29.22,2.46,1.0%,19.0%,-2.0%,42.0%
data center - onsite power generator,FTAI,2026-04-15,30.70,58.21,10.97,32.0%,24.0%,18.0%,29.0%
data center - onsite power generator,BE,2026-04-15,377.24,NA,29.76,36.0%,-98.0%,-15.0%,-99.0%
,,,,,,,,,
data center - construction builder,EME,2026-04-15,19.96,28.44,2.11,20.0%,45.0%,13.0%,49.0%
data center - construction builder,FIX,2026-04-15,39.58,57.14,6.38,42.0%,125.0%,78.0%,127.0%
data center - construction builder,URI,2026-04-15,8.95,19.76,2.99,3.0%,-4.0%,0.0%,-5.0%
,,,,,,,,,
"data center - 电网侧≥115kV, 115kV->34.5kV",PWR,2026-04-15,36.41,86.84,3.10,20.0%,1.0%,15.0%,3.0%
"data center - 电网侧≥115kV, 115kV->34.5kV",MYRG,2026-04-15,21.51,42.46,1.36,17.0%,72.0%,41.0%,129.0%
,,,,,,,,,
data center - new IPP,TLN,2026-04-15,10.84,NA,3.67,74.0%,1362.0%,-338.0%,-543.0%
data center - new IPP,OKLO,2026-04-15,NA,NA,NA,,326.0%,272.0%,303.0%
data center - new IPP,SMR,2026-04-15,NA,NA,126.38,-95.0%,-64.0%,534.0%,-32.0%
,,,,,,,,,
data center - IPP,CEG,2026-04-15,16.99,39.80,3.97,0.0%,-19.0%,-24.0%,-49.0%
data center - IPP,VST,2026-04-15,17.88,74.37,3.25,-68.0%,-32.0%,-122.0%,-53.0%
data center - IPP,NRG,2026-04-15,16.75,42.64,1.18,13.0%,-91.0%,-11.0%,-92.0%
,,,,,,,,,
data center - uranium,CCJ,2026-04-15,81.77,122.70,20.83,2.0%,158.0%,-4.0%,47.0%
data center - uranium,UEC,2026-04-15,NA,NA,357.59,-59.0%,19.0%,730.0%,36.0%
data center - uranium,LEU,2026-04-15,52.26,47.35,8.65,-4.0%,-55.0%,-67.0%,-67.0%
,,,,,,,,,
data center - HVAC,TT,2026-04-15,24.40,35.57,4.79,6.0%,-1.0%,2.0%,-2.0%
data center - HVAC,CARR,2026-04-15,17.39,34.24,2.25,-6.0%,-99.0%,-54.0%,-93.0%
data center - HVAC,JCI,2026-04-15,23.51,25.88,3.51,7.0%,74.0%,40.0%,25.0%
data center - HVAC,SPXC,2026-04-15,21.95,43.24,4.80,19.0%,35.0%,23.0%,38.0%
,,,,,,,,,
material - steel/copper/aluminum/lithium,NUE,2026-04-15,11.76,25.20,1.33,9.0%,28.0%,17.0%,32.0%
material - steel/copper/aluminum/lithium,STLD,2026-04-15,15.65,24.29,1.55,14.0%,27.0%,26.0%,28.0%
material - steel/copper/aluminum/lithium,CLF,2026-04-15,NA,NA,0.30,0.0%,-23.0%,-118.0%,-46.0%
material - steel/copper/aluminum/lithium,BHP,2026-04-15,7.92,19.73,3.74,2.0%,190.0%,49.0%,505.0%
material - steel/copper/aluminum/lithium,RIO,2026-04-15,6.52,16.20,2.14,,,,
material - steel/copper/aluminum/lithium,VALE,2026-04-15,6.31,32.82,1.97,9.0%,66.0%,41.0%,387.0%
material - steel/copper/aluminum/lithium,SCCO,2026-04-15,20.03,36.53,11.58,39.0%,64.0%,54.0%,65.0%
material - steel/copper/aluminum/lithium,FCX,2026-04-15,14.64,45.18,3.92,-11.0%,-38.0%,-49.0%,48.0%
material - steel/copper/aluminum/lithium,TMQ,2026-04-15,NA,NA,NA,,95.0%,44.0%,95.0%
material - steel/copper/aluminum/lithium,AA,2026-04-15,8.79,15.73,1.41,2.0%,-74.0%,-22.0%,12.0%
material - steel/copper/aluminum/lithium,CENX,2026-04-15,26.82,162.10,2.51,0.0%,-137.0%,4.0%,-96.0%
material - steel/copper/aluminum/lithium,ALB,2026-04-15,34.70,NA,4.24,16.0%,-471.0%,44.0%,-1457.0%
material - steel/copper/aluminum/lithium,LAC,2026-04-15,NA,NA,NA,,-747.0%,227.0%,-564.0%
,,,,,,,,,
aerospace - & defense,RKLB,2026-04-15,NA,NA,69.18,36.0%,-19.0%,-15.0%,1.0%
aerospace - & defense,DXYZ,2026-04-15,5.04,8.38,NA,436.0%,-2752.0%,N/A,-2752.0%
aerospace - & defense,FLY,2026-04-15,NA,NA,37.07,539.0%,-7.0%,-1.0%,-60.0%
aerospace - & defense,LUNR,2026-04-15,NA,NA,24.38,-18.0%,-66.0%,76.0%,-73.0%
aerospace - & defense,RDW,2026-04-15,NA,NA,5.63,56.0%,23.0%,182.0%,6.0%
aerospace - & defense,PL,2026-04-15,NA,NA,37.96,41.0%,340.0%,205.0%,334.0%
aerospace - & defense,PLTR,2026-04-15,231.34,224.66,75.97,70.0%,672.0%,3127.0%,670.0%
aerospace - & defense,KTOS,2026-04-15,156.21,568.08,10.40,22.0%,202.0%,33.0%,51.0%
aerospace - & defense,AVAV,2026-04-15,63.04,NA,6.14,143.0%,7347.0%,445.0%,8846.0%
aerospace - & defense,RTX,2026-04-15,22.77,40.07,3.02,12.0%,14.0%,15.0%,9.0%
aerospace - & defense,LMT,2026-04-15,17.13,28.43,1.88,9.0%,195.0%,142.0%,155.0%
aerospace - & defense,NOC,2026-04-15,19.07,23.22,2.29,10.0%,12.0%,12.0%,13.0%
aerospace - & defense,LHX,2026-04-15,21.59,41.83,3.05,2.0%,-22.0%,-7.0%,-34.0%
aerospace - & defense,MOG-A,2026-04-15,20.13,38.68,2.44,21.0%,48.0%,27.0%,48.0%
aerospace - & defense,ALNT,2026-04-15,18.52,53.51,2.16,17.0%,123.0%,37.0%,112.0%
aerospace - & defense,GD,2026-04-15,15.80,21.92,1.75,8.0%,2.0%,2.0%,0.0%
aerospace - & defense,HII,2026-04-15,19.19,26.07,1.26,16.0%,51.0%,43.0%,29.0%
aerospace - & defense,CW,2026-04-15,36.55,57.02,7.74,15.0%,16.0%,13.0%,16.0%
aerospace - & defense,BWXT,2026-04-15,54.21,66.71,6.84,19.0%,29.0%,-2.0%,31.0%
aerospace - & defense,LDOS,2026-04-15,10.12,14.27,1.17,-4.0%,14.0%,11.0%,15.0%
aerospace - & defense,BAH,2026-04-15,10.42,12.29,0.87,-10.0%,-25.0%,-11.0%,7.0%
aerospace - & defense,CACI,2026-04-15,14.12,22.74,1.31,6.0%,18.0%,13.0%,13.0%
aerospace - & defense,USAS,2026-04-15,NA,NA,16.88,39.0%,174.0%,-211.0%,226.0%
aerospace - & defense,ALM,2026-04-15,NA,NA,251.33,39.0%,1790.0%,344.0%,1800.0%
aerospace - & defense,UAMY,2026-04-15,NA,NA,38.86,90.0%,-73.0%,616.0%,-67.0%
,,,,,,,,,
aerospace - aftermarket,GE,2026-04-15,35.32,38.64,7.17,18.0%,24.0%,1.0%,33.0%
aerospace - aftermarket,FTAI,2026-04-15,30.70,58.21,10.97,32.0%,24.0%,18.0%,29.0%
aerospace - aftermarket,HEI,2026-04-15,30.34,58.01,7.51,14.0%,19.0%,13.0%,13.0%
aerospace - aftermarket,ATI,2026-04-15,28.35,55.13,4.68,0.0%,-30.0%,9.0%,-30.0%
aerospace - aftermarket,CRS,2026-04-15,29.31,49.79,7.25,8.0%,24.0%,24.0%,25.0%
aerospace - aftermarket,HWM,2026-04-15,43.38,68.63,12.39,15.0%,10.0%,23.0%,18.0%
aerospace - aftermarket,PH,2026-04-15,24.78,35.16,5.95,9.0%,-9.0%,13.0%,-11.0%
aerospace - aftermarket,TDG,2026-04-15,21.38,41.05,7.92,14.0%,-8.0%,8.0%,-13.0%
aerospace - aftermarket,BA,2026-04-15,NA,118.21,1.97,57.0%,-303.0%,-93.0%,-307.0%
,,,,,,,,,
material - rare earth(永磁体),CRS,2026-04-15,29.31,49.79,7.25,8.0%,24.0%,24.0%,25.0%
material - rare earth(永磁体),MP,2026-04-15,NA,NA,38.40,70.0%,-131.0%,-265.0%,-142.0%
material - rare earth(永磁体),USAR,2026-04-15,NA,NA,2422.10,,-12162.0%,1722.0%,-12981.0%
material - rare earth(永磁体),EMAT,2026-04-15,NA,NA,NA,,-48.0%,-49.0%,-52.0%
material - rare earth(永磁体),METC,2026-04-15,57.57,NA,1.70,-25.0%,-360.0%,-84.0%,-481.0%
material - rare earth(永磁体),CRML,2026-04-15,NA,NA,NA,,,,
,,,,,,,,,
chips,QCOM,2026-04-15,10.50,27.41,3.16,5.0%,-2.0%,-6.0%,-6.0%
chips,INTC,2026-04-15,28.97,NA,6.14,-4.0%,-44.0%,23.0%,369.0%
chips,ARM,2026-04-15,151.01,211.89,36.16,26.0%,-15.0%,14.0%,-12.0%
,,,,,,,,,
robotic,MOG-A,2026-04-15,20.13,38.68,2.44,21.0%,48.0%,27.0%,48.0%
robotic,ALNT,2026-04-15,18.52,53.51,2.16,17.0%,123.0%,37.0%,112.0%
robotic,ROK,2026-04-15,25.52,45.45,5.21,12.0%,61.0%,6.0%,66.0%
robotic,SNPS,2026-04-15,40.06,67.89,10.52,65.0%,-73.0%,106.0%,-78.0%
robotic,SYM,2026-04-15,NA,NA,14.78,29.0%,-218.0%,-266.0%,-175.0%
,,,,,,,,,
quatum,IBM,2026-04-15,14.76,21.99,3.40,12.0%,25.0%,27.0%,92.0%
quatum,IONQ,2026-04-15,NA,NA,120.14,429.0%,-461.0%,151.0%,-473.0%
quatum,RGTI,2026-04-15,NA,NA,886.83,-18.0%,-88.0%,21.0%,-88.0%
,,,,,,,,,
TMT - SAAS,SAP,2026-04-15,15.27,24.52,4.86,13.0%,37.0%,16.0%,26.0%
TMT - SAAS,CRM,2026-04-15,13.76,22.82,3.96,12.0%,32.0%,9.0%,14.0%
TMT - SAAS,NOW,2026-04-15,36.49,56.59,7.44,21.0%,17.0%,49.0%,4.0%
TMT - SAAS,ADBE,2026-04-15,10.09,14.28,4.05,12.0%,11.0%,12.0%,4.0%
TMT - SAAS,INTU,2026-04-15,17.82,25.33,5.37,17.0%,52.0%,34.0%,47.0%
TMT - SAAS,ADP,2026-04-15,13.19,18.91,3.74,6.0%,10.0%,7.0%,10.0%
TMT - SAAS,WDAY,2026-04-15,21.45,48.10,3.35,15.0%,120.0%,88.0%,54.0%
TMT - SAAS,ADSK,2026-04-15,30.38,45.81,7.02,20.0%,20.0%,38.0%,4.0%
TMT - SAAS,TEAM,2026-04-15,NA,NA,3.02,23.0%,18.0%,-64.0%,12.0%
TMT - SAAS,HUBS,2026-04-15,57.48,251.30,3.68,20.0%,375.0%,225.0%,993.0%
TMT - SAAS,TWLO,2026-04-15,48.27,681.16,4.01,14.0%,179.0%,68.0%,268.0%
TMT - SAAS,ZM,2026-04-15,14.77,14.39,5.41,5.0%,92.0%,-14.0%,83.0%
TMT - SAAS,DOCU,2026-04-15,20.24,31.52,2.82,8.0%,50.0%,28.0%,8.0%
TMT - SAAS,BILL,2026-04-15,158.14,NA,2.50,14.0%,-106.0%,4966.0%,-108.0%
TMT - SAAS,GDDY,2026-04-15,10.99,13.24,2.23,7.0%,30.0%,17.0%,23.0%
TMT - SAAS,WIX,2026-04-15,57.27,89.96,1.95,14.0%,-215.0%,-245.0%,-184.0%
TMT - SAAS,PATH,2026-04-15,53.89,20.31,3.45,14.0%,69.0%,84.0%,102.0%
,,,,,,,,,
CN,BABA,2026-04-15,16.82,24.80,2.12,3.0%,-56.0%,-46.0%,-66.0%
CN,NIO,2026-04-15,NA,NA,1.10,78.0%,-104.0%,,-102.0%
,,,,,,,,,
Fin - bank,JPM,2026-04-15,NA,15.27,2.95,N/A,-1.0%,N/A,-7.0%
Fin - bank,BAC,2026-04-15,NA,14.19,1.99,N/A,35.0%,N/A,14.0%
Fin - bank,C,2026-04-15,NA,18.91,1.35,N/A,0.0%,N/A,-16.0%
Fin - bank,BK,2026-04-15,NA,17.74,2.23,N/A,25.0%,N/A,26.0%
Fin - bank,MS,2026-04-15,NA,18.73,2.53,N/A,17.0%,N/A,19.0%
Fin - bank,GS,2026-04-15,NA,16.41,2.14,N/A,15.0%,N/A,18.0%
,,,,,,,,,
Fin - credit,AXP,2026-04-15,9.99,21.44,2.81,10.0%,12.0%,N/A,14.0%
Fin - credit,COF,2026-04-15,NA,69.06,1.82,N/A,44.0%,N/A,101.0%
Fin - credit,SOFI,2026-04-15,22.62,49.45,5.02,32.0%,209.0%,N/A,-48.0%
Fin - credit,AFRM,2026-04-15,16.36,73.39,5.79,29.0%,61.0%,N/A,61.0%
Fin - credit,KLAR,2026-04-15,NA,NA,1.60,38.0%,-137.0%,-116.0%,-304.0%
Fin - credit,UPST,2026-04-15,60.93,77.58,3.13,35.0%,-826.0%,-50860.0%,-778.0%
Fin - credit,FICO,2026-04-15,27.32,38.11,11.84,16.0%,28.0%,30.0%,4.0%
,,,,,,,,,
Fin - payment,V,2026-04-15,20.76,29.97,14.56,15.0%,8.0%,14.0%,15.0%
Fin - payment,MA,2026-04-15,22.64,31.54,14.15,18.0%,25.0%,27.0%,21.0%
Fin - payment,FISV,2026-04-15,6.98,9.70,1.55,1.0%,-19.0%,-14.0%,-14.0%
Fin - payment,PYPL,2026-04-15,6.29,9.17,1.37,5.0%,15.0%,12.0%,28.0%
Fin - payment,XYZ,2026-04-15,11.99,32.39,1.69,4.0%,-27.0%,108.0%,-94.0%
Fin - payment,TOST,2026-04-15,39.41,51.61,2.70,22.0%,206.0%,121.0%,206.0%
,,,,,,,,,
Fin - broker,SCHW,2026-04-15,9.62,21.46,6.28,8.0%,38.0%,N/A,38.0%
Fin - broker,IBKR,2026-04-15,-0.69,35.95,3.40,13.0%,25.0%,N/A,31.0%
Fin - broker,HOOD,2026-04-15,43.12,42.46,17.47,28.0%,18.0%,N/A,-34.0%
Fin - broker,COIN,2026-04-15,43.65,44.44,7.18,-69.0%,-159.0%,N/A,-152.0%
,,,,,,,,,
Fin - asset manage,BLK,2026-04-15,18.60,29.95,6.86,26.0%,-24.0%,N/A,-33.0%
Fin - asset manage,BX,2026-04-15,23.89,33.74,11.37,0.0%,51.0%,N/A,44.0%
Fin - asset manage,KKR,2026-04-15,32.79,44.86,4.59,86.0%,58.0%,N/A,-2.0%
Fin - asset manage,BN,2026-04-15,15.86,95.74,1.34,7.0%,-214.0%,N/A,79.0%
Fin - asset manage,APO,2026-04-15,10.02,22.02,2.15,86.0%,2.0%,N/A,-55.0%
Fin - asset manage,SSNC,2026-04-15,9.74,22.69,2.75,8.0%,-8.0%,4.0%,-22.0%
Fin - asset manage,CWAN,2026-04-15,69.90,NA,9.80,72.0%,-41.0%,264.0%,-103.0%
,,,,,,,,,
Fin - mm,VIRT,2026-04-15,8.55,9.90,2.41,21.0%,70.0%,N/A,48.0%
,,,,,,,,,
Fin - data & stock exchange,ICE,2026-04-15,16.92,28.67,7.66,13.0%,18.0%,N/A,22.0%
Fin - data & stock exchange,NDAQ,2026-04-15,19.30,28.70,6.14,3.0%,32.0%,N/A,46.0%
